adj_form_lower ,very   ,more   ,most   ,so      ,not    ,as     ,too    ,really ,much   ,pretty ,less   ,n't    ,even   ,also   ,quite  ,extremely ,still  ,highly ,just   ,always ,completely ,relatively ,particularly ,only   ,far    ,now    ,all    ,almost ,truly  ,incredibly ,fairly ,increasingly ,rather ,especially ,slightly ,absolutely ,totally ,often  ,super  ,entirely ,somewhat ,already ,that   ,equally ,no     ,fully  ,potentially ,mostly ,perfectly ,well   ,nearly ,deeply ,largely ,seemingly ,actually ,longer ,sometimes ,significantly ,both  ,probably ,politically ,generally ,never  ,usually ,easily ,surprisingly ,currently ,simply ,ever  ,overly ,definitely ,certainly ,once   ,immediately ,otherwise ,yet    ,real   ,any    ,clearly ,readily ,virtually ,utterly ,environmentally ,mentally ,hugely ,partly ,exceptionally ,unusually ,about  ,long   ,previously ,physically ,remarkably ,terribly ,socially ,seriously ,genuinely ,purely ,however ,reasonably
cheap          ,106.76 , 29.83 , 19.39 ,  79.36 , 99.23 , 67.01 , 61.64 , 66.02 , 16.06 , 57.21 , 13.0  , 77.87 , 11.92 , 27.77 , 38.87 ,    38.56 , 25.71 ,  3.0  , 18.6  , 16.19 ,      4.12 ,     89.53 ,       18.36 , 15.94 ,  3.16 , 11.27 ,  9.75 ,  5.66 ,  9.17 ,     33.93 , 40.19 ,       10.05 , 26.32 ,     10.54 ,    6.48 ,      4.9  ,   5.2  , 12.29 , 49.45 ,    3.46 ,   10.77 ,  11.53 , 18.84 ,   7.87 ,  3.61 ,  1.41 ,       7.35 , 23.9  ,     2.24 ,  4.8  ,  3.16 ,  1.41 ,   2.45 ,     7.35 ,    9.49 , 12.08 ,     5.0  ,         3.61 ,13.56 ,    6.86 ,       2.45 ,    12.17 , 15.87 ,  13.93 ,  2.65 ,       16.25 ,     6.08 ,  5.74 , 4.8  ,  7.0  ,      6.63 ,     7.0  ,  5.2  ,       1.41 ,     4.69 ,  4.9  , 16.61 ,  1.0  ,   3.16 ,   1.41 ,     1.0  ,   4.12 ,           1.0  ,    1.0  ,  2.83 ,  1.41 ,        10.0  ,     7.62 ,  5.39 ,  2.24 ,      3.32 ,      1.41 ,     12.85 ,    7.21 ,    1.0  ,     7.42 ,     4.69 ,  1.41 ,   6.08 ,     17.18
fair           , 78.76 , 70.27 , 29.93 ,  34.89 ,155.42 , 48.59 , 14.87 , 44.27 ,  8.72 , 52.14 , 22.05 , 88.9  , 21.66 , 34.61 , 31.05 ,    19.49 , 14.73 ,  2.0  , 20.12 , 35.48 ,     31.56 ,     15.81 ,       13.08 , 98.24 ,  2.24 ,  9.85 , 15.59 ,  6.48 , 20.62 ,     10.05 ,  4.36 ,        3.16 ,  8.83 ,      6.24 ,    3.61 ,     18.92 ,  25.65 ,  5.0  ,  7.42 ,   37.93 ,    9.38 ,   4.24 ,  6.48 ,  11.83 ,  4.58 ,  6.63 ,       5.57 , 15.65 ,    25.69 ,  5.92 ,  2.24 ,  2.24 ,   8.06 ,     6.24 ,   10.82 ,  9.64 ,     5.74 ,         1.0  ,15.26 ,   36.59 ,       3.74 ,    21.0  , 13.42 ,   7.35 ,  2.83 ,        7.14 ,     2.24 ,  4.9  , 8.54 ,  4.47 ,      8.94 ,    16.34 ,  5.83 ,       1.41 ,     8.19 ,  7.21 ,  6.63 ,  1.0  ,   5.29 ,   1.0  ,     1.0  ,   4.58 ,           1.73 ,    1.0  ,  1.41 ,  2.45 ,         5.57 ,     4.58 ,  9.54 ,  5.29 ,      1.41 ,      2.0  ,      6.4  ,    5.0  ,    7.94 ,     1.73 ,     6.86 ,  2.24 ,   6.4  ,     16.43
alone          , 13.89 , 18.38 ,  8.0  ,  24.17 ,240.64 ,  5.83 ,  4.58 , 22.02 , 15.03 ,  4.9  , 14.18 , 89.94 ,  3.16 ,  8.31 , 16.16 ,     3.16 , 16.37 ,  1.0  ,  7.68 , 20.17 ,     35.26 ,      5.29 ,        2.45 ,  5.39 ,  1.73 , 14.87 , 55.43 , 13.6  , 23.94 ,      5.1  ,  3.32 ,        5.48 ,  2.0  ,      1.73 ,    1.41 ,      9.9  ,  21.47 , 14.42 ,  1.0  ,   17.29 ,    3.61 ,   3.0  ,  2.0  ,   2.83 ,  1.41 ,  3.16 ,       1.73 ,  9.27 ,     3.74 ,  2.45 ,  8.37 ,  3.0  ,   7.07 ,     4.47 ,    9.75 ,  3.32 ,     2.45 ,         1.41 , 5.74 ,    5.74 ,       1.73 ,     4.24 , 51.09 ,   9.27 ,  1.0  ,        1.73 ,     3.46 ,  3.16 ,10.58 ,  1.0  ,      3.61 ,     2.45 ,  1.73 ,       1.41 ,     2.83 ,  2.0  ,  1.41 ,  1.0  ,   3.16 ,   1.0  ,    11.87 ,  17.75 ,           1.0  ,    1.0  ,  1.41 ,  1.0  ,         1.0  ,     1.73 ,  2.83 ,  2.0  ,      1.73 ,      7.81 ,      2.0  ,    6.78 ,    1.41 ,     1.41 ,     2.45 ,  1.0  ,   1.41 ,      1.41
clean          ,147.89 , 45.65 , 19.49 ,  66.36 , 47.05 , 83.9  , 38.35 , 47.43 , 14.56 , 41.3  , 19.26 , 29.17 , 11.05 , 22.72 , 26.17 ,    37.79 , 22.45 ,  6.16 , 18.92 , 42.56 ,     46.72 ,     45.03 ,       13.0  , 18.79 ,  2.65 , 22.43 , 27.59 , 16.03 , 21.54 ,     21.02 , 30.38 ,        7.28 , 13.08 ,      9.95 ,    2.83 ,     24.76 ,  26.78 ,  6.0  , 48.31 ,   16.58 ,   11.96 ,  15.56 ,  9.11 ,   7.94 ,  3.32 , 13.0  ,       3.0  , 21.17 ,    39.37 ,  6.4  , 10.44 ,  5.66 ,   6.93 ,     7.35 ,   11.05 ,  6.63 ,     4.24 ,         1.41 ,11.96 ,    4.12 ,       2.24 ,    16.25 , 10.54 ,  10.63 ,  7.28 ,       15.87 ,     4.69 , 12.53 ,10.82 ,  7.35 ,      6.78 ,     5.1  , 14.28 ,       3.87 ,    20.49 ,  6.16 , 11.0  ,  1.0  ,   3.16 ,   1.73 ,     5.0  ,   5.66 ,          15.65 ,    2.24 ,  1.0  ,  2.24 ,        25.98 ,     8.06 ,  4.69 ,  3.74 ,      8.49 ,      7.21 ,     17.41 ,    3.61 ,    2.0  ,     4.36 ,     5.1  ,  3.87 ,   4.12 ,     20.64
deep           ,135.04 , 40.88 , 19.54 , 111.27 , 40.14 , 91.78 ,104.47 , 59.23 , 14.7  , 50.72 , 21.12 , 27.0  , 14.35 , 18.57 , 31.89 ,    32.4  , 27.91 ,  2.65 , 14.25 , 11.58 ,      3.0  ,     21.63 ,       30.27 , 12.25 ,  8.25 , 18.06 , 11.49 ,  4.9  , 17.26 ,     30.12 , 31.11 ,       12.12 , 18.49 ,     20.62 ,    4.9  ,      2.83 ,   3.74 , 13.08 , 18.71 ,    2.83 ,    9.54 ,  32.82 , 17.86 ,  15.33 ,  2.0  ,  3.0  ,      10.82 ,  6.48 ,     4.8  ,  8.54 ,  5.1  ,  3.0  ,   1.41 ,     8.37 ,    7.48 ,  4.47 ,    10.72 ,         3.46 ,12.12 ,    6.71 ,       1.73 ,     5.66 ,  6.63 ,   9.22 ,  3.32 ,       27.84 ,    10.2  ,  6.0  , 5.1  ,  8.43 ,      4.47 ,     5.29 ,  9.38 ,       2.83 ,     4.69 , 10.86 , 17.55 ,  1.0  ,   4.36 ,   1.0  ,     1.0  ,   2.0  ,           1.0  ,    2.24 ,  4.0  ,  1.41 ,        13.75 ,    17.44 ,  8.19 ,  6.08 ,      3.32 ,      2.0  ,     12.37 ,   13.82 ,    1.0  ,    11.0  ,     5.83 ,  2.0  ,   9.7  ,      8.6
tired          , 94.09 , 60.82 , 20.35 , 122.6  , 45.81 , 41.24 ,120.41 , 71.11 , 10.39 , 49.49 , 31.19 , 27.82 , 14.07 , 26.91 , 30.59 ,    33.44 , 28.04 ,  2.45 , 63.47 , 28.23 ,     10.39 ,      2.83 ,       11.22 , 10.1  ,  2.0  , 14.63 , 31.02 ,  7.62 ,  8.72 ,     14.53 ,  9.9  ,       19.13 , 25.08 ,     10.63 ,   14.0  ,      6.71 ,   7.81 , 15.91 , 21.93 ,    2.83 ,   17.41 ,  35.76 , 13.11 ,   8.66 ,  1.41 ,  3.61 ,       3.74 ,  7.28 ,     2.24 ,  6.08 ,  2.83 ,  6.63 ,   2.65 ,     6.71 ,    9.64 ,  7.07 ,     7.55 ,         2.0  ,17.32 ,   23.85 ,       1.41 ,     8.12 , 27.24 ,   9.64 , 11.58 ,        2.45 ,     4.0  , 23.56 , 8.6  , 19.05 ,     11.22 ,     7.68 ,  5.74 ,       2.83 ,     6.32 , 10.0  , 16.49 ,  1.0  ,  13.96 ,   1.0  ,     1.0  ,   5.48 ,           1.0  ,   16.16 ,  1.41 ,  1.41 ,         5.48 ,    12.37 ,  6.56 ,  6.48 ,      2.83 ,     22.02 ,      2.45 ,    9.59 ,    1.0  ,     7.48 ,     4.47 ,  1.73 ,   6.63 ,      2.45
dead           , 25.92 , 51.14 , 12.49 ,  33.29 ,117.29 , 49.45 , 14.56 , 46.21 , 33.57 , 24.62 , 15.13 , 69.61 , 24.7  , 27.82 , 30.64 ,     5.66 , 33.24 ,  1.41 , 26.4  , 12.08 ,     37.04 ,      5.48 ,        3.74 , 17.2  ,  3.61 , 69.74 , 55.65 , 43.93 , 27.31 ,      2.0  ,  6.32 ,        3.0  ,  9.59 ,      3.0  ,    4.36 ,     16.37 ,  20.78 , 10.91 ,  5.66 ,   13.96 ,    6.78 ,  89.1  ,  2.83 ,   8.54 ,  3.61 ,  9.8  ,       6.32 , 24.58 ,     4.69 ,  7.14 , 38.33 ,  2.0  ,   9.75 ,    19.57 ,   32.06 , 10.0  ,     6.86 ,         1.41 ,25.2  ,   32.62 ,      14.49 ,     4.58 , 21.05 ,  12.92 ,  2.0  ,        2.65 ,    10.0  ,  9.06 , 7.94 ,  1.73 ,     17.78 ,    15.78 , 18.63 ,       5.1  ,    11.75 , 21.17 ,  4.47 ,  1.0  ,  12.53 ,   1.0  ,    16.25 ,   7.87 ,           1.41 ,    5.66 ,  1.0  ,  4.8  ,         1.41 ,     2.0  , 14.32 , 54.41 ,      7.0  ,      9.06 ,      1.73 ,    1.41 ,    6.78 ,     4.8  ,     3.61 ,  1.73 ,   3.74 ,      1.0
optimistic     , 91.95 ,125.98 , 74.89 ,  39.26 , 55.1  , 39.46 , 67.85 , 23.92 ,  7.07 , 33.11 , 58.36 , 24.84 , 12.65 , 30.5  , 30.5  ,    27.18 , 42.27 , 23.17 ,  9.0  , 24.41 ,      7.14 ,     20.35 ,       19.16 ,  6.08 ,  2.0  , 10.68 , 11.62 ,  5.74 ,  7.35 ,     16.58 , 21.56 ,       23.56 , 19.57 ,     10.82 ,   12.77 ,      4.9  ,   7.62 ,  5.92 ,  8.77 ,    8.72 ,   21.66 ,   7.75 , 14.49 ,  13.15 ,  1.73 ,  4.0  ,       3.32 , 10.49 ,     2.0  ,  1.73 ,  1.73 ,  7.21 ,  10.34 ,     4.9  ,    8.72 ,  5.74 ,     3.61 ,         2.24 ,10.63 ,    7.62 ,       2.45 ,    23.11 ,  4.36 ,   8.77 ,  1.41 ,       12.85 ,     3.0  ,  2.65 ,12.85 , 71.69 ,      7.81 ,     9.54 ,  5.92 ,       2.24 ,     5.92 ,  5.57 ,  9.0  ,  1.0  ,   5.92 ,   1.0  ,     1.0  ,   3.87 ,           2.0  ,    1.73 ,  9.49 ,  1.73 ,         3.74 ,     8.19 ,  1.0  ,  1.0  ,      4.0  ,      1.41 ,      8.49 ,   11.87 ,    2.45 ,     2.83 ,     7.55 ,  3.0  ,   7.0  ,     17.92
flexible       ,101.66 ,193.15 , 64.25 ,  39.27 , 34.58 , 54.56 , 20.69 , 27.6  ,  9.85 , 30.3  , 44.83 , 17.94 ,  7.75 , 31.11 , 31.81 ,    50.71 , 16.7  , 58.08 ,  7.81 , 14.97 ,     23.28 ,     16.52 ,       12.12 ,  9.43 ,  2.0  ,  5.39 ,  6.71 ,  2.24 , 15.52 ,     27.48 , 19.44 ,       14.0  , 13.11 ,      6.63 ,   13.86 ,      5.2  ,  17.61 ,  8.25 , 27.17 ,   10.34 ,   20.95 ,   7.87 , 11.05 ,   8.66 ,  1.0  , 22.76 ,       3.74 ,  3.74 ,     6.93 ,  2.83 ,  2.0  ,  2.45 ,   3.74 ,     2.65 ,    5.29 ,  5.83 ,     3.46 ,         4.12 ,16.94 ,    3.16 ,       4.47 ,     7.55 ,  2.83 ,   8.72 ,  3.61 ,       10.25 ,     3.32 ,  2.65 , 4.8  ,  8.6  ,      3.16 ,     3.87 ,  3.16 ,       1.41 ,     3.74 , 14.9  ,  4.58 ,  1.0  ,   2.0  ,   1.73 ,     1.0  ,   3.46 ,           1.0  ,    7.14 ,  7.14 ,  2.65 ,         9.75 ,     8.49 ,  2.45 ,  3.74 ,      1.41 ,      5.1  ,     13.19 ,    4.0  ,    3.46 ,     3.16 ,     3.74 ,  1.73 ,   3.87 ,      8.43
dependent      , 45.97 , 80.52 , 26.36 ,  56.44 , 76.94 , 30.0  , 50.88 , 21.89 , 28.84 ,  8.37 , 69.4  , 30.38 ,  7.81 , 35.59 , 14.11 ,    18.3  , 32.53 , 70.38 , 12.85 , 20.12 ,     56.2  ,      4.12 ,       14.32 , 16.25 ,  1.73 , 23.85 , 31.21 ,  4.24 ,  8.54 ,      7.75 ,  5.92 ,       46.53 ,  6.63 ,     10.54 ,    3.87 ,     15.91 ,  53.2  , 24.17 ,  3.74 ,   59.09 ,   15.43 ,  10.86 ,  3.46 ,  10.77 ,  2.24 , 22.43 ,       2.65 , 18.06 ,     1.41 ,  2.45 ,  2.65 , 15.78 ,  56.05 ,     5.48 ,    9.95 , 25.92 ,     7.62 ,         9.17 , 8.31 ,    7.81 ,       6.32 ,     9.17 ,  7.07 ,  15.26 ,  2.65 ,        3.87 ,    12.57 ,  7.14 , 6.4  , 30.45 ,      4.8  ,     6.4  , 10.15 ,       4.12 ,     5.2  ,  4.24 ,  1.41 ,  1.0  ,   7.55 ,   1.41 ,     5.1  ,  26.65 ,           3.16 ,    4.58 , 14.73 , 14.04 ,         3.32 ,     6.78 ,  1.73 , 10.15 ,      6.71 ,     19.65 ,      3.16 ,    4.36 ,    5.0  ,     6.93 ,     2.45 ,  8.37 ,   4.24 ,      1.73
dark           ,132.39 , 44.32 , 18.11 ,  78.28 , 32.05 , 69.19 ,100.92 , 57.1  , 16.91 , 49.01 , 23.0  , 20.07 , 14.21 , 17.86 , 45.93 ,    31.13 , 48.46 ,  2.24 , 17.89 , 18.81 ,     40.58 ,     17.15 ,       24.02 , 11.53 ,  2.65 , 18.17 , 24.54 , 23.79 , 20.37 ,     22.76 , 24.43 ,       17.44 , 34.87 ,     14.07 ,   20.69 ,      7.07 ,  20.88 , 26.12 , 22.23 ,   12.17 ,   21.98 ,  27.11 ,  7.0  ,  14.93 ,  1.0  , 11.92 ,       7.62 , 20.98 ,     8.54 ,  4.58 , 16.91 , 10.77 ,   7.21 ,     8.83 ,    8.31 ,  9.22 ,    20.2  ,         2.0  ,10.15 ,    4.24 ,       3.16 ,    12.49 ,  8.19 ,  16.22 ,  1.0  ,       17.61 ,     4.69 ,  5.83 , 5.92 , 12.85 ,      8.0  ,     7.35 , 12.29 ,       3.61 ,    24.7  , 10.2  , 12.08 ,  1.0  ,   2.83 ,   1.0  ,     3.16 ,   8.77 ,           1.0  ,    1.73 ,  2.0  ,  2.65 ,         9.38 ,    14.63 ,  9.11 ,  7.14 ,      8.54 ,      3.0  ,      7.21 ,    8.89 ,    1.0  ,    12.41 ,     6.63 ,  3.87 ,  10.77 ,      6.0
quiet          ,133.72 , 53.52 , 22.02 ,  80.82 , 27.44 , 55.45 , 53.88 , 43.22 , 11.49 , 65.71 ,  9.54 , 17.58 ,  8.94 , 19.18 , 21.56 ,    34.28 , 25.34 ,  1.0  , 19.87 , 20.35 ,     21.73 ,     86.08 ,       14.83 , 10.1  ,  2.24 , 15.94 , 26.51 ,  8.0  ,  8.43 ,     16.43 , 49.17 ,        6.86 , 38.79 ,     10.63 ,    4.8  ,     14.35 ,  13.64 , 17.35 , 24.06 ,    8.0  ,   18.3  ,   7.42 ,  7.28 ,   9.0  ,  4.12 ,  2.65 ,       2.65 , 36.86 ,    16.46 ,  2.65 ,  3.0  ,  4.12 ,  26.98 ,    14.35 ,    8.94 ,  6.24 ,    10.44 ,         1.73 ,12.0  ,    3.74 ,       4.24 ,    23.15 , 17.0  ,  28.55 ,  1.73 ,       26.81 ,     4.58 ,  5.2  , 5.92 ,  5.39 ,      4.69 ,     3.32 , 14.97 ,       3.32 ,    27.07 ,  8.19 , 25.88 ,  1.0  ,   1.41 ,   1.0  ,     3.74 ,   7.35 ,           1.41 ,    2.45 ,  1.41 ,  1.41 ,        15.13 ,    32.33 ,  5.74 ,  5.29 ,     10.68 ,      2.45 ,     18.76 ,    5.0  ,    2.24 ,     2.24 ,     3.46 ,  1.41 ,   5.39 ,     16.52
traditional    , 77.79 ,228.21 , 86.98 ,  21.77 , 30.23 , 25.16 , 20.54 , 13.78 , 10.91 , 23.77 , 44.97 , 14.11 ,  8.66 , 14.9  , 20.57 ,    12.12 , 11.92 , 13.89 ,  8.43 ,  5.39 ,     10.2  ,     14.32 ,        6.24 , 10.2  ,  2.0  , 16.34 ,  7.75 ,  9.8  , 12.12 ,      5.0  , 31.14 ,        3.16 , 17.44 ,      3.87 ,    3.74 ,      5.0  ,   8.31 ,  7.21 ,  7.68 ,    8.31 ,   14.59 ,   5.2  ,  3.32 ,   6.48 ,  1.0  ,  6.0  ,       1.0  , 13.93 ,     4.9  ,  3.87 ,  3.0  , 16.06 ,  11.53 ,     7.94 ,    4.24 ,  5.1  ,     3.0  ,         1.0  ,10.15 ,    2.0  ,       2.0  ,     4.69 ,  2.45 ,   4.58 ,  1.0  ,        7.81 ,     2.24 ,  5.1  , 3.74 ,  6.32 ,      3.16 ,     3.32 ,  9.11 ,       1.0  ,    12.81 ,  4.58 ,  2.83 ,  1.0  ,   2.0  ,   1.0  ,     1.0  ,   4.9  ,           1.0  ,    1.0  ,  2.24 ,  3.46 ,         2.83 ,     2.83 ,  3.0  ,  3.61 ,      4.47 ,      1.41 ,      3.74 ,    3.16 ,    3.16 ,     2.45 ,     4.12 ,  8.66 ,   3.87 ,      4.47
realistic      , 84.52 ,184.89 , 77.97 ,  47.31 , 75.44 , 51.37 , 27.71 , 20.88 ,  8.31 , 26.81 , 25.1  , 40.46 , 13.56 , 27.73 , 26.78 ,    26.29 , 13.04 , 30.95 , 14.21 , 17.18 ,     19.1  ,     13.0  ,       13.0  , 20.22 ,  1.0  ,  6.24 ,  9.7  ,  8.19 , 15.1  ,     30.3  , 21.95 ,       13.45 , 11.66 ,      7.55 ,    5.0  ,     10.1  ,  15.43 ,  4.69 , 17.35 ,   17.83 ,   16.91 ,   3.46 ,  8.66 ,   7.68 ,  2.83 ,  8.89 ,       4.47 ,  7.68 ,    10.91 ,  2.0  ,  3.0  ,  5.2  ,   4.69 ,     6.78 ,   10.25 , 14.56 ,     3.74 ,         1.41 ,13.89 ,    8.06 ,      12.49 ,     5.74 , 10.91 ,   3.74 ,  1.73 ,       15.3  ,     2.24 ,  5.0  , 5.2  ,  7.48 ,      6.48 ,     7.21 ,  5.48 ,       2.65 ,     9.38 ,  7.42 ,  2.45 ,  1.41 ,   2.45 ,   1.41 ,     2.45 ,   8.94 ,           4.12 ,    1.0  ,  3.16 ,  2.24 ,         7.87 ,     6.48 ,  2.83 ,  2.0  ,      1.73 ,      8.06 ,     12.45 ,    8.43 ,    3.87 ,     3.74 ,     4.36 ,  4.36 ,   5.57 ,      9.11
profitable     , 79.53 ,146.43 ,137.14 ,  31.72 , 45.62 , 43.19 , 13.75 , 17.49 ,  8.6  ,  9.7  , 58.57 , 28.51 , 13.78 , 16.64 , 27.59 ,    37.18 , 24.33 , 77.89 ,  5.92 , 12.17 ,      3.61 ,      5.74 ,       15.2  , 16.09 ,  1.41 , 14.7  ,  7.94 ,  3.32 , 11.31 ,     17.78 ,  7.81 ,       13.6  ,  8.43 ,     11.31 ,    8.0  ,      3.0  ,   3.0  ,  8.72 ,  8.6  ,    3.0  ,    6.16 ,  19.6  ,  9.22 ,   8.37 ,  1.0  ,  5.39 ,      28.04 ,  4.69 ,     4.12 ,  2.0  ,  4.12 ,  1.0  ,   5.29 ,     4.24 ,   11.31 , 22.47 ,     4.9  ,         6.32 ,11.22 ,    4.24 ,       8.43 ,     7.55 ,  8.31 ,   6.48 ,  2.24 ,        4.9  ,    10.2  ,  2.83 , 4.0  ,  4.12 ,      4.24 ,     6.56 ,  8.37 ,       9.17 ,     7.42 , 18.63 ,  5.48 ,  1.0  ,   4.8  ,   2.24 ,     1.0  ,   1.0  ,           1.0  ,    1.0  , 32.03 ,  2.0  ,         9.06 ,     5.39 ,  2.83 ,  2.65 ,      5.39 ,      1.0  ,      5.1  ,    5.83 ,    2.65 ,     3.74 ,     4.36 ,  2.0  ,   4.8  ,      8.25
limited        ,190.31 ,111.01 , 24.7  ,  45.69 , 52.12 , 18.76 , 39.2  , 25.57 , 11.45 , 42.83 , 12.45 ,  6.0  ,  7.55 , 12.69 , 49.15 ,    68.26 , 20.74 , 14.73 ,  9.22 ,  8.0  ,      3.32 ,     35.85 ,        4.36 , 16.85 ,  4.58 ,  9.11 ,  5.0  ,  1.41 ,  8.54 ,     14.53 , 32.57 ,       14.32 , 27.82 ,      3.87 ,    6.71 ,      2.83 ,   2.0  , 10.3  , 10.05 ,    3.0  ,   40.68 ,  19.29 ,  3.46 ,   7.42 ,  1.0  ,  2.0  ,       5.83 ,  7.07 ,     2.45 ,  2.0  ,  2.0  ,  2.65 ,   3.0  ,     7.55 ,    2.83 , 23.43 ,     7.07 ,         4.36 , 6.48 ,    5.2  ,       1.41 ,     7.07 ,  2.0  ,   7.68 ,  1.0  ,        7.28 ,     8.43 ,  2.24 , 1.0  ,  3.16 ,      2.83 ,     4.47 ,  5.1  ,       1.0  ,     4.24 ,  4.12 ,  3.32 ,  1.0  ,   5.57 ,   1.0  ,     2.0  ,   1.73 ,           1.41 ,    4.24 ,  2.24 ,  1.0  ,         4.47 ,     2.83 ,  3.32 ,  1.0  ,      3.32 ,      7.55 ,      5.1  ,    4.24 ,    2.24 ,     7.75 ,     1.0  ,  2.0  ,   9.59 ,      5.74
quick          ,135.28 , 38.35 , 13.23 , 100.41 , 38.86 , 55.75 , 87.0  , 59.04 ,  6.32 , 59.61 , 15.87 , 32.74 ,  7.0  , 53.17 , 23.79 ,    40.71 , 17.06 ,  3.16 , 15.3  , 44.59 ,      2.0  ,     54.25 ,       15.46 , 15.39 ,  1.41 , 11.49 , 14.63 ,  2.65 ,  7.21 ,     29.02 , 43.61 ,        6.48 , 23.43 ,     12.65 ,    2.0  ,      2.83 ,   2.24 , 25.02 , 49.48 ,    2.65 ,    8.25 ,   7.07 , 16.58 ,  17.2  ,  2.24 ,  1.41 ,       3.87 ,  5.48 ,     2.45 ,  4.36 ,  3.0  ,  1.0  ,   2.24 ,     6.93 ,    9.17 ,  4.47 ,     8.6  ,         2.65 ,16.43 ,    5.0  ,       1.73 ,    12.96 , 10.39 ,  23.45 ,  3.0  ,       25.1  ,     1.41 ,  4.24 , 7.81 ,  9.54 ,      6.4  ,     8.19 ,  3.87 ,       1.73 ,     4.8  ,  4.36 , 30.72 ,  1.0  ,   2.65 ,   1.41 ,     2.0  ,   1.73 ,           1.0  ,    5.92 ,  2.0  ,  1.0  ,        16.91 ,    13.53 , 12.81 ,  2.24 ,      2.24 ,      2.0  ,     16.76 ,    5.66 ,    1.0  ,     7.07 ,     6.16 ,  1.0  ,   6.71 ,     15.91
wonderful      , 50.2  , 64.53 ,124.77 , 106.31 , 23.66 , 62.37 , 25.3  , 77.11 , 17.52 , 28.53 , 16.22 , 14.21 ,  8.37 , 38.79 , 36.32 ,    16.06 , 19.92 ,  5.29 , 63.64 , 32.37 ,     14.76 ,      2.65 ,       19.16 , 10.44 ,  1.41 ,  4.0  , 31.69 ,  3.61 , 63.66 ,     19.9  ,  7.14 ,        4.47 , 25.53 ,     20.88 ,    2.0  ,     70.56 ,  13.27 , 10.3  , 11.58 ,    6.32 ,    3.46 ,  12.77 , 21.35 ,  23.15 ,  1.41 ,  3.87 ,       8.77 ,  9.17 ,    19.7  ,  2.45 ,  2.24 ,  4.69 ,   3.46 ,     6.48 ,   11.87 ,  1.73 ,     9.38 ,         2.24 ,17.78 ,    4.12 ,       1.41 ,     8.43 ,  1.73 ,   7.35 ,  2.45 ,       10.3  ,     2.0  , 34.32 ,10.2  ,  2.0  ,      7.68 ,     9.8  ,  7.0  ,       2.24 ,    13.27 ,  4.47 ,  7.55 ,  1.0  ,   3.16 ,   1.0  ,     1.0  ,  13.96 ,           1.41 ,    1.0  ,  3.0  ,  1.0  ,        10.58 ,     3.61 ,  4.24 ,  2.0  ,      2.45 ,      2.45 ,      6.08 ,    5.74 ,    1.0  ,     7.35 ,     9.95 ,  4.58 ,   9.54 ,      1.73
comprehensive  , 60.65 ,154.45 ,185.98 ,  25.9  , 37.44 , 42.97 , 10.68 , 17.92 ,  5.29 , 30.03 , 29.07 , 16.28 ,  4.8  ,  8.94 , 20.66 ,    20.32 ,  4.69 , 12.21 ,  5.66 ,  5.74 ,     10.95 ,     11.58 ,        7.81 , 14.32 ,  1.41 ,  3.0  ,  3.16 ,  5.39 , 29.05 ,     14.04 , 30.66 ,        9.27 , 12.96 ,      3.87 ,    1.73 ,      7.14 ,   9.06 ,  2.83 ,  5.39 ,    7.55 ,    7.14 ,  10.1  ,  3.32 ,   7.87 ,  1.73 , 34.32 ,       3.16 ,  2.83 ,     2.65 ,  3.32 ,  7.62 ,  1.41 ,   2.45 ,     4.0  ,    2.83 ,  2.83 ,     1.73 ,         2.0  , 8.66 ,    1.41 ,       1.73 ,     3.74 ,  2.83 ,   3.74 ,  2.0  ,        8.49 ,     2.0  ,  2.24 ,13.08 ,  3.87 ,      3.16 ,     4.58 ,  4.9  ,       1.41 ,     6.48 ,  7.35 ,  2.65 ,  1.0  ,   2.65 ,   1.41 ,     2.65 ,   3.87 ,           1.0  ,    1.0  ,  5.0  ,  1.41 ,         6.86 ,     7.42 ,  2.83 ,  2.0  ,      1.41 ,      1.41 ,     10.82 ,    2.65 ,    2.24 ,     3.16 ,     5.66 ,  1.0  ,   5.0  ,     11.45
guilty         , 30.3  , 30.64 , 20.64 ,  43.21 ,225.48 , 59.47 , 24.68 , 27.07 ,  6.78 , 11.36 , 33.23 , 26.81 , 14.8  , 35.9  , 10.54 ,    14.07 , 18.92 ,  2.24 ,  9.54 , 11.62 ,      9.9  ,      1.0  ,       13.23 , 18.87 ,  1.73 , 10.44 , 45.04 , 13.42 , 14.46 ,     14.53 ,  2.83 ,        5.92 ,  8.54 ,     11.53 ,   16.34 ,      8.6  ,  13.75 , 23.87 ,  8.31 ,    5.0  ,   14.66 ,  13.27 ,  1.0  ,  26.36 ,  2.0  ,  4.12 ,       7.21 ,  4.8  ,     1.0  ,  2.45 ,  2.65 ,  7.0  ,   3.16 ,     4.69 ,   21.05 ,  6.24 ,    14.59 ,         1.0  ,13.11 ,   20.15 ,       1.73 ,     3.74 ,  9.95 ,   6.48 ,  2.0  ,        2.0  ,     3.0  ,  6.71 , 6.86 ,  4.0  ,     17.32 ,    18.52 ,  5.1  ,       4.58 ,     3.74 ,  3.87 ,  3.61 ,  1.41 ,  15.59 ,   1.0  ,     2.0  ,   4.69 ,           1.41 ,    1.0  ,  3.46 ,  5.48 ,         2.65 ,     1.73 ,  2.24 ,  1.41 ,      2.83 ,      1.0  ,      1.41 ,   15.17 ,    2.0  ,     4.47 ,     4.69 ,  1.41 ,   3.74 ,      1.0
