adj_form_lower,SUM,never,nothing,none,nor,no,neither,nobody,hardly,rarely,barely,seldom,scarcely,nones,nothings,nobodies,nobody's,nobodys,non-exalts,nothingis,nys
tart,7,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contrasting,7,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
scottish,7,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hypnotic,7,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
groovy,7,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
torturous,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hyperbolic,7,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
customizable,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disillusioned,7,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
divergent,7,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
sarcastic,7,2,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
hypothetical,7,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disparate,7,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
damp,7,1,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
danceable,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utopian,7,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tasteless,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debatable,7,0,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
touchy,7,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unmanageable,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
repeatable,7,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
defective,7,0,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
traumatizing,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
icky,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rural,7,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
defenseless,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
homosexual,7,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
scholarly,7,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sci-fi,7,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
defiant,7,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discouraged,7,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cultural,7,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nutty,7,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nerdy,7,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
undesirable,7,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fishy,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steamy,7,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atypical,7,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aged,7,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
staggering,7,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pornographic,7,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medieval,7,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flippant,7,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
melodic,7,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erratic,7,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unstoppable,7,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soggy,7,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metaphorical,7,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thicker,7,2,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
refined,7,2,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
unaffected,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soulful,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entrepreneurial,7,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foreseeable,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enigmatic,7,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
forgettable,7,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minimal,7,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underrated,7,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stereotypical,7,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asian,7,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stingy,7,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
airtight,7,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prescriptive,7,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fascist,7,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
summery,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alarmed,7,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
alkaline,7,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
allergic,7,1,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
aloof,7,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
such,7,1,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
preventable,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unconstitutional,7,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
predominant,7,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expendable,7,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
unbalanced,7,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lenient,7,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
unavoidable,7,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lax,7,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
unavailable,7,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lawful,7,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
praiseworthy,7,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
exhaustive,7,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accomplished,7,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sovereign,7,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bountiful,7,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
interchangeable,7,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rad,7,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
edible,7,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
playable,7,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
acidic,7,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shrill,7,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
muddy,7,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eclectic,7,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
clinical,7,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
permissive,7,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
injured,7,0,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cogent,7,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
narcissistic,7,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactive,7,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dubious,7,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
voluminous,7,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
perceptive,7,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
penetrating,7,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dreamy,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
downbeat,7,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
good-looking,7,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upright,7,2,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
morbid,7,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
out,7,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fruity,7,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phony,7,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sketchy,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brief,7,2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buttery,7,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
else,7,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fraudulent,7,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
unorthodox,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thematic,7,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
smarter,7,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
perky,6,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purposeful,6,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exploitative,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prickly,6,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tighter,6,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
unsettled,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gullible,6,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
existent,6,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pungent,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
total,6,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
double,6,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fastidious,6,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doomed,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
formulaic,6,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resolute,6,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
docile,6,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
grueling,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quantifiable,6,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vacant,6,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
tortured,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quotable,6,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ponderous,6,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
porous,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exacting,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gutsy,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro-life,6,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
unqualified,6,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
unselfish,6,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
louder,6,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
personable,6,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discrete,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regarded,6,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissonant,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quicker,6,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
east,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
financial,6,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overdue,6,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
figurative,6,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distinguished,6,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unsound,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
further,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
superfluous,6,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
far,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
targeted,6,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spot-on,6,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unarmed,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mechanical,6,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
unfathomable,6,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inhuman,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unfit,6,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
informal,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inflexible,6,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
serviceable,6,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matte,6,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mathematical,6,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
commanding,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maternal,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
atmospheric,6,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nearer,6,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
arresting,6,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compulsory,6,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underappreciated,6,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
indigenous,6,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taller,6,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mind-boggling,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
negligible,6,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
aromatic,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
self-destructive,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
congruent,6,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
shorter,6,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
circular,6,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
chunky,6,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
symptomatic,6,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mindful,6,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
somber,6,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mindless,6,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
militaristic,6,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
irregular,6,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bloated,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jazzy,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broken,6,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spare,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bummed,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
swell,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intimidated,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
destabilizing,6,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
winded,6,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
wearable,6,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
judicious,6,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cartoonish,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mellow,6,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
befitting,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actual,6,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
choosy,6,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bashful,6,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
turbulent,6,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
systemic,6,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manic,6,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
irritated,6,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stout,6,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anticipated,6,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unimpressed,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sumptuous,6,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
idiosyncratic,6,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orange,6,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hysterical,6,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
off,6,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
victorian,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delusional,6,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deleterious,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rubbish,6,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rowdy,6,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hollow,6,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
homesick,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
opinionated,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
omnipresent,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
humanitarian,6,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
right-wing,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rife,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horrified,6,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
saccharine,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stunned,6,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
cost-efficient,6,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
counterintuitive,6,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
heterogeneous,6,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
seasonal,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scrumptious,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nihilistic,6,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derogatory,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
restless,6,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
left,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonsensical,6,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
corporate,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horizontal,6,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
oriented,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
airy,6,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sanitary,6,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lopsided,6,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
cramped,6,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nude,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
vintage,6,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entrenched,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erudite,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blurry,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sultry,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prettier,5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
biological,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bisexual,5,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angelic,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eternal,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
excitable,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stoked,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strained,5,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
existential,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arab,5,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aspirational,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apathetic,5,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stealthy,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antiquated,5,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
exaggerated,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ethnic,5,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
authoritarian,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stationary,5,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
aging,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arguable,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anemic,5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spot,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
amoral,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amateurish,5,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
prized,5,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
detached,5,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
proprietary,5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
endless,5,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
complementary,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compulsive,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redeemable,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
congenial,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
congested,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selective,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
considerable,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consuming,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
