bigram_lower,SUM,never,nothing,none,nor,no,neither,nobody,hardly,rarely,barely,seldom,scarcely,nones,nothings,nobodies,nobody's,nobodys,non-exalts,nothingis,nys
as_scary,122,42,52,16,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
more_grateful,122,100,4,3,1,2,1,7,3,0,0,1,0,0,0,0,0,0,0,0,0
too_easy,121,45,7,28,35,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_nervous,120,118,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
too_long,120,82,6,11,2,3,13,0,1,1,1,0,0,0,0,0,0,0,0,0,0
politically_correct,120,44,18,4,21,4,5,0,8,10,0,5,1,0,0,0,0,0,0,0,0
particularly_difficult,119,6,24,64,13,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really_exciting,118,3,106,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
too_large,118,15,36,23,30,0,10,2,0,0,1,0,1,0,0,0,0,0,0,0,0
more_heartbreaking,118,1,104,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_prominent,117,54,2,55,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
too_deep,117,19,80,11,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_difficult,116,33,40,23,6,1,1,1,5,5,0,1,0,0,0,0,0,0,0,0,0
too_tight,115,31,23,1,45,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0
particularly_exciting,114,4,81,13,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really_important,114,13,74,22,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
currently_available,114,1,29,69,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
that_important,114,72,16,16,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
more_ready,114,89,1,12,2,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0
so_busy,114,103,1,2,0,0,0,3,1,2,0,2,0,0,0,0,0,0,0,0,0
more_sacred,113,3,102,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_many,113,56,1,44,0,8,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
that_big,113,79,6,14,1,2,5,4,0,0,0,1,0,0,0,1,0,0,0,0,0
more_disheartening,113,1,109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_basic,112,1,96,8,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
more_optimistic,112,78,7,1,2,7,2,1,8,0,5,0,1,0,0,0,0,0,0,0,0
so_sweet,112,66,35,6,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0
too_spectacular,112,1,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really_interesting,111,6,100,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_fond,111,82,0,3,10,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
as_special,110,11,58,34,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
statistically_significant,109,7,5,59,5,2,9,0,4,3,15,0,0,0,0,0,0,0,0,0,0
all_wrong,109,0,104,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
more_specific,109,7,79,3,0,5,4,2,7,1,0,0,1,0,0,0,0,0,0,0,0
more_motivating,109,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
absolutely_certain,109,68,19,6,2,1,1,8,0,3,0,1,0,0,0,0,0,0,0,0,0
very_high,108,84,3,5,5,1,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0
even_worse,108,1,100,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
so_obvious,108,49,29,7,4,5,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0
more_discouraging,108,0,105,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_remarkable,108,1,96,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_pleasing,107,3,96,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
very_strong,107,76,12,3,6,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
much_new,107,0,105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_nice,107,32,42,16,9,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
more_absurd,106,2,90,4,0,5,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0
too_complex,106,8,84,3,6,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
as_frustrating,106,1,102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all_bad,106,11,14,6,43,1,5,6,12,5,0,3,0,0,0,0,0,0,0,0,0
more_deserving,106,10,13,29,2,9,1,41,0,1,0,0,0,0,0,0,0,0,0,0,0
too_drastic,106,1,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really_serious,106,31,65,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
so_satisfying,105,24,72,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
so_hard,105,74,16,4,3,4,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0
as_memorable,105,9,23,61,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
as_significant,104,18,25,43,3,0,7,0,6,2,0,0,0,0,0,0,0,0,0,0,0
more_meaningful,104,15,67,13,1,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
so_dramatic,104,2,72,21,0,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0
too_expensive,104,22,55,6,13,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0
as_valuable,104,23,43,21,6,5,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0
more_profound,104,23,48,18,2,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
very_important,104,19,37,27,8,7,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
damn_good,103,1,0,1,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
that_much,103,78,3,4,6,2,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0
more_profitable,103,56,26,1,0,1,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0
ever_likely,103,6,10,19,47,0,6,11,4,0,0,0,0,0,0,0,0,0,0,0,0
technically_wrong,103,0,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_sophisticated,103,12,70,2,4,7,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0
entirely_comfortable,102,92,0,3,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ever_wrong,102,26,46,2,0,0,0,2,18,7,1,0,0,0,0,0,0,0,0,0,0
as_perfect,102,42,27,17,3,1,0,4,1,5,0,2,0,0,0,0,0,0,0,0,0
less_true,102,13,37,37,3,5,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0
really_comfortable,102,88,2,4,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
more_aggravating,101,0,97,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_competitive,101,74,6,1,1,5,0,9,3,2,0,0,0,0,0,0,0,0,0,0,0
very_comfortable,101,89,0,5,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
particularly_unique,101,0,82,11,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_easy,100,54,13,11,12,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_loose,99,5,7,1,78,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_central,99,15,58,22,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
more_secure,99,61,22,2,2,7,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
so_wrong,99,66,27,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
more_infuriating,99,5,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_awkward,98,1,81,3,0,3,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0
so_impressed,98,88,0,1,0,0,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0
particularly_easy,98,29,13,27,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_intense,98,41,23,17,8,1,1,0,2,4,0,1,0,0,0,0,0,0,0,0,0
too_strenuous,97,1,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_easy,97,46,48,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
morally_wrong,97,1,93,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_many,97,70,0,1,5,14,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0
very_exciting,97,9,65,14,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0
more_happy,97,85,3,0,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
too_proud,96,82,2,5,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
so_dangerous,96,44,37,8,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
too_close,96,36,17,8,21,1,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0
completely_happy,96,72,0,8,0,0,1,12,0,3,0,0,0,0,0,0,0,0,0,0,0
completely_free,96,57,10,17,6,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
too_sweet,96,34,22,8,24,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really_ready,96,49,4,5,2,0,11,24,0,0,0,1,0,0,0,0,0,0,0,0,0
so_low,96,83,1,4,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
too_unusual,95,0,92,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_delightful,95,4,82,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_spectacular,95,4,40,46,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
too_dramatic,95,5,88,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
more_frustrated,95,24,6,2,0,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
more_harmful,94,2,69,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all_good,94,17,28,13,4,3,9,13,1,5,0,1,0,0,0,0,0,0,0,0,0
more_pleasant,94,3,81,1,1,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0
more_sure,94,76,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_fascinating,94,5,58,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
so_angry,94,82,1,0,3,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0
too_excited,94,41,9,20,1,1,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0
too_soft,94,7,6,2,71,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
really_different,94,7,82,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_likely,94,33,3,14,14,2,17,10,1,0,0,0,0,0,0,0,0,0,0,0,0
more_destructive,93,3,78,8,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
so_convenient,93,81,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
more_iconic,93,1,61,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
more_efficient,93,44,31,3,6,5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
more_surprising,93,3,48,34,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_big,93,47,8,19,8,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_impressive,93,9,22,38,4,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_challenging,92,6,79,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
particularly_bad,92,2,50,21,13,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
too_loud,92,56,26,0,4,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0
much_different,92,8,52,9,15,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
more_fitting,92,24,54,3,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0
more_pleased,92,53,1,5,1,0,0,16,11,4,0,1,0,0,0,0,0,0,0,0,0
so_grateful,92,87,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
particularly_original,92,3,56,26,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
as_comfortable,92,49,20,12,6,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
so_large,91,37,10,25,4,0,1,0,2,11,0,0,1,0,0,0,0,0,0,0,0
medically_necessary,91,76,4,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
more_visible,91,59,10,9,0,5,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0
more_convincing,91,17,47,8,3,7,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0
very_special,90,2,81,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_poignant,90,31,26,28,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
so_special,90,8,72,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_productive,90,36,27,6,1,4,0,8,5,1,1,0,1,0,0,0,0,0,0,0,0
very_effective,90,37,6,26,8,1,8,0,1,1,0,1,1,0,0,0,0,0,0,0,0
more_helpful,89,7,62,3,4,8,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
politically_active,89,70,0,7,3,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0
actually_wrong,89,1,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_ridiculous,89,4,75,4,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_shabby,88,2,9,68,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_soothing,88,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
any_worse,88,9,25,11,11,1,4,1,23,0,2,0,1,0,0,0,0,0,0,0,0
more_pathetic,87,3,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really_surprising,87,3,59,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_classic,87,0,82,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
completely_safe,87,55,13,10,1,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0
less_impressive,87,3,2,8,1,60,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0
so_disappointed,86,76,1,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
too_slow,86,19,7,1,51,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
as_severe,86,24,21,29,2,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
more_controversial,86,8,37,34,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
so_big,86,36,19,16,3,3,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0
too_flashy,86,7,74,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_efficient,86,48,11,14,7,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0
as_sexy,86,22,32,13,4,1,3,2,6,3,0,0,0,0,0,0,0,0,0,0,0
so_full,86,65,7,4,6,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
more_threatening,86,2,64,6,2,9,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
more_promising,86,63,7,13,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
particularly_noteworthy,85,3,58,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_shy,85,59,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_uncomfortable,85,9,69,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
really_big,85,33,43,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
truly_safe,84,53,7,11,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0
actually_true,84,8,11,53,2,0,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0
so_bold,83,56,4,15,1,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0
so_serious,83,22,45,8,2,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0
fully_able,83,80,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_remarkable,83,2,51,26,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
really_true,83,33,12,21,2,0,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0
just_right,83,49,12,17,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_effective,83,17,1,23,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_intimate,82,8,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_true,82,65,6,5,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
as_hot,82,30,26,11,2,2,0,7,0,3,1,0,0,0,0,0,0,0,0,0,0
very_serious,82,17,48,12,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
as_excited,82,63,1,4,0,2,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0
even_light,82,0,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
terribly_wrong,82,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_painful,81,9,50,9,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
not_enough,81,4,4,1,2,59,0,1,0,3,7,0,0,0,0,0,0,0,0,0,0
entirely_new,81,0,33,35,9,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
more_disturbing,81,4,65,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_disgusting,81,3,76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_cold,81,73,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
more_daunting,81,16,30,18,0,10,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0
too_worried,80,43,4,9,7,0,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0
even_worth,80,1,10,5,4,1,0,0,30,2,25,0,2,0,0,0,0,0,0,0,0
particularly_successful,80,28,1,30,5,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0
too_cautious,80,75,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
inherently_good,80,3,50,9,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_offensive,79,0,66,4,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
more_hopeful,79,58,16,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
more_practical,79,3,68,2,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
particularly_compelling,79,7,18,37,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terribly_exciting,78,0,71,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seriously_hurt,78,3,1,17,0,0,7,49,0,0,0,1,0,0,0,0,0,0,0,0,0
very_large,78,31,4,26,1,1,9,0,1,3,1,1,0,0,0,0,0,0,0,0,0
more_welcome,78,20,38,8,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
quite_happy,78,75,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
more_impressed,77,63,0,2,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0
more_influential,77,18,25,25,1,1,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0
so_quick,77,56,8,4,2,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0
completely_comfortable,77,71,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
more_terrible,77,1,71,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
more_severe,77,11,31,11,1,11,0,1,4,5,1,1,0,0,0,0,0,0,0,0,0
as_young,76,36,0,26,4,0,5,1,2,0,0,2,0,0,0,0,0,0,0,0,0
seriously_ill,76,38,1,30,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
too_tired,76,68,1,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
as_compelling,76,18,18,30,2,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0
as_cheap,76,45,7,5,13,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
entirely_happy,75,60,0,1,1,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
absolutely_sure,75,57,2,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
too_light,75,11,10,0,49,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
structurally_wrong,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overly_concerned,75,35,1,7,15,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0
as_wonderful,75,13,52,5,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
half_full,75,11,0,0,3,0,0,0,3,3,54,1,0,0,0,0,0,0,0,0,0
too_interesting,74,1,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_unique,74,2,22,41,1,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0
particularly_happy,74,24,0,17,11,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0
more_potent,74,16,30,15,0,7,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0
very_long,73,35,2,25,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0
as_tough,73,31,7,17,6,2,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0
still_alive,73,0,3,41,1,2,6,9,6,0,5,0,0,0,0,0,0,0,0,0,0
more_empowering,73,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_tired,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_luxurious,73,8,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_safe,73,36,10,10,10,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
really_safe,73,33,20,7,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
more_right,73,37,9,8,1,9,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0
too_impressive,73,3,50,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_crowded,72,64,1,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
too_terrible,72,0,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_amazing,72,10,40,17,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
more_humbling,72,0,69,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
more_upsetting,72,2,67,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_reliable,71,5,30,4,3,18,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0
remotely_similar,71,0,64,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_naive,71,49,1,6,7,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
as_complex,71,11,29,12,7,3,2,0,2,4,0,1,0,0,0,0,0,0,0,0,0
quite_comfortable,71,68,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_obvious,71,22,18,15,1,1,1,0,1,8,0,4,0,0,0,0,0,0,0,0,0
so_foolish,71,37,11,3,9,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
more_strenuous,71,0,67,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
more_distracting,71,0,64,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_dry,70,16,2,3,43,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_important,70,16,43,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
so_fast,70,60,3,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_subtle,70,4,4,51,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
much_easier,70,44,10,0,0,6,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0
really_necessary,70,21,6,31,5,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
more_qualified,70,0,2,14,1,1,1,49,2,0,0,0,0,0,0,0,0,0,0,0,0
terribly_new,69,0,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_affordable,69,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_black,69,27,19,3,2,0,0,1,1,15,0,1,0,0,0,0,0,0,0,0,0
so_stupid,69,40,9,2,2,1,1,12,0,1,0,1,0,0,0,0,0,0,0,0,0
more_exotic,69,1,55,4,0,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
very_difficult,69,13,17,18,12,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
too_severe,69,6,55,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ever_free,69,3,55,1,1,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
as_spectacular,69,12,23,23,0,0,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0
more_thankful,68,61,0,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
more_humiliating,68,0,66,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
more_worthy,68,9,27,19,3,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
too_dark,68,25,16,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
more_scary,68,1,65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
too_eager,68,8,0,50,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
more_charming,68,10,48,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_free,68,47,4,9,2,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
more_liberating,68,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even_able,67,16,0,2,9,0,0,4,7,3,26,0,0,0,0,0,0,0,0,0,0
really_great,67,21,27,14,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
particularly_great,67,14,24,16,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_scary,67,9,53,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_afraid,67,65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
any_easier,67,43,1,2,7,1,2,0,7,2,1,0,1,0,0,0,0,0,0,0,0
too_interested,67,40,1,14,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
terribly_surprising,67,0,27,32,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_real,67,50,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_comfortable,67,62,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_new,67,0,56,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
too_new,66,1,61,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_reassuring,66,0,57,1,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
more_applicable,66,55,2,2,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
as_extreme,66,24,22,12,1,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
