bigram_lower,SUM,neg-mirror-R,neg-mirror-L
sufficiently_entertaining,1,1,0
sufficiently_familiar,1,1,0
sufficiently_magic,1,1,0
sufficiently_illegal,1,0,1
sufficiently_loyal,1,0,1
so_corny,1,1,0
sufficiently_low,1,1,0
sufficiently_lean,1,1,0
so_corporate,1,0,1
sufficiently_intimidating,1,1,0
sufficiently_intensive,1,1,0
sufficiently_intelligent,1,1,0
very_thematic,1,0,1
sufficiently_independent,1,1,0
sufficiently_inclusive,1,1,0
so_corrupt,1,1,0
very_theatrical,1,0,1
sufficiently_flat,1,1,0
sufficiently_humane,1,1,0
very_thankful,1,1,0
sufficiently_huge,1,1,0
sufficiently_horrible,1,0,1
sufficiently_harsh,1,1,0
sufficiently_granular,1,1,0
sufficiently_funny,1,1,0
sufficiently_frustrated,1,1,0
sufficiently_fortunate,1,1,0
sufficiently_flexible,1,1,0
so_counterintuitive,1,1,0
very_tense,1,1,0
suitably_christian,1,1,0
suitably_grateful,1,1,0
so_educational,1,1,0
super_fat,1,1,0
very_unwise,1,1,0
so_commanding,1,1,0
super_frustrating,1,0,1
super_friendly,1,1,0
super_formal,1,0,1
very_unstable,1,1,0
super_flirty,1,1,0
super_flexible,1,1,0
very_unpredictable,1,1,0
super_flat,1,1,0
super_feminine,1,1,0
so_commendable,1,1,0
very_unpleasant,1,0,1
super_graphic,1,1,0
very_unnatural,1,0,1
very_outrageous,1,0,1
super_familiar,1,1,0
super_exotic,1,1,0
super_exact,1,0,1
super_eventful,1,0,1
so_communal,1,0,1
super_elite,1,1,0
so_compatible,1,1,0
very_unhelpful,1,1,0
super_durable,1,1,0
super_dramatic,1,0,1
super_gory,1,0,1
very_upfront,1,1,0
super_diverse,1,1,0
super_inappropriate,1,1,0
super_late,1,1,0
very_variable,1,1,0
super_kinky,1,0,1
super_intuitive,1,1,0
very_valiant,1,1,0
so_combustible,1,0,1
super_intensive,1,0,1
very_utilitarian,1,0,1
super_intelligent,1,1,0
super_inspiring,1,1,0
super_insidious,1,0,1
super_inexpensive,1,0,1
super_inaccurate,1,1,0
super_gross,1,0,1
very_user-friendly,1,1,0
very_usable,1,1,0
super_illuminating,1,1,0
very_urgent,1,0,1
super_hungry,1,1,0
super_huge,1,0,1
super_hot,1,0,1
super_hoppy,1,0,1
super_helpful,1,1,0
very_upscale,1,0,1
super_hardcore,1,0,1
super_hard,1,1,0
so_competent,1,1,0
very_unhealthy,1,1,0
suitably_horrified,1,1,0
super_acidic,1,0,1
super_blurry,1,1,0
super_bland,1,1,0
very_uncomfortable,1,1,0
so_conducive,1,1,0
super_big,1,0,1
super_beneficial,1,1,0
super_attractive,1,1,0
super_athletic,1,0,1
super_appealing,1,1,0
super_affectionate,1,1,0
super_advanced,1,0,1
super_active,1,1,0
super_abundant,1,1,0
super_brilliant,1,0,1
suitably_vast,1,1,0
suitably_unprepared,1,1,0
so_congested,1,1,0
very_troublesome,1,1,0
very_tropical,1,1,0
so_congruent,1,1,0
suitably_sober,1,1,0
so_conscientious,1,1,0
suitably_simple,1,1,0
suitably_remorseful,1,1,0
very_triumphant,1,1,0
very_trendy,1,1,0
super_bold,1,0,1
super_bummed,1,1,0
super_disturbing,1,0,1
super_crucial,1,0,1
super_distinct,1,0,1
super_disappointing,1,1,0
super_diligent,1,1,0
super_different,1,0,1
super_detrimental,1,0,1
super_democratic,1,1,0
very_unhappy,1,1,0
super_delicious,1,1,0
super_deep,1,0,1
super_dark,1,0,1
very_uneven,1,0,1
super_dangerous,1,0,1
very_uneasy,1,1,0
very_understated,1,1,0
super_crowded,1,1,0
super_creative,1,1,0
super_costly,1,1,0
super_consistent,1,1,0
super_confident,1,1,0
super_concerned,1,1,0
super_comfy,1,1,0
super_cinematic,1,0,1
super_certain,1,1,0
super_cerebral,1,0,1
super_capable,1,1,0
so_conditional,1,1,0
sufficiently_cohesive,1,1,0
so_criminal,1,0,1
sufficiently_clever,1,1,0
strictly_unofficial,1,1,0
so_dictatorial,1,1,0
very_stealthy,1,0,1
strikingly_illustrative,1,1,0
strikingly_evident,1,1,0
strikingly_disturbing,1,1,0
strikingly_bizarre,1,0,1
so_diminutive,1,0,1
strikingly_beautiful,1,0,1
strictly_worse,1,1,0
strictly_victorian,1,1,0
strictly_verbal,1,1,0
strictly_vegan,1,1,0
strictly_uniform,1,1,0
strikingly_inspiring,1,1,0
strictly_thematic,1,1,0
strictly_technical,1,1,0
strictly_taboo,1,0,1
so_discrete,1,1,0
so_discriminatory,1,0,1
strictly_supernatural,1,0,1
so_disgruntled,1,1,0
strictly_subjective,1,1,0
strictly_singular,1,1,0
so_disheartened,1,1,0
strictly_serious,1,1,0
strictly_scientific,1,1,0
so_devout,1,1,0
so_devious,1,1,0
strictly_relevant,1,1,0
strongly_enough,1,1,0
strongly_right,1,1,0
strongly_religious,1,1,0
strongly_pro-choice,1,1,0
so_delusional,1,1,0
strongly_pro-american,1,1,0
strongly_popular,1,1,0
strongly_optimistic,1,1,0
strongly_motivated,1,1,0
strongly_liberal,1,1,0
strongly_introverted,1,1,0
strongly_impressed,1,1,0
strongly_hawkish,1,1,0
so_derivative,1,1,0
strikingly_jewish,1,0,1
strongly_divergent,1,1,0
strongly_conservative,1,1,0
strongly_bullish,1,0,1
strongly_analytical,1,1,0
very_stingy,1,1,0
strikingly_successful,1,1,0
strikingly_special,1,0,1
very_sticky,1,1,0
strikingly_sore,1,1,0
strikingly_noticeable,1,1,0
strikingly_memorable,1,0,1
so_detrimental,1,0,1
strictly_right,1,1,0
strictly_related,1,1,0
sufficiently_clad,1,1,0
very_spoiled,1,1,0
strictly_individual,1,1,0
strictly_impersonal,1,0,1
strictly_homosexual,1,1,0
strictly_good,1,1,0
strictly_german,1,1,0
strictly_functional,1,0,1
strictly_forthcoming,1,1,0
so_drunken,1,1,0
strictly_faithful,1,1,0
very_spontaneous,1,0,1
strictly_euphoric,1,0,1
strictly_ethical,1,1,0
strictly_essential,1,1,0
so_dominate,1,1,0
strictly_economic,1,1,0
so_earnest,1,1,0
so_earthy,1,1,0
strictly_dramatic,1,1,0
strictly_dictatorial,1,1,0
strictly_desirable,1,1,0
strictly_cultural,1,1,0
so_eco-friendly,1,1,0
strictly_concerned,1,1,0
so_ecstatic,1,1,0
so_edgy,1,1,0
strictly_comic,1,1,0
so_doubtful,1,0,1
strictly_legal,1,1,0
strictly_random,1,1,0
strictly_novel,1,1,0
strictly_pure,1,1,0
strictly_professional,1,1,0
strictly_productive,1,0,1
so_disorganized,1,1,0
so_disoriented,1,1,0
so_disorienting,1,0,1
so_disquieting,1,0,1
strictly_political,1,1,0
strictly_personal,1,1,0
so_dissatisfied,1,1,0
strictly_partisan,1,0,1
strictly_observant,1,1,0
so_distasteful,1,0,1
so_domestic,1,1,0
strictly_non-partisan,1,1,0
strictly_nocturnal,1,1,0
strictly_new,1,1,0
strictly_neutral,1,1,0
strictly_medical,1,0,1
so_disturbed,1,1,0
strictly_logical,1,1,0
so_divergent,1,0,1
very_stagnant,1,1,0
strictly_linear,1,1,0
so_docile,1,0,1
so_dodgy,1,1,0
strongly_sour,1,1,0
strongly_supportive,1,1,0
so_deliberate,1,0,1
subtly_philosophical,1,1,0
suddenly_brilliant,1,1,0
suddenly_afraid,1,1,0
sudden_quiet,1,1,0
sudden_hearted,1,1,0
successfully_fatal,1,1,0
very_supple,1,1,0
successfully_enough,1,1,0
very_superstitious,1,1,0
subtly_varied,1,1,0
subtly_threatening,1,0,1
subtly_powerful,1,0,1
very_sufficient,1,1,0
subtly_expressive,1,1,0
suddenly_likely,1,1,0
subtly_entertaining,1,1,0
subtly_alive,1,1,0
substantively_true,1,1,0
substantively_motivated,1,1,0
substantively_beneficial,1,0,1
substantively_appropriate,1,1,0
very_substantive,1,0,1
substantially_worse,1,1,0
substantially_significant,1,0,1
substantially_lucrative,1,1,0
substantially_good,1,0,1
substantially_equivalent,1,1,0
suddenly_important,1,1,0
suddenly_moody,1,1,0
strongly_sweet,1,1,0
sufficiently_attractive,1,1,0
so_crispy,1,1,0
sufficiently_cautious,1,1,0
sufficiently_careful,1,1,0
sufficiently_callous,1,1,0
very_tactful,1,1,0
sufficiently_bullish,1,0,1
sufficiently_brilliant,1,1,0
very_symptomatic,1,1,0
sufficiently_believable,1,1,0
so_crystal,1,1,0
so_cuddly,1,1,0
sufficiently_aware,1,1,0
very_sweeping,1,0,1
suddenly_new,1,1,0
sufficiently_aspirational,1,1,0
sufficiently_artistic,1,1,0
sufficiently_analytical,1,1,0
sufficiently_advanced,1,1,0
sufficiently_adept,1,1,0
sufficiently_actionable,1,1,0
very_suspenseful,1,0,1
sufficiently_accommodating,1,1,0
sufficiently_abrasive,1,0,1
suddenly_terrified,1,0,1
very_susceptible,1,1,0
suddenly_outraged,1,1,0
substantially_enough,1,1,0
very_overpowering,1,0,1
substantially_accurate,1,1,0
structurally_radical,1,0,1
structurally_worrisome,1,0,1
structurally_viable,1,1,0
so_decrepit,1,1,0
very_strategic,1,1,0
so_dedicated,1,1,0
structurally_threatening,1,1,0
structurally_sustainable,1,1,0
structurally_sound,1,1,0
structurally_significant,1,0,1
structurally_self-sufficient,1,1,0
structurally_safe,1,1,0
so_defensive,1,1,0
structurally_major,1,0,1
subsequently_useful,1,1,0
so_deficient,1,1,0
structurally_integral,1,1,0
structurally_incapable,1,1,0
structurally_improper,1,0,1
structurally_defective,1,0,1
so_deft,1,1,0
structurally_cohesive,1,1,0
structurally_capable,1,1,0
structurally_balanced,1,0,1
structurally_awkward,1,0,1
structurally_amiss,1,0,1
strongly_vegetarian,1,1,0
so_deceitful,1,0,1
stubbornly_french,1,1,0
so_debilitating,1,1,0
stubbornly_incidental,1,1,0
subsequently_able,1,1,0
very_stupid,1,0,1
sublimely_wonderful,1,0,1
sublimely_silly,1,0,1
very_studious,1,1,0
sublimely_artistic,1,0,1
stylistically_unique,1,0,1
stylistically_different,1,1,0
stylistically_confrontational,1,1,0
stylistically_cohesive,1,1,0
stylistically_appropriate,1,1,0
stylistically_adventurous,1,1,0
so_dapper,1,1,0
stylishly_clever,1,1,0
stylishly_alluring,1,1,0
stupidly_wrong,1,0,1
stupidly_hard,1,1,0
stupidly_false,1,1,0
so_darned,1,1,0
stupidly_excessive,1,1,0
stunningly_simple,1,1,0
stunningly_sexy,1,0,1
stunningly_real,1,1,0
stunningly_clear,1,1,0
stunningly_brilliant,1,1,0
super_liberal,1,1,0
super_literary,1,0,1
super_long,1,1,0
terribly_cerebral,1,0,1
terribly_complimentary,1,0,1
visually_detailed,1,1,0
terribly_competitive,1,1,0
visually_crazy,1,0,1
terribly_comforting,1,1,0
visually_confusing,1,1,0
visually_comprehensive,1,1,0
terribly_coherent,1,1,0
terribly_cinematic,1,0,1
visually_captivating,1,1,0
terribly_christian,1,1,0
terribly_charming,1,1,0
visually_breathtaking,1,1,0
very_open-minded,1,1,0
terribly_catchy,1,1,0
terribly_candid,1,0,1
terribly_busy,1,1,0
terribly_buoyant,1,1,0
terribly_brutal,1,1,0
terribly_brave,1,1,0
so_brisk,1,1,0
so_brittle,1,1,0
visually_believable,1,1,0
terribly_boring,1,1,0
so_brown,1,1,0
terribly_bold,1,0,1
terribly_conducive,1,1,0
terribly_confusing,1,1,0
terribly_big,1,0,1
terribly_didactic,1,1,0
so_bombastic,1,0,1
terribly_egregious,1,0,1
terribly_earnest,1,1,0
terribly_dynamic,1,1,0
terribly_draconian,1,0,1
visually_dramatic,1,0,1
terribly_distant,1,1,0
terribly_disgusting,1,0,1
terribly_discouraging,1,1,0
terribly_disappointed,1,1,0
terribly_dire,1,0,1
so_bonkers,1,0,1
visually_distracting,1,1,0
terribly_conservative,1,1,0
terribly_destructive,1,0,1
terribly_desirable,1,1,0
terribly_depressing,1,0,1
terribly_debilitating,1,1,0
terribly_daring,1,1,0
terribly_critical,1,1,0
terribly_courageous,1,1,0
terribly_cooperative,1,1,0
so_boyish,1,1,0
terribly_convenient,1,0,1
visually_distinct,1,0,1
terribly_consistent,1,1,0
terribly_blatant,1,0,1
terribly_beautiful,1,1,0
technically_young,1,1,0
so_buoyant,1,1,0
terribly_abstract,1,0,1
so_budget-friendly,1,1,0
temporarily_idle,1,1,0
temporarily_free,1,1,0
technologically_wrong,1,1,0
technologically_unique,1,0,1
technologically_possible,1,1,0
technologically_novel,1,0,1
technologically_minded,1,1,0
technologically_interesting,1,0,1
visibly_sad,1,1,0
so_bumpy,1,1,0
technologically_inconsistent,1,0,1
visibly_special,1,0,1
visibly_irritated,1,1,0
technologically_impractical,1,0,1
so_burdensome,1,1,0
technologically_illiterate,1,1,0
technologically_groundbreaking,1,0,1
visibly_insane,1,1,0
technologically_flashy,1,0,1
technologically_different,1,0,1
technologically_deficient,1,1,0
visibly_inappropriate,1,0,1
technologically_coherent,1,1,0
technologically_cheap,1,1,0
visibly_sloppy,1,0,1
visibly_unhealthy,1,1,0
visually_beautiful,1,0,1
terribly_annoying,1,0,1
terribly_awful,1,0,1
terribly_aware,1,1,0
visually_attractive,1,0,1
terribly_averse,1,1,0
visually_arresting,1,1,0
terribly_atmospheric,1,1,0
terribly_artistic,1,1,0
visually_arousing,1,1,0
terribly_articulate,1,1,0
terribly_arduous,1,1,0
terribly_applicable,1,1,0
terribly_apparent,1,1,0
visually_apparent,1,0,1
terribly_accessible,1,1,0
terribly_annoyed,1,1,0
terribly_angry,1,1,0
terribly_ambitious,1,1,0
terribly_amazing,1,0,1
terribly_afraid,1,1,0
visually_amusing,1,0,1
visibly_violent,1,0,1
terribly_advisable,1,1,0
terribly_adventurous,1,0,1
terribly_adept,1,1,0
terribly_adamant,1,1,0
terribly_active,1,1,0
terribly_elaborate,1,0,1
terribly_energetic,1,1,0
terribly_engrossing,1,1,0
terribly_impoverished,1,1,0
terribly_irrelevant,1,1,0
terribly_invasive,1,1,0
vitally_immoral,1,1,0
terribly_intense,1,1,0
terribly_instructive,1,1,0
vitally_essential,1,0,1
vitally_alive,1,1,0
terribly_insecure,1,1,0
terribly_infuriating,1,0,1
terribly_informative,1,0,1
visually_wonderful,1,0,1
terribly_inconvenient,1,1,0
terribly_imaginative,1,0,1
so_beholden,1,1,0
so_bent,1,0,1
terribly_illustrious,1,1,0
terribly_hygienic,1,0,1
terribly_hurt,1,1,0
visually_witty,1,0,1
terribly_humorous,1,1,0
visually_uninteresting,1,1,0
terribly_horrific,1,0,1
terribly_hopeful,1,1,0
terribly_historical,1,1,0
so_bewildered,1,1,0
terribly_heinous,1,0,1
terribly_irritating,1,1,0
terribly_jarring,1,0,1
visually_exhilarating,1,1,0
vividly_realistic,1,0,1
terribly_mysterious,1,0,1
terribly_motivated,1,1,0
terribly_mistaken,1,1,0
terribly_miraculous,1,0,1
terribly_minor,1,0,1
vocally_brilliant,1,1,0
terribly_mean-spirited,1,1,0
vividly_violent,1,0,1
terribly_mature,1,1,0
vividly_true,1,1,0
terribly_marketable,1,1,0
terribly_marginal,1,0,1
terribly_major,1,1,0
terribly_kind,1,1,0
vividly_real,1,1,0
vividly_evocative,1,0,1
so_barren,1,1,0
terribly_lucid,1,1,0
terribly_lovable,1,0,1
terribly_loud,1,1,0
terribly_linear,1,1,0
terribly_likeable,1,1,0
vividly_evident,1,1,0
vividly_apparent,1,1,0
terribly_laughable,1,1,0
terribly_knowledgeable,1,1,0
terribly_heartbroken,1,1,0
terribly_healthy,1,1,0
terribly_hazardous,1,1,0
very_offensive,1,0,1
very_observable,1,0,1
terribly_familiar,1,1,0
terribly_faithful,1,1,0
very_observant,1,1,0
terribly_extravagant,1,0,1
terribly_explosive,1,0,1
so_bloated,1,1,0
visually_inspiring,1,0,1
visually_impaired,1,1,0
terribly_exclusive,1,0,1
visually_gripping,1,1,0
visually_funnier,1,1,0
visually_fun,1,0,1
terribly_harmful,1,0,1
visually_fresh,1,0,1
terribly_exceptional,1,0,1
so_bloodthirsty,1,0,1
terribly_essential,1,1,0
terribly_enticing,1,1,0
terribly_enthused,1,1,0
visually_fancy,1,0,1
visually_familiar,1,1,0
very_onerous,1,0,1
visually_extravagant,1,1,0
so_bohemian,1,0,1
visually_explicit,1,1,0
visually_jarring,1,1,0
terribly_fearsome,1,1,0
terribly_ferocious,1,1,0
terribly_flawed,1,1,0
terribly_hardcore,1,1,0
visually_unappealing,1,0,1
terribly_gruesome,1,1,0
terribly_grisly,1,1,0
terribly_gratuitous,1,0,1
visually_tactile,1,0,1
terribly_gracious,1,1,0
very_nutty,1,0,1
terribly_glamorous,1,1,0
terribly_gifted,1,1,0
terribly_genuine,1,1,0
terribly_futuristic,1,0,1
visually_sexy,1,0,1
terribly_fun,1,0,1
terribly_full,1,1,0
terribly_frightening,1,0,1
terribly_forthcoming,1,1,0
so_blank,1,0,1
terribly_formal,1,0,1
visually_present,1,1,0
terribly_foreign,1,1,0
terribly_fluent,1,1,0
visually_pleasing,1,1,0
visually_other,1,0,1
visually_offensive,1,1,0
technologically_challenging,1,1,0
technically_valid,1,1,0
super_low,1,1,0
super_touristy,1,0,1
super_wrong,1,0,1
super_wonderful,1,1,0
so_chilly,1,1,0
super_witty,1,1,0
super_wild,1,0,1
very_wild,1,1,0
super_vibrant,1,1,0
super_urgent,1,0,1
super_urban,1,1,0
super_unusual,1,0,1
super_uncomfortable,1,0,1
super_unattainable,1,0,1
super_tiny,1,0,1
superbly_impressive,1,1,0
so_chummy,1,1,0
very_wet,1,1,0
super_tall,1,1,0
super_sure,1,1,0
super_suggestive,1,0,1
super_subtle,1,0,1
super_stringent,1,1,0
super_striking,1,0,1
super_stressful,1,0,1
super_strange,1,0,1
super_sticky,1,0,1
super_stellar,1,0,1
super_zealous,1,1,0
superbly_outrageous,1,0,1
super_standard,1,1,0
so_chaste,1,1,0
surely_aware,1,1,0
violently_eager,1,1,0
surely_absurd,1,0,1
sure_wrong,1,1,0
supremely_valuable,1,0,1
supremely_ordinary,1,1,0
violently_carcinogenic,1,1,0
supremely_moderate,1,1,0
supremely_happy,1,1,0
supremely_exhilarating,1,1,0
supremely_awful,1,1,0
supposedly_wrong,1,0,1
supposedly_weaker,1,1,0
superbly_reliable,1,1,0
supposedly_shy,1,1,0
so_chatty,1,1,0
supposedly_representative,1,0,1
very_worst,1,0,1
supposedly_fake,1,0,1
superficially_valid,1,1,0
superficially_political,1,1,0
so_cheery,1,1,0
superficially_effective,1,1,0
superficially_consistent,1,1,0
superficially_apparent,1,1,0
superbly_special,1,0,1
so_civilized,1,1,0
super_squishy,1,1,0
technically_urban,1,0,1
super_nice,1,0,1
so_closed,1,1,0
super_painful,1,1,0
super_outgoing,1,1,0
super_old,1,1,0
super_official,1,0,1
super_offensive,1,0,1
super_odd,1,0,1
very_virtuous,1,1,0
so_cluttered,1,1,0
super_notable,1,1,0
so_cocky,1,1,0
super_noisy,1,1,0
super_nervous,1,1,0
super_powerful,1,1,0
so_cognizant,1,1,0
super_nerdy,1,1,0
super_narrow,1,1,0
super_miraculous,1,0,1
so_coherent,1,0,1
very_vindictive,1,1,0
so_cohesive,1,1,0
super_massive,1,0,1
so_collectable,1,1,0
very_vibrant,1,1,0
super_lucky,1,1,0
super_loyal,1,1,0
super_positive,1,1,0
super_problematic,1,0,1
super_spiritual,1,0,1
super_shiny,1,0,1
super_spicy,1,0,1
super_specific,1,1,0
so_classic,1,0,1
very_outlandish,1,0,1
super_sophisticated,1,0,1
super_social,1,1,0
super_sociable,1,1,0
super_smart,1,1,0
super_slow,1,0,1
super_short,1,1,0
very_watery,1,1,0
so_claustrophobic,1,0,1
super_sensitive,1,0,1
super_proud,1,1,0
super_self-conscious,1,1,0
super_secret,1,0,1
very_watchful,1,1,0
super_scandalous,1,0,1
super_revolutionary,1,0,1
super_responsive,1,1,0
super_religious,1,1,0
very_vivid,1,1,0
so_cliche,1,0,1
super_rad,1,1,0
super_punctual,1,1,0
super_psyched,1,1,0
surely_concerned,1,1,0
surely_enduring,1,1,0
surely_fuller,1,1,0
viscerally_satisfying,1,1,0
visibly_delighted,1,1,0
technically_necessary,1,1,0
technically_literate,1,1,0
technically_legal,1,1,0
technically_late,1,1,0
technically_interesting,1,1,0
visibly_appealing,1,1,0
so_carefree,1,1,0
technically_insurmountable,1,0,1
technically_innovative,1,1,0
technically_ineffective,1,1,0
technically_inaccurate,1,1,0
technically_improper,1,0,1
technically_ok,1,0,1
technically_impressive,1,1,0
technically_important,1,1,0
technically_impeccable,1,0,1
technically_high,1,1,0
technically_flawless,1,1,0
technically_fancy,1,0,1
technically_false,1,1,0
technically_eligible,1,1,0
technically_efficient,1,1,0
technically_different,1,0,1
technically_dead,1,1,0
technically_dangerous,1,1,0
technically_official,1,1,0
technically_original,1,1,0
surely_tempting,1,1,0
technically_revolutionary,1,0,1
technically_untrue,1,1,0
technically_unavoidable,1,1,0
technically_true,1,1,0
visibly_forthcoming,1,1,0
technically_supernatural,1,1,0
visibly_excited,1,0,1
technically_savvy,1,1,0
visibly_effective,1,1,0
technically_sad,1,0,1
technically_ruinous,1,0,1
technically_risky,1,1,0
technically_right,1,1,0
technically_remarkable,1,0,1
visibly_dirty,1,0,1
technically_relevant,1,1,0
technically_real,1,1,0
technically_ready,1,1,0
technically_qualified,1,1,0
so_campy,1,1,0
technically_precise,1,1,0
technically_practical,1,1,0
visibly_drunk,1,1,0
technically_powerful,1,0,1
technically_poor,1,1,0
technically_perfect,1,1,0
visibly_distinct,1,1,0
technically_complicated,1,0,1
technically_compliant,1,1,0
viscerally_intense,1,0,1
sweetly_entertaining,1,1,0
systemically_unjust,1,0,1
systematically_related,1,1,0
systematically_privileged,1,1,0
systematically_methodical,1,1,0
systematically_distinct,1,1,0
symbolically_wrong,1,0,1
virtually_identical,1,1,0
symbolically_synonymous,1,0,1
symbolically_sexy,1,1,0
symbolically_important,1,1,0
sweetly_significant,1,1,0
sweetly_humble,1,0,1
virtually_endless,1,1,0
technically_closed,1,1,0
suspiciously_high,1,1,0
surprisingly_widespread,1,1,0
surprisingly_small,1,1,0
surprisingly_religious,1,0,1
so_charismatic,1,1,0
surprisingly_modest,1,1,0
surprisingly_hard,1,1,0
surprisingly_emotional,1,0,1
surprisingly_accessible,1,1,0
violently_sorry,1,1,0
surely_worse,1,1,0
violently_sick,1,1,0
tactically_beneficial,1,1,0
virtually_immortal,1,1,0
tactically_smart,1,0,1
tad_cocky,1,1,0
technically_brilliant,1,1,0
technically_beautiful,1,1,0
technically_bad,1,1,0
technically_awful,1,1,0
so_casual,1,1,0
technically_appropriate,1,1,0
technically_anachronistic,1,1,0
technically_alone,1,1,0
technically_alive,1,1,0
technically_adventurous,1,1,0
technically_acute,1,0,1
so_cautious,1,1,0
technically_accomplished,1,1,0
technically_able,1,1,0
tastefully_showy,1,1,0
tastefully_erotic,1,1,0
tantalizingly_sweet,1,0,1
so_celebratory,1,1,0
tantalizingly_elusive,1,1,0
tantalizingly_closer,1,1,0
viscerally_alive,1,1,0
virtually_interchangeable,1,1,0
tangentially_relevant,1,1,0
virtually_incurable,1,0,1
tad_odd,1,1,0
so_educated,1,1,0
strictly_chronological,1,1,0
too_prolonged,1,0,1
so_unwell,1,1,0
so_marvellous,1,1,0
very_pessimistic,1,1,0
very_photogenic,1,1,0
so_masterful,1,1,0
so_used,1,1,0
so_materialistic,1,1,0
very_sanitary,1,1,0
so_upsetting,1,1,0
very_picky,1,1,0
so_upscale,1,1,0
so_meager,1,1,0
so_upfront,1,1,0
so_untenable,1,1,0
so_varied,1,1,0
so_unsympathetic,1,1,0
so_unsung,1,1,0
so_meaningless,1,1,0
so_measurable,1,0,1
so_unsophisticated,1,0,1
so_meek,1,1,0
so_melancholy,1,1,0
so_unseen,1,1,0
so_unscientific,1,1,0
so_unsatisfying,1,0,1
so_meritorious,1,1,0
so_unsatisfied,1,1,0
so_marketable,1,1,0
so_verbal,1,1,0
so_unremarkable,1,0,1
so_well-known,1,1,0
so_wrenching,1,1,0
so_worrisome,1,1,0
so_wordy,1,0,1
so_wistful,1,1,0
so_ludicrous,1,1,0
so_windy,1,1,0
so_luscious,1,0,1
very_peculiar,1,0,1
very_penetrating,1,1,0
very_perceptive,1,1,0
so_wholesome,1,0,1
so_whimsical,1,0,1
so_macho,1,0,1
so_viable,1,1,0
so_watchful,1,1,0
so_maddening,1,1,0
very_sappy,1,1,0
so_magnetic,1,0,1
so_voracious,1,1,0
so_malevolent,1,0,1
so_vitriolic,1,1,0
so_malicious,1,0,1
so_virulent,1,1,0
so_virtual,1,1,0
so_manifest,1,1,0
so_manipulative,1,1,0
so_mesmerising,1,0,1
so_mesmerizing,1,0,1
very_patriotic,1,1,0
so_unattainable,1,1,0
so_uncool,1,1,0
so_monochromatic,1,1,0
so_uncontroversial,1,1,0
so_monstrous,1,1,0
so_morbid,1,1,0
