hit_id,sent_id,match_id,colloc_id,sent_text,token_str,lemma_str,context_prev_id,context_prev_sent,context_next_id,context_next_sent,neg_lemma,adv_lemma,adj_lemma,neg_form,adv_form,adj_form,neg_index,adv_index,adj_index,dep_neg,dep_mod,json_source
nyt_eng_19940930_0022_12:19-20-21,nyt_eng_19940930_0022_12,19-20-21,nyt_eng_19940930_0022_12:20-21,But how exactly are the American troops to handle bullying policemen or rampaging Haitian civilians? They are not quite sure.,but how exactly are the American troops to handle bullying policemen or rampaging Haitian civilians ? They are not quite sure .,but how exactly be the american troops to handle bully policeman or rampage Haitian civilian ? they be not quite sure .,nyt_eng_19940930_0022_11,"When joyous crowds in another town wrenched a rifle away from a policeman, the Americans returned it to him.",nyt_eng_19940930_0022_13,"Intended -LRB- as some suspect -RRB- or not, this vagueness has left decisions to be made on the spot -- which means policy-making on the hoof.",not,quite,sure,not,quite,sure,18,19,20,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'sure', 'ix': 20, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 18, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'sure', 'ix': 20, 'xpos': 'JJ'}, 'target': {'lemma': 'quite', 'ix': 19, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199409.json
nyt_eng_19940930_0021_21:36-37-38,nyt_eng_19940930_0021_21,36-37-38,nyt_eng_19940930_0021_21:37-38,"They have also tried to bribe Haitians into turning in any weapons they hold, offering up to $ 300 per weapon - quite an incentive in a country whose yearly income per head is not much more than that.","they have also tried to bribe Haitians into turning in any weapons they hold , offering up to $ 300 per weapon - quite an incentive in a country whose yearly income per head is not much more than that .","they have also try to bribe haitian into turn in any weapon they hold , offer up to $ 300 per weapon - quite a incentive in a country whose yearly income per head be not much more than that .",nyt_eng_19940930_0021_20,"The Americans have tried to soothe tempers and appease hunger by unilaterally lifting their embargo on the country, and are encouraging the United Nations to do likewise as soon as possible.",nyt_eng_19940930_0021_22,"This week they were busy broadcasting appeals from Aristide asking his supporters to avoid confrontation, and to commemorate the third anniversary of the coup that overthrew him -- Sept. 30 -- with a religious service rather than mob violence.",not,much,more,not,much,more,35,36,37,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'more', 'ix': 37, 'xpos': 'JJR'}, 'target': {'lemma': 'not', 'ix': 35, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'more', 'ix': 37, 'xpos': 'JJR'}, 'target': {'lemma': 'much', 'ix': 36, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199409.json
nyt_eng_19940930_0021_12:19-20-21,nyt_eng_19940930_0021_12,19-20-21,nyt_eng_19940930_0021_12:20-21,But how exactly are the American troops to handle bullying policemen or rampaging Haitian civilians? They are not quite sure.,but how exactly are the American troops to handle bullying policemen or rampaging Haitian civilians ? They are not quite sure .,but how exactly be the american troops to handle bully policeman or rampage Haitian civilian ? they be not quite sure .,nyt_eng_19940930_0021_11,"When joyous crowds in another town wrenched a rifle away from a policeman, the Americans returned it to him.",nyt_eng_19940930_0021_13,"Intended -LRB- as some suspect -RRB- or not, this vagueness has left decisions to be made on the spot -- which means policy-making on the hoof.",not,quite,sure,not,quite,sure,18,19,20,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'sure', 'ix': 20, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 18, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'sure', 'ix': 20, 'xpos': 'JJ'}, 'target': {'lemma': 'quite', 'ix': 19, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199409.json
nyt_eng_19940929_0364_2:24-25-26,nyt_eng_19940929_0364_2,24-25-26,nyt_eng_19940929_0364_2:25-26,"As the nation's central bank, the Fed can use rates to help control the flow of money so that it's not too swift -LRB- one sign of inflation -RRB-, nor too sluggish -LRB- the long road to recession -RRB-.","as the nation 's central bank , the Fed can use rates to help control the flow of money so that it 's not too swift -LRB- one sign of inflation -RRB- , nor too sluggish -LRB- the long road to recession -RRB- .","as the nation 's central bank , the Fed can use rate to help control the flow of money so that it be not too swift -lrb- one sign of inflation -rrb- , nor too sluggish -lrb- the long road to recession -rrb- .",nyt_eng_19940929_0364_1,"The Federal Reserve's top honchos get together eight times every year, amid considerable flourish and speculation, to decide whether interest rates should be raised, lowered or left alone.",nyt_eng_19940929_0364_3,The most recent gathering lasted four hours on Tuesday and ended with the Fed deciding that its monetary policy -- and presumably the nation's economic growth -- was -LRB- begin ital -RRB- juuuust -LRB- end ital -RRB- right.,not,too,swift,not,too,swift,23,24,25,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'swift', 'ix': 25, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 23, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'swift', 'ix': 25, 'xpos': 'JJ'}, 'target': {'lemma': 'too', 'ix': 24, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199409.json
nyt_eng_19940929_0355_2:24-25-26,nyt_eng_19940929_0355_2,24-25-26,nyt_eng_19940929_0355_2:25-26,"As the nation's central bank, the Fed can use rates to help control the flow of money so that it's not too swift -LRB- one sign of inflation -RRB-, nor too sluggish -LRB- the long road to recession -RRB-.","as the nation 's central bank , the Fed can use rates to help control the flow of money so that it 's not too swift -LRB- one sign of inflation -RRB- , nor too sluggish -LRB- the long road to recession -RRB- .","as the nation 's central bank , the Fed can use rate to help control the flow of money so that it be not too swift -lrb- one sign of inflation -rrb- , nor too sluggish -lrb- the long road to recession -rrb- .",nyt_eng_19940929_0355_1,"The Federal Reserve's top honchos get together eight times every year, amid considerable flourish and speculation, to decide whether interest rates should be raised, lowered or left alone.",nyt_eng_19940929_0355_3,The most recent gathering lasted four hours on Tuesday and ended with the Fed deciding that its monetary policy -- and presumably the nation's economic growth -- was -LRB- begin ital -RRB- juuuust -LRB- end ital -RRB- right.,not,too,swift,not,too,swift,23,24,25,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'swift', 'ix': 25, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 23, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'swift', 'ix': 25, 'xpos': 'JJ'}, 'target': {'lemma': 'too', 'ix': 24, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199409.json
nyt_eng_19940929_0294_6:2-8-9,nyt_eng_19940929_0294_6,2-8-9,nyt_eng_19940929_0294_6:8-9,"Although none of Thursday's reports was particularly compelling on its own, the combined force -- all in the same direction -- was enough to push interest rates higher and thereby depress the stock market.","although none of Thursday 's reports was particularly compelling on its own , the combined force -- all in the same direction -- was enough to push interest rates higher and thereby depress the stock market .","although none of Thursday 's report be particularly compelling on its own , the combine force -- all in the same direction -- be enough to push interest rate higher and thereby depress the stock market .",nyt_eng_19940929_0294_5,He added that the Fed's inaction on rates when it met to consider raising them two days ago could prove short-lived.,nyt_eng_19940929_0294_7,"-LBQ-  The system, I think, is generating economic growth that is still well above the 2 -LCB- percent that is supposed to be the trend  -RDQ-  over the long term, said Richard Aspinwall, chief economist at Chase Manhattan.",none,particularly,compelling,none,particularly,compelling,1,7,8,"{'node': 'neg', 'contiguous': False, 'relation': 'nsubj', 'head': {'lemma': 'compelling', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'none', 'ix': 1, 'xpos': 'NN'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'compelling', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'particularly', 'ix': 7, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199409.json
nyt_eng_19940929_0293_6:2-8-9,nyt_eng_19940929_0293_6,2-8-9,nyt_eng_19940929_0293_6:8-9,"Although none of Thursday's reports was particularly compelling on its own, the combined force -- all in the same direction -- was enough to push interest rates higher and thereby depress the stock market.","although none of Thursday 's reports was particularly compelling on its own , the combined force -- all in the same direction -- was enough to push interest rates higher and thereby depress the stock market .","although none of Thursday 's report be particularly compelling on its own , the combine force -- all in the same direction -- be enough to push interest rate higher and thereby depress the stock market .",nyt_eng_19940929_0293_5,He added that the Fed's inaction on rates when it met to consider raising them two days ago could prove short-lived.,nyt_eng_19940929_0293_7,"-LBQ-  The system, I think, is generating economic growth that is still well above the 2 -LCB- percent that is supposed to be the trend  -RDQ-  over the long term, said Richard Aspinwall, chief economist at Chase Manhattan.",none,particularly,compelling,none,particularly,compelling,1,7,8,"{'node': 'neg', 'contiguous': False, 'relation': 'nsubj', 'head': {'lemma': 'compelling', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'none', 'ix': 1, 'xpos': 'NN'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'compelling', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'particularly', 'ix': 7, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199409.json
nyt_eng_19940929_0195_46:16-17-18,nyt_eng_19940929_0195_46,16-17-18,nyt_eng_19940929_0195_46:17-18,"If your recipient has an e-mail address through a commercial access provider, it's not as easy.","if your recipient has an e-mail address through a commercial access provider , it 's not as easy .","if you recipient have a e-mail address through a commercial access provider , it be not as easy .",nyt_eng_19940929_0195_45,This is a list of on-line  -LBQ-  phone books  -RDQ-  from all over the world at the University of Minnesota's gopher site.,nyt_eng_19940929_0195_47,"There are some sites on the Web that purport to search for e-mail address, but I've never found them very useful.",not,as,easy,not,as,easy,15,16,17,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'easy', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 15, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'easy', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 16, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199409.json
nyt_eng_19940929_0172_6:3-4-5,nyt_eng_19940929_0172_6,3-4-5,nyt_eng_19940929_0172_6:4-5,"It's not so bad that you have to drive fast, but I think Adam would like to have you here.  -RDQ-","it 's not so bad that you have to drive fast , but I think Adam would like to have you here . ''","it be not so bad that you have to drive fast , but I think Adam would like to have you here . ''",nyt_eng_19940929_0172_5,We're at St. Joe's emergency room.,nyt_eng_19940929_0172_7,"After hastily scribbling directions, I hung up the phone.",not,so,bad,not,so,bad,2,3,4,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'bad', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 2, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'bad', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'so', 'ix': 3, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199409.json
nyt_eng_19940929_0119_6:3-4-5,nyt_eng_19940929_0119_6,3-4-5,nyt_eng_19940929_0119_6:4-5,"It's not so bad that you have to drive fast, but I think Adam would like to have you here.  -RDQ-","it 's not so bad that you have to drive fast , but I think Adam would like to have you here . ''","it be not so bad that you have to drive fast , but I think Adam would like to have you here . ''",nyt_eng_19940929_0119_5,We're at St. Joe's emergency room.,nyt_eng_19940929_0119_7,"After hastily scribbling directions, I hung up the phone.",not,so,bad,not,so,bad,2,3,4,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'bad', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 2, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'bad', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'so', 'ix': 3, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199409.json
nyt_eng_19940929_0115_15:23-24-25,nyt_eng_19940929_0115_15,23-24-25,nyt_eng_19940929_0115_15:24-25,"-LBQ-  If Richard Burton walks out and does ` Hamlet, ' and they say, ` Well, his Hamlet wasn't as good as Richard Harris or John Gielgud ' -- OK, better luck next time.","`` If Richard Burton walks out and does ` Hamlet , ' and they say , ` Well , his Hamlet was n't as good as Richard Harris or John Gielgud ' -- OK , better luck next time .","`` if Richard Burton walk out and do ` Hamlet , ' and they say , ` well , he hamlet be not as good as Richard Harris or John Gielgud ' -- ok , better luck next time .",nyt_eng_19940929_0115_14,"-LBQ-  You can't hide behind anything when you're doing a club date,  -RDQ-  he said.",nyt_eng_19940929_0115_16,He isn't going out there as Richard Burton.,not,as,good,n't,as,good,22,23,24,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'good', 'ix': 24, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 22, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'good', 'ix': 24, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 23, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199409.json
