        l1  l2                       f         E11  r.log.likelihood  r.log.likelihood.tt  r.odds.ratio.disc  r.Dice  r.t.score  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  r.p1.given2.margin  r.p2.given1.margin  r.expect.diff  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc  am.Dice  am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff        f1       f2         N  
   NEGATED  bad                 105249    20991.93                 1                    1                303       2          2           12            2                3906                   3                  12                   2              2          187289.02             187289.02               0.787   0.0568      259.72         0.153       0.02778                0.190              0.03339                0.152              0.02673        84257.07   3151804   554698  83284343  
   NEGATED  forthcoming           2016      424.68                88                  175                338     534         62           13          182                3907                 536                  13                  84            182            3345.13               3345.13               0.746   0.0013       35.44         0.142       0.00052                0.180              0.00064                0.142              0.00050         1591.32   3151804    11222  83284343  
   NEGATED  unsightly              273       58.77               384                  766                352    2276        199           14          833                3908                2276                  14                 280            833             442.41                442.41               0.735   0.0002       12.97         0.138       0.00007                0.176              0.00009                0.138              0.00007          214.23   3151804     1553  83284343  
   NEGATED  enthused               439       94.72               274                  547                355    1677        151           15          586                3909                1676                  15                 207            586             709.68                709.68               0.733   0.0003       16.43         0.138       0.00011                0.175              0.00014                0.138              0.00011          344.28   3151804     2503  83284343  
   NEGATED  altruistic             490      108.42               258                  515                366    1558        142           16          556                3910                1558                  16                 196            556             770.53                770.53               0.720   0.0003       17.24         0.133       0.00013                0.171              0.00016                0.133              0.00012          381.58   3151804     2865  83284343  
   NEGATED  fond                  6673     1497.37                28                   55                376     172         26           17           58                3911                 173                  17                  35             58           10339.19              10339.19               0.713   0.0042       63.36         0.131       0.00171                0.169              0.00212                0.131              0.00164         5175.63   3151804    39567  83284343  
   NEGATED  keen                  9143     2102.42                21                   41                394     116         18           18           42                3912                 120                  18                  27             42           13784.80              13784.80               0.701   0.0057       73.63         0.127       0.00232                0.165              0.00290                0.127              0.00223         7040.58   3151804    55555  83284343  
   NEGATED  thrilled              4804     1105.50                41                   81                395     240         34           19           88                3913                 242                  19                  49             88            7232.70               7232.70               0.700   0.0030       53.36         0.127       0.00122                0.164              0.00152                0.127              0.00117         3698.50   3151804    29212  83284343  
   NEGATED  indicative            2071      480.81                94                  187                403     524         63           20          183                3914                 528                  20                  85            183            3085.56               3085.56               0.695   0.0013       34.94         0.125       0.00052                0.163              0.00066                0.125              0.00050         1590.19   3151804    12705  83284343  
   NEGATED  late                 26323     6149.67                 6                   11                407      29          6           21           11                3915                  30                  21                   7             11           39060.36              39060.36               0.694   0.0159      124.34         0.124       0.00665                0.162              0.00835                0.124              0.00640        20173.33   3151804   162501  83284343  
   NEGATED  fancy                 1906      461.88               103                  205                441     554         67           22          197                3916                 563                  22                  90            197            2701.12               2701.12               0.673   0.0012       33.08         0.118       0.00048                0.156              0.00060                0.118              0.00046         1444.12   3151804    12205  83284343  
   NEGATED  quantifiable           243       58.96               469                  934                442    2443        223           23          920                3917                2443                  23                 306            920             343.78                343.78               0.673   0.0002       11.81         0.118       0.00006                0.156              0.00008                0.118              0.00006          184.04   3151804     1558  83284343  
   NEGATED  greener                524      127.61               268                  535                447    1494        141           24          544                3918                1496                  24                 190            544             738.12                738.12               0.670   0.0003       17.32         0.118       0.00013                0.155              0.00017                0.118              0.00013          396.39   3151804     3372  83284343  
   NEGATED  sure                128813    31942.75                 2                    3                435       1          1           25            1                3919                   2                  25                   1              1          180698.78             180698.78               0.675   0.0645      269.90         0.116       0.03194                0.153              0.04087                0.115              0.03073        96870.25   3151804   844066  83284343  
   NEGATED  fussy                  780      193.61               209                  417                460    1128        108           26          408                3920                1130                  26                 154            408            1073.92               1073.92               0.661   0.0005       21.00         0.115       0.00019                0.152              0.00025                0.115              0.00019          586.39   3151804     5116  83284343  
   NEGATED  exclusive             6202     1551.90                34                   67                466     187         30           27           68                3921                 184                  27                  39             68            8462.26               8462.26               0.657   0.0039       59.05         0.113       0.00153                0.151              0.00197                0.113              0.00148         4650.10   3151804    41008  83284343  
   NEGATED  clear                72890    18517.21                 3                    5                467       9          3           28            6                3922                   8                  28                   5              6           98532.22              98532.22               0.656   0.0400      201.39         0.112       0.01793                0.149              0.02313                0.111              0.01725        54372.79   3151804   489305  83284343  
   NEGATED  nostalgia              163       41.93               659                 1297                492    3129        278           29         1205                3923                3130                  29                 396           1205             214.79                214.79               0.643   0.0001        9.48         0.109       0.00004                0.147              0.00005                0.109              0.00004          121.07   3151804     1108  83284343  
   NEGATED  glamorous             2497      659.35                92                  183                520     441         59           30          159                3924                 443                  30                  73            159            3184.99               3184.99               0.629   0.0016       36.77         0.105       0.00061                0.143              0.00079                0.105              0.00058         1837.65   3151804    17423  83284343  
   NEGATED  blameless              197       52.22               587                 1163                521    2750        258           31         1074                3925                2749                  31                 353           1074             249.94                249.94               0.628   0.0001       10.31         0.105       0.00005                0.143              0.00006                0.105              0.00005          144.78   3151804     1380  83284343  
   NEGATED  showy                  357       95.10               380                  758                526    1927        186           32          728                3926                1929                  32                 253            728             450.15                450.15               0.625   0.0002       13.86         0.104       0.00009                0.142              0.00011                0.104              0.00008          261.90   3151804     2513  83284343  
   NEGATED  baggy                  196       52.60               598                 1182                534    2757        262           33         1078                3927                2756                  33                 357           1078             244.78                244.78               0.621   0.0001       10.24         0.103       0.00005                0.141              0.00006                0.103              0.00005          143.40   3151804     1390  83284343  
   NEGATED  appetizing             504      135.90               302                  603                543    1534        153           34          565                3928                1535                  34                 200            565             625.69                625.69               0.619   0.0003       16.40         0.103       0.00012                0.140              0.00016                0.103              0.00012          368.10   3151804     3591  83284343  
   NEGATED  sanguine               641      173.97               251                  501                550    1301        129           35          491                3929                1305                  35                 179            491             789.08                789.08               0.615   0.0004       18.45         0.102       0.00015                0.139              0.00020                0.102              0.00015          467.03   3151804     4597  83284343  
   NEGATED  peachy                 142       39.09               754                 1481                565    3378        314           36         1353                3930                3378                  36                 444           1353             171.56                171.56               0.609   0.0001        8.64         0.100       0.00003                0.137              0.00005                0.100              0.00003          102.91   3151804     1033  83284343  
   NEGATED  presumptuous           215       60.10               577                 1143                585    2626        250           37         1029                3931                2627                  37                 343           1029             254.58                254.58               0.601   0.0001       10.56         0.098       0.00005                0.135              0.00007                0.098              0.00005          154.90   3151804     1588  83284343  
   NEGATED  demonstrative          185       53.25               667                 1313                609    2876        274           38         1135                3932                2876                  38                 380           1135             210.57                210.57               0.586   0.0001        9.69         0.094       0.00004                0.131              0.00006                0.094              0.00004          131.75   3151804     1407  83284343  
   NEGATED  monetary               169       48.67               700                 1378                610    3056        292           39         1213                3933                3056                  39                 397           1213             192.21                192.21               0.586   0.0001        9.26         0.094       0.00004                0.131              0.00005                0.094              0.00004          120.33   3151804     1286  83284343  
   NEGATED  enamoured              120       34.85               895                 1743                615    3696        361           40         1540                3934                3697                  40                 516           1540             134.88                134.88               0.582   0.0001        7.77         0.092       0.00003                0.130              0.00004                0.092              0.00003           85.15   3151804      921  83284343  
   NEGATED  lucky                12359     3642.78                22                   43                635      83         15           41           32                3935                  83                  41                  21             32           13636.43              13636.43               0.575   0.0076       78.40         0.091       0.00287                0.128              0.00392                0.091              0.00277         8716.22   3151804    96258  83284343  
   NEGATED  revelatory             217       64.33               613                 1210                640    2610        257           42         1037                3936                2611                  42                 344           1037             237.05                237.05               0.571   0.0001       10.36         0.090       0.00005                0.128              0.00007                0.090              0.00005          152.67   3151804     1700  83284343  
   NEGATED  picky                 1486      444.55               150                  299                647     685         85           43          253                3937                 687                  43                 111            253            1603.05               1603.05               0.566   0.0009       27.02         0.089       0.00034                0.127              0.00047                0.089              0.00033         1041.45   3151804    11747  83284343  
   NEGATED  talkative              486      148.20               350                  699                671    1566        169           44          597                3938                1567                  44                 213            597             510.08                510.08               0.557   0.0003       15.32         0.086       0.00011                0.124              0.00015                0.086              0.00011          337.80   3151804     3916  83284343  
   NEGATED  noticable              132       40.27               877                 1709                668    3530        353           45         1455                3939                3530                  45                 486           1455             138.46                138.46               0.558   0.0001        7.98         0.086       0.00003                0.124              0.00004                0.086              0.00003           91.73   3151804     1064  83284343  
   NEGATED  conclusive             694      212.15               272                  543                675    1229        132           46          481                3940                1232                  46                 177            481             725.78                725.78               0.556   0.0004       18.29         0.086       0.00016                0.124              0.00022                0.086              0.00015          481.85   3151804     5606  83284343  
   NEGATED  edifying               145       44.73               837                 1634                679    3337        329           47         1375                3941                3337                  47                 456           1375             149.63                149.63               0.552   0.0001        8.33         0.085       0.00003                0.123              0.00005                0.085              0.00003          100.27   3151804     1182  83284343  
   NEGATED  overpowering           645      199.63               287                  573                686    1293        139           48          511                3942                1295                  48                 184            511             662.51                662.51               0.550   0.0004       17.54         0.084       0.00015                0.122              0.00020                0.084              0.00014          445.37   3151804     5275  83284343  
   NEGATED  apparent              7781     2414.74                37                   73                690     146         28           49           54                3943                 147                  49                  32             54            7969.31               7969.31               0.549   0.0048       60.84         0.084       0.00177                0.122              0.00247                0.084              0.00170         5366.26   3151804    63808  83284343  
   NEGATED  comparable            1997      625.94               130                  259                702     538         75           50          207                3944                 542                  50                  94            207            2013.80               2013.80               0.543   0.0013       30.68         0.083       0.00045                0.121              0.00063                0.083              0.00044         1371.06   3151804    16540  83284343  
   NEGATED  feasible              3735     1193.18                82                  163                722     310         51           51          121                3945                 311                  51                  60            121            3661.89               3661.89               0.534   0.0023       41.59         0.081       0.00084                0.118              0.00119                0.081              0.00081         2541.82   3151804    31529  83284343  
   NEGATED  pushy                  403      129.58               419                  835                731    1778        188           52          706                3946                1779                  52                 247            706             391.06                391.06               0.531   0.0003       13.62         0.080       0.00009                0.118              0.00013                0.080              0.00009          273.42   3151804     3424  83284343  
   NEGATED  truthful               772      251.74               270                  539                754    1139        127           53          447                3947                1140                  53                 168            447             733.25                733.25               0.524   0.0005       18.72         0.078       0.00017                0.116              0.00024                0.078              0.00017          520.26   3151804     6652  83284343  
   NEGATED  easy                 87572    29081.22                 5                    9                755       7          4           54            4                3948                   4                  54                   3              4           81991.50              81991.50               0.523   0.0447      197.65         0.077       0.01929                0.114              0.02778                0.076              0.01856        58490.78   3151804   768452  83284343  
   NEGATED  sex                    154       51.96               876                 1707                806    3229        333           55         1360                3949                3227                  55                 447           1360             138.65                138.65               0.508   0.0001        8.22         0.074       0.00003                0.112              0.00005                0.074              0.00003          102.04   3151804     1373  83284343  
   NEGATED  gaudy                  154       52.15               878                 1711                813    3230        334           56         1363                3950                3227                  56                 450           1363             137.85                137.85               0.506   0.0001        8.21         0.074       0.00003                0.112              0.00005                0.074              0.00003          101.85   3151804     1378  83284343  
   NEGATED  choosy                 180       61.38               803                 1574                824    2941        304           57         1225                3951                2941                  57                 400           1225             159.32                159.32               0.503   0.0001        8.84         0.073       0.00004                0.111              0.00006                0.073              0.00004          118.62   3151804     1622  83284343  
   NEGATED  hoppy                  205       69.94               734                 1443                825    2694        280           58         1118                3952                2695                  58                 376           1118             181.34                181.34               0.502   0.0001        9.43         0.073       0.00004                0.111              0.00007                0.073              0.00004          135.06   3151804     1848  83284343  
   NEGATED  worried              13076     4470.84                23                   45                827      75         16           59           34                3953                  79                  59                  22             34           11549.08              11549.08               0.502   0.0080       75.25         0.073       0.00284                0.111              0.00415                0.073              0.00273         8605.16   3151804   118139  83284343  
   NEGATED  past                   466      159.40               399                  796                831    1613        180           60          645                3954                1613                  60                 227            645             410.46                410.46               0.501   0.0003       14.20         0.073       0.00010                0.111              0.00015                0.073              0.00010          306.60   3151804     4212  83284343  
   NEGATED  spicy                 1408      483.30               190                  379                839     719         96           61          284                3955                 720                  61                 124            284            1233.38               1233.38               0.499   0.0009       24.64         0.072       0.00030                0.110              0.00045                0.072              0.00029          924.70   3151804    12771  83284343  
   NEGATED  surprising           16437     5674.09                20                   39                842      56         11           62           24                3956                  53                  62                  16             24           14301.85              14301.85               0.497   0.0100       83.95         0.072       0.00355                0.110              0.00522                0.072              0.00341        10762.91   3151804   149934  83284343  
   NEGATED  sharp                 4439     1549.37                79                  157                865     258         48           63          107                3957                 258                  63                  54            107            3785.67               3785.67               0.491   0.0028       43.37         0.071       0.00095                0.108              0.00141                0.071              0.00092         2889.63   3151804    40941  83284343  
   NEGATED  final                 1023      361.67               238                  475                879     917        110           64          371                3958                 920                  64                 144            371             853.57                853.57               0.484   0.0006       20.68         0.069       0.00022                0.107              0.00032                0.069              0.00021          661.33   3151804     9557  83284343  
   NEGATED  over                   479      169.99               413                  823                885    1581        183           65          639                3959                1583                  65                 224            639             397.08                397.08               0.483   0.0003       14.12         0.069       0.00010                0.107              0.00015                0.069              0.00010          309.01   3151804     4492  83284343  
   NEGATED  obtrusive              177       62.86               852                 1663                884    2977        317           66         1261                3960                2978                  66                 413           1261             146.56                146.56               0.483   0.0001        8.58         0.069       0.00004                0.107              0.00006                0.069              0.00004          114.14   3151804     1661  83284343  
   NEGATED  observable             252       90.52               675                 1329                900    2388        265           67          996                3961                2386                  67                 332            996             204.67                204.67               0.477   0.0002       10.17         0.068       0.00005                0.105              0.00008                0.068              0.00005          161.48   3151804     2392  83284343  
   NEGATED  convinced             1415      508.47               200                  399                902     713         97           68          288                3962                 716                  68                 126            288            1148.76               1148.76               0.476   0.0009       24.10         0.067       0.00030                0.105              0.00045                0.067              0.00029          906.53   3151804    13436  83284343  
   NEGATED  bulky                  770      280.54               307                  613                930    1144        137           69          475                3963                1145                  69                 176            475             610.45                610.45               0.470   0.0005       17.64         0.066       0.00016                0.104              0.00024                0.066              0.00016          489.46   3151804     7413  83284343  
   NEGATED  newsworthy             367      134.19               528                 1047                931    1882        213           70          797                3964                1884                  70                 273            797             289.12                289.12               0.468   0.0002       12.15         0.066       0.00008                0.103              0.00012                0.066              0.00007          232.81   3151804     3546  83284343  
   NEGATED  ready                24494     9038.11                13                   25                939      32          9           71           16                3966                  32                  72                  10             16           19071.03              19071.03               0.465   0.0144       98.76         0.065       0.00510                0.103              0.00777                0.065              0.00490        15455.89   3151804   238826  83284343  
   NEGATED  cheery                 227       83.71               743                 1461                942    2547        277           72         1080                3965                2546                  71                 359           1080             176.20                176.20               0.464   0.0001        9.51         0.065       0.00005                0.103              0.00007                0.065              0.00005          143.29   3151804     2212  83284343  
   NEGATED  preachy                189       70.01               856                 1669                948    2834        312           73         1223                3967                2835                  73                 399           1223             145.55                145.55               0.462   0.0001        8.66         0.064       0.00004                0.102              0.00006                0.064              0.00004          118.99   3151804     1850  83284343  
   NEGATED  spry                    93       34.48              1333                 2528                946    4260        480           74         1915                3968                4260                  74                 621           1915              71.53                 71.53               0.463   0.0001        6.07         0.064       0.00002                0.102              0.00003                0.064              0.00002           58.52   3151804      911  83284343  
   NEGATED  snappy                 135       50.26              1077                 2084                955    3482        385           75         1546                3969                3481                  75                 518           1546             103.06                103.06               0.460   0.0001        7.29         0.064       0.00003                0.102              0.00004                0.064              0.00003           84.74   3151804     1328  83284343  
   NEGATED  cause                  101       37.62              1282                 2442                953    4066        459           76         1823                3970                4066                  76                 595           1823              77.04                 77.04               0.461   0.0001        6.31         0.064       0.00002                0.102              0.00003                0.064              0.00002           63.38   3151804      994  83284343  
   NEGATED  dressy                  95       35.54              1327                 2517                963    4209        476           77         1893                3971                4208                  77                 615           1893              71.91                 71.91               0.459   0.0001        6.10         0.063       0.00002                0.101              0.00003                0.063              0.00002           59.46   3151804      939  83284343  
   NEGATED  flattering            1577      592.03               195                  389                974     655         93           78          270                3972                 660                  78                 117            270            1186.33               1186.33               0.455   0.0010       24.80         0.063       0.00032                0.101              0.00050                0.063              0.00031          984.97   3151804    15644  83284343  
   NEGATED  squeamish              184       69.29               879                 1713                975    2885        325           79         1258                3973                2886                  79                 411           1258             137.62                137.62               0.454   0.0001        8.46         0.063       0.00004                0.100              0.00006                0.063              0.00004          114.71   3151804     1831  83284343  
   NEGATED  flush                  134       50.82              1103                 2129                986    3498        396           80         1566                3974                3499                  80                 523           1566              98.94                 98.94               0.451   0.0001        7.19         0.062       0.00003                0.100              0.00004                0.062              0.00003           83.18   3151804     1343  83284343  
   NEGATED  cuddly                 179       68.57               923                 1793                998    2951        331           81         1286                3975                2950                  81                 421           1286             129.79                129.79               0.446   0.0001        8.25         0.061       0.00004                0.099              0.00006                0.061              0.00004          110.43   3151804     1812  83284343  
   NEGATED  conducive             1617      620.11               197                  393               1006     641         94           82          264                3976                 642                  82                 116            264            1170.52               1170.52               0.445   0.0010       24.79         0.061       0.00033                0.099              0.00051                0.061              0.00032          996.89   3151804    16386  83284343  
   NEGATED  enforceable            394      151.49               536                 1063               1012    1802        212           83          775                3977                1805                  83                 268            775             283.80                283.80               0.444   0.0002       12.22         0.061       0.00008                0.098              0.00013                0.061              0.00008          242.51   3151804     4003  83284343  
   NEGATED  gory                   272      104.87               695                 1368               1019    2280        266           84          976                3978                2279                  84                 327            976             194.94                194.94               0.443   0.0002       10.13         0.060       0.00006                0.098              0.00009                0.060              0.00005          167.13   3151804     2771  83284343  
   NEGATED  bright                6303     2460.91                66                  131               1032     185         39           85           84                3980                 181                  86                  47             84            4417.47               4417.47               0.437   0.0039       48.39         0.059       0.00127                0.097              0.00200                0.059              0.00122         3842.09   3151804    65028  83284343  
   NEGATED  photogenic             392      153.04               545                 1080               1033    1813        215           86          790                3979                1815                  85                 272            790             274.48                274.48               0.437   0.0002       12.07         0.059       0.00008                0.097              0.00012                0.059              0.00008          238.96   3151804     4044  83284343  
   NEGATED  heartless              198       78.00               884                 1721               1044    2744        319           87         1216                3981                2744                  87                 398           1216             136.33                136.33               0.433   0.0001        8.53         0.058       0.00004                0.096              0.00006                0.058              0.00004          120.00   3151804     2061  83284343  
   NEGATED  cutesy                  94       37.05              1437                 2712               1040    4229        502           88         1962                3982                4229                  88                 627           1962              64.65                 64.65               0.434   0.0001        5.87         0.058       0.00002                0.096              0.00003                0.058              0.00002           56.95   3151804      979  83284343  
   NEGATED  informed               152       59.98              1066                 2064               1046    3262        381           89         1452                3983                3262                  89                 485           1452             104.30                104.30               0.432   0.0001        7.46         0.058       0.00003                0.096              0.00005                0.058              0.00003           92.02   3151804     1585  83284343  
   NEGATED  stark                  780      307.86               339                  677               1052    1129        145           90          487                3984                1130                  90                 178            487             535.12                535.12               0.431   0.0005       16.91         0.058       0.00016                0.096              0.00025                0.058              0.00015          472.14   3151804     8135  83284343  
