l1,l2,f,E11,r_log_likelihood,r_Poisson_Stirling,r_odds_ratio,r_Dice,r_dPEX,r_dPXE,am_log_likelihood,am_Poisson_Stirling,am_odds_ratio,am_Dice,am_dPEX,am_dPXE,f1,f2,N
metabolically,active,525,3.5536635e+00,3297,2770,4662,12754,122380,183,4.4473009e+03,9.1097397e+02,2.3923505e+00,4.5061090e-03,2.2565620e-03,3.9897042e-01,1307,231710,85220496
humorously,incongruous,6,2.4548954e-02,69393,55600,4663,17213,120912,19076,5.4093309e+01,1.1722943e+01,2.3923428e+00,3.5346097e-03,2.3107627e-03,7.3862890e-03,809,2586,85220496
naively,angelic,3,1.2233020e-02,104898,83955,4664,22022,116800,40599,2.7055590e+01,5.8658793e+00,2.3921693e+00,2.8971511e-03,2.4733521e-03,3.4621057e-03,863,1208,85220496
severely,anemic,138,5.9521955e-01,8807,7171,4665,3585,9879,20259,1.2367524e+03,2.6646522e+02,2.3921140e+00,1.2368916e-02,5.3487319e-02,6.9605786e-03,19745,2569,85220496
softly,textured,7,2.8641561e-02,63257,50775,4666,13199,94210,26230,6.3104274e+01,1.3676648e+01,2.3920728e+00,4.3832185e-03,3.6159316e-03,5.5066840e-03,1266,1928,85220496
humorously,sarcastic,9,3.6984812e-02,54296,43621,4667,15606,121166,12405,8.1094788e+01,1.7567322e+01,2.3920581e+00,3.8257173e-03,2.3006738e-03,1.1079234e-02,809,3896,85220496
percent,catholic,20,8.3833976e-02,32909,26596,4668,18041,136410,4101,1.7981279e+02,3.8866309e+01,2.3920555e+00,3.4030968e-03,1.7927066e-03,3.0974053e-02,643,11111,85220496
rigidly,fundamentalist,5,2.0432702e-02,77459,62171,4669,15982,84125,42247,4.5079388e+01,9.7717486e+00,2.3919568e+00,3.7565740e-03,4.3039195e-03,3.3087410e-03,1505,1157,85220496
implicitly,convertible,4,1.6339203e-02,88461,70827,4670,18614,110625,34383,3.6064060e+01,7.8181385e+00,2.3918315e+00,3.3167496e-03,2.7379579e-03,4.1627017e-03,957,1455,85220496
left,unfettered,8,3.2775613e-02,58371,46807,4671,12021,70558,34745,7.2102664e+01,1.5625957e+01,2.3917355e+00,4.7351287e-03,5.5252144e-03,4.1132708e-03,1937,1442,85220496
blandly,generic,35,1.4788717e-01,22762,18465,4672,11541,113676,3399,3.1435829e+02,6.7894507e+01,2.3916460e+00,4.8879268e-03,2.6053954e-03,3.6998406e-02,942,13379,85220496
flatly,false,99,4.4348019e-01,11246,9191,4673,10050,109009,1240,8.8329475e+02,1.8953218e+02,2.3916414e+00,5.4791488e-03,2.8123187e-03,9.1426500e-02,1078,35059,85220496
terrifically,propulsive,4,1.6396689e-02,88479,70862,4674,28948,50310,79798,3.6048190e+01,7.8120374e+00,2.3916304e+00,2.2981902e-03,8.6039416e-03,1.3199948e-03,3018,463,85220496
sometime,irreparable,3,1.2253954e-02,104923,83971,4675,24048,82402,63385,2.7046673e+01,5.8636516e+00,2.3916161e+00,2.6954178e-03,4.4460857e-03,1.9226516e-03,1554,672,85220496
slowly,southwest,6,2.4699446e-02,69429,55638,4676,27155,36790,79231,5.4046331e+01,1.1707017e+01,2.3915903e+00,2.4291498e-03,1.2686483e-02,1.3371255e-03,4469,471,85220496
strongly,nonlinear,29,1.2409411e-01,25878,20973,4677,20378,10640,71441,2.6008651e+02,5.6096218e+01,2.3914808e+00,3.0878986e-03,4.9700693e-02,1.5867528e-03,18202,581,85220496
grossly,under-reported,43,1.8334357e-01,19836,16105,4678,11451,11678,51300,3.8580106e+02,8.3244056e+01,2.3914701e+00,4.9201899e-03,4.5309134e-02,2.5901152e-03,16534,945,85220496
avowedly,nationalistic,5,2.0479111e-02,77478,62187,4679,18298,121258,23046,4.5061149e+01,9.7668221e+00,2.3913524e+00,3.3636058e-03,2.2968854e-03,6.1857987e-03,805,2168,85220496
bleakly,satirical,4,1.6381271e-02,88478,70858,4680,22656,135651,22698,3.6048289e+01,7.8136717e+00,2.3912302e+00,2.8258566e-03,1.8149072e-03,6.2635982e-03,636,2195,85220496
ethnically,motivated,329,1.4211491e+00,4521,3662,4681,1121,20472,3538,2.9473958e+03,6.3505613e+02,2.3912282e+00,2.9445986e-02,2.5004138e-02,3.5444594e-02,9243,13103,85220496
either,unwilling,143,6.0497242e-01,8566,6976,4682,1948,28310,5728,1.2840558e+03,2.7732075e+02,2.3911567e+00,1.9744563e-02,1.7388121e-02,2.2622009e-02,6295,8190,85220496
nearly,one-quarter,292,1.8052257e+00,5119,4276,4683,19322,665,70758,2.5030993e+03,5.1817060e+02,2.3908818e+00,3.2190852e-03,3.4060760e-01,1.6105521e-03,180566,852,85220496
appealingly,childlike,8,3.2846852e-02,58391,46821,4684,12323,92604,23394,7.2069519e+01,1.5618414e+01,2.3908720e+00,4.6376812e-03,3.7143840e-03,6.1051917e-03,1305,2145,85220496
scientifically,defensible,129,5.4896820e-01,9258,7504,4685,2567,15241,13335,1.1574283e+03,2.4984050e+02,2.3906541e+00,1.5919047e-02,3.4182197e-02,1.0319688e-02,12449,3758,85220496
gleefully,bawdy,3,1.2290377e-02,104963,84003,4686,26397,73135,70515,2.7030474e+01,5.8597847e+00,2.3905508e+00,2.4875622e-03,5.2600872e-03,1.6202680e-03,1844,568,85220496
chillingly,portentous,3,1.2298262e-02,104972,84012,4687,28279,67702,75158,2.7027886e+01,5.8589491e+00,2.3904536e+00,2.3446659e-03,5.8353900e-03,1.4595865e-03,2047,512,85220496
remain,breathable,6,2.4761027e-02,69451,55662,4688,26652,153411,11010,5.4015131e+01,1.1700529e+01,2.3904037e+00,2.4650781e-03,1.3621032e-03,1.2422604e-02,481,4387,85220496
heretofore,unpublished,25,1.0354427e-01,28457,23038,4689,5894,54188,15530,2.2495818e+02,4.8712986e+01,2.3901421e+00,8.3963056e-03,7.8269051e-03,8.9752221e-03,2774,3181,85220496
lushly,green,56,2.4755518e-01,16696,13580,4690,15989,132369,1516,5.0021030e+02,1.0753241e+02,2.3901128e+00,3.7553648e-03,1.9166119e-03,7.6900578e-02,725,29099,85220496
gleefully,lurid,10,4.1177090e-02,50888,40929,4691,10382,73400,26764,9.0037614e+01,1.9510499e+01,2.3899751e+00,5.3376034e-03,5.2333396e-03,5.4007800e-03,1844,1903,85220496
fine,textured,4,1.6424781e-02,88521,70873,4692,20963,127830,26341,3.6025052e+01,7.8090637e+00,2.3898483e+00,3.0143180e-03,2.0662165e-03,5.4870650e-03,726,1928,85220496
lot,better,322,1.5305862e+00,4634,3784,4693,4108,68504,766,2.8517343e+03,6.0816255e+02,2.3895997e+00,1.1074616e-02,5.7455018e-03,1.3713231e-01,2337,55814,85220496
anomalously,warm,99,5.0133114e-01,11368,9372,4694,28156,162227,495,8.7003015e+02,1.8426039e+02,2.3891204e+00,2.3538083e-03,1.1792580e-03,1.9275785e-01,511,83608,85220496
creepily,orwellian,3,1.2318163e-02,105010,84030,4695,21756,110022,44921,2.7013858e+01,5.8568424e+00,2.3891154e+00,2.9239766e-03,2.7664071e-03,3.0737818e-03,972,1080,85220496
otherworldly,psychedelic,4,1.6464642e-02,88540,70900,4696,23024,137025,22268,3.6008122e+01,7.8048528e+00,2.3890560e+00,2.7874564e-03,1.7744500e-03,6.3737033e-03,625,2245,85220496
properly,sized,20,8.3831300e-02,32925,26595,4697,13397,21747,54616,1.7967203e+02,3.8866586e+01,2.3889412e+00,4.3261951e-03,2.3403487e-02,2.3726183e-03,8395,851,85220496
kind,gentler,77,3.3295812e-01,13380,10859,4698,6827,10310,35381,6.8929099e+02,1.4859511e+02,2.3887713e+00,7.5085324e-03,5.1386316e-02,4.0321882e-03,19018,1492,85220496
adorably,furry,6,2.4758680e-02,69468,55660,4699,17678,55539,57089,5.3992392e+01,1.1700776e+01,2.3887028e+00,3.4602076e-03,7.5924987e-03,2.2288062e-03,2681,787,85220496
darkly,hued,35,1.4768748e-01,22770,18460,4700,8713,18357,40903,3.1416456e+02,6.7915046e+01,2.3886013e+00,6.1457419e-03,2.8107113e-02,3.4341344e-03,10150,1240,85220496
crazily,hyperactive,4,1.6461181e-02,88544,70897,4701,18291,93544,44652,3.6004199e+01,7.8052181e+00,2.3885355e+00,3.3655869e-03,3.6546695e-03,3.0952595e-03,1287,1090,85220496
positively,filipino,25,1.0654321e-01,28526,23146,4702,18089,13553,66727,2.2413468e+02,4.8402994e+01,2.3882793e+00,3.3962777e-03,3.8594799e-02,1.7686701e-03,14077,645,85220496
best,left-handed,10,4.1595627e-02,50937,40980,4703,17614,33426,62384,8.9892051e+01,1.9466578e+01,2.3880304e+00,3.4698126e-03,1.4226409e-02,1.9666264e-03,5064,700,85220496
economically,infeasible,86,4.0450239e-01,12522,10220,4704,18829,3599,69576,7.6226971e+02,1.6282233e+02,2.3879839e+00,3.2856406e-03,1.2833009e-01,1.6572005e-03,51682,667,85220496
pearly,gray,20,8.3584541e-02,32924,26581,4705,9867,99286,7937,1.7967482e+02,3.8892191e+01,2.3877022e+00,5.5617353e-03,3.3163202e-03,1.6793164e-02,1186,6006,85220496
pro,alike,20,8.5141420e-02,32973,26651,4706,22088,147519,3448,1.7930259e+02,3.8731893e+01,2.3876797e+00,2.8912179e-03,1.4988310e-03,3.6474334e-02,546,13289,85220496
badly,ailing,21,8.7828261e-02,31866,25774,4707,9613,28399,41551,1.8864004e+02,4.0830101e+01,2.3876380e+00,5.6726094e-03,1.7311646e-02,3.3753538e-03,6196,1208,85220496
newly,reborn,59,2.6176954e-01,16129,13123,4708,14581,6888,60238,5.2645940e+02,1.1319967e+02,2.3876200e+00,4.0406808e-03,7.4826461e-02,2.0676270e-03,28418,785,85220496
violently,anti-gay,14,5.8231003e-02,41408,33346,4709,10471,40163,40822,1.2583084e+02,2.7253510e+01,2.3874424e+00,5.3070508e-03,1.1381200e-02,3.4417259e-03,4051,1225,85220496
cynically,satirical,3,1.2388980e-02,105070,84105,4710,29805,153467,22929,2.6984804e+01,5.8493737e+00,2.3873832e+00,2.2421525e-03,1.3611335e-03,6.2112846e-03,481,2195,85220496
lightly,astringent,27,1.1367181e-01,27074,21927,4711,9666,21799,43491,2.4234085e+02,5.2418246e+01,2.3873591e+00,5.6479448e-03,2.3339142e-02,3.1976432e-03,8409,1152,85220496
chemically,untreated,11,4.5843620e-02,47965,38721,4712,15975,33371,58488,9.8841413e+01,2.1404012e+01,2.3872895e+00,3.7574722e-03,1.4263353e-02,2.1534913e-03,5087,768,85220496
viscerally,sensuous,5,2.0653048e-02,77573,62247,4713,15999,86824,40937,4.4972185e+01,9.7484568e+00,2.3872653e+00,3.7537538e-03,4.1050436e-03,3.4317241e-03,1451,1213,85220496
endlessly,inventive,355,1.5493744e+00,4248,3458,4714,1044,16942,4105,3.1734032e+03,6.8365101e+02,2.3872148e+00,3.0893743e-02,3.0582107e-02,3.0946162e-02,11423,11559,85220496
quickly,unmasked,12,5.0489497e-02,45579,36769,4715,25011,21084,78029,1.0771034e+02,2.3300229e+01,2.3872120e+00,2.6075619e-03,2.4189433e-02,1.3720703e-03,8710,494,85220496
infamously,cantankerous,5,2.0694623e-02,77589,62263,4716,19212,61596,58978,4.4958146e+01,9.7440901e+00,2.3869157e+00,3.2331070e-03,6.6039117e-03,2.1288765e-03,2339,754,85220496
relentlessly,cheery,48,2.0234511e-01,18475,14954,4717,4749,24829,21587,4.3071252e+02,9.3160994e+01,2.3868629e+00,9.9502488e-03,2.0176861e-02,6.5670748e-03,7279,2369,85220496
infectiously,effervescent,3,1.2383641e-02,105075,84098,4718,22213,96374,53691,2.6982393e+01,5.8499353e+00,2.3868440e+00,2.8735632e-03,3.4821054e-03,2.4289914e-03,1230,858,85220496
timelessly,classic,47,2.0261699e-01,18772,15219,4719,10410,108864,2760,4.2065482e+02,9.0762994e+01,2.3866476e+00,5.3278921e-03,2.8191593e-03,4.4998033e-02,1040,16603,85220496
effectively,over,132,5.6500132e-01,9107,7393,4720,2260,18242,10760,1.1823417e+03,2.5531836e+02,2.3865288e+00,1.7592963e-02,2.8273213e-02,1.2691993e-02,10357,4649,85220496
lovingly,maternal,3,1.2394084e-02,105085,84111,4721,21885,102775,49685,2.6977112e+01,5.8488370e+00,2.3864424e+00,2.9112082e-03,3.1284182e-03,2.7013062e-03,1106,955,85220496
chronically,unemployed,334,1.4623413e+00,4480,3634,4722,1171,12831,6033,2.9839534e+03,6.4275068e+02,2.3863531e+00,2.8488570e-02,4.0846160e-02,2.1729870e-02,15306,8142,85220496
when,blended,22,9.2761370e-02,30973,25043,4723,12002,22001,50750,1.9737867e+02,4.2696743e+01,2.3863433e+00,4.7418903e-03,2.3084808e-02,2.6301777e-03,8330,949,85220496
grotesquely,bloated,16,6.6658507e-02,38042,30721,4724,8183,74187,16139,1.4373847e+02,3.1135519e+01,2.3862898e+00,6.4935065e-03,5.1582775e-03,8.6643205e-03,1839,3089,85220496
predominantly,catholic,1375,6.6231448e+00,1401,1109,4725,622,3783,4764,1.2149486e+04,2.5890479e+03,2.3862197e+00,4.4419318e-02,1.2317121e-01,2.6953149e-02,50799,11111,85220496
specially,tailor-made,5,2.0797462e-02,77627,62302,4726,28099,42637,79782,4.4924735e+01,9.7333259e+00,2.3861592e+00,2.3579344e-03,1.0594106e-02,1.3204516e-03,3771,470,85220496
infectiously,melodic,20,8.3885454e-02,32944,26600,4727,9594,97285,8284,1.7952177e+02,3.8860977e+01,2.3859243e+00,5.6802045e-03,3.4269568e-03,1.6192197e-02,1230,5812,85220496
loosely,related,642,3.6699007e+00,2718,2260,4728,5141,79067,318,5.5534476e+03,1.1611124e+03,2.3858757e+00,9.3129184e-03,4.7161320e-03,2.7670021e-01,2307,135566,85220496
purely,hypothetical,481,2.3701010e+00,3430,2799,4729,3154,2635,19779,4.2378276e+03,9.0095328e+02,2.3858178e+00,1.3712298e-02,1.5912460e-01,7.1336052e-03,67148,3008,85220496
nicely,put-together,15,6.2983299e-02,39570,32005,4730,13695,28489,54010,1.3460922e+02,2.9138571e+01,2.3854706e+00,4.2468856e-03,1.7248462e-02,2.4101489e-03,6198,866,85220496
bracingly,astringent,3,1.2422927e-02,105111,84136,4731,22022,113937,42897,2.6963267e+01,5.8458085e+00,2.3854393e+00,2.8971511e-03,2.5934179e-03,3.2509350e-03,919,1152,85220496
ethnically,kurdish,57,2.4229925e-01,16467,13342,4732,4763,20197,23229,5.1080059e+02,1.1042201e+02,2.3853758e+00,9.9329093e-03,2.5406978e-02,6.1412807e-03,9243,2234,85220496
selectively,forgetful,4,1.6587911e-02,88621,70976,4733,19771,119882,30228,3.5944605e+01,7.7918953e+00,2.3853695e+00,3.1633057e-03,2.3501424e-03,4.7763202e-03,834,1695,85220496
entertainingly,snarky,4,1.6585001e-02,88619,70975,4734,18911,112533,33848,3.5945038e+01,7.7922000e+00,2.3853402e+00,3.2746623e-03,2.6521206e-03,4.2332189e-03,941,1502,85220496
cheerfully,raunchy,8,3.3262151e-02,58484,46902,4735,12096,86409,26691,7.1867160e+01,1.5574761e+01,2.3852975e+00,4.7086521e-03,4.1343633e-03,5.4159588e-03,1471,1927,85220496
irreducibly,communal,3,1.2436304e-02,105122,84151,4736,24736,134979,31417,2.6958576e+01,5.8444063e+00,2.3852253e+00,2.6327337e-03,1.8351479e-03,4.5892266e-03,651,1628,85220496
broadly,oval,32,1.3779422e-01,24258,19672,4737,14748,12704,59665,2.8633083e+02,6.1811984e+01,2.3851379e+00,4.0042545e-03,4.1272661e-02,2.0950558e-03,15211,772,85220496
habitually,incomparable,3,1.2435072e-02,105125,84149,4738,22662,92372,56517,2.6957859e+01,5.8445354e+00,2.3850777e+00,2.8248588e-03,3.7298290e-03,2.2582096e-03,1323,801,85220496
resolutely,nonlinear,4,1.6628148e-02,88640,70998,4739,24546,59844,70155,3.5930761e+01,7.7876865e+00,2.3849139e+00,2.6490066e-03,6.8561085e-03,1.6332455e-03,2439,581,85220496
passionately,anti-war,4,1.6624874e-02,88639,70996,4740,23608,62307,67894,3.5931289e+01,7.7880286e+00,2.3848856e+00,2.7331739e-03,6.5088296e-03,1.7207271e-03,2315,612,85220496
bitterly,disappointed,1640,8.4947403e+00,1210,939,4741,856,25530,520,1.4359840e+04,3.0362948e+03,2.3847411e+00,3.5640552e-02,1.9594721e-02,1.8785074e-01,8686,83344,85220496
mainly,muslim,2053,9.8549807e+00,970,758,4742,374,5483,2203,1.8141940e+04,3.8687526e+03,2.3846606e+00,6.8538426e-02,9.1325483e-02,5.4464300e-02,37530,22378,85220496
harshly,dissonant,8,3.3322618e-02,58495,46914,4743,12622,63361,40123,7.1840849e+01,1.5568451e+01,2.3846524e+00,4.5441636e-03,6.3683408e-03,3.5096430e-03,2270,1251,85220496
uncharacteristically,sloppy,116,4.9604159e-01,10005,8117,4744,2207,26990,7768,1.0386104e+03,2.2441887e+02,2.3845201e+00,1.7831066e-02,1.8379074e-02,1.7174112e-02,6726,6285,85220496
mutually,unintelligible,181,8.4452040e-01,7308,5970,4745,6467,4300,35323,1.6043737e+03,3.4331609e+02,2.3842904e+00,7.8300744e-03,1.1169181e-01,4.0397556e-03,44619,1613,85220496
forward,biased,7,2.9322594e-02,63420,50943,4746,23767,146909,10603,6.2813384e+01,1.3605208e+01,2.3841656e+00,2.7210884e-03,1.5147879e-03,1.2837425e-02,543,4602,85220496
continually,grow,7,2.9347870e-02,63425,50949,4747,25261,34599,76373,6.2806563e+01,1.3602589e+01,2.3841165e+00,2.5858884e-03,1.3668027e-02,1.4215035e-03,4904,510,85220496
nigh,indestructible,35,1.4751803e-01,22789,18457,4748,4959,54239,11068,3.1384150e+02,6.7932496e+01,2.3840331e+00,9.6180269e-03,7.8183726e-03,1.2359445e-02,2820,4458,85220496
intellectually,bankrupt,365,1.6133775e+00,4162,3399,4749,1146,11694,6183,3.2554390e+03,7.0089577e+02,2.3839878e+00,2.9026999e-02,4.5240991e-02,2.1235080e-02,17116,8033,85220496
politely,persistent,20,8.5642285e-02,33015,26670,4750,20237,142614,3738,1.7901125e+02,3.8680945e+01,2.3838582e+00,3.1053490e-03,1.6210002e-03,3.3526088e-02,594,12287,85220496
predominately,kurdish,34,1.4354979e-01,23248,18810,4751,5538,31736,23058,3.0479812e+02,6.5966184e+01,2.3838026e+00,8.8197147e-03,1.5155478e-02,6.1830946e-03,5476,2234,85220496
humorously,satirical,5,2.0837182e-02,77662,62316,4752,18538,122050,23178,4.4888229e+01,9.7291827e+00,2.3837986e+00,3.3288948e-03,2.2684697e-03,6.1547714e-03,809,2195,85220496
ardently,nationalistic,3,1.2490986e-02,105167,84199,4753,29590,152671,23486,2.6935478e+01,5.8386902e+00,2.3837741e+00,2.2564874e-03,1.3780374e-03,6.0845748e-03,491,2168,85220496
loud,hilarious,76,3.3946763e-01,13563,11012,4754,10454,110418,1630,6.7696535e+02,1.4559478e+02,2.3836998e+00,5.3143137e-03,2.7469876e-03,7.2058538e-02,1050,27552,85220496
staunchly,anti,8,3.3516937e-02,58518,46946,4755,18182,40636,62103,7.1774883e+01,1.5548249e+01,2.3835873e+00,3.3805198e-03,1.1220492e-02,1.9803279e-03,4023,710,85220496
carefully,interwoven,25,1.0513592e-01,28521,23096,4756,6043,45481,19915,2.2419982e+02,4.8547360e+01,2.3835385e+00,8.2453826e-03,9.7668139e-03,7.0827570e-03,3515,2549,85220496
expressly,exempt,24,1.0223977e-01,29279,23756,4757,12851,117851,4760,2.1492059e+02,4.6471125e+01,2.3835245e+00,4.4776119e-03,2.4303964e-03,2.6972922e-02,886,9834,85220496
mentally,unstable,4466,2.3779448e+01,432,319,4758,267,2225,2187,3.8968851e+04,8.2148608e+03,2.3833352e+00,8.4179178e-02,1.7789035e-01,5.4807877e-02,81128,24979,85220496
faintly,accented,6,2.5164721e-02,69624,55794,4759,26505,38217,77978,5.3820110e+01,1.1658388e+01,2.3832519e+00,2.4778030e-03,1.2119411e-02,1.3735955e-03,4350,493,85220496
internationally,comparative,18,7.6915863e-02,35334,28541,4760,20241,17216,70240,1.6112254e+02,3.4829318e+01,2.3832274e+00,3.1050543e-03,3.0072499e-02,1.6298779e-03,10998,596,85220496
permanently,off-limits,13,5.5055652e-02,43381,35016,4761,19466,24327,67733,1.1647542e+02,2.5205010e+01,2.3829679e+00,3.2015762e-03,2.0678977e-02,1.7272959e-03,7495,626,85220496
poorly,orchestrated,7,2.9279248e-02,63426,50928,4762,15143,57093,50344,6.2803292e+01,1.3609706e+01,2.3828865e+00,3.9182760e-03,7.3222675e-03,2.6596471e-03,2621,952,85220496
sixth,dimensional,3,1.2496806e-02,105188,84208,4763,22011,102855,50000,2.6927726e+01,5.8380832e+00,2.3828478e+00,2.8985507e-03,3.1250384e-03,2.6818153e-03,1114,956,85220496
flagrantly,pro-business,3,1.2497088e-02,105189,84209,4764,21924,107073,47205,2.6927540e+01,5.8380539e+00,2.3828306e+00,2.9069767e-03,2.9061663e-03,2.8837251e-03,1036,1028,85220496
sporadically,touching,3,1.2507015e-02,105197,84213,4765,22633,121369,38699,2.6923261e+01,5.8370193e+00,2.3825536e+00,2.8288543e-03,2.2928156e-03,3.6522270e-03,818,1303,85220496
magically,shrunken,3,1.2533393e-02,105210,84233,4766,32180,60369,82889,2.6916864e+01,5.8342743e+00,2.3825408e+00,2.0957038e-03,6.7743358e-03,1.2335060e-03,2422,441,85220496
deliberately,misleading,549,2.4594122e+00,3038,2450,4767,794,15407,2964,4.8871680e+03,1.0510311e+03,2.3823923e+00,3.7690512e-02,3.3803990e-02,4.2174502e-02,12961,16171,85220496
congenitally,unsuited,3,1.2516238e-02,105204,84221,4768,22836,123102,37796,2.6918969e+01,5.8360589e+00,2.3822498e+00,2.8089888e-03,2.2295006e-03,3.7531554e-03,796,1340,85220496
softly,blurred,7,2.9295206e-02,63435,50934,4769,13414,95540,26232,6.2789095e+01,1.3608049e+01,2.3822373e+00,4.3236566e-03,3.5349220e-03,5.5061677e-03,1266,1972,85220496
gorgeously,curvaceous,5,2.0969287e-02,77717,62376,4770,25005,47793,73590,4.4836616e+01,9.7154593e+00,2.3820447e+00,2.6082420e-03,9.1695441e-03,1.5129818e-03,3291,543,85220496
approximately,rectangular,21,8.8706055e-02,31924,25803,4771,8121,35022,33437,1.8816237e+02,4.0739403e+01,2.3820290e+00,6.5369650e-03,1.3482704e-02,4.2906217e-03,4874,1551,85220496
misleadingly,incomplete,11,4.6790223e-02,48080,38829,4772,26700,156504,5559,9.8483980e+01,2.1306374e+01,2.3820198e+00,2.4616762e-03,1.2939166e-03,2.3255351e-02,471,8466,85220496
everywhere,victorious,10,4.1940016e-02,51028,41019,4773,10618,80292,23836,8.9671891e+01,1.9430769e+01,2.3819990e+00,5.2438385e-03,4.6167418e-03,6.0098091e-03,1657,2157,85220496
variously,themed,7,2.9364415e-02,63452,50955,4774,16632,120877,16673,6.2767913e+01,1.3600875e+01,2.3819449e+00,3.6410923e-03,2.3120671e-03,8.3984379e-03,830,3015,85220496
interminably,dull,29,1.2787318e-01,25975,21072,4775,24964,154806,2080,2.5858066e+02,5.5718397e+01,2.3819286e+00,2.6114363e-03,1.3303613e-03,5.7514536e-02,502,21708,85220496
militarily,indefensible,19,8.0019870e-02,34081,27549,4776,7154,52798,21841,1.7029346e+02,3.6883964e+01,2.3819102e+00,7.2325847e-03,8.0822298e-03,6.4952375e-03,2913,2341,85220496
full,sized,3,1.2532255e-02,105221,84231,4777,22447,95938,54504,2.6911053e+01,5.8343926e+00,2.3816544e+00,2.8490028e-03,3.5105729e-03,2.3804874e-03,1255,851,85220496
irresistibly,clickable,6,2.5223768e-02,69656,55819,4778,22980,43486,70886,5.3782766e+01,1.1652281e+01,2.3815525e+00,2.7926460e-03,1.0337053e-02,1.6066246e-03,3719,578,85220496
splendidly,grimy,3,1.2540082e-02,105231,84241,4779,23237,89235,59111,2.6907823e+01,5.8335792e+00,2.3814562e+00,2.7688048e-03,3.9360824e-03,2.1218106e-03,1408,759,85220496
rigidly,formulaic,11,4.6251726e-02,48046,38765,4780,10391,85773,19377,9.8592442e+01,2.1361673e+01,2.3812576e+00,5.3346266e-03,4.1825448e-03,7.2783666e-03,1505,2619,85220496
passionately,pro-choice,10,4.2023987e-02,51045,41040,4781,10784,62831,33361,8.9633181e+01,1.9422083e+01,2.3811796e+00,5.1786639e-03,6.4370761e-03,4.3016184e-03,2315,1547,85220496
understandably,miffed,31,1.3388117e-01,24803,20107,4782,12776,14943,54263,2.7700813e+02,5.9840779e+01,2.3811031e+00,4.5002540e-03,3.4877333e-02,2.3945694e-03,12892,885,85220496
