bigram_lower,SUM,pos-mirror-R,pos-mirror-L
understandably_loath,1,1,0
also_tacky,1,1,0
also_technical,1,1,0
understandably_late,1,1,0
understandably_irate,1,1,0
understandably_involved,1,1,0
understandably_resentful,1,1,0
understandably_resistant,1,1,0
also_surreal,1,1,0
also_such,1,1,0
understandably_unsettled,1,1,0
also_substantive,1,1,0
understandably_uncomfortable,1,1,0
understandably_uncertain,1,1,0
also_suburban,1,1,0
also_subversive,1,1,0
understandably_terrifying,1,1,0
understandably_small,1,1,0
understandably_sad,1,1,0
understandably_slow,1,1,0
also_sufficient,1,1,0
understandably_sick,1,1,0
understandably_short,1,1,0
also_suicidal,1,1,0
understandably_selfish,1,1,0
also_superstitious,1,1,0
unduly_massive,1,1,0
also_sentient,1,1,0
unfathomably_spectacular,1,0,1
unexpectedly_sick,1,1,0
also_provocative,1,1,0
unexpectedly_thoughtful,1,1,0
unexpectedly_terrifying,1,1,0
unexpectedly_tender,1,0,1
unexpectedly_tasty,1,1,0
also_prudent,1,1,0
unexpectedly_surprised,1,1,0
unexpectedly_supportive,1,1,0
unexpectedly_superior,1,0,1
unexpectedly_sunny,1,1,0
unexpectedly_sudden,1,1,0
unexpectedly_strong,1,0,1
unexpectedly_strange,1,1,0
also_psychological,1,1,0
also_punishable,1,1,0
unexpectedly_small,1,1,0
unexpectedly_simple,1,0,1
unexpectedly_unavailable,1,1,0
unexpectedly_underwhelming,1,1,0
unexpectedly_unemployed,1,1,0
unexpectedly_warm,1,1,0
unfailingly_candid,1,1,0
unfailingly_attractive,1,0,1
unfailingly_accurate,1,1,0
unexpectedly_youthful,1,0,1
unexpectedly_wrong,1,0,1
also_prohibitive,1,1,0
also_proper,1,1,0
unexpectedly_vigorous,1,0,1
unexpectedly_unequal,1,1,0
unexpectedly_vicious,1,1,0
unexpectedly_vegan,1,1,0
unexpectedly_useful,1,0,1
unexpectedly_unsettling,1,0,1
unexpectedly_unreachable,1,1,0
unexpectedly_universal,1,1,0
unexpectedly_unhelpful,1,0,1
unexpectedly_significant,1,0,1
also_pure,1,1,0
unfailingly_civil,1,1,0
unexpectedly_sharp,1,1,0
unexpectedly_perfect,1,0,1
unexpectedly_perceptive,1,1,0
unexpectedly_pastoral,1,1,0
unexpectedly_painful,1,0,1
unexpectedly_overwhelming,1,1,0
unexpectedly_overwhelmed,1,1,0
unexpectedly_organic,1,0,1
unexpectedly_offline,1,1,0
unexpectedly_odd,1,0,1
unexpectedly_null,1,1,0
unexpectedly_moving,1,0,1
unexpectedly_motivating,1,0,1
also_receptive,1,1,0
unexpectedly_modern,1,0,1
unexpectedly_moderate,1,1,0
unexpectedly_memorable,1,0,1
unexpectedly_melodic,1,1,0
unexpectedly_personable,1,1,0
also_realistic,1,1,0
also_reactive,1,1,0
unexpectedly_relevant,1,0,1
unexpectedly_sensitive,1,1,0
also_questionable,1,1,0
unexpectedly_sad,1,0,1
unexpectedly_rude,1,1,0
unexpectedly_romantic,1,1,0
unexpectedly_rewarding,1,0,1
unexpectedly_resilient,1,1,0
unexpectedly_relaxing,1,0,1
also_raw,1,1,0
also_quicker,1,1,0
unexpectedly_quiet,1,1,0
also_quiet,1,1,0
unexpectedly_professional,1,0,1
unexpectedly_pregnant,1,1,0
unexpectedly_predictable,1,1,0
also_rapid,1,1,0
also_programmable,1,1,0
unfailingly_classy,1,1,0
unexpectedly_meaningful,1,0,1
also_premium,1,1,0
unfathomably_complicated,1,1,0
unfathomably_better,1,0,1
unfairly_unfriendly,1,1,0
unfairly_targeted,1,1,0
unfairly_sweet,1,1,0
unfairly_surprised,1,1,0
unfairly_superior,1,1,0
unfairly_short,1,1,0
unfairly_selective,1,1,0
also_pragmatic,1,1,0
unfairly_partisan,1,1,0
unfairly_oppressive,1,1,0
also_precise,1,1,0
unfairly_negative,1,1,0
unfairly_misunderstood,1,1,0
unfairly_mistaken,1,1,0
also_predictable,1,1,0
unfathomably_dangerous,1,1,0
unfathomably_despicable,1,0,1
unfathomably_dire,1,1,0
also_polite,1,1,0
unfathomably_scary,1,0,1
also_polish,1,1,0
unfathomably_powerful,1,0,1
unfathomably_popular,1,1,0
unfathomably_nonsensical,1,1,0
unfathomably_nice,1,1,0
unfathomably_monumental,1,1,0
unfathomably_magnificent,1,0,1
unfathomably_evil,1,1,0
unfathomably_lucky,1,1,0
unfathomably_liberating,1,0,1
unfathomably_irritating,1,1,0
unfathomably_infinite,1,0,1
unfathomably_horrific,1,1,0
unfathomably_great,1,0,1
unfathomably_fragile,1,1,0
unfairly_good-looking,1,1,0
unfairly_distracting,1,1,0
unfailingly_congenial,1,1,0
also_prepared,1,1,0
also_prior,1,1,0
unfailingly_modest,1,1,0
unfailingly_loyal,1,1,0
also_privy,1,1,0
unfailingly_helpful,1,1,0
also_pro-choice,1,1,0
unfailingly_gracious,1,1,0
unfailingly_generous,1,1,0
unfailingly_funny,1,1,0
also_probable,1,1,0
unfailingly_fair,1,1,0
unfailingly_enthusiastic,1,1,0
unfailingly_earnest,1,1,0
unfailingly_dysfunctional,1,1,0
unfailingly_delicious,1,1,0
also_professional,1,1,0
also_profitable,1,1,0
unfailingly_nostalgic,1,1,0
unfailingly_open,1,1,0
unfailingly_optimistic,1,0,1
unfairly_biased,1,1,0
unfairly_difficult,1,1,0
unfairly_detrimental,1,1,0
unfairly_darker,1,1,0
also_preposterous,1,1,0
unfairly_controversial,1,1,0
unfairly_cheap,1,1,0
unfairly_bright,1,1,0
unfairly_balanced,1,1,0
also_prime,1,1,0
unfairly_aggressive,1,1,0
unfairly_advantageous,1,1,0
unfairly_advantaged,1,1,0
unfailingly_truthful,1,1,0
also_preventable,1,1,0
unfailingly_reliable,1,1,0
also_pricier,1,1,0
unexpectedly_medical,1,0,1
unexpectedly_magical,1,0,1
unduly_nervous,1,1,0
unequivocally_beautiful,1,0,1
unequivocally_french,1,0,1
unequivocally_flawed,1,1,0
also_sadder,1,0,1
unequivocally_excellent,1,0,1
unequivocally_evil,1,1,0
unequivocally_effective,1,1,0
unequivocally_due,1,1,0
unequivocally_doubtful,1,1,0
unequivocally_damning,1,1,0
unequivocally_cruel,1,0,1
unequivocally_critical,1,1,0
unequivocally_complimentary,1,1,0
unequivocally_colorful,1,1,0
unequivocally_charming,1,1,0
unequivocally_carcinogenic,1,1,0
unequivocally_bleak,1,1,0
unequivocally_better,1,1,0
unequivocally_funny,1,1,0
also_sacred,1,1,0
unequivocally_impossible,1,0,1
unequivocally_new,1,0,1
also_rough,1,1,0
unequivocally_pro-choice,1,0,1
also_rude,1,1,0
unequivocally_peaceful,1,1,0
unequivocally_outrageous,1,0,1
unequivocally_online,1,1,0
unequivocally_novel,1,0,1
also_rugged,1,1,0
unequivocally_incompatible,1,1,0
unequivocally_meaningful,1,0,1
unequivocally_male,1,1,0
also_russian,1,1,0
unequivocally_lovely,1,0,1
unequivocally_inhumane,1,0,1
unequivocally_indispensable,1,0,1
unequivocally_incorrect,1,1,0
unequivocally_beneficial,1,0,1
unequivocally_bad,1,0,1
unequivocally_spectacular,1,0,1
unequivocally_awful,1,0,1
also_searchable,1,1,0
also_seasonal,1,1,0
unduly_repetitive,1,1,0
unduly_reliant,1,1,0
unduly_reckless,1,1,0
unduly_punitive,1,1,0
also_secular,1,1,0
unduly_positive,1,1,0
also_self-indulgent,1,1,0
unduly_personal,1,0,1
unduly_persistent,1,1,0
also_self-taught,1,1,0
also_selfish,1,1,0
unduly_oppressive,1,1,0
also_sensual,1,1,0
unduly_obnoxious,1,1,0
unduly_nostalgic,1,1,0
unduly_reticent,1,1,0
also_scalable,1,1,0
also_satisfied,1,1,0
unduly_threatening,1,1,0
unequivocally_american,1,0,1
unequivocally_able,1,1,0
unduly_wrong,1,1,0
unduly_worried,1,1,0
unduly_vulnerable,1,1,0
unduly_violent,1,1,0
unduly_upset,1,0,1
unduly_terrible,1,1,0
unduly_skeptical,1,1,0
unduly_sympathetic,1,1,0
unduly_sweaty,1,1,0
unduly_succinct,1,1,0
unduly_strict,1,1,0
unduly_speculative,1,1,0
unduly_smelly,1,1,0
also_satisfactory,1,0,1
unequivocally_special,1,0,1
unequivocally_torture,1,1,0
unexpectedly_lyrical,1,1,0
unexpectedly_enlightening,1,0,1
unexpectedly_heartbreaking,1,0,1
unexpectedly_happy,1,1,0
unexpectedly_gorgeous,1,1,0
also_removable,1,1,0
unexpectedly_fruitful,1,1,0
also_replaceable,1,1,0
also_representative,1,1,0
unexpectedly_forthright,1,0,1
unexpectedly_foolish,1,0,1
unexpectedly_fluffy,1,1,0
unexpectedly_filthy,1,1,0
unexpectedly_ferocious,1,0,1
also_republican,1,1,0
unexpectedly_fabulous,1,0,1
unexpectedly_extraordinary,1,1,0
unexpectedly_expensive,1,1,0
unexpectedly_exciting,1,0,1
unexpectedly_helpful,1,1,0
also_relaxing,1,1,0
unexpectedly_higher,1,1,0
unexpectedly_inventive,1,1,0
unexpectedly_low,1,1,0
also_recognizable,1,1,0
unexpectedly_late,1,1,0
unexpectedly_large,1,1,0
also_rectangular,1,1,0
unexpectedly_jealous,1,0,1
unexpectedly_irresistible,1,0,1
also_redundant,1,1,0
also_regular,1,1,0
also_refreshing,1,0,1
also_regional,1,1,0
unexpectedly_ineffective,1,1,0
unexpectedly_impressive,1,1,0
unexpectedly_imaginative,1,0,1
unexpectedly_ill,1,1,0
unexpectedly_humane,1,1,0
also_repulsive,1,0,1
unexpectedly_empowering,1,0,1
unequivocally_ugly,1,1,0
unexpectedly_emotional,1,0,1
unexpectedly_close,1,1,0
unexpectedly_civil,1,1,0
unexpectedly_cheap,1,1,0
unexpectedly_charming,1,0,1
also_retrograde,1,1,0
unexpectedly_bold,1,1,0
unexpectedly_blunt,1,0,1
also_reusable,1,1,0
also_reversible,1,1,0
also_rife,1,1,0
unexpectedly_aspirational,1,0,1
unexpectedly_alive,1,0,1
unexpectedly_affordable,1,1,0
also_riskier,1,1,0
unequivocally_worth,1,0,1
unequivocally_unwilling,1,1,0
unequivocally_universal,1,0,1
also_retro,1,1,0
unexpectedly_colorful,1,0,1
also_respectful,1,1,0
also_resident,1,1,0
unexpectedly_electrifying,1,0,1
unexpectedly_easy,1,1,0
unexpectedly_drab,1,0,1
unexpectedly_divine,1,0,1
also_reputable,1,1,0
unexpectedly_devastating,1,0,1
unexpectedly_desirable,1,0,1
also_residential,1,1,0
unexpectedly_complicated,1,1,0
unexpectedly_delicate,1,1,0
unexpectedly_deeper,1,0,1
unexpectedly_deep,1,1,0
unexpectedly_darker,1,0,1
also_resonant,1,0,1
unexpectedly_cute,1,1,0
also_resourceful,1,1,0
almost_homely,1,0,1
very_bountiful,1,1,0
almost_homeless,1,1,0
absolutely_praiseworthy,1,1,0
well_seasoned,1,1,0
well_scary,1,1,0
absolutely_pitiful,1,1,0
well_safe,1,1,0
well_run,1,1,0
well_rude,1,1,0
well_round,1,1,0
well_risky,1,1,0
absolutely_pivotal,1,0,1
well_ridiculous,1,1,0
well_rich,1,1,0
well_relevant,1,1,0
well_relaxed,1,1,0
well_receptive,1,1,0
well_realistic,1,1,0
well_real,1,1,0
absolutely_practical,1,1,0
well_secondary,1,1,0
well_secure,1,1,0
well_serious,1,1,0
absolutely_painful,1,1,0
well_stupid,1,1,0
well_structured,1,1,0
well_straight,1,1,0
well_sporty,1,1,0
well_sorry,1,1,0
well_social,1,1,0
well_smart,1,1,0
absolutely_panicked,1,1,0
absolutely_perplexing,1,1,0
well_slim,1,1,0
absolutely_paranoid,1,1,0
well_sinister,1,0,1
absolutely_pathetic,1,1,0
absolutely_peaceful,1,1,0
well_showy,1,1,0
absolutely_perpendicular,1,1,0
well_radical,1,1,0
well_proportionate,1,1,0
well_superior,1,1,0
well_primary,1,1,0
absolutely_readable,1,1,0
well_obvious,1,1,0
well_nasty,1,1,0
well_mystical,1,1,0
well_much,1,1,0
well_motivated,1,1,0
absolutely_reckless,1,1,0
well_mortal,1,1,0
absolutely_recommendable,1,1,0
well_monthly,1,1,0
well_moisturized,1,1,0
absolutely_refreshing,1,0,1
well_modern,1,0,1
absolutely_regrettable,1,1,0
well_mindful,1,1,0
well_mediocre,1,1,0
absolutely_related,1,1,0
absolutely_rational,1,1,0
well_ok,1,0,1
well_okay,1,1,0
absolutely_pristine,1,1,0
well_pricey,1,1,0
well_prepared,1,1,0
well_predictable,1,1,0
well_precious,1,1,0
absolutely_preventable,1,1,0
well_playable,1,1,0
well_plausible,1,1,0
well_personal,1,0,1
absolutely_puzzling,1,1,0
absolutely_private,1,1,0
absolutely_privileged,1,1,0
absolutely_pro-choice,1,1,0
absolutely_psyched,1,1,0
well_operational,1,1,0
absolutely_punctual,1,1,0
absolutely_purple,1,1,0
well_stylish,1,1,0
well_supportive,1,1,0
absolutely_relaxing,1,0,1
absolutely_negligible,1,1,0
wholly_cerebral,1,1,0
wholly_capricious,1,1,0
absolutely_moronic,1,0,1
wholly_british,1,1,0
wholly_boring,1,1,0
wholly_bleak,1,0,1
wholly_biblical,1,1,0
wholly_bewildering,1,0,1
absolutely_mushy,1,0,1
wholly_beautiful,1,0,1
wholly_baseless,1,1,0
absolutely_mute,1,1,0
wholly_available,1,1,0
wholly_australian,1,1,0
absolutely_nasty,1,0,1
wholly_articulate,1,1,0
wholly_arrogant,1,1,0
wholly_challenging,1,0,1
absolutely_moral,1,1,0
wholly_clear,1,1,0
wholly_correct,1,1,0
wholly_debilitating,1,0,1
wholly_dead,1,1,0
wholly_darker,1,0,1
absolutely_monogamous,1,1,0
wholly_cruel,1,1,0
wholly_criminal,1,1,0
wholly_cozy,1,1,0
wholly_convincing,1,0,1
wholly_coherent,1,0,1
wholly_contrived,1,1,0
wholly_contrary,1,0,1
absolutely_monolithic,1,1,0
wholly_confident,1,1,0
wholly_committed,1,1,0
wholly_commendable,1,1,0
wholly_comfortable,1,1,0
absolutely_naughty,1,0,1
wholly_appreciative,1,0,1
well_sure,1,1,0
wholly_apolitical,1,0,1
well_weak,1,1,0
absolutely_optional,1,0,1
well_usual,1,1,0
well_usable,1,1,0
well_unknown,1,1,0
well_unfavorable,1,1,0
absolutely_ours,1,1,0
absolutely_overwhelmed,1,1,0
well_tricky,1,1,0
well_treatable,1,1,0
well_trained,1,1,0
well_tiny,1,1,0
well_tidy,1,1,0
well_thorny,1,1,0
well_textured,1,1,0
well_tasty,1,1,0
well_tall,1,1,0
well_weary,1,1,0
well_wet,1,1,0
well_white,1,1,0
absolutely_nude,1,1,0
absolutely_nightmarish,1,0,1
wholly_ambivalent,1,1,0
absolutely_non-existent,1,1,0
wholly_aesthetic,1,1,0
wholly_advisable,1,1,0
wholly_adverse,1,1,0
absolutely_nonsensical,1,1,0
wholly_accidental,1,1,0
absolutely_okay,1,1,0
wholly_acceptable,1,0,1
wholly_able,1,1,0
well_youthful,1,1,0
well_wrought,1,1,0
absolutely_obligatory,1,0,1
absolutely_obsolete,1,0,1
absolutely_off,1,1,0
well_massive,1,1,0
well_manageable,1,1,0
absolutely_modern,1,0,1
weirdly_theatrical,1,1,0
well_addictive,1,1,0
well_acquainted,1,0,1
absolutely_staggering,1,1,0
well_accessible,1,1,0
well_abundant,1,1,0
absolutely_sterile,1,1,0
absolutely_straight,1,1,0
weirdly_watchable,1,1,0
weirdly_visible,1,1,0
weirdly_upsetting,1,1,0
weirdly_unrealistic,1,1,0
weirdly_unfamiliar,1,0,1
weirdly_unfair,1,1,0
weirdly_tranquil,1,1,0
weirdly_traditional,1,1,0
weirdly_touching,1,1,0
weirdly_timeless,1,0,1
absolutely_stable,1,0,1
well_adult,1,1,0
well_airy,1,1,0
well_balanced,1,0,1
well_blameless,1,1,0
well_bilingual,1,1,0
well_big,1,1,0
absolutely_sinister,1,0,1
well_best,1,1,0
well_beautiful,1,0,1
well_bashful,1,1,0
well_bad,1,0,1
well_amiss,1,1,0
absolutely_sketchy,1,1,0
absolutely_smooth,1,1,0
absolutely_sound,1,1,0
absolutely_southern,1,0,1
well_apt,1,1,0
well_appropriate,1,1,0
well_anxious,1,1,0
weirdly_therapeutic,1,0,1
weirdly_sweet,1,1,0
well_blissful,1,1,0
weirdly_surprising,1,1,0
weirdly_retro,1,1,0
weirdly_reminiscent,1,0,1
weirdly_related,1,1,0
absolutely_suspicious,1,0,1
absolutely_sympathetic,1,0,1
weirdly_ready,1,1,0
weirdly_profound,1,1,0
weirdly_pristine,1,0,1
weirdly_prescient,1,1,0
weirdly_political,1,0,1
weirdly_poetic,1,0,1
weirdly_pleasurable,1,1,0
weirdly_pleasant,1,1,0
absolutely_taboo,1,0,1
weirdly_personal,1,0,1
weirdly_peaceful,1,0,1
weirdly_pathological,1,0,1
weirdly_revealing,1,1,0
weirdly_richer,1,0,1
weirdly_right,1,1,0
weirdly_sleepy,1,1,0
weirdly_successful,1,0,1
weirdly_stimulating,1,0,1
weirdly_sticky,1,0,1
weirdly_sterile,1,0,1
absolutely_straightforward,1,0,1
absolutely_strange,1,0,1
weirdly_smart,1,1,0
absolutely_subject,1,1,0
weirdly_sacred,1,1,0
weirdly_single,1,1,0
absolutely_submissive,1,1,0
weirdly_silent,1,1,0
weirdly_sharp,1,0,1
absolutely_sufficient,1,1,0
weirdly_schizophrenic,1,1,0
absolutely_surprised,1,1,0
well_blended,1,1,0
well_bloody,1,1,0
well_lucrative,1,1,0
absolutely_satisfying,1,0,1
absolutely_routine,1,1,0
well_hard,1,1,0
absolutely_rude,1,1,0
well_green,1,1,0
absolutely_ruinous,1,1,0
well_glad,1,1,0
well_functional,1,1,0
well_full,1,1,0
well_fitting,1,1,0
well_fine,1,1,0
well_fatigued,1,1,0
well_expert,1,1,0
absolutely_safer,1,1,0
absolutely_same,1,1,0
well_established,1,1,0
well_essential,1,1,0
well_equipped,1,1,0
absolutely_rigid,1,0,1
well_higher,1,1,0
well_historical,1,1,0
well_lax,1,1,0
well_lower,1,1,0
absolutely_relentless,1,1,0
well_lit,1,0,1
well_likely,1,1,0
well_light,1,1,0
absolutely_remote,1,1,0
absolutely_repeatable,1,1,0
well_late,1,1,0
absolutely_righteous,1,1,0
absolutely_repugnant,1,1,0
absolutely_resonant,1,1,0
well_intricate,1,1,0
absolutely_responsive,1,1,0
well_insensitive,1,1,0
well_inconvenient,1,1,0
well_hungry,1,1,0
well_entertaining,1,1,0
well_educated,1,0,1
absolutely_singular,1,1,0
well_easy,1,1,0
well_confident,1,1,0
absolutely_shareable,1,1,0
well_complete,1,1,0
well_competent,1,1,0
well_comparable,1,1,0
absolutely_sheer,1,1,0
well_common,1,1,0
well_cold,1,1,0
well_coarse,1,1,0
absolutely_short,1,1,0
well_clad,1,1,0
well_chilly,1,1,0
well_childish,1,1,0
absolutely_simultaneous,1,1,0
well_challenging,1,1,0
well_busy,1,1,0
well_brown,1,1,0
absolutely_shameful,1,1,0
well_controllable,1,1,0
absolutely_sexy,1,1,0
absolutely_sensational,1,0,1
well_east,1,1,0
well_easier,1,1,0
well_early,1,1,0
absolutely_seamless,1,1,0
well_disappointed,1,1,0
well_directional,1,1,0
absolutely_selfless,1,0,1
absolutely_sensual,1,1,0
well_convinced,1,1,0
well_dark,1,0,1
well_dangerous,1,1,0
well_damn,1,1,0
well_cumbersome,1,1,0
well_covert,1,1,0
absolutely_separate,1,1,0
absolutely_severe,1,1,0
wholly_deceptive,1,1,0
wholly_delicious,1,1,0
weirdly_ordinary,1,1,0
wholly_sweet,1,1,0
wholly_uncommon,1,0,1
absolutely_incomplete,1,1,0
absolutely_inconceivable,1,0,1
wholly_unavailable,1,1,0
wholly_unattractive,1,0,1
wholly_unassuming,1,1,0
wholly_unappealing,1,1,0
wholly_unaffiliated,1,1,0
wholly_unacceptable,1,1,0
wholly_unable,1,0,1
wholly_truthful,1,1,0
wholly_trustworthy,1,1,0
absolutely_inconsistent,1,1,0
wholly_transcendent,1,0,1
wholly_theological,1,1,0
wholly_terrifying,1,0,1
wholly_technical,1,1,0
absolutely_incompetent,1,1,0
wholly_unconscious,1,1,0
wholly_unconventional,1,1,0
wholly_unexplained,1,1,0
wholly_unimaginable,1,0,1
wholly_unhelpful,1,1,0
wholly_unfounded,1,1,0
wholly_unfathomable,1,0,1
absolutely_impressed,1,1,0
wholly_unfair,1,1,0
wholly_unexplored,1,0,1
absolutely_impressive,1,1,0
wholly_undecided,1,0,1
wholly_unequal,1,1,0
wholly_unenforceable,1,1,0
wholly_uneducated,1,1,0
wholly_undeveloped,1,1,0
wholly_undeserved,1,0,1
wholly_underwater,1,1,0
wholly_underground,1,1,0
wholly_symbolic,1,1,0
wholly_surreal,1,0,1
wholly_unimpressed,1,1,0
wholly_sure,1,1,0
wholly_secular,1,1,0
wholly_scientific,1,1,0
absolutely_innocent,1,1,0
wholly_sane,1,1,0
wholly_sad,1,1,0
wholly_romantic,1,0,1
wholly_right,1,1,0
absolutely_innocuous,1,1,0
wholly_rewarding,1,0,1
absolutely_innovative,1,0,1
wholly_representative,1,1,0
wholly_reliant,1,1,0
wholly_regrettable,1,0,1
wholly_realistic,1,1,0
wholly_real,1,0,1
wholly_ready,1,1,0
absolutely_insignificant,1,1,0
wholly_self-evident,1,0,1
wholly_selfless,1,1,0
wholly_sensible,1,1,0
wholly_spurious,1,1,0
wholly_superficial,1,1,0
wholly_suitable,1,0,1
absolutely_indescribable,1,1,0
wholly_subordinate,1,1,0
absolutely_ineffective,1,1,0
wholly_subject,1,1,0
wholly_state-owned,1,1,0
wholly_spiritual,1,1,0
absolutely_inexplicable,1,0,1
absolutely_ineffectual,1,0,1
wholly_special,1,0,1
wholly_skeptical,1,1,0
wholly_singular,1,0,1
wholly_simple,1,1,0
wholly_similar,1,1,0
wholly_shocking,1,0,1
absolutely_impartial,1,1,0
wholly_unimpressive,1,1,0
wholly_qualified,1,1,0
wholly_upsetting,1,0,1
wickedly_cold,1,1,0
absolutely_hidden,1,1,0
wickedly_appealing,1,0,1
wickedly_antisocial,1,1,0
wickedly_amusing,1,1,0
wickedly_amazing,1,0,1
wickedly_alluring,1,1,0
absolutely_historical,1,0,1
wholly_worthy,1,0,1
absolutely_holy,1,0,1
absolutely_homeless,1,1,0
wholly_worth,1,0,1
wholly_worse,1,0,1
wholly_wicked,1,0,1
absolutely_homemade,1,1,0
wholly_weird,1,0,1
wholly_warped,1,0,1
wickedly_comic,1,1,0
wickedly_compact,1,1,0
wickedly_cool,1,1,0
wickedly_enticing,1,1,0
absolutely_hard,1,1,0
absolutely_hassle,1,0,1
wickedly_fresh,1,0,1
wickedly_filthy,1,0,1
absolutely_haunting,1,1,0
wickedly_expensive,1,1,0
absolutely_healthy,1,1,0
absolutely_hectic,1,0,1
absolutely_heroic,1,1,0
wickedly_enjoyable,1,1,0
wickedly_eccentric,1,1,0
wickedly_dramatic,1,1,0
wickedly_distinct,1,0,1
absolutely_helpful,1,1,0
wickedly_delightful,1,1,0
absolutely_helpless,1,1,0
wholly_vindictive,1,1,0
wholly_upfront,1,1,0
wholly_uninhabited,1,1,0
wholly_unworkable,1,1,0
absolutely_illegitimate,1,1,0
wholly_unprecedented,1,0,1
absolutely_illiterate,1,1,0
wholly_unpalatable,1,1,0
wholly_unoriginal,1,1,0
absolutely_illogical,1,1,0
wholly_unmanageable,1,0,1
wholly_unlikely,1,1,0
wholly_unlikeable,1,1,0
wholly_unlawful,1,0,1
absolutely_immaterial,1,1,0
wholly_unknowable,1,0,1
wholly_unjustified,1,1,0
wholly_universal,1,0,1
absolutely_immense,1,1,0
wholly_uninterested,1,1,0
absolutely_immersive,1,0,1
wholly_unprepared,1,1,0
wholly_unprofitable,1,1,0
absolutely_ignorant,1,1,0
absolutely_human,1,1,0
wholly_unwarranted,1,1,0
wholly_unusual,1,1,0
wholly_unused,1,1,0
absolutely_hot,1,0,1
wholly_untrained,1,1,0
wholly_untouched,1,1,0
wholly_unsympathetic,1,1,0
absolutely_humbling,1,1,0
wholly_unreadable,1,1,0
wholly_unsuitable,1,1,0
wholly_unsubstantiated,1,1,0
wholly_unsettling,1,0,1
wholly_unsatisfied,1,1,0
absolutely_hypocritical,1,1,0
wholly_unreliable,1,1,0
wholly_unrecognizable,1,1,0
wholly_random,1,0,1
wholly_purple,1,1,0
wholly_delusional,1,1,0
absolutely_mellow,1,1,0
wholly_governmental,1,1,0
absolutely_lyrical,1,1,0
wholly_generic,1,0,1
wholly_futile,1,1,0
wholly_functional,1,1,0
wholly_fruity,1,0,1
wholly_fruitless,1,1,0
absolutely_mainstream,1,1,0
wholly_fraudulent,1,1,0
absolutely_majestic,1,1,0
wholly_fictitious,1,1,0
absolutely_malicious,1,1,0
absolutely_meaningful,1,0,1
wholly_faulty,1,1,0
wholly_far-reaching,1,1,0
wholly_fantastical,1,1,0
wholly_fantastic,1,1,0
wholly_gratifying,1,1,0
wholly_harder,1,0,1
wholly_heavy,1,1,0
absolutely_lovable,1,0,1
absolutely_live,1,1,0
absolutely_local,1,1,0
absolutely_logical,1,1,0
wholly_inaccessible,1,1,0
wholly_improbable,1,1,0
absolutely_lonely,1,1,0
absolutely_loopy,1,1,0
absolutely_loveable,1,1,0
wholly_heroic,1,1,0
wholly_immersive,1,0,1
wholly_imbalanced,1,0,1
wholly_illiterate,1,1,0
wholly_illegal,1,1,0
wholly_ill-equipped,1,1,0
absolutely_loyal,1,1,0
wholly_homemade,1,1,0
wholly_fanciful,1,1,0
absolutely_memorable,1,1,0
wholly_inclusive,1,1,0
wholly_extinct,1,1,0
wholly_divine,1,1,0
wholly_distinctive,1,0,1
absolutely_mischievous,1,0,1
wholly_dissatisfied,1,1,0
wholly_disparate,1,1,0
wholly_dismissive,1,1,0
wholly_disinterested,1,0,1
wholly_disappointed,1,1,0
wholly_diffuse,1,1,0
absolutely_misguided,1,1,0
wholly_devout,1,1,0
wholly_detrimental,1,1,0
absolutely_missing,1,1,0
wholly_desirable,1,1,0
wholly_depressing,1,1,0
absolutely_misunderstood,1,1,0
wholly_demeaning,1,1,0
wholly_divisible,1,1,0
wholly_domestic,1,1,0
wholly_dysfunctional,1,1,0
wholly_european,1,1,0
wholly_external,1,0,1
wholly_expressive,1,0,1
wholly_explicit,1,1,0
absolutely_microscopic,1,1,0
wholly_excellent,1,1,0
absolutely_mind-boggling,1,1,0
wholly_evident,1,1,0
wholly_erroneous,1,1,0
wholly_economic,1,1,0
absolutely_mindless,1,1,0
wholly_enjoyable,1,1,0
wholly_engrossing,1,1,0
wholly_engaging,1,0,1
absolutely_miraculous,1,1,0
wholly_elemental,1,0,1
wholly_editable,1,1,0
wholly_incapable,1,1,0
absolutely_literal,1,1,0
wholly_public,1,1,0
wholly_miserable,1,1,0
wholly_obnoxious,1,1,0
wholly_objective,1,1,0
wholly_novel,1,0,1
wholly_normal,1,1,0
wholly_nonsensical,1,0,1
wholly_non-existent,1,1,0
wholly_negligent,1,1,0
absolutely_interwoven,1,1,0
absolutely_intimate,1,0,1
wholly_naive,1,1,0
wholly_muslim,1,1,0
absolutely_intriguing,1,0,1
wholly_motivated,1,1,0
absolutely_invalid,1,1,0
wholly_misunderstood,1,1,0
wholly_mistaken,1,1,0
wholly_misleading,1,1,0
wholly_obvious,1,0,1
wholly_optional,1,1,0
wholly_oral,1,1,0
wholly_porous,1,1,0
wholly_protestant,1,1,0
wholly_prosaic,1,0,1
wholly_profound,1,0,1
wholly_private,1,0,1
absolutely_inspirational,1,1,0
absolutely_inspiring,1,1,0
absolutely_intact,1,1,0
wholly_pleasant,1,1,0
absolutely_interchangeable,1,0,1
wholly_plausible,1,1,0
wholly_plastic,1,1,0
absolutely_intent,1,1,0
wholly_pessimistic,1,1,0
wholly_persistent,1,1,0
wholly_paradoxical,1,1,0
absolutely_interactive,1,1,0
wholly_misinformed,1,1,0
absolutely_irate,1,1,0
absolutely_linear,1,1,0
wholly_memorable,1,1,0
absolutely_jaw-dropping,1,1,0
