bigram_lower,SUM,pos-mirror-R,pos-mirror-L
horrendously_disgusting,1,0,1
nearly_illegal,1,1,0
nearly_idle,1,1,0
horrendously_false,1,1,0
nearly_ideal,1,1,0
nearly_hysterical,1,1,0
nearly_hungry,1,1,0
horrendously_funny,1,1,0
nearly_hot,1,1,0
horrendously_horrible,1,1,0
nearly_homogeneous,1,1,0
horrendously_hungover,1,1,0
horrendously_indescribable,1,1,0
nearly_high,1,1,0
nearly_hideous,1,1,0
horrendously_irresponsible,1,0,1
nearly_immune,1,1,0
horrendously_depressed,1,1,0
horrendously_costly,1,1,0
nearly_indescribable,1,0,1
nearly_inseparable,1,1,0
horrendously_awful,1,1,0
nearly_inhuman,1,1,0
horrendously_bonkers,1,0,1
nearly_inexplicable,1,1,0
horrendously_busy,1,1,0
horrendously_cheesy,1,1,0
nearly_indecent,1,0,1
horrendously_complicated,1,1,0
nearly_inconceivable,1,0,1
horrendously_cliched,1,1,0
nearly_incoherent,1,1,0
horrendously_clunky,1,1,0
nearly_inactive,1,1,0
nearly_inaccessible,1,1,0
horrendously_compelling,1,0,1
never_secret,1,1,0
historically_russian,1,1,0
mostly_decorative,1,1,0
highly_tenuous,1,1,0
highly_themed,1,1,0
not_bipartisan,1,1,0
highly_therapeutic,1,1,0
not_bilingual,1,1,0
highly_thrilled,1,1,0
highly_tired,1,1,0
highly_top,1,1,0
highly_totalitarian,1,1,0
not_biased,1,1,0
highly_touted,1,1,0
not_bent,1,1,0
highly_tragic,1,1,0
not_benevolent,1,1,0
highly_transactional,1,1,0
highly_transformative,1,1,0
highly_trivial,1,1,0
highly_troubled,1,1,0
highly_textured,1,1,0
highly_tender,1,1,0
normally_free,1,0,1
not_blameless,1,1,0
not_brief,1,1,0
highly_symbiotic,1,1,0
highly_symptomatic,1,1,0
highly_synonymous,1,1,0
highly_systematic,1,1,0
highly_tasty,1,1,0
highly_technological,1,1,0
not_blunt,1,1,0
highly_tedious,1,1,0
not_bloody,1,1,0
not_bloodthirsty,1,1,0
not_blond,1,1,0
highly_temperamental,1,1,0
highly_temporary,1,1,0
not_blatant,1,1,0
highly_tempting,1,1,0
not_bland,1,1,0
not_bearable,1,1,0
highly_turbulent,1,1,0
not_baseless,1,1,0
not_bankrupt,1,1,0
not_asymptomatic,1,1,0
highly_unlikeable,1,1,0
not_astronomical,1,0,1
not_astonishing,1,1,0
highly_unnecessary,1,1,0
highly_unnerving,1,0,1
highly_unorganized,1,1,0
highly_unprepared,1,1,0
highly_unqualified,1,1,0
not_artful,1,1,0
highly_unsatisfactory,1,1,0
not_arousing,1,1,0
highly_unsatisfied,1,1,0
not_arguable,1,1,0
highly_unscientific,1,1,0
not_ardent,1,1,0
not_arcane,1,1,0
highly_unknowable,1,1,0
not_atrocious,1,1,0
highly_unintended,1,1,0
highly_underappreciated,1,1,0
highly_unappealing,1,1,0
not_balmy,1,1,0
highly_unattractive,1,1,0
highly_uncharacteristic,1,0,1
not_awash,1,0,1
highly_unconscious,1,1,0
highly_unconvincing,1,1,0
highly_underrepresented,1,1,0
highly_unintelligible,1,1,0
highly_understandable,1,1,0
not_autobiographical,1,1,0
highly_unfeasible,1,1,0
highly_unflattering,1,1,0
not_atypical,1,0,1
not_attuned,1,0,1
highly_uninformed,1,1,0
highly_surreal,1,0,1
not_brutal,1,1,0
not_bubbly,1,1,0
highly_sentimental,1,1,0
not_collective,1,1,0
highly_salacious,1,1,0
highly_salty,1,1,0
not_collaborative,1,1,0
highly_schizophrenic,1,1,0
highly_segregated,1,1,0
highly_self-aware,1,1,0
not_clunky,1,0,1
not_clumsy,1,1,0
not_clueless,1,1,0
not_cloudy,1,1,0
not_closest,1,1,0
not_closer,1,1,0
highly_self-sufficient,1,1,0
highly_selfish,1,1,0
highly_senior,1,1,0
highly_sensational,1,1,0
highly_sadistic,1,1,0
not_combative,1,0,1
not_combustible,1,1,0
not_communicative,1,1,0
highly_renewable,1,1,0
not_complacent,1,1,0
highly_reprehensible,1,1,0
highly_repressive,1,1,0
highly_republican,1,1,0
highly_resonant,1,1,0
highly_reusable,1,1,0
highly_revelatory,1,1,0
highly_rural,1,1,0
highly_revered,1,1,0
highly_rhythmic,1,1,0
highly_ridiculous,1,1,0
highly_rigorous,1,1,0
not_comical,1,1,0
not_comic,1,1,0
not_comforting,1,0,1
highly_sensible,1,1,0
highly_serendipitous,1,1,0
highly_superior,1,1,0
not_clad,1,1,0
highly_statistical,1,1,0
not_cartoony,1,1,0
not_carnal,1,1,0
highly_structured,1,0,1
highly_substandard,1,1,0
highly_substantive,1,1,0
not_captivating,1,1,0
highly_subtle,1,1,0
not_candid,1,1,0
highly_suicidal,1,1,0
highly_suitable,1,1,0
not_campy,1,0,1
highly_superfluous,1,0,1
not_businesslike,1,1,0
not_bureaucratic,1,0,1
not_bumpy,1,0,1
not_bulky,1,1,0
not_caustic,1,1,0
highly_startling,1,1,0
highly_spurious,1,0,1
not_childish,1,0,1
highly_serviceable,1,1,0
not_civilised,1,1,0
not_cinematic,1,1,0
not_chronic,1,1,0
not_choosy,1,1,0
highly_singular,1,1,0
not_chilling,1,1,0
not_chic,1,0,1
not_chaotic,1,1,0
highly_sinister,1,0,1
not_cheery,1,1,0
highly_skittish,1,1,0
highly_solitary,1,1,0
highly_specious,1,1,0
highly_spicy,1,0,1
not_characteristic,1,1,0
highly_unsettling,1,0,1
highly_unsophisticated,1,1,0
highly_unstructured,1,1,0
normally_talented,1,1,0
normally_worth,1,0,1
normally_wonderful,1,1,0
normally_visible,1,1,0
normally_unwilling,1,1,0
normally_unstable,1,1,0
normally_unseen,1,0,1
hilariously_glib,1,1,0
normally_unrelated,1,0,1
normally_unnoticed,1,0,1
normally_unnecessary,1,1,0
normally_unknown,1,0,1
normally_unheard,1,0,1
normally_underwater,1,1,0
normally_unavailable,1,1,0
normally_unable,1,1,0
normally_thin,1,1,0
normally_tedious,1,1,0
hilariously_fun,1,1,0
north_east,1,1,0
north_indian,1,1,0
hilariously_exaggerated,1,0,1
hilariously_disgusting,1,1,0
hilariously_disposable,1,1,0
not_accommodating,1,1,0
hilariously_divergent,1,1,0
hilariously_dramatic,1,1,0
hilariously_entertaining,1,1,0
not_abysmal,1,1,0
hilariously_familiar,1,1,0
north_responsible,1,0,1
hilariously_fantastic,1,1,0
hilariously_farcical,1,1,0
hilariously_fascinating,1,1,0
hilariously_frank,1,1,0
hilariously_frenetic,1,1,0
hilariously_frustrating,1,1,0
not_3d,1,1,0
normally_taller,1,1,0
normally_taboo,1,0,1
not_acquainted,1,0,1
normally_superb,1,1,0
hilariously_hilarious,1,1,0
normally_legal,1,1,0
hilariously_historic,1,0,1
normally_insane,1,1,0
normally_innocuous,1,0,1
normally_inclined,1,1,0
normally_inactive,1,1,0
hilariously_homosexual,1,1,0
normally_human,1,0,1
normally_high,1,0,1
normally_healthy,1,1,0
normally_harmless,1,0,1
normally_hard,1,1,0
normally_gothic,1,1,0
hilariously_honest,1,1,0
normally_glorious,1,1,0
normally_fruitful,1,0,1
normally_nice,1,1,0
normally_objectionable,1,1,0
hilariously_hard,1,1,0
normally_quiet,1,1,0
normally_sufficient,1,1,0
normally_solid,1,1,0
normally_right,1,1,0
hilariously_graphic,1,1,0
normally_reluctant,1,1,0
normally_reliable,1,1,0
normally_ready,1,1,0
normally_prolific,1,0,1
normally_ok,1,1,0
hilariously_great,1,1,0
normally_pigmented,1,1,0
normally_pertinent,1,1,0
normally_permanent,1,1,0
normally_peaceful,1,1,0
normally_overwhelming,1,1,0
hilariously_gruff,1,1,0
hilariously_disastrous,1,1,0
not_acrimonious,1,1,0
not_apprehensive,1,1,0
hilariously_afraid,1,0,1
not_angelic,1,1,0
highly_wealthy,1,1,0
not_analogous,1,1,0
not_anachronistic,1,1,0
highly_western,1,1,0
not_amused,1,1,0
not_ample,1,1,0
not_amiss,1,1,0
not_amicable,1,1,0
highly_willing,1,1,0
highly_witty,1,1,0
not_ambivalent,1,1,0
highly_worrisome,1,1,0
highly_worth,1,1,0
highly_worthwhile,1,1,0
highly_xenophobic,1,1,0
not_alternative,1,1,0
highly_waterproof,1,1,0
highly_watchful,1,1,0
not_annoyed,1,1,0
not_apolitical,1,1,0
highly_unsuitable,1,1,0
highly_unwatchable,1,1,0
highly_unwelcome,1,0,1
highly_unworthy,1,0,1
highly_urban,1,1,0
not_appalling,1,1,0
not_apologetic,1,1,0
highly_usable,1,0,1
not_annual,1,1,0
not_apathetic,1,1,0
not_antithetical,1,1,0
not_antisocial,1,1,0
not_anti-israel,1,1,0
highly_virtuous,1,1,0
highly_vivid,1,1,0
highly_vulgar,1,1,0
not_alternate,1,1,0
hilariously_anecdotal,1,1,0
hilariously_dependant,1,1,0
hilariously_appalling,1,1,0
not_adversarial,1,1,0
hilariously_cocky,1,0,1
hilariously_comical,1,1,0
hilariously_complex,1,1,0
not_adult,1,0,1
hilariously_confused,1,1,0
hilariously_convenient,1,0,1
not_administrative,1,1,0
hilariously_creative,1,0,1
hilariously_creepy,1,1,0
hilariously_cute,1,1,0
hilariously_dark,1,1,0
hilariously_decadent,1,1,0
hilariously_delectable,1,1,0
hilariously_delightful,1,1,0
not_acute,1,1,0
hilariously_demoralizing,1,1,0
hilariously_clumsy,1,1,0
not_aerodynamic,1,1,0
hilariously_cheesy,1,1,0
not_airborne,1,1,0
not_alkaline,1,1,0
hilariously_arbitrary,1,1,0
hilariously_arcane,1,1,0
hilariously_banal,1,1,0
not_alarming,1,1,0
hilariously_bewildered,1,1,0
hilariously_big,1,1,0
hilariously_bitchy,1,1,0
not_affluent,1,1,0
hilariously_blasphemous,1,1,0
hilariously_blunt,1,1,0
hilariously_broad,1,1,0
hilariously_catchy,1,1,0
hilariously_chaotic,1,1,0
hilariously_charismatic,1,1,0
hilariously_cheap,1,1,0
highly_remote,1,1,0
highly_remorseful,1,1,0
highly_relaxing,1,0,1
not_enduring,1,1,0
not_ergonomic,1,1,0
highly_general,1,1,0
not_equivocal,1,1,0
highly_generic,1,1,0
highly_generous,1,1,0
not_episodic,1,1,0
not_epic,1,1,0
not_ephemeral,1,0,1
highly_gentle,1,1,0
not_enviable,1,1,0
highly_glossy,1,1,0
not_entire,1,1,0
highly_granular,1,1,0
highly_gratifying,1,1,0
not_enlightening,1,1,0
highly_gross,1,1,0
highly_helpful,1,1,0
not_erotic,1,1,0
not_erroneous,1,1,0
highly_geeky,1,1,0
highly_formulaic,1,1,0
highly_flavorful,1,1,0
highly_fluent,1,1,0
highly_fluid,1,1,0
not_excitable,1,1,0
highly_forgettable,1,1,0
highly_forgiving,1,1,0
highly_formative,1,1,0
highly_forthright,1,1,0
highly_funny,1,1,0
highly_fragmented,1,1,0
highly_fraught,1,1,0
not_even-handed,1,0,1
highly_free,1,0,1
not_euphoric,1,1,0
not_ethnic,1,1,0
highly_full,1,0,1
highly_hereditary,1,1,0
not_endemic,1,1,0
not_exhausting,1,0,1
highly_historic,1,1,0
not_effusive,1,1,0
highly_impatient,1,1,0
highly_implicit,1,1,0
highly_impossible,1,1,0
highly_impoverished,1,1,0
not_eerie,1,1,0
highly_impulsive,1,1,0
not_educated,1,1,0
not_edifying,1,1,0
highly_inclusive,1,1,0
highly_incompatible,1,1,0
highly_incompetent,1,1,0
highly_incongruous,1,1,0
highly_inconspicuous,1,1,0
highly_incorrect,1,1,0
highly_indicative,1,1,0
not_dusty,1,1,0
highly_impassioned,1,1,0
not_egregious,1,1,0
highly_impartial,1,0,1
highly_honest,1,1,0
not_enamoured,1,1,0
not_enamored,1,1,0
highly_homogeneous,1,1,0
highly_homophobic,1,1,0
not_empirical,1,1,0
not_emphatic,1,1,0
not_empathic,1,1,0
highly_hungry,1,1,0
not_elastic,1,1,0
highly_hypocritical,1,1,0
not_elemental,1,1,0
highly_hypothetical,1,1,0
highly_icky,1,1,0
not_electric,1,1,0
highly_identifiable,1,1,0
highly_illuminating,1,1,0
highly_flattering,1,1,0
highly_flashy,1,0,1
not_dumber,1,1,0
highly_elegant,1,1,0
not_foggy,1,1,0
highly_disordered,1,1,0
highly_disposable,1,0,1
highly_disproportionate,1,1,0
highly_distinguishable,1,1,0
highly_dodgy,1,1,0
not_flattered,1,1,0
highly_dogmatic,1,1,0
highly_dominant,1,1,0
highly_dope,1,1,0
highly_driven,1,0,1
highly_eager,1,1,0
highly_eclectic,1,1,0
highly_ecstatic,1,1,0
highly_egregious,1,1,0
highly_elastic,1,1,0
not_fierce,1,1,0
highly_dismissive,1,1,0
not_foolhardy,1,1,0
highly_disillusioned,1,1,0
highly_diplomatic,1,1,0
highly_demoralizing,1,1,0
highly_depressing,1,1,0
highly_derogatory,1,1,0
highly_developed,1,1,0
highly_devoted,1,1,0
highly_didactic,1,1,0
highly_digestible,1,1,0
not_former,1,1,0
highly_disgusting,1,1,0
highly_disadvantaged,1,1,0
highly_disagreeable,1,1,0
not_forgivable,1,1,0
highly_discrete,1,1,0
not_forecast,1,1,0
highly_discriminatory,1,1,0
highly_disgusted,1,1,0
highly_electric,1,0,1
not_fickle,1,1,0
not_exorbitant,1,1,0
not_fewer,1,1,0
highly_eventful,1,1,0
highly_excessive,1,1,0
not_faint,1,0,1
highly_exhausting,1,1,0
not_extroverted,1,1,0
highly_explicit,1,1,0
highly_factual,1,1,0
highly_fatal,1,1,0
not_explosive,1,1,0
highly_female,1,1,0
highly_fickle,1,1,0
not_experimental,1,1,0
not_experienced,1,1,0
highly_fictitious,1,1,0
not_expansive,1,1,0
not_expandable,1,1,0
highly_fixable,1,1,0
highly_evangelical,1,1,0
highly_esoteric,1,1,0
highly_equivocal,1,1,0
highly_encouraged,1,1,0
highly_eligible,1,1,0
highly_empathic,1,1,0
highly_empirical,1,1,0
highly_employable,1,1,0
highly_empowering,1,1,0
not_fearful,1,1,0
not_favourite,1,1,0
not_fatigued,1,1,0
highly_equitable,1,1,0
highly_enigmatic,1,1,0
highly_enlightened,1,1,0
not_fascist,1,1,0
highly_entrepreneurial,1,1,0
not_far-reaching,1,1,0
highly_episodic,1,1,0
not_fantastical,1,1,0
highly_indifferent,1,1,0
highly_indispensable,1,1,0
highly_relaxed,1,1,0
not_corporate,1,0,1
not_cultural,1,1,0
highly_pernicious,1,1,0
highly_personalised,1,0,1
highly_personalized,1,1,0
highly_perverse,1,0,1
highly_pleasing,1,1,0
highly_pleasurable,1,1,0
highly_poignant,1,1,0
highly_polished,1,1,0
highly_populist,1,1,0
not_crass,1,1,0
not_cozy,1,1,0
not_counterproductive,1,1,0
highly_possessive,1,1,0
highly_powerful,1,1,0
not_cosmopolitan,1,1,0
highly_praiseworthy,1,1,0
not_cumbersome,1,1,0
highly_perceptive,1,1,0
highly_patriarchal,1,1,0
highly_overpriced,1,1,0
highly_obscure,1,1,0
not_defective,1,0,1
not_deeper,1,1,0
highly_offended,1,1,0
highly_onerous,1,1,0
highly_opportunistic,1,1,0
highly_outstanding,1,0,1
highly_overwhelming,1,1,0
highly_participatory,1,1,0
highly_painful,1,1,0
highly_palatable,1,1,0
not_dainty,1,1,0
not_cynical,1,1,0
not_customizable,1,1,0
highly_parallel,1,1,0
not_custom,1,1,0
highly_precarious,1,1,0
highly_precious,1,0,1
not_deficient,1,1,0
not_cordial,1,1,0
not_considerable,1,1,0
highly_punitive,1,1,0
not_consequential,1,1,0
highly_qualitative,1,1,0
not_consecutive,1,1,0
highly_racist,1,1,0
highly_rare,1,1,0
not_confrontational,1,1,0
highly_recognisable,1,1,0
not_conductive,1,0,1
not_conditional,1,1,0
highly_refined,1,1,0
not_conceptual,1,1,0
highly_regrettable,1,0,1
highly_regular,1,1,0
highly_relational,1,1,0
not_complicit,1,1,0
highly_psychological,1,1,0
highly_prudent,1,1,0
highly_protectionist,1,1,0
highly_privy,1,1,0
highly_precocious,1,1,0
highly_predominant,1,1,0
highly_preliminary,1,0,1
highly_premature,1,1,0
highly_presentable,1,1,0
highly_primitive,1,1,0
not_contrived,1,1,0
highly_profane,1,1,0
highly_proprietary,1,1,0
highly_prominent,1,1,0
highly_promotional,1,1,0
not_contented,1,1,0
not_contemptible,1,1,0
highly_prompt,1,1,0
not_contemplative,1,1,0
highly_proper,1,1,0
not_deferential,1,1,0
highly_obscene,1,1,0
not_dull,1,1,0
highly_legitimate,1,1,0
highly_irreplaceable,1,1,0
highly_irritable,1,1,0
not_dissatisfied,1,1,0
highly_jealous,1,1,0
highly_judgmental,1,1,0
not_dispassionate,1,0,1
not_disoriented,1,1,0
highly_killer,1,1,0
not_disjointed,1,1,0
not_disinterested,1,1,0
not_dishonest,1,1,0
highly_knowledgable,1,1,0
highly_labor-intensive,1,1,0
highly_laughable,1,1,0
not_discretionary,1,1,0
not_discrete,1,1,0
not_discreet,1,1,0
highly_invigorating,1,0,1
highly_introspective,1,1,0
highly_international,1,1,0
highly_informed,1,1,0
not_dubious,1,1,0
not_droll,1,1,0
highly_industrialized,1,1,0
highly_inexperienced,1,1,0
highly_inflexible,1,1,0
highly_informational,1,1,0
not_drastic,1,1,0
highly_injurious,1,1,0
highly_intelligible,1,1,0
not_downbeat,1,1,0
not_dour,1,1,0
not_doubtful,1,1,0
not_dope,1,1,0
highly_insistent,1,1,0
not_dodgy,1,1,0
not_docile,1,1,0
highly_lazy,1,1,0
not_disconcerting,1,1,0
highly_novel,1,0,1
highly_lethargic,1,1,0
highly_metaphysical,1,1,0
highly_militaristic,1,1,0
highly_misguided,1,1,0
highly_misinformed,1,1,0
highly_misunderstood,1,1,0
highly_modern,1,1,0
highly_monogamous,1,1,0
highly_monolithic,1,1,0
not_depraved,1,1,0
highly_motivational,1,0,1
highly_muscular,1,1,0
highly_mysterious,1,0,1
not_demonstrative,1,1,0
not_demanding,1,1,0
highly_negligent,1,1,0
highly_noble,1,1,0
highly_noisy,1,1,0
highly_mechanical,1,0,1
highly_materialistic,1,1,0
not_deterministic,1,0,1
highly_lyrical,1,1,0
not_disappointing,1,1,0
highly_limited,1,1,0
not_disagreeable,1,1,0
highly_litigious,1,1,0
not_disabled,1,0,1
highly_lovely,1,1,0
highly_luxurious,1,1,0
highly_magical,1,1,0
highly_masculine,1,1,0
not_dignified,1,1,0
highly_malignant,1,1,0
highly_malleable,1,1,0
not_didactic,1,0,1
highly_manual,1,1,0
highly_marginal,1,1,0
not_deviant,1,1,0
normally_frequent,1,1,0
normally_feasible,1,0,1
historically_revealing,1,1,0
nicely_earnest,1,1,0
nicely_distinctive,1,0,1
nicely_digestible,1,1,0
nicely_different,1,0,1
nicely_democratic,1,0,1
nicely_dark,1,0,1
historically_inconvenient,1,1,0
nicely_crisp,1,1,0
nicely_creepy,1,1,0
nicely_cool,1,1,0
nicely_contradictory,1,0,1
nicely_consistent,1,1,0
nicely_comprehensive,1,1,0
nicely_complicated,1,1,0
nicely_compliant,1,1,0
nicely_complex,1,1,0
nicely_chewy,1,1,0
nicely_calm,1,1,0
nicely_dry,1,1,0
nicely_egalitarian,1,0,1
normally_fatal,1,1,0
nicely_epic,1,0,1
nicely_nostalgic,1,0,1
nicely_minimal,1,1,0
nicely_lurid,1,1,0
nicely_legible,1,0,1
nicely_knowledgeable,1,1,0
nicely_knit,1,1,0
nicely_kinky,1,0,1
nicely_interwoven,1,1,0
nicely_interesting,1,1,0
nicely_interactive,1,1,0
nicely_imperfect,1,1,0
nicely_illustrative,1,1,0
nicely_horrifying,1,1,0
nicely_higher,1,1,0
historically_inappropriate,1,1,0
nicely_fitting,1,0,1
nicely_exotic,1,0,1
historically_influential,1,1,0
nicely_balanced,1,1,0
nicely_aware,1,1,0
nicely_available,1,1,0
newly_verbal,1,1,0
historically_jewish,1,1,0
historically_justifiable,1,1,0
newly_uplifting,1,0,1
newly_unwilling,1,1,0
newly_unsettling,1,0,1
newly_unique,1,1,0
newly_unfolding,1,1,0
historically_kind,1,1,0
newly_sweaty,1,1,0
newly_successful,1,1,0
newly_subject,1,1,0
newly_sober,1,1,0
newly_sleek,1,1,0
newly_skilled,1,1,0
historically_large,1,1,0
newly_severe,1,1,0
newly_viable,1,1,0
newly_vicious,1,0,1
historically_insensitive,1,1,0
next_greater,1,1,0
nicely_audible,1,1,0
nicely_aromatic,1,1,0
nicely_aged,1,1,0
nicely_accurate,1,1,0
next_okay,1,1,0
next_neat,1,1,0
next_likely,1,1,0
next_free,1,1,0
newly_vulnerable,1,1,0
next_eligible,1,1,0
next_closest,1,1,0
next_better,1,0,1
next_best,1,1,0
newly_willing,1,1,0
newly_white,1,1,0
newly_wealthy,1,1,0
nicely_nuanced,1,1,0
nicely_off-kilter,1,1,0
nicely_offbeat,1,1,0
nigh_unheard,1,0,1
historically_free,1,1,0
no_beautiful,1,1,0
nit_safe,1,1,0
historically_geeky,1,0,1
nit_perfect,1,1,0
nit_interesting,1,1,0
nit_interested,1,1,0
nit_good,1,1,0
nit_funny,1,1,0
nit_fat,1,1,0
historically_hard,1,1,0
nit_clear,1,1,0
nit_better,1,1,0
nit_aged,1,1,0
nigh_unwatchable,1,1,0
nigh_unthinkable,1,1,0
nigh_untenable,1,1,0
historically_forbidden,1,0,1
no_brighter,1,0,1
historically_flawed,1,1,0
no_fatter,1,1,0
historically_detailed,1,1,0
historically_difficult,1,1,0
historically_dirty,1,1,0
historically_distant,1,1,0
historically_distinct,1,1,0
historically_dominant,1,1,0
no_finer,1,1,0
historically_elusive,1,0,1
historically_feasible,1,1,0
historically_enlightening,1,1,0
historically_extraordinary,1,0,1
historically_familiar,1,0,1
no_darker,1,0,1
no_dangerous,1,1,0
no_cooler,1,1,0
historically_fascinating,1,1,0
nigh_unprecedented,1,1,0
nigh_unbelievable,1,1,0
nicely_organized,1,1,0
nigh_unbeatable,1,1,0
nicely_spartan,1,0,1
nicely_soft,1,1,0
historically_impossible,1,1,0
nicely_skilled,1,1,0
nicely_seasoned,1,1,0
nicely_sanitary,1,1,0
nicely_robust,1,1,0
nicely_rhythmic,1,0,1
nicely_responsive,1,1,0
nicely_refreshing,1,0,1
nicely_reassuring,1,0,1
nicely_profitable,1,1,0
nicely_prepared,1,1,0
nicely_precise,1,1,0
nicely_poetic,1,0,1
nicely_pleased,1,1,0
historically_impressive,1,0,1
historically_iconic,1,0,1
nicely_strange,1,0,1
nicely_stupid,1,0,1
nicely_visible,1,1,0
nigh_random,1,1,0
historically_higher,1,1,0
nigh_invisible,1,1,0
nigh_indestructible,1,1,0
historically_honest,1,1,0
nicely_worth,1,1,0
nicely_wet,1,1,0
nicely_useable,1,1,0
nicely_suspenseful,1,1,0
nicely_unexpected,1,0,1
nicely_toasty,1,1,0
nicely_thematic,1,1,0
nicely_tense,1,1,0
historically_huge,1,1,0
nicely_taut,1,1,0
nicely_symbolic,1,0,1
newly_sensual,1,0,1
newly_scarce,1,1,0
newly_satisfying,1,0,1
historically_problematic,1,1,0
nevertheless_depressed,1,1,0
nevertheless_critical,1,1,0
nevertheless_constant,1,1,0
nevertheless_congruent,1,1,0
nevertheless_concerned,1,1,0
nevertheless_capable,1,1,0
nevertheless_aware,1,1,0
nevertheless_available,1,1,0
nevertheless_armed,1,1,0
nevertheless_anxious,1,1,0
nevertheless_admissible,1,1,0
historically_powerful,1,1,0
never_worthy,1,1,0
historically_precious,1,0,1
never_worse,1,1,0
historically_prevalent,1,1,0
never_wooden,1,1,0
nevertheless_disappointed,1,1,0
nevertheless_extreme,1,0,1
nevertheless_good,1,1,0
nevertheless_related,1,1,0
nevertheless_troubling,1,1,0
nevertheless_terrific,1,1,0
nevertheless_sure,1,1,0
nevertheless_skeptical,1,1,0
nevertheless_sincere,1,1,0
nevertheless_satisfying,1,1,0
nevertheless_resentful,1,1,0
nevertheless_real,1,1,0
nevertheless_gratifying,1,1,0
nevertheless_quick,1,1,0
nevertheless_outrageous,1,1,0
nevertheless_necessary,1,1,0
nevertheless_laborious,1,1,0
nevertheless_intact,1,1,0
nevertheless_impossible,1,0,1
nevertheless_hard,1,0,1
historically_probable,1,1,0
never_white,1,1,0
nevertheless_uncomfortable,1,1,0
never_wealthy,1,1,0
historically_real,1,1,0
never_super,1,1,0
never_suitable,1,1,0
never_sufficient,1,1,0
historically_recent,1,1,0
never_subject,1,1,0
historically_recognizable,1,1,0
never_stagnant,1,1,0
historically_related,1,1,0
never_spot-on,1,1,0
never_sorry,1,1,0
never_smooth,1,1,0
never_sinister,1,1,0
historically_remarkable,1,0,1
historically_resistant,1,1,0
historically_resonant,1,0,1
never_shiny,1,1,0
historically_rare,1,0,1
never_surprising,1,1,0
never_tight,1,1,0
never_useful,1,1,0
historically_profound,1,1,0
never_vulnerable,1,1,0
never_visible,1,1,0
historically_prone,1,1,0
never_viewable,1,1,0
never_vegan,1,1,0
never_valuable,1,1,0
never_used,1,1,0
historically_quirky,1,1,0
never_unreal,1,1,0
never_universal,1,1,0
never_unfriendly,1,1,0
never_unemployed,1,1,0
historically_questionable,1,1,0
never_toxic,1,1,0
never_tolerable,1,1,0
nevertheless_true,1,1,0
nevertheless_wary,1,1,0
historically_light,1,1,0
historically_obscure,1,1,0
newly_obese,1,1,0
