adj,NegStrictVers,Neg%ofStrict,NegTrivialVers,Neg%ofTrivial,VersDiff,PercDiff
generic,7,0.162526120269329,45,0.07971797551772396,38,-0.08280814475160504
stubborn,7,0.162526120269329,34,0.0602313592800581,27,-0.1022947609892709
lightweight,7,0.162526120269329,25,0.04428776417651331,18,-0.11823835609281569
evocative,7,0.162526120269329,35,0.06200286984711864,28,-0.10052325042221036
sudden,7,0.162526120269329,23,0.04074474304239225,16,-0.12178137722693674
communicative,7,0.162526120269329,27,0.04783078531063438,20,-0.11469533495869462
complacent,7,0.162526120269329,27,0.04783078531063438,20,-0.11469533495869462
complementary,7,0.162526120269329,32,0.05668833814593704,25,-0.10583778212339195
stuck,7,0.162526120269329,36,0.06377438041417917,29,-0.09875173985514983
concrete,7,0.162526120269329,27,0.04783078531063438,20,-0.11469533495869462
jarring,7,0.162526120269329,38,0.06731740154830024,31,-0.09520871872102876
civilized,7,0.162526120269329,36,0.06377438041417917,29,-0.09875173985514983
hollow,7,0.162526120269329,23,0.04074474304239225,16,-0.12178137722693674
reversible,7,0.162526120269329,32,0.05668833814593704,25,-0.10583778212339195
catastrophic,7,0.162526120269329,46,0.0814894860847845,39,-0.0810366341845445
careless,7,0.162526120269329,34,0.0602313592800581,27,-0.1022947609892709
notorious,7,0.162526120269329,14,0.024801147938847457,7,-0.13772497233048153
theatrical,7,0.162526120269329,30,0.053145317011815976,23,-0.10938080325751302
impartial,7,0.162526120269329,34,0.0602313592800581,27,-0.1022947609892709
content,7,0.162526120269329,25,0.04428776417651331,18,-0.11823835609281569
contrary,7,0.162526120269329,39,0.06908891211536076,32,-0.09343720815396823
suspect,7,0.162526120269329,37,0.0655458909812397,30,-0.0969802292880893
perceptible,7,0.162526120269329,38,0.06731740154830024,31,-0.09520871872102876
frank,7,0.162526120269329,23,0.04074474304239225,16,-0.12178137722693674
confidential,7,0.162526120269329,32,0.05668833814593704,25,-0.10583778212339195
greek,7,0.162526120269329,30,0.053145317011815976,23,-0.10938080325751302
sporty,7,0.162526120269329,31,0.054916827578876504,24,-0.1076092926904525
persistent,7,0.162526120269329,34,0.0602313592800581,27,-0.1022947609892709
pervasive,7,0.162526120269329,33,0.05845984871299758,26,-0.10406627155633141
harder,7,0.162526120269329,46,0.0814894860847845,39,-0.0810366341845445
inconceivable,7,0.162526120269329,28,0.049602295877694914,21,-0.11292382439163409
proof,7,0.162526120269329,20,0.03543021134121065,13,-0.12709590892811834
prompt,7,0.162526120269329,20,0.03543021134121065,13,-0.12709590892811834
scrupulous,7,0.162526120269329,25,0.04428776417651331,18,-0.11823835609281569
preventable,7,0.162526120269329,25,0.04428776417651331,18,-0.11823835609281569
biblical,7,0.162526120269329,44,0.07794646495066343,37,-0.08457965531866557
balanced,7,0.162526120269329,40,0.0708604226824213,33,-0.0916656975869077
noticable,7,0.162526120269329,20,0.03543021134121065,13,-0.12709590892811834
joyous,7,0.162526120269329,33,0.05845984871299758,26,-0.10406627155633141
dreadful,7,0.162526120269329,37,0.0655458909812397,30,-0.0969802292880893
restful,7,0.162526120269329,26,0.046059274743573846,19,-0.11646684552575515
verbal,7,0.162526120269329,41,0.07263193324948183,34,-0.08989418701984717
optional,7,0.162526120269329,25,0.04428776417651331,18,-0.11823835609281569
orange,7,0.162526120269329,31,0.054916827578876504,24,-0.1076092926904525
closer,7,0.162526120269329,50,0.08857552835302662,43,-0.07395059191630238
indian,7,0.162526120269329,51,0.09034703892008716,44,-0.07217908134924184
materialistic,7,0.162526120269329,34,0.0602313592800581,27,-0.1022947609892709
pushy,7,0.162526120269329,36,0.06377438041417917,29,-0.09875173985514983
puzzling,7,0.162526120269329,28,0.049602295877694914,21,-0.11292382439163409
unproductive,7,0.162526120269329,20,0.03543021134121065,13,-0.12709590892811834
average,7,0.162526120269329,37,0.0655458909812397,30,-0.0969802292880893
authoritative,7,0.162526120269329,29,0.05137380644475544,22,-0.11115231382457355
savory,7,0.162526120269329,21,0.03720172190827118,14,-0.12532439836105783
uncertain,7,0.162526120269329,27,0.04783078531063438,20,-0.11469533495869462
greasy,7,0.162526120269329,28,0.049602295877694914,21,-0.11292382439163409
temporary,7,0.162526120269329,24,0.04251625360945278,17,-0.12000986665987623
inaccessible,7,0.162526120269329,27,0.04783078531063438,20,-0.11469533495869462
imposing,7,0.162526120269329,12,0.02125812680472639,5,-0.14126799346460261
macho,7,0.162526120269329,33,0.05845984871299758,26,-0.10406627155633141
greener,7,0.162526120269329,14,0.024801147938847457,7,-0.13772497233048153
connected,7,0.162526120269329,43,0.0761749543836029,36,-0.0863511658857261
undeserved,7,0.162526120269329,15,0.026572658505907988,8,-0.13595346176342102
older,7,0.162526120269329,44,0.07794646495066343,37,-0.08457965531866557
shameful,7,0.162526120269329,34,0.0602313592800581,27,-0.1022947609892709
derivative,7,0.162526120269329,51,0.09034703892008716,44,-0.07217908134924184
homophobic,7,0.162526120269329,46,0.0814894860847845,39,-0.0810366341845445
iconic,7,0.162526120269329,31,0.054916827578876504,24,-0.1076092926904525
moist,7,0.162526120269329,30,0.053145317011815976,23,-0.10938080325751302
horrendous,7,0.162526120269329,21,0.03720172190827118,14,-0.12532439836105783
discerning,7,0.162526120269329,29,0.05137380644475544,22,-0.11115231382457355
clinical,7,0.162526120269329,37,0.0655458909812397,30,-0.0969802292880893
condescending,7,0.162526120269329,28,0.049602295877694914,21,-0.11292382439163409
whimsical,7,0.162526120269329,29,0.05137380644475544,22,-0.11115231382457355
juicy,7,0.162526120269329,28,0.049602295877694914,21,-0.11292382439163409
reprehensible,7,0.162526120269329,27,0.04783078531063438,20,-0.11469533495869462
educated,7,0.162526120269329,14,0.024801147938847457,7,-0.13772497233048153
gross,7,0.162526120269329,50,0.08857552835302662,43,-0.07395059191630238
grey,7,0.162526120269329,31,0.054916827578876504,24,-0.1076092926904525
unfortunate,7,0.162526120269329,30,0.053145317011815976,23,-0.10938080325751302
bereft,7,0.162526120269329,24,0.04251625360945278,17,-0.12000986665987623
bland,7,0.162526120269329,43,0.0761749543836029,36,-0.0863511658857261
choosy,7,0.162526120269329,23,0.04074474304239225,16,-0.12178137722693674
unstable,7,0.162526120269329,37,0.0655458909812397,30,-0.0969802292880893
astounding,7,0.162526120269329,29,0.05137380644475544,22,-0.11115231382457355
purple,7,0.162526120269329,30,0.053145317011815976,23,-0.10938080325751302
hoppy,7,0.162526120269329,27,0.04783078531063438,20,-0.11469533495869462
lavish,7,0.162526120269329,30,0.053145317011815976,23,-0.10938080325751302
insurmountable,7,0.162526120269329,28,0.049602295877694914,21,-0.11292382439163409
appalling,7,0.162526120269329,25,0.04428776417651331,18,-0.11823835609281569
antagonistic,7,0.162526120269329,49,0.0868040177859661,42,-0.0757221024833629
artificial,7,0.162526120269329,39,0.06908891211536076,32,-0.09343720815396823
russian,7,0.162526120269329,41,0.07263193324948183,34,-0.08989418701984717
roomy,7,0.162526120269329,24,0.04251625360945278,17,-0.12000986665987623
spotless,7,0.162526120269329,15,0.026572658505907988,8,-0.13595346176342102
variable,7,0.162526120269329,32,0.05668833814593704,25,-0.10583778212339195
tiring,7,0.162526120269329,23,0.04074474304239225,16,-0.12178137722693674
nostalgia,7,0.162526120269329,21,0.03720172190827118,14,-0.12532439836105783
vertical,7,0.162526120269329,34,0.0602313592800581,27,-0.1022947609892709
equitable,7,0.162526120269329,27,0.04783078531063438,20,-0.11469533495869462
equipped,7,0.162526120269329,30,0.053145317011815976,23,-0.10938080325751302
lasting,7,0.162526120269329,24,0.04251625360945278,17,-0.12000986665987623
expansive,7,0.162526120269329,31,0.054916827578876504,24,-0.1076092926904525
unbiased,7,0.162526120269329,19,0.03365870077415012,12,-0.12886741949517888
self-evident,7,0.162526120269329,36,0.06377438041417917,29,-0.09875173985514983
alert,7,0.162526120269329,40,0.0708604226824213,33,-0.0916656975869077
reluctant,7,0.162526120269329,40,0.0708604226824213,33,-0.0916656975869077
supernatural,7,0.162526120269329,41,0.07263193324948183,34,-0.08989418701984717
suicidal,7,0.162526120269329,57,0.10097610232245036,50,-0.061550017946878643
adult,7,0.162526120269329,28,0.049602295877694914,21,-0.11292382439163409
inspired,7,0.162526120269329,26,0.046059274743573846,19,-0.11646684552575515
instant,7,0.162526120269329,27,0.04783078531063438,20,-0.11469533495869462
irritating,7,0.162526120269329,57,0.10097610232245036,50,-0.061550017946878643
historic,7,0.162526120269329,37,0.0655458909812397,30,-0.0969802292880893
snappy,7,0.162526120269329,16,0.02834416907296852,9,-0.13418195119636048
vulgar,7,0.162526120269329,41,0.07263193324948183,34,-0.08989418701984717
customizable,7,0.162526120269329,34,0.0602313592800581,27,-0.1022947609892709
effusive,7,0.162526120269329,25,0.04428776417651331,18,-0.11823835609281569
smelly,7,0.162526120269329,16,0.02834416907296852,9,-0.13418195119636048
simpler,7,0.162526120269329,25,0.04428776417651331,18,-0.11823835609281569
hectic,7,0.162526120269329,25,0.04428776417651331,18,-0.11823835609281569
inviting,6,0.1393081030879963,17,0.03011567964002905,11,-0.10919242344796724
eccentric,6,0.1393081030879963,49,0.0868040177859661,43,-0.0525040853020302
edgy,6,0.1393081030879963,36,0.06377438041417917,30,-0.07553372267381712
airtight,6,0.1393081030879963,25,0.04428776417651331,19,-0.09502033891148298
giddy,6,0.1393081030879963,23,0.04074474304239225,17,-0.09856336004560404
organized,6,0.1393081030879963,18,0.031887190207089584,12,-0.10742091288090672
abhorrent,6,0.1393081030879963,22,0.038973232475331715,16,-0.10033487061266458
zero,6,0.1393081030879963,29,0.05137380644475544,23,-0.08793429664324084
erroneous,6,0.1393081030879963,32,0.05668833814593704,26,-0.08261976494205925
reusable,6,0.1393081030879963,22,0.038973232475331715,16,-0.10033487061266458
enamoured,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
empathetic,6,0.1393081030879963,34,0.0602313592800581,28,-0.0790767438079382
instrumental,6,0.1393081030879963,25,0.04428776417651331,19,-0.09502033891148298
insidious,6,0.1393081030879963,16,0.02834416907296852,10,-0.11096393401502777
gonna,6,0.1393081030879963,12,0.02125812680472639,6,-0.11804997628326991
circular,6,0.1393081030879963,29,0.05137380644475544,23,-0.08793429664324084
childish,6,0.1393081030879963,29,0.05137380644475544,23,-0.08793429664324084
justified,6,0.1393081030879963,26,0.046059274743573846,20,-0.09324882834442244
judgmental,6,0.1393081030879963,44,0.07794646495066343,38,-0.06136163813733286
admissible,6,0.1393081030879963,29,0.05137380644475544,23,-0.08793429664324084
yummy,6,0.1393081030879963,22,0.038973232475331715,16,-0.10033487061266458
electric,6,0.1393081030879963,28,0.049602295877694914,22,-0.08970580721030139
off-putting,6,0.1393081030879963,33,0.05845984871299758,27,-0.08084825437499871
tame,6,0.1393081030879963,33,0.05845984871299758,27,-0.08084825437499871
striking,6,0.1393081030879963,17,0.03011567964002905,11,-0.10919242344796724
comical,6,0.1393081030879963,39,0.06908891211536076,33,-0.07021919097263553
substantive,6,0.1393081030879963,28,0.049602295877694914,22,-0.08970580721030139
collaborative,6,0.1393081030879963,25,0.04428776417651331,19,-0.09502033891148298
compulsory,6,0.1393081030879963,28,0.049602295877694914,22,-0.08970580721030139
conceivable,6,0.1393081030879963,39,0.06908891211536076,33,-0.07021919097263553
international,6,0.1393081030879963,33,0.05845984871299758,27,-0.08084825437499871
aged,6,0.1393081030879963,40,0.0708604226824213,34,-0.06844768040557499
aerodynamic,6,0.1393081030879963,14,0.024801147938847457,8,-0.11450695514914884
acidic,6,0.1393081030879963,31,0.054916827578876504,25,-0.08439127550911979
well-known,6,0.1393081030879963,21,0.03720172190827118,15,-0.10210638117972512
invincible,6,0.1393081030879963,38,0.06731740154830024,32,-0.07199070153969606
introspective,6,0.1393081030879963,30,0.053145317011815976,24,-0.08616278607618032
homogeneous,6,0.1393081030879963,31,0.054916827578876504,25,-0.08439127550911979
such,6,0.1393081030879963,36,0.06377438041417917,30,-0.07553372267381712
overcrowded,6,0.1393081030879963,29,0.05137380644475544,23,-0.08793429664324084
furious,6,0.1393081030879963,27,0.04783078531063438,21,-0.09147731777736191
overpowering,6,0.1393081030879963,48,0.08503250721890555,42,-0.05427559586909074
overjoyed,6,0.1393081030879963,25,0.04428776417651331,19,-0.09502033891148298
skilful,6,0.1393081030879963,15,0.026572658505907988,9,-0.11273544458208831
fatigued,6,0.1393081030879963,28,0.049602295877694914,22,-0.08970580721030139
sloppy,6,0.1393081030879963,36,0.06377438041417917,30,-0.07553372267381712
hypothetical,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
trite,6,0.1393081030879963,22,0.038973232475331715,16,-0.10033487061266458
corporate,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
cosmetic,6,0.1393081030879963,19,0.03365870077415012,13,-0.10564940231384617
speculative,6,0.1393081030879963,37,0.0655458909812397,31,-0.0737622121067566
blatant,6,0.1393081030879963,38,0.06731740154830024,32,-0.07199070153969606
blameless,6,0.1393081030879963,15,0.026572658505907988,9,-0.11273544458208831
prejudicial,6,0.1393081030879963,22,0.038973232475331715,16,-0.10033487061266458
preachy,6,0.1393081030879963,36,0.06377438041417917,30,-0.07553372267381712
pragmatic,6,0.1393081030879963,41,0.07263193324948183,35,-0.06667616983851446
dear,6,0.1393081030879963,28,0.049602295877694914,22,-0.08970580721030139
debilitating,6,0.1393081030879963,38,0.06731740154830024,32,-0.07199070153969606
dazzling,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
monotonous,6,0.1393081030879963,15,0.026572658505907988,9,-0.11273544458208831
motivational,6,0.1393081030879963,16,0.02834416907296852,10,-0.11096393401502777
trained,6,0.1393081030879963,27,0.04783078531063438,21,-0.09147731777736191
touchy,6,0.1393081030879963,29,0.05137380644475544,23,-0.08793429664324084
mystical,6,0.1393081030879963,27,0.04783078531063438,21,-0.09147731777736191
mutual,6,0.1393081030879963,15,0.026572658505907988,9,-0.11273544458208831
brighter,6,0.1393081030879963,17,0.03011567964002905,11,-0.10919242344796724
uncomplicated,6,0.1393081030879963,27,0.04783078531063438,21,-0.09147731777736191
crispy,6,0.1393081030879963,27,0.04783078531063438,21,-0.09147731777736191
crude,6,0.1393081030879963,27,0.04783078531063438,21,-0.09147731777736191
polished,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
curly,6,0.1393081030879963,17,0.03011567964002905,11,-0.10919242344796724
cuddly,6,0.1393081030879963,32,0.05668833814593704,26,-0.08261976494205925
slower,6,0.1393081030879963,23,0.04074474304239225,17,-0.09856336004560404
monetary,6,0.1393081030879963,23,0.04074474304239225,17,-0.09856336004560404
troubled,6,0.1393081030879963,26,0.046059274743573846,20,-0.09324882834442244
unimportant,6,0.1393081030879963,34,0.0602313592800581,28,-0.0790767438079382
bankrupt,6,0.1393081030879963,41,0.07263193324948183,35,-0.06667616983851446
baseless,6,0.1393081030879963,19,0.03365870077415012,13,-0.10564940231384617
baffling,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
manly,6,0.1393081030879963,33,0.05845984871299758,27,-0.08084825437499871
unlawful,6,0.1393081030879963,33,0.05845984871299758,27,-0.08084825437499871
sex,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
separable,6,0.1393081030879963,30,0.053145317011815976,24,-0.08616278607618032
decadent,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
illuminating,6,0.1393081030879963,30,0.053145317011815976,24,-0.08616278607618032
idyllic,6,0.1393081030879963,22,0.038973232475331715,16,-0.10033487061266458
mexican,6,0.1393081030879963,42,0.07440344381654236,36,-0.06490465927145393
merciful,6,0.1393081030879963,21,0.03720172190827118,15,-0.10210638117972512
mellow,6,0.1393081030879963,19,0.03365870077415012,13,-0.10564940231384617
biological,6,0.1393081030879963,29,0.05137380644475544,23,-0.08793429664324084
magic,6,0.1393081030879963,32,0.05668833814593704,26,-0.08261976494205925
nonsensical,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
beloved,6,0.1393081030879963,27,0.04783078531063438,21,-0.09147731777736191
unfriendly,6,0.1393081030879963,32,0.05668833814593704,26,-0.08261976494205925
unhelpful,6,0.1393081030879963,21,0.03720172190827118,15,-0.10210638117972512
fastidious,6,0.1393081030879963,16,0.02834416907296852,10,-0.11096393401502777
shorter,6,0.1393081030879963,30,0.053145317011815976,24,-0.08616278607618032
defenseless,6,0.1393081030879963,15,0.026572658505907988,9,-0.11273544458208831
deferential,6,0.1393081030879963,29,0.05137380644475544,23,-0.08793429664324084
cowardly,6,0.1393081030879963,19,0.03365870077415012,13,-0.10564940231384617
plush,6,0.1393081030879963,20,0.03543021134121065,14,-0.10387789174678563
tolerable,6,0.1393081030879963,25,0.04428776417651331,19,-0.09502033891148298
timeless,6,0.1393081030879963,21,0.03720172190827118,15,-0.10210638117972512
buoyant,6,0.1393081030879963,19,0.03365870077415012,13,-0.10564940231384617
bummed,6,0.1393081030879963,16,0.02834416907296852,10,-0.11096393401502777
topical,6,0.1393081030879963,26,0.046059274743573846,20,-0.09324882834442244
torture,6,0.1393081030879963,16,0.02834416907296852,10,-0.11096393401502777
tenable,6,0.1393081030879963,42,0.07440344381654236,36,-0.06490465927145393
obscene,6,0.1393081030879963,41,0.07263193324948183,35,-0.06667616983851446
congruent,6,0.1393081030879963,30,0.053145317011815976,24,-0.08616278607618032
conscientious,6,0.1393081030879963,20,0.03543021134121065,14,-0.10387789174678563
pathetic,6,0.1393081030879963,36,0.06377438041417917,30,-0.07553372267381712
peachy,6,0.1393081030879963,17,0.03011567964002905,11,-0.10919242344796724
observable,6,0.1393081030879963,44,0.07794646495066343,38,-0.06136163813733286
cinematic,6,0.1393081030879963,40,0.0708604226824213,34,-0.06844768040557499
disingenuous,6,0.1393081030879963,31,0.054916827578876504,25,-0.08439127550911979
disciplined,6,0.1393081030879963,25,0.04428776417651331,19,-0.09502033891148298
atypical,6,0.1393081030879963,28,0.049602295877694914,22,-0.08970580721030139
unnatural,6,0.1393081030879963,28,0.049602295877694914,22,-0.08970580721030139
inactive,6,0.1393081030879963,25,0.04428776417651331,19,-0.09502033891148298
inadequate,6,0.1393081030879963,29,0.05137380644475544,23,-0.08793429664324084
impulsive,6,0.1393081030879963,22,0.038973232475331715,16,-0.10033487061266458
magnificent,6,0.1393081030879963,31,0.054916827578876504,25,-0.08439127550911979
fluffy,6,0.1393081030879963,26,0.046059274743573846,20,-0.09324882834442244
flush,6,0.1393081030879963,19,0.03365870077415012,13,-0.10564940231384617
cerebral,6,0.1393081030879963,31,0.054916827578876504,25,-0.08439127550911979
gratuitous,6,0.1393081030879963,29,0.05137380644475544,23,-0.08793429664324084
chatty,6,0.1393081030879963,25,0.04428776417651331,19,-0.09502033891148298
proportional,6,0.1393081030879963,39,0.06908891211536076,33,-0.07021919097263553
exuberant,6,0.1393081030879963,22,0.038973232475331715,16,-0.10033487061266458
searchable,6,0.1393081030879963,32,0.05668833814593704,26,-0.08261976494205925
seductive,6,0.1393081030879963,28,0.049602295877694914,22,-0.08970580721030139
self-sufficient,6,0.1393081030879963,31,0.054916827578876504,25,-0.08439127550911979
underway,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
hateful,6,0.1393081030879963,46,0.0814894860847845,40,-0.057818617003211795
gullible,6,0.1393081030879963,28,0.049602295877694914,22,-0.08970580721030139
nude,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
perilous,6,0.1393081030879963,25,0.04428776417651331,19,-0.09502033891148298
contrived,6,0.1393081030879963,18,0.031887190207089584,12,-0.10742091288090672
dogmatic,6,0.1393081030879963,37,0.0655458909812397,31,-0.0737622121067566
domestic,6,0.1393081030879963,31,0.054916827578876504,25,-0.08439127550911979
ingenious,6,0.1393081030879963,18,0.031887190207089584,12,-0.10742091288090672
inhumane,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
infinite,6,0.1393081030879963,25,0.04428776417651331,19,-0.09502033891148298
inflammatory,6,0.1393081030879963,27,0.04783078531063438,21,-0.09147731777736191
inflexible,6,0.1393081030879963,18,0.031887190207089584,12,-0.10742091288090672
lenient,6,0.1393081030879963,21,0.03720172190827118,15,-0.10210638117972512
indulgent,6,0.1393081030879963,33,0.05845984871299758,27,-0.08084825437499871
inefficient,6,0.1393081030879963,28,0.049602295877694914,22,-0.08970580721030139
asian,6,0.1393081030879963,38,0.06731740154830024,32,-0.07199070153969606
unsightly,6,0.1393081030879963,16,0.02834416907296852,10,-0.11096393401502777
integral,6,0.1393081030879963,30,0.053145317011815976,24,-0.08616278607618032
legendary,6,0.1393081030879963,23,0.04074474304239225,17,-0.09856336004560404
lean,6,0.1393081030879963,23,0.04074474304239225,17,-0.09856336004560404
doomed,6,0.1393081030879963,31,0.054916827578876504,25,-0.08439127550911979
explainable,6,0.1393081030879963,37,0.0655458909812397,31,-0.0737622121067566
expedient,6,0.1393081030879963,31,0.054916827578876504,25,-0.08439127550911979
rugged,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
runny,6,0.1393081030879963,22,0.038973232475331715,16,-0.10033487061266458
punctual,6,0.1393081030879963,15,0.026572658505907988,9,-0.11273544458208831
distasteful,6,0.1393081030879963,27,0.04783078531063438,21,-0.09147731777736191
lofty,6,0.1393081030879963,19,0.03365870077415012,13,-0.10564940231384617
infectious,6,0.1393081030879963,32,0.05668833814593704,26,-0.08261976494205925
tacky,6,0.1393081030879963,30,0.053145317011815976,24,-0.08616278607618032
tactful,6,0.1393081030879963,17,0.03011567964002905,11,-0.10919242344796724
open-minded,6,0.1393081030879963,26,0.046059274743573846,20,-0.09324882834442244
ominous,6,0.1393081030879963,26,0.046059274743573846,20,-0.09324882834442244
informed,6,0.1393081030879963,32,0.05668833814593704,26,-0.08261976494205925
lighter,6,0.1393081030879963,20,0.03543021134121065,14,-0.10387789174678563
indispensable,6,0.1393081030879963,37,0.0655458909812397,31,-0.0737622121067566
unwise,6,0.1393081030879963,20,0.03543021134121065,14,-0.10387789174678563
watchable,6,0.1393081030879963,27,0.04783078531063438,21,-0.09147731777736191
vintage,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
verbose,6,0.1393081030879963,20,0.03543021134121065,14,-0.10387789174678563
cliche,6,0.1393081030879963,25,0.04428776417651331,19,-0.09502033891148298
orderly,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352
glossy,6,0.1393081030879963,28,0.049602295877694914,22,-0.08970580721030139
engrossing,6,0.1393081030879963,33,0.05845984871299758,27,-0.08084825437499871
repulsive,6,0.1393081030879963,42,0.07440344381654236,36,-0.06490465927145393
relative,6,0.1393081030879963,42,0.07440344381654236,36,-0.06490465927145393
kinky,6,0.1393081030879963,20,0.03543021134121065,14,-0.10387789174678563
alarmed,6,0.1393081030879963,16,0.02834416907296852,10,-0.11096393401502777
viewable,5,0.11609008590666356,26,0.046059274743573846,21,-0.0700308111630897
soggy,5,0.11609008590666356,17,0.03011567964002905,12,-0.08597440626663451
solicitous,5,0.11609008590666356,18,0.031887190207089584,13,-0.08420289569957398
monolithic,5,0.11609008590666356,26,0.046059274743573846,21,-0.0700308111630897
sneaky,5,0.11609008590666356,20,0.03543021134121065,15,-0.0806598745654529
cut,5,0.11609008590666356,19,0.03365870077415012,14,-0.08243138513251344
curvy,5,0.11609008590666356,19,0.03365870077415012,14,-0.08243138513251344
wiser,5,0.11609008590666356,26,0.046059274743573846,21,-0.0700308111630897
prescient,5,0.11609008590666356,29,0.05137380644475544,24,-0.06471627946190811
prescriptive,5,0.11609008590666356,32,0.05668833814593704,27,-0.05940174776072652
idiotic,5,0.11609008590666356,30,0.053145317011815976,25,-0.06294476889484758
far-reaching,5,0.11609008590666356,16,0.02834416907296852,11,-0.08774591683369504
delectable,5,0.11609008590666356,10,0.017715105670605327,5,-0.09837498023605823
analytical,5,0.11609008590666356,37,0.0655458909812397,32,-0.05054419492542386
amused,5,0.11609008590666356,20,0.03543021134121065,15,-0.0806598745654529
weary,5,0.11609008590666356,23,0.04074474304239225,18,-0.0753453428642713
aggravating,5,0.11609008590666356,20,0.03543021134121065,15,-0.0806598745654529
adversarial,5,0.11609008590666356,23,0.04074474304239225,18,-0.0753453428642713
internal,5,0.11609008590666356,28,0.049602295877694914,23,-0.06648779002896865
settled,5,0.11609008590666356,16,0.02834416907296852,11,-0.08774591683369504
pro-life,5,0.11609008590666356,37,0.0655458909812397,32,-0.05054419492542386
developed,5,0.11609008590666356,22,0.038973232475331715,17,-0.07711685343133184
self-conscious,5,0.11609008590666356,34,0.0602313592800581,29,-0.05585872662660546
sheer,5,0.11609008590666356,18,0.031887190207089584,13,-0.08420289569957398
shabby,5,0.11609008590666356,25,0.04428776417651331,20,-0.07180232173015025
marvelous,5,0.11609008590666356,24,0.04251625360945278,19,-0.07357383229721079
impervious,5,0.11609008590666356,23,0.04074474304239225,18,-0.0753453428642713
exquisite,5,0.11609008590666356,14,0.024801147938847457,9,-0.0912889379678161
set,5,0.11609008590666356,24,0.04251625360945278,19,-0.07357383229721079
unemployed,5,0.11609008590666356,41,0.07263193324948183,36,-0.043458152657181726
unequal,5,0.11609008590666356,22,0.038973232475331715,17,-0.07711685343133184
medical,5,0.11609008590666356,32,0.05668833814593704,27,-0.05940174776072652
blunt,5,0.11609008590666356,26,0.046059274743573846,21,-0.0700308111630897
hideous,5,0.11609008590666356,26,0.046059274743573846,21,-0.0700308111630897
brief,5,0.11609008590666356,28,0.049602295877694914,23,-0.06648779002896865
blissful,5,0.11609008590666356,24,0.04251625360945278,19,-0.07357383229721079
biodegradable,5,0.11609008590666356,26,0.046059274743573846,21,-0.0700308111630897
unclear,5,0.11609008590666356,24,0.04251625360945278,19,-0.07357383229721079
unavailable,5,0.11609008590666356,29,0.05137380644475544,24,-0.06471627946190811
porous,5,0.11609008590666356,24,0.04251625360945278,19,-0.07357383229721079
fictional,5,0.11609008590666356,26,0.046059274743573846,21,-0.0700308111630897
socialist,5,0.11609008590666356,43,0.0761749543836029,38,-0.03991513152306066
snug,5,0.11609008590666356,27,0.04783078531063438,22,-0.06825930059602918
uncool,5,0.11609008590666356,19,0.03365870077415012,14,-0.08243138513251344
damp,5,0.11609008590666356,22,0.038973232475331715,17,-0.07711685343133184
praiseworthy,5,0.11609008590666356,25,0.04428776417651331,20,-0.07180232173015025
misguided,5,0.11609008590666356,24,0.04251625360945278,19,-0.07357383229721079
militant,5,0.11609008590666356,31,0.054916827578876504,26,-0.061173258327787056
undesirable,5,0.11609008590666356,33,0.05845984871299758,28,-0.05763023719366598
unconventional,5,0.11609008590666356,21,0.03720172190827118,16,-0.07888836399839239
homogenous,5,0.11609008590666356,39,0.06908891211536076,34,-0.047001173791302794
wireless,5,0.11609008590666356,22,0.038973232475331715,17,-0.07711685343133184
hysterical,5,0.11609008590666356,26,0.046059274743573846,21,-0.0700308111630897
mediocre,5,0.11609008590666356,31,0.054916827578876504,26,-0.061173258327787056
mean-spirited,5,0.11609008590666356,25,0.04428776417651331,20,-0.07180232173015025
matte,5,0.11609008590666356,16,0.02834416907296852,11,-0.08774591683369504
treacherous,5,0.11609008590666356,32,0.05668833814593704,27,-0.05940174776072652
treatable,5,0.11609008590666356,29,0.05137380644475544,24,-0.06471627946190811
translatable,5,0.11609008590666356,24,0.04251625360945278,19,-0.07357383229721079
forbidden,5,0.11609008590666356,27,0.04783078531063438,22,-0.06825930059602918
foreseeable,5,0.11609008590666356,30,0.053145317011815976,25,-0.06294476889484758
heavenly,5,0.11609008590666356,20,0.03543021134121065,15,-0.0806598745654529
heartbreaking,5,0.11609008590666356,27,0.04783078531063438,22,-0.06825930059602918
cooler,5,0.11609008590666356,24,0.04251625360945278,19,-0.07357383229721079
plastic,5,0.11609008590666356,27,0.04783078531063438,22,-0.06825930059602918
splendid,5,0.11609008590666356,21,0.03720172190827118,16,-0.07888836399839239
