colloc,be-ADV-ADJ_positive,every_det-of-subj,everybody_subj,everyone_subj,few_det-of-subj,few_subj,neither_det-of-subj,neither_subj,never_VP-adv,no-one_subj,no_det-of-subj-N,nobody_subj,none_subj,not-a-single_det-of-subj,not-one_det-of-subj,not-one_subj,not_VP-adv,nothing_subj,without-being_PP
almost_ritualistic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
already_compulsive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
already_insolvent,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
already_lucky,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
already_past,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
already_questionable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
already_self-evident,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
already_stagnant,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
already_uncomfortable,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
already_wary,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_7-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_borderline,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_considerate,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_distressing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_enormous,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_exhaustive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_overstaffed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_redundant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_temperature-sensitive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_true,397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_weary,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
altogether_sorry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
always_dark,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
always_desperate,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
always_enthusiastic,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
always_excellent,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
always_palpable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
always_sympathetic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
apparently_incongruous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_arduous,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
as_automatic,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1
as_careless,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
as_cautious,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
as_frigid,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
as_ingenious,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_lovable,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_muddy,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_pacifistic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
as_precious,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_prevalent,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1
as_raven-haired,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_shut-down,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_skittish,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
as_systematized,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_unfortunate,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_unpalatable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
astoundingly_ignorant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
awfully_tired,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
basically_pleated,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
beautifully_cold,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
beautifully_perfect,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
below_normal,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bit_frustrating,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bit_stressful,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
blandly_honest,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bluntly_comic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
brazenly_fake,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
breathtakingly_eclectic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
carefully_vague,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
certainly_exaggerated,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
certainly_fine,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
certainly_formidable,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
certainly_sympathetic,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
chillingly_capable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clearly_bright,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clearly_glad,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clearly_insane,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clearly_upward,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clearly_visible,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1
collectively_oriented,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
comparatively_cool,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
completely_automated,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
completely_cloudless,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
completely_political,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
completely_sane,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
completely_staggering,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
completely_victorious,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
completely_wacky,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
contentedly_mediocre,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
correspondingly_moving,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
currently_test-wearing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
currently_vacillating,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dangerously_uncertain,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
decidedly_disappointing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
decidedly_tepid,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
definitely_man-caused,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
demonstrably_tight,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
determinedly_optimistic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
directly_culpable,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
disconcertingly_personal,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
disproportionately_african,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
downright_astounded,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
downright_beautiful,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
downright_brainy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
downright_capra-esque,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
downright_revolutionary,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dramatically_convincing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
endlessly_chatty,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
enormously_capable,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
enormously_destructive,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
enormously_perceptive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
enough_kafka,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
entirely_correctable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
entirely_handmade,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
entomologically_correct,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
equally_candid,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
equally_declarative,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
equally_distracting,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
equally_divisive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
equally_good,28,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
equally_inefficient,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
equally_meditative,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
equally_present,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
equally_slavish,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
erotically_enticing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
especially_adamant,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
especially_bounteous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
especially_pronounced,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
especially_witless,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
essentially_equivalent,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
essentially_lifeless,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ethically_troubling,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
even_wary,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
exactly_awol,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
exactly_comparable,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
exactly_disneyland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
exceptionally_chilly,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
exceptionally_easy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
excessively_vain,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
exclusively_monetary,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
expectedly_vital,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extra_tight,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extremely_compassionate,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extremely_limiting,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extremely_private,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extremely_shortsighted,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extremely_slender,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fairly_mainstream,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fashionably_egalitarian,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
financially_efficient,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fiscally_cautious,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
forever_tax-free,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fractionally_disappointing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
frankly_disgraceful,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
frequently_angry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
frequently_funny,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fully_collateralized,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fully_hands-on,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fundamentally_mistaken,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
generally_exempt,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
generally_sensitive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
generally_unaudited,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
genuinely_loving,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
genuinely_pleased,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gung_ho,7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
highly_apologetic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
highly_technical,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
historically_due,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
immediately_exhilarating,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
impossibly_old,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
increasingly_bleak,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
increasingly_fashionable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
increasingly_ghettoized,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
increasingly_suspect,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
incredibly_poor,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
incredibly_quick,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
incredibly_quiet,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
indeed_clean,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
indeed_graphic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
independently_verifiable,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
individually_responsible,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
individually_splendid,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
inherently_comical,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
inherently_deceptive,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
inherently_distrustful,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
initially_brisk,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
initially_free,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
intensely_grateful,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
journalistically_unethical,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"just_97,000",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_anecdotal,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
just_deadbeats,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_dewy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_dull,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_fabulous,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_fundamental,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_howmuch,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_petty,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_savvy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_special,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_unattractive,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
keenly_disappointed,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
keenly_honed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kinda_startled,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
largely_faceless,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
largely_proportional,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
largely_static,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
legally_possible,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
lightly_grilled,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
literally_meaningless,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
longer_advisable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
longer_fertile,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
longer_strange,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lyrically_awkward,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mainly_one-way,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
marvelously_decisive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
maybe_dangerous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mentally_alert,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
merely_practical,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mightily_pleased,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mightily_upset,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
misguidedly_overzealous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mostly_dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mostly_self-inflicted,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
much_hostile,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
naively_romanticized,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nearly_anxiety-free,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
neither_large,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
neither_sylvan,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
no_alien,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nonetheless_dominant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
notably_fluffy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
noticeably_disappointing,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
noticeably_wry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
notoriously_lenient,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
now_12-for-19,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
now_deaf,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
now_finn,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
now_nonpartisan,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
now_rampant,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
obviously_critical,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
obviously_good,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
occasionally_sharp,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
oddly_dispassionate,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
oddly_equipped,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
oddly_inconsequential,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
oddly_quiet,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_accented,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_anonymous,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_champ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_constipated,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_dismissive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_distant,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_long-lasting,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_remarkable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_slight,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_slippery,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_treatable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
once_government-owned,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
only_0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
only_20-34-10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
only_desperate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
only_fast,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
only_informal,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
only_one-fifth,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
only_risky,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
only_two-dimensional,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ostensibly_eager,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ostentatiously_poignant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
overly_romantic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
overwhelmingly_canadian,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
overwhelmingly_middle-market,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
overwhelmingly_poor,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
painfully_breathtaking,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
particularly_astonishing,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
particularly_endemic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
particularly_fair,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
particularly_ill-equipped,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
particularly_solicitous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
particularly_unrealistic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
partly_fluid,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
partly_genetic,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
partly_offensive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
partly_political,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
perfectly_splendid,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
physiologically_capable,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
plumb_full,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pointedly_weird,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
politically_disagreeable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
poorly_trained,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
positively_awful,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
