colloc,be-ADV-ADJ_positive,every_det-of-subj,everybody_subj,everyone_subj,few_det-of-subj,few_subj,neither_det-of-subj,neither_subj,never_VP-adv,no-one_subj,no_det-of-subj-N,nobody_subj,none_subj,not-a-single_det-of-subj,not-one_det-of-subj,not-one_subj,not_VP-adv,nothing_subj,without-being_PP
also_undernourished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
also_unsigned,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
always_conflicting,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
always_excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
always_humbling,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
always_understandable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
amazingly_faithful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apparently_wet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appropriately_harrowing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appropriately_wagnerian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_glad,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_graphic,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
as_gregarious,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_impassioned,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
as_involuntary,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_legal,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_marvelous,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
as_nearby,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_patronizing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
as_rapturous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_refined,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
as_shaky,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
as_tragic,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
as_unethical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_virgin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
authentically_jazzy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awful_worried,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awfully_shady,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awfully_thin,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awfully_young,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basically_stupid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beyond_austere,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bizarrely_hand-colored,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blatantly_oppressive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blatantly_self-promotional,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blisteringly_red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bone_cold,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charmingly_flat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clearly_accusatory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clearly_derivative,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clearly_horny,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clearly_out-of-control,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clearly_valuable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clearly_yours,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comparatively_abstemious,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comparatively_soft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
completely_closed,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
completely_coherent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
completely_exhausting,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
completely_informed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consequently_small,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consistently_gentle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
constitutionally_vague,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
currently_ambiguous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
currently_suicidal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
darned_important,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deeply_distraught,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deeply_humiliated,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deeply_ironic,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deeply_mourned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
deeply_secretive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deeply_splintered,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deeply_strange,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
defensively_marvelous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
definitely_solvable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depressingly_tired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devoutly_muslim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
directly_imitative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
discount-store_inexpensive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
distantly_chinese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distinctly_mercedes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
downright_frightening,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drastically_redrawn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
effectively_defunct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eminently_sackable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emotionally_high,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emotionally_lazy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enjoyably_giddy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_incompetent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_innocent,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
entirely_subordinated,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
environmentally_useful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equally_chic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equally_concise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equally_dead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equally_ebullient,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equally_legitimate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equally_painful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equally_single-minded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erotically_tense,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_eager,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
especially_fond,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
especially_generous,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_good,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
especially_hazardous,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_nightmarish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
essentially_conservative,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
essentially_critic-proof,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even_bossy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even_flighty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
even_interesting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
even_interrupted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
even_shy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even_talentwise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evidently_exultant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exactly_crowded,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
exactly_inclined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
exactly_reproduced,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exceptionally_precise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exceptionally_sluggish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclusively_minority-owned,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extemely_good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extraordinarily_candid,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extraordinarily_intelligent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extraordinarily_resourceful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extremely_challenging,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extremely_charismatic,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extremely_refreshed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extremely_restrictive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fairly_compatible,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fairly_complex,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fairly_distrustful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fairly_equal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fairly_lonely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
famously_parsimonious,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fantastically_unpleasant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
far_wide,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
firmly_interested,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
firmly_matter-of-fact,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
formerly_unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freely_convertible,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
frequently_empty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fro_zen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frustratingly_spotty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fully_respected,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
generally_reversible,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
generally_unaffected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genuinely_fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genuinely_impressive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gift-tax_exempt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grossly_incorrect,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
happily_homosexual,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heavily_scented,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
here_existing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
highly_active,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
highly_original,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
highly_pedigreed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
highly_personable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
highly_polluted,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
highly_suspect,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
highly_unsual,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
highly_worrying,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hopelessly_archaic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
identifiably_jewish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
illegally_foreign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incredibly_'80s,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incredibly_confusing,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incredibly_tight,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indeed_other-worldly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indisputably_torture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inexcusably_wrong,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inextricably_mixed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inherently_antagonistic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
initially_repugnant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
instantly_identifiable,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
instantly_nostalgic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
instantly_visible,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internally_strong,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irrevocably_over,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just_19-0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just_awed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just_confident,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just_delicious,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just_extra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just_huffington,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just_overextended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
just_shocking,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just_theirs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just_tuberculosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
just_unfair,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
just_unsupportive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
largely_administrative,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
largely_generational,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
largely_gloomy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legitimately_shocked,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legitimately_stellar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
likely_unconstitutional,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
literally_tongue-tied,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
long_able,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longer_4-years-old,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longer_disabled,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longer_dominant,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longer_friendly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longer_prudent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loudly_transgressive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marginally_different,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markedly_successful,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mentally_unbalanced,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mentally_uptight,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merely_cyclical,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merely_tactical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metaphorically_right,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moderately_impressive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morally_clean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mostly_cloudly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mostly_creosote,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mostly_property-related,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mostly_responsible,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mostly_watchdogs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
much_break-even,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
much_catholic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
much_overdue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
much_routine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nearly_basic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
necessarily_gay,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nicely_grilled,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_biting,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_chanel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_steal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nominally_christian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notoriously_fickle,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notoriously_true,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now_0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now_4-12-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now_bedridden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now_diving,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now_indonesian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now_large,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now_reasonable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now_scotus-bork-review,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now_theirs,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now_troubled,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now_uninsured,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obviously_disadvantaged,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obviously_sexy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
often_dreamlike,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
often_hideous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
often_panderer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
often_stale,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
often_unpredictable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
often_worth,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
once_key,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
only_32nd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
only_brave,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
only_exciting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
only_female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
only_half-right,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
only_outdated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
only_rwandese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
only_unbreakable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
only_unlikely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
originally_prepared,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ostensibly_sympathetic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overly_worried,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
overwhelmingly_voluntary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_devastating,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_dramatic,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
particularly_impressed,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
particularly_strong,196,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15,0,0
past_disappointing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patently_silly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perfectly_effective,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perpetually_confusing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
personally_grateful,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phenomenally_bad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physically_imperative,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physically_inappropriate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plainly_incorrect,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plainly_redundant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
