adv_form_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
truly,14,0.43,1.34,0,0,0.0,0.0,5,6,3.1324057546821447,5,0.0,0.0,0.0,1.1942200949688373,1.105263157894737
statistically,14,0.36,1.08,0,0,0.0,0.0,4,5,3.0290897337953875,4,0.0,0.0,0.0,1.1787686347935873,1.1023622047244095
financially,14,0.29,0.83,0,0,0.0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
widely,14,0.29,0.83,0,0,0.0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
criminally,14,0.29,1.07,0,0,0.0,0.0,4,4,3.741657386773941,4,0.0,0.0,0.0,1.1218283962540023,1.0606060606060606
especially,14,0.29,0.83,0,0,0.0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
physically,14,0.29,0.83,0,0,0.0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
solely,14,0.21,0.58,0,0,0.0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
seriously,14,0.21,0.58,0,0,0.0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
altogether,14,0.21,0.8,0,0,0.0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
technically,14,0.21,0.43,0,0,0.0,0.0,1,3,1.987138130256161,1,0.0,0.0,0.0,1.1601293861601627,1.12
directly,14,0.21,0.8,0,0,0.0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
longer,14,0.21,0.8,0,0,0.0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
clinically,14,0.21,0.58,0,0,0.0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
probably,14,0.14,0.36,0,0,0.0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
strictly,14,0.14,0.36,0,0,0.0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
pretty,14,0.14,0.36,0,0,0.0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
previously,14,0.14,0.53,0,0,0.0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
scientifically,14,0.14,0.53,0,0,0.0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
wholly,14,0.14,0.53,0,0,0.0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
terminally,14,0.14,0.36,0,0,0.0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
usually,14,0.14,0.53,0,0,0.0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
remotely,14,0.14,0.36,0,0,0.0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
technologically,14,0.14,0.36,0,0,0.0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
substantially,14,0.14,0.36,0,0,0.0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
absolutely,14,0.14,0.53,0,0,0.0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
inherently,14,0.14,0.36,0,0,0.0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
currently,14,0.14,0.36,0,0,0.0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
fundamentally,14,0.14,0.36,0,0,0.0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
merely,14,0.14,0.53,0,0,0.0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
morally,14,0.14,0.53,0,0,0.0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
economically,14,0.14,0.53,0,0,0.0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
now,14,0.14,0.53,0,0,0.0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
historically,14,0.14,0.53,0,0,0.0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
commercially,14,0.14,0.53,0,0,0.0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
vastly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
also,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
highly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
half,14,0.07,0.27,0,0,0.0,0.0,1,1,3.7416573867739418,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
already,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
fiscally,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
environmentally,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
wildly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
then,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
consistently,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
thoroughly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
easily,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
humanly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
ultimately,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
well,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
universally,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
darn,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
overwhelmingly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
indeed,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
rarely,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
perfectly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
perhaps,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
overtly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
otherwise,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
openly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
actually,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
obviously,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
publicly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
purely,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
normally,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
partly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
no,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
near,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
reasonably,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
mutually,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
similarly,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
simply,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
medically,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
socially,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
internationally,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
often,14,0.07,0.27,0,0,0.0,0.0,1,1,3.741657386773941,1,0.0,0.0,0.0,1.0507566386532194,1.037037037037037
