key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,liddell,mutual_information,deltaP_min,deltaP_max,deltaP_max_abs,deltaP_product,unexpected_f,unexpected_ratio,expected_sqrt,unexpected_abs_sqrt,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~too_shabby,NEGATED,too_shabby,5399,220.59735,32094.713921,2.4411488,0.87730926,0.0016674144,0.9146197,0.0016734791,3226213,5903,86330752,5399.0,3220814.0,504.0,83104035.0,3226213.0,83104539.0,5903.0,86324849.0,3225992.402647402,5682.402647402,83098856.5973526,70.47566,0.003340845,0.87730926,1.388713,0.0016674144,0.87730926,0.87730926,0.0014628381,5178.40265,0.9591411,14.85252,71.96112,7.7430763,7.7242494,7.7514725,7.771723,7.919605,7.7796326,73.47788783028538,1796.1661949830811,76.83098333354845,too,shabby,3604496,8008.0
NEG~yet_available,NEGATED,yet_available,7481,307.85719,44196.147518,2.406542,0.8708215,0.0023097089,0.9081088,0.002318818,3226213,8238,86330752,7481.0,3218732.0,757.0,83103782.0,3226213.0,83104539.0,8238.0,86322514.0,3225905.142810316,7930.142810316,83096608.85718969,82.93343,0.004625824,0.8708215,1.3856103,0.0023097089,0.8708215,0.8708215,0.002011344,7173.14281,0.9588481,17.54586,84.694405,7.6928906,7.6774745,7.699766,7.7163477,7.8374405,7.7228246,86.49277426467485,1796.1661949830811,90.76342875850384,yet,available,101707,866272.0
NEG~entirely_clear,NEGATED,entirely_clear,7524,312.08004,44146.826164,2.370651,0.8636831,0.0023221949,0.9009699,0.002332146,3226213,8351,86330752,7524.0,3218689.0,827.0,83103712.0,3226213.0,83104539.0,8351.0,86322401.0,3225900.919957387,8038.919957387,83096500.0800426,83.14316,0.00465225,0.8636831,1.3821828,0.0023221949,0.8636831,0.8636831,0.0020056404,7211.91996,0.9585221,17.665787,84.92303,7.5853705,7.570563,7.5919743,7.6079016,7.724213,7.6141224,86.74099376880577,1796.1661949830811,91.38380600522173,entirely,clear,303833,491108.0
NEG~always_easy,NEGATED,always_easy,24574,1024.06052,143734.846913,2.3530126,0.85966563,0.0075829388,0.89676315,0.00761698,3226213,27403,86330752,24574.0,3201639.0,2829.0,83101710.0,3226213.0,83104539.0,27403.0,86303349.0,3225188.939479376,26378.939479376,83078160.06052062,150.22833,0.015105655,0.85966563,1.3801502,0.0075829388,0.85966563,0.85966563,0.0065187914,23549.93948,0.9583275,32.000946,153.4599,7.6501904,7.6421676,7.653768,7.6623974,7.7254133,7.6657677,156.760964528801,1796.1661949830811,165.53851515583918,always,easy,651053,771307.0
NEG~that_interested,NEGATED,that_interested,2435,101.79691,14187.962141,2.3361976,0.8565627,0.0007512773,0.893906,0.0007547549,3226213,2724,86330752,2435.0,3223778.0,289.0,83104250.0,3226213.0,83104539.0,2724.0,86328028.0,3226111.20308513,2622.20308513,83101916.79691488,47.282787,0.001508236,0.8565627,1.3787644,0.0007512773,0.8565627,0.8565627,0.00064351613,2333.20309,0.9581943,10.089445,48.30324,7.274033,7.2488832,7.285249,7.3123,7.509847,7.322866,49.34571916590131,1796.1661949830811,52.191953402799555,that,interested,250392,364497.0
NEG~really_sure,NEGATED,really_sure,17898,752.0789,103918.96831,2.318335,0.8521699,0.0055208835,0.8893416,0.005547681,3226213,20125,86330752,17898.0,3208315.0,2227.0,83102312.0,3226213.0,83104539.0,20125.0,86310627.0,3225460.921104348,19372.921104348,83085166.07889566,128.16179,0.011026578,0.8521699,1.3765411,0.0055208835,0.8521699,0.8521699,0.0047047306,17145.9211,0.95797974,27.424057,130.94243,7.5175276,7.5084467,7.521577,7.531344,7.6026707,7.535159,133.78340704287658,1796.1661949830811,141.86260959111107,really,sure,2120298,844981.0
NEG~always_obvious,NEGATED,always_obvious,2020,87.33458,11448.863932,2.2149172,0.827008,0.0006223066,0.86435604,0.00062612107,3226213,2337,86330752,2020.0,3224193.0,317.0,83104222.0,3226213.0,83104539.0,2337.0,86328415.0,3226125.665422154,2249.665422155,83102289.33457784,43.00124,0.001251336,0.827008,1.3641652,0.0006223066,0.827008,0.827008,0.0005146526,1932.66542,0.95676506,9.345297,43.96209,6.8852,6.86078,6.8960905,6.922357,7.1141744,6.9326167,44.94441010848846,1796.1661949830811,48.342527861087284,always,obvious,651053,193498.0
NEG~quite_ready,NEGATED,quite_ready,10259,446.23971,57890.787603,2.197477,0.8218841,0.0031596497,0.85914075,0.0031798892,3226213,11941,86330752,10259.0,3215954.0,1682.0,83102857.0,3226213.0,83104539.0,11941.0,86318811.0,3225766.760293516,11494.760293516,83093044.23970649,96.88101,0.006336326,0.8218841,1.3615369,0.0031596497,0.8218841,0.8218841,0.0025968659,9812.76029,0.9565026,21.124386,99.05938,7.0894613,7.07883,7.0942025,7.105638,7.189148,7.1101046,101.28672173587218,1796.1661949830811,109.27488274987991,quite,ready,1081806,240297.0
NEG~that_difficult,NEGATED,that_difficult,5577,243.58014,31361.190077,2.1842973,0.81832194,0.0017173291,0.8556306,0.001728652,3226213,6518,86330752,5577.0,3220636.0,941.0,83103598.0,3226213.0,83104539.0,6518.0,86324234.0,3225969.419863758,6274.419863758,83098264.58013624,71.41763,0.003450333,0.81832194,1.3597587,0.0017173291,0.81832194,0.81832194,0.0014053282,5333.41986,0.95632416,15.607054,73.030266,6.9779716,6.963727,6.984324,6.9996457,7.111535,7.00563,74.67931440499437,1796.1661949830811,80.73413156775763,that,difficult,250392,835024.0
NEG~necessarily_true,NEGATED,necessarily_true,3238,141.48426,18199.75829,2.182532,0.8179217,0.0009970594,0.8552562,0.0010036535,3226213,3786,86330752,3238.0,3222975.0,548.0,83103991.0,3226213.0,83104539.0,3786.0,86326966.0,3226071.515741668,3644.515741668,83100894.48425834,54.417034,0.002004954,0.8179217,1.3595687,0.0009970594,0.8179217,0.8179217,0.0008155165,3096.51574,0.956305,11.894715,55.646347,6.887752,6.8690805,6.896079,6.9161615,7.062822,6.924006,56.90342696182718,1796.1661949830811,61.53048025166064,necessarily,true,56694,348994.0
NEG~that_different,NEGATED,that_different,6574,290.47996,36634.911982,2.1506736,0.8084505,0.0020232557,0.8457481,0.0020376833,3226213,7773,86330752,6574.0,3219639.0,1199.0,83103340.0,3226213.0,83104539.0,7773.0,86322979.0,3225922.520036974,7482.520036974,83097056.47996302,77.49758,0.004065571,0.8084505,1.3547136,0.0020232557,0.8084505,0.8084505,0.001635702,6283.52004,0.9558138,17.043472,79.268654,6.895793,6.8831,6.901453,6.915105,7.014802,6.9204373,81.08020720249795,1796.1661949830811,88.16461875378354,that,different,250392,909864.0
NEG~too_surprised,NEGATED,too_surprised,2246,101.57269,12292.622129,2.0883362,0.78899735,0.0006904927,0.8263429,0.00069617224,3226213,2718,86330752,2246.0,3223967.0,472.0,83104067.0,3226213.0,83104539.0,2718.0,86328034.0,3226111.42730741,2616.42730741,83101922.57269259,45.248737,0.001391172,0.78899735,1.3446327,0.0006904927,0.78899735,0.78899735,0.0005447969,2144.42731,0.95477617,10.078328,46.30796,6.540558,6.52009,6.5496855,6.5717006,6.7324705,6.5802994,47.391982444291145,1796.1661949830811,52.1344415909483,too,surprised,3604496,104044.0
NEG~too_distant,NEGATED,too_distant,5251,246.83136,27929.199847,2.0001364,0.7576914,0.0016113122,0.7950038,0.001627605,3226213,6605,86330752,5251.0,3220962.0,1354.0,83103185.0,3226213.0,83104539.0,6605.0,86324147.0,3225966.168640706,6358.168640706,83098180.8313593,69.05751,0.003248559,0.7576914,1.3278416,0.0016113122,0.7576914,0.7576914,0.0012208773,5004.16864,0.95299345,15.710868,70.74015,6.403459,6.39114,6.408953,6.4222035,6.5189676,6.427379,72.46378405796926,1796.1661949830811,81.27115109311545,too,distant,3604496,38714.0
NEG~as_fortunate,NEGATED,as_fortunate,2179,102.65643,11568.863755,1.9948485,0.7558826,0.0006685701,0.793229,0.00067540485,3226213,2747,86330752,2179.0,3224034.0,568.0,83103971.0,3226213.0,83104539.0,2747.0,86328005.0,3226110.343566392,2644.343566392,83101894.65643361,44.480595,0.001349661,0.7558826,1.326871,0.0006685701,0.7558826,0.7558826,0.00050536054,2076.34357,0.9528883,10.131951,45.566914,6.2573867,6.2383432,6.2658796,6.286362,6.435944,6.294363,46.67976006793523,1796.1661949830811,52.41183072551463,as,fortunate,3764276,69119.0
NEG~necessarily_bad,NEGATED,necessarily_bad,2065,98.88203,10834.743956,1.9616822,0.74307567,0.00063307816,0.7804233,0.0006400693,3226213,2646,86330752,2065.0,3224148.0,581.0,83103958.0,3226213.0,83104539.0,2646.0,86328106.0,3226114.117974763,2547.117974763,83101991.88202524,43.266277,0.00127909,0.74307567,1.3198028,0.00063307816,0.74307567,0.74307567,0.00047042497,1966.11797,0.95211524,9.943944,44.340927,6.148387,6.129404,6.1568527,6.1772704,6.3263774,6.1852455,45.44227107000705,1796.1661949830811,51.43928459844674,necessarily,bad,56694,557528.0
NEG~entirely_true,NEGATED,entirely_true,3667,176.01449,19208.700279,1.9572978,0.7412263,0.0011240763,0.7785563,0.0011366268,3226213,4710,86330752,3667.0,3222546.0,1043.0,83103496.0,3226213.0,83104539.0,4710.0,86326042.0,3226036.985510632,4533.985510632,83100005.01448935,57.64911,0.00226994,0.7412263,1.3187625,0.0011240763,0.7412263,0.7412263,0.00083319494,3490.98551,0.95200044,13.267045,59.084564,6.2257843,6.2116,6.2321095,6.247366,6.35878,6.253325,60.55575942881073,1796.1661949830811,68.62943974709395,entirely,true,303833,348994.0
NEG~all_bad,NEGATED,all_bad,8637,417.614,45018.249263,1.9438936,0.7356107,0.002646593,0.7728859,0.0026771326,3226213,11175,86330752,8637.0,3217576.0,2538.0,83102001.0,3226213.0,83104539.0,11175.0,86319577.0,3225795.386004526,10757.386004526,83093781.61399548,88.44187,0.005335783,0.7356107,1.3155879,0.002646593,0.7356107,0.7356107,0.0019468621,8219.386,0.95164824,20.435606,90.66083,6.2768903,6.267766,6.2809596,6.290774,6.3624444,6.294607,92.93546147730693,1796.1661949830811,105.71187255932988,all,bad,446165,557528.0
NEG~that_great,NEGATED,that_great,11075,544.74803,57032.534569,1.9123919,0.72251016,0.0033906777,0.75975853,0.0034328173,3226213,14577,86330752,11075.0,3215138.0,3502.0,83101037.0,3226213.0,83104539.0,14577.0,86316175.0,3225668.251972078,14032.251972078,83090506.74802792,100.06148,0.006834753,0.72251016,1.308148,0.0033906777,0.72251016,0.72251016,0.002449799,10530.25197,0.9508128,23.339838,102.61702,6.1961412,6.188308,6.199635,6.2080607,6.269593,6.211352,105.23782589924595,1796.1661949830811,120.73524754602526,that,great,250392,380889.0
NEG~even_aware,NEGATED,even_aware,7060,347.65664,36319.04651,1.9097807,0.7216024,0.002161334,0.758895,0.0021883242,3226213,9303,86330752,7060.0,3219153.0,2243.0,83102296.0,3226213.0,83104539.0,9303.0,86321449.0,3225865.343355714,8955.343355714,83095583.65664428,79.88621,0.004364064,0.7216024,1.3076541,0.002161334,0.7216024,0.7216024,0.0015596237,6712.34336,0.95075685,18.645554,81.928894,6.1512775,6.1414824,6.1556463,6.166182,6.243123,6.170297,84.02380615040002,1796.1661949830811,96.45206063117574,even,aware,1158154,321193.0
NEG~so_sure,NEGATED,so_sure,26584,1333.22567,135155.739315,1.8804227,0.708073,0.008130597,0.7451508,0.008240001,3226213,35676,86330752,26584.0,3199629.0,9092.0,83095447.0,3226213.0,83104539.0,35676.0,86295076.0,3224879.774326395,34342.774326395,83070196.2256736,154.86902,0.016299758,0.708073,1.2997167,0.008130597,0.708073,0.708073,0.0057570566,25250.77433,0.9498486,36.513363,158.90492,6.1397557,6.1348495,6.1419435,6.14722,6.1857553,6.1492815,163.04600577751054,1796.1661949830811,188.88091486436633,so,sure,5819220,844981.0
NEG~too_keen,NEGATED,too_keen,3709,187.41246,18733.380175,1.8646303,0.7022517,0.00113393,0.7395812,0.0011496451,3226213,5015,86330752,3709.0,3222504.0,1306.0,83103233.0,3226213.0,83104539.0,5015.0,86325737.0,3226025.58754476,4827.58754476,83099711.41245525,57.824257,0.002295722,0.7022517,1.2964584,0.00113393,0.7022517,0.7022517,0.00079630426,3521.58754,0.9494709,13.689867,59.342964,5.9406643,5.927659,5.946464,5.9604526,6.0626054,5.965916,60.90155991434045,1796.1661949830811,70.81666470542086,too,keen,3604496,55698.0
NEG~even_close,NEGATED,even_close,17701,905.44693,88714.276362,1.8464836,0.693395,0.005408067,0.7305708,0.0054866187,3226213,24229,86330752,17701.0,3208512.0,6528.0,83098011.0,3226213.0,83104539.0,24229.0,86306523.0,3225307.553065204,23323.553065204,83081215.44693479,126.23954,0.010891442,0.693395,1.2911348,0.005408067,0.693395,0.693395,0.0037499268,16795.55307,0.9488477,30.090645,129.59766,6.012692,6.0068426,6.0153003,6.0215917,6.067536,6.0240493,133.04510513355987,1796.1661949830811,155.65667348366404,even,close,1158154,480288.0
NEG~that_easy,NEGATED,that_easy,10158,522.02684,50723.577132,1.838015,0.68992287,0.0031027254,0.7271816,0.0031485832,3226213,13969,86330752,10158.0,3216055.0,3811.0,83100728.0,3226213.0,83104539.0,13969.0,86316783.0,3225690.973163062,13446.973163062,83091092.02683693,95.60739,0.006270018,0.68992287,1.2891154,0.0031027254,0.68992287,0.68992287,0.0021406412,9635.97316,0.9486093,22.847906,98.162994,5.952526,5.9448504,5.9559493,5.964205,6.0244956,5.9674296,100.7869039111729,1796.1661949830811,118.1905241548577,that,easy,250392,771307.0
NEG~quite_sure,NEGATED,quite_sure,26156,1357.2922,129854.371335,1.8249074,0.6830712,0.007985034,0.72015417,0.008107338,3226213,36320,86330752,26156.0,3200057.0,10164.0,83094375.0,3226213.0,83104539.0,36320.0,86294432.0,3224855.707801734,34962.707801734,83069576.29219827,153.33574,0.016034167,0.6830712,1.2848979,0.007985034,0.6830712,0.6830712,0.005454347,24798.7078,0.9481078,36.841446,157.47606,5.9591575,5.954438,5.961262,5.9663386,6.003409,5.9683213,161.72816699635226,1796.1661949830811,190.57806799314554,quite,sure,1081806,844981.0
NEG~too_pleased,NEGATED,too_pleased,2772,143.9507,13736.107155,1.8205462,0.6822862,0.00084621605,0.7196262,0.0008592117,3226213,3852,86330752,2772.0,3223441.0,1080.0,83103459.0,3226213.0,83104539.0,3852.0,86326900.0,3226069.049296594,3708.049296594,83100830.95070341,49.91567,0.001716374,0.6822862,1.2845794,0.00084621605,0.6822862,0.6822862,0.00057736156,2628.0493,0.94806975,11.997946,51.264503,5.7657194,5.7512207,5.7721853,5.78778,5.9016643,5.7938714,52.64978632435273,1796.1661949830811,62.0644825967316,too,pleased,3604496,170311.0
NEG~that_important,NEGATED,that_important,5532,288.76093,27319.807538,1.8130535,0.67862153,0.0016882914,0.7159312,0.0017147039,3226213,7727,86330752,5532.0,3220681.0,2195.0,83102344.0,3226213.0,83104539.0,7727.0,86323025.0,3225924.23907445,7438.239074449,83097100.76092555,70.49504,0.003421214,0.67862153,1.2823437,0.0016882914,0.67862153,0.67862153,0.0011457108,5243.23907,0.9478017,16.992968,72.41022,5.822871,5.812676,5.8274174,5.838383,5.9184623,5.842666,74.3774159271482,1796.1661949830811,87.90335602239541,that,important,250392,2203136.0
NEG~that_big,NEGATED,that_big,6269,331.25105,30701.507023,1.7947747,0.6699412,0.0019119194,0.7072428,0.0019431451,3226213,8864,86330752,6269.0,3219944.0,2595.0,83101944.0,3226213.0,83104539.0,8864.0,86321888.0,3225881.748952494,8532.748952494,83096006.2510475,74.99334,0.003875642,0.6699412,1.277041,0.0019119194,0.6699412,0.6699412,0.0012808735,5937.74895,0.9471605,18.200304,77.05679,5.7765617,5.7671285,5.780769,5.7909155,5.8650126,5.7948785,79.17701686727027,1796.1661949830811,94.14881836751856,that,big,250392,357705.0
NEG~always_clear,NEGATED,always_clear,4012,212.48798,19614.053473,1.7909932,0.6682663,0.00122342,0.7055927,0.0012435633,3226213,5686,86330752,4012.0,3222201.0,1674.0,83102865.0,3226213.0,83104539.0,5686.0,86325066.0,3226000.512019842,5473.512019842,83099065.48798016,59.98565,0.002482751,0.6682663,1.2760266,0.00122342,0.6682663,0.6682663,0.00081757037,3799.51202,0.9470369,14.576967,61.640182,5.7199583,5.708198,5.725203,5.737852,5.830225,5.7427926,63.340350488452465,1796.1661949830811,75.40557008603542,always,clear,651053,491108.0
NEG~more_wrong,NEGATED,more_wrong,3162,168.0546,15420.778895,1.7857372,0.66579974,0.00096403237,0.70313543,0.0009800965,3226213,4497,86330752,3162.0,3223051.0,1335.0,83103204.0,3226213.0,83104539.0,4497.0,86326255.0,3226044.945401553,4328.945401553,83100210.05459845,53.243053,0.001957464,0.66579974,1.2745115,0.00096403237,0.66579974,0.66579974,0.0006418525,2993.9454,0.9468518,12.963588,54.716957,5.675156,5.661964,5.6810393,5.695229,5.7988524,5.7007713,56.231663678038196,1796.1661949830811,67.05967491719595,more,wrong,9607426,187720.0
NEG~entirely_accurate,NEGATED,entirely_accurate,2103,112.29799,10222.44722,1.7787055,0.6624863,0.00064099405,0.69983363,0.00065184786,3226213,3005,86330752,2103.0,3224110.0,902.0,83103637.0,3226213.0,83104539.0,3005.0,86327747.0,3226100.702008376,2892.702008376,83101646.29799162,43.409683,0.001302483,0.6624863,1.2724673,0.00064099405,0.6624863,0.6624863,0.00042464977,1990.70201,0.94660103,10.5970745,44.617283,5.5962486,5.5801606,5.603423,5.6207275,5.7470956,5.627486,45.858477951192405,1796.1661949830811,54.817880294662984,entirely,accurate,303833,177046.0
NEG~immediately_available,NEGATED,immediately_available,21297,1148.20492,102962.937896,1.7676448,0.656012,0.0064877905,0.6931489,0.006601238,3226213,30725,86330752,21297.0,3204916.0,9428.0,83095111.0,3226213.0,83104539.0,30725.0,86300027.0,3225064.79507732,29576.795077321,83074962.20492268,138.06699,0.013077928,0.656012,1.268299,0.0064877905,0.656012,0.656012,0.0042560683,20148.79508,0.94608605,33.885174,141.94646,5.765759,5.7607636,5.767987,5.77336,5.8125973,5.7754583,145.9349170006959,1796.1661949830811,175.28548142958104,immediately,available,103177,866272.0
NEG~that_bad,NEGATED,that_bad,16535,896.0296,79639.848117,1.7598228,0.65243006,0.005035654,0.68961924,0.005125204,3226213,23977,86330752,16535.0,3209678.0,7442.0,83097097.0,3226213.0,83104539.0,23977.0,86306775.0,3225316.970400941,23080.970400941,83081458.02959906,121.6203,0.01017479,0.65243006,1.2660818,0.005035654,0.65243006,0.65243006,0.003285412,15638.9704,0.94581014,29.933754,125.05587,5.7294264,5.7237883,5.7319407,5.738005,5.782292,5.740374,128.58849093134268,1796.1661949830811,154.84508387417407,that,bad,250392,557528.0
NEG~completely_sure,NEGATED,completely_sure,2356,128.51674,11287.010531,1.7486818,0.6477383,0.0007172362,0.68508285,0.00073026796,3226213,3439,86330752,2356.0,3223857.0,1083.0,83103456.0,3226213.0,83104539.0,3439.0,86327313.0,3226084.483263496,3310.483263496,83101228.5167365,45.890926,0.001458981,0.6477383,1.2632155,0.0007172362,0.6477383,0.6477383,0.00046458136,2227.48326,0.9454513,11.336522,47.19622,5.520526,5.5056863,5.5271435,5.543104,5.659663,5.549339,48.53864439804639,1796.1661949830811,58.642987645583,completely,sure,654559,844981.0
NEG~more_pleased,NEGATED,more_pleased,3828,209.38624,18306.396045,1.7451459,0.64587694,0.0011651719,0.6832054,0.0011865305,3226213,5603,86330752,3828.0,3222385.0,1775.0,83102764.0,3226213.0,83104539.0,5603.0,86325149.0,3226003.613761374,5393.613761374,83099145.38623862,58.486584,0.002368947,0.64587694,1.2620238,0.0011651719,0.64587694,0.64587694,0.00075255765,3618.61376,0.9453014,14.470184,60.154915,5.5706935,5.5590873,5.5758696,5.5883527,5.679517,5.593229,61.87083319303208,1796.1661949830811,74.85318964479737,more,pleased,9607426,170311.0
NEG~only_important,NEGATED,only_important,2764,152.88222,13117.490537,1.729879,0.6382893,0.0008407642,0.67562944,0.000856732,3226213,4091,86330752,2764.0,3223449.0,1327.0,83103212.0,3226213.0,83104539.0,4091.0,86326661.0,3226060.117775796,3938.117775796,83100600.8822242,49.665802,0.001711294,0.6382893,1.257181,0.0008407642,0.6382893,0.6382893,0.00053665077,2611.11778,0.9446881,12.364555,51.0991,5.483804,5.4703054,5.4898243,5.5043435,5.610374,5.5100145,52.57375771237966,1796.1661949830811,63.96092557178953,only,important,464168,2203136.0
NEG~that_simple,NEGATED,that_simple,6163,344.8165,29028.353448,1.7152138,0.6306281,0.00187342,0.6679311,0.0019102892,3226213,9227,86330752,6163.0,3220050.0,3064.0,83101475.0,3226213.0,83104539.0,9227.0,86321525.0,3225868.183504587,8882.183504587,83095656.81649542,74.11248,0.003809683,0.6306281,1.2522042,0.00187342,0.6306281,0.6306281,0.0011814312,5818.1835,0.94405055,18.569235,76.277016,5.5219827,5.51305,5.5259666,5.535575,5.6057415,5.5393276,78.50477692471968,1796.1661949830811,96.0572745813663,that,simple,250392,427167.0
