key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total,first_char
COM~more_public,COMPLEMENT,more_public,7356,7081.07918,377.40893,0.83996546,0.037135165,9.0485184e-05,0.99351704,0.00010559447,69662736,7404,72839589,7356.0,69655380.0,48.0,3176805.0,69662740.0,3176853.0,7404.0,72832185.0,69655654.9208173,322.920817304,3176530.079182696,3.2054334,0.000211167,0.01654227,9.0485184e-05,0.037135165,0.037135165,0.018612826,274.9208200000003,0.037373684,1.7325913,1.690008,1.7516629,1.7978474,2.2390735,1.8808804,85.76712656956627,8346.420550152023,86.04649905719582,more,public,8757314.0,34648.0,m
COM~less_competitive,COMPLEMENT,less_competitive,5209,5014.32984,267.21191,0.83800143,0.037132207,6.407214e-05,0.99351513,7.477455e-05,69662736,5243,72839589,5209.0,69657527.0,34.0,3176819.0,69662740.0,3176853.0,5243.0,72834346.0,69657721.67015736,228.670157365,3176624.329842636,2.697256,0.000149538,0.016541459,6.407214e-05,0.037132207,0.037132207,0.018598141,194.67015999999967,0.03737189,1.556218,1.5079027,1.5778818,1.6304086,2.1369975,1.7250768,72.17340230306452,8346.420550152023,72.40856302952021,less,competitive,1170138.0,155017.0,l
COM~less_concerned,COMPLEMENT,less_concerned,7019,6756.86446,359.359703,0.83788735,0.037107002,8.627714e-05,0.993489,0.00010075688,69662736,7065,72839589,7019.0,69655717.0,46.0,3176807.0,69662740.0,3176853.0,7065.0,72832524.0,69655979.13554488,308.135544875,3176544.864455125,3.1288755,0.000201493,0.016530035,8.627714e-05,0.037107002,0.037107002,0.01859664,262.1355400000002,0.037346564,1.705833,1.662564,1.7252142,1.7721558,2.2211087,1.8565738,83.77947242612596,8346.420550152023,84.0535543567314,less,concerned,1170138.0,216213.0,l
COM~incredibly_detailed,COMPLEMENT,incredibly_detailed,2289,2203.51248,117.192436,0.82841784,0.03710513,2.813666e-05,0.99348956,3.2858312e-05,69662736,2304,72839589,2289.0,69660447.0,15.0,3176838.0,69662740.0,3176853.0,2304.0,72837285.0,69660532.48751527,100.487515271,3176752.512484729,1.7868159,6.5714e-05,0.016530277,2.813666e-05,0.03710513,0.03710513,0.018566633,85.48752000000013,0.037347104,1.0335828,0.97027576,1.0620577,1.1313312,1.8174367,1.2570282,47.843494855622744,8346.420550152023,48.0,incredibly,detailed,377494.0,120644.0,i
COM~very_excited,COMPLEMENT,very_excited,75286,72477.77197,3843.179995,0.8393223,0.037094768,0.0009242771,0.9934418,0.0010807213,69662736,75783,72839589,75286.0,69587450.0,497.0,3176356.0,69662740.0,3176853.0,75783.0,72763806.0,69590258.2280251,3305.228025092,3173547.771974908,10.234703,0.002159094,0.01650939,0.0009242771,0.037094768,0.037094768,0.019009523,2808.2280299999984,0.0373008,2.4277706,2.411935,2.4348269,2.4518242,2.607916,2.4820616,274.38294407634015,8346.420550152023,275.28712283722973,very,excited,9254924.0,343249.0,v
COM~really_weird,COMPLEMENT,really_weird,8371,8058.50529,428.054553,0.83755165,0.037091248,0.00010285194,0.9934726,0.00012016467,69662736,8426,72839589,8371.0,69654365.0,55.0,3176798.0,69662740.0,3176853.0,8426.0,72831163.0,69654677.49470645,367.494706457,3176485.505293543,3.4154978,0.0002403,0.016522845,0.00010285194,0.037091248,0.037091248,0.01859705,312.49470999999994,0.03733063,1.7859046,1.7454628,1.8040094,1.847833,2.2650614,1.9265499,91.49316914393118,8346.420550152023,91.79324593890337,really,weird,1949631.0,47210.0,r
COM~extremely_hard,COMPLEMENT,extremely_hard,10033,9658.53845,512.74484,0.837681,0.037084214,0.0001232472,0.9934647,0.00014402247,69662736,10099,72839589,10033.0,69652703.0,66.0,3176787.0,69662740.0,3176853.0,10099.0,72829490.0,69653077.4615524,440.461552398,3176412.538447602,3.7384522,0.000288003,0.0165194,0.0001232472,0.037084214,0.037084214,0.018603731,374.46155,0.03732299,1.8637006,1.8260164,1.8805617,1.9213513,2.3080068,1.9945345,100.16486409914407,8346.420550152023,100.4937809021036,extremely,hard,917735.0,348463.0,e
COM~really_powerful,COMPLEMENT,really_powerful,5157,4964.59779,263.253845,0.83364433,0.037067216,6.3325686e-05,0.9934502,7.40281e-05,69662736,5191,72839589,5157.0,69657579.0,34.0,3176819.0,69662740.0,3176853.0,5191.0,72834398.0,69657771.40220997,226.402209971,3176626.597790029,2.6792393,0.000148045,0.016513063,6.3325686e-05,0.037067216,0.037067216,0.018565271,192.4022100000002,0.037308943,1.5416789,1.4933599,1.5633444,1.6158751,2.1224954,1.7105501,71.81225522151495,8346.420550152023,72.04859471218019,really,powerful,1949631.0,381858.0,r
COM~less_productive,COMPLEMENT,less_productive,3792,3650.52394,193.573342,0.8314023,0.03706667,4.656427e-05,0.99345034,5.4433694e-05,69662736,3817,72839589,3792.0,69658944.0,25.0,3176828.0,69662740.0,3176853.0,3817.0,72835772.0,69659085.47606154,166.476061541,3176686.523938459,2.2974644,0.000108861,0.016513128,4.656427e-05,0.03706667,0.03706667,0.018556617,141.47605999999996,0.037309088,1.3645821,1.3108232,1.3887137,1.4472941,2.0175579,1.5531259,61.57921727336261,8346.420550152023,61.78187436457395,less,productive,1170138.0,102361.0,l
COM~quite_hard,COMPLEMENT,quite_hard,5913,5692.40725,301.788526,0.8342757,0.03706498,7.260409e-05,0.9934476,8.488039e-05,69662736,5952,72839589,5913.0,69656823.0,39.0,3176814.0,69662740.0,3176853.0,5952.0,72833637.0,69657043.59274778,259.592747784,3176593.407252216,2.8687143,0.000169746,0.016511915,7.260409e-05,0.03706498,0.03706498,0.018568793,220.5927499999998,0.037306402,1.6138834,1.5678952,1.6344941,1.6844419,2.1642804,1.7743709,76.89603370785778,8346.420550152023,77.14920608794364,quite,hard,995239.0,348463.0,q
COM~most_entertaining,COMPLEMENT,most_entertaining,8185,7879.66118,417.699922,0.835689,0.037064373,0.00010049671,0.9934458,0.00011749467,69662736,8239,72839589,8185.0,69654551.0,54.0,3176799.0,69662740.0,3176853.0,8239.0,72831350.0,69654856.33881871,359.338818716,3176493.661181284,3.3749914,0.000234962,0.01651114,0.00010049671,0.037064373,0.037064373,0.018582433,305.33881999999994,0.03730468,1.7716081,1.7308803,1.7898419,1.8339803,2.254396,1.9132721,90.47098982546837,8346.420550152023,90.76893741803966,most,entertaining,7156931.0,65015.0,m
COM~more_ambitious,COMPLEMENT,more_ambitious,13470,12967.63272,686.936274,0.83662915,0.037057366,0.00016534505,0.9934361,0.00019336019,69662736,13559,72839589,13470.0,69649266.0,89.0,3176764.0,69662740.0,3176853.0,13559.0,72826030.0,69649768.3672828,591.367282797,3176261.632717203,4.328501,0.000386645,0.016506894,0.00016534505,0.037057366,0.037057366,0.018611355,502.3672800000004,0.03729527,1.9757085,1.9422586,1.9906628,2.026808,2.3672087,2.0915463,116.06032913963324,8346.420550152023,116.44311916124542,more,ambitious,8757314.0,59747.0,m
COM~very_tough,COMPLEMENT,very_tough,29895,28780.51267,1522.994833,0.8370013,0.037050076,0.0003668132,0.9934204,0.00042913904,69662736,30093,72839589,29895.0,69632841.0,198.0,3176655.0,69662740.0,3176853.0,30093.0,72809496.0,69633955.48732512,1312.487325114,3175540.512674886,6.4457855,0.000857907,0.016500032,0.0003668132,0.037050076,0.037050076,0.018708445,1114.48733,0.037280057,2.2243443,2.2004507,2.235007,2.2607305,2.499607,2.3066301,172.90170618013,8346.420550152023,173.4733408913312,very,tough,9254924.0,121250.0,v
COM~more_commonplace,COMPLEMENT,more_commonplace,3026,2913.15062,154.279772,0.8281996,0.037049934,3.714232e-05,0.993434,4.3437856e-05,69662736,3046,72839589,3026.0,69659710.0,20.0,3176833.0,69662740.0,3176853.0,3046.0,72836543.0,69659822.84938,132.849379999,3176720.150620002,2.051468,8.6872e-05,0.016505985,3.714232e-05,0.037049934,0.037049934,0.018543538,112.84938000000011,0.03729325,1.2197111,1.1618431,1.2457095,1.3088799,1.9283187,1.4232153,55.00909015790027,8346.420550152023,55.190578906186516,more,commonplace,8757314.0,12524.0,m
COM~too_few,COMPLEMENT,too_few,21105,20318.41265,1074.2816,0.8358284,0.03703539,0.0002588909,0.9934102,0.00030295967,69662736,21245,72839589,21105.0,69641631.0,140.0,3176713.0,69662740.0,3176853.0,21245.0,72818344.0,69642417.58735327,926.587353273,3175926.412646727,5.414449,0.000605735,0.01649558,0.0002588909,0.03703539,0.03703539,0.01864714,786.5873500000016,0.03727019,2.1233687,2.0956447,2.1357498,2.1656408,2.4447541,2.2190561,145.275600153639,8346.420550152023,145.75664650368435,too,few,3021077.0,247367.0,t
COM~more_accessible,COMPLEMENT,more_accessible,40465,38957.41213,2057.923625,0.83573836,0.037031263,0.0004961951,0.99339616,0.0005808701,69662736,40734,72839589,40465.0,69622271.0,269.0,3176584.0,69662740.0,3176853.0,40734.0,72798855.0,69623778.58786765,1776.58786765,3175076.41213235,7.4945035,0.001161061,0.016489444,0.0004961951,0.037031263,0.037031263,0.018763728,1507.587870000003,0.037256587,2.2945335,2.2736473,2.303849,2.3263092,2.5340006,2.3663402,201.1591409804685,8346.420550152023,201.82665829864993,more,accessible,8757314.0,145092.0,m
COM~abnormally_high,COMPLEMENT,abnormally_high,2861,2754.39061,145.524596,0.82557106,0.037018616,3.5088542e-05,0.9934028,4.1069303e-05,69662736,2880,72839589,2861.0,69659875.0,19.0,3176834.0,69662740.0,3176853.0,2880.0,72836709.0,69659981.60939409,125.609394089,3176727.39060591,1.9931343,8.2135e-05,0.01649233,3.5088542e-05,0.037018616,0.037018616,0.018526852,106.60939000000008,0.03726298,1.1787479,1.119917,1.2051842,1.2694324,1.9005269,1.3857694,53.48831648126533,8346.420550152023,53.665631459994955,abnormally,high,10419.0,522384.0,a
COM~environmentally_conscious,COMPLEMENT,environmentally_conscious,6020,5795.6969,306.136425,0.83120626,0.037016794,7.382528e-05,0.9933993,8.641636e-05,69662736,6060,72839589,6020.0,69656716.0,40.0,3176813.0,69662740.0,3176853.0,6060.0,72833529.0,69656940.30310006,264.303100063,3176588.696899937,2.8909264,0.000172818,0.016490826,7.382528e-05,0.037016794,0.037016794,0.01854531,224.3031000000001,0.03725965,1.6162124,1.5706447,1.6366327,1.6861149,2.1611435,1.7751892,77.5886589650833,8346.420550152023,77.84600182411425,environmentally,conscious,76246.0,41734.0,e
COM~more_varied,COMPLEMENT,more_varied,3159,3041.30629,160.603578,0.8261934,0.037012216,3.873674e-05,0.9933962,4.5347057e-05,69662736,3180,72839589,3159.0,69659577.0,21.0,3176832.0,69662740.0,3176853.0,3180.0,72836409.0,69659694.69370598,138.693705974,3176714.306294026,2.0940084,9.069e-05,0.016489465,3.873674e-05,0.037012216,0.037012216,0.018525476,117.69371000000001,0.037256636,1.2431443,1.1861812,1.2687312,1.330889,1.9394003,1.4433448,56.20498198558558,8346.420550152023,56.39148871948674,more,varied,8757314.0,6915.0,m
COM~more_confident,COMPLEMENT,more_confident,40716,39200.33408,2065.671845,0.8336173,0.036999103,0.00049885386,0.9933639,0.0005844732,69662736,40988,72839589,40716.0,69622020.0,272.0,3176581.0,69662740.0,3176853.0,40988.0,72798601.0,69623535.66591838,1787.665918379,3175065.334081622,7.5114007,0.001168259,0.016475337,0.00049885386,0.036999103,0.036999103,0.018748978,1515.6659199999995,0.037225313,2.2899888,2.2692049,2.2992587,2.3216083,2.5282476,2.3614407,201.78206064960284,8346.420550152023,202.4549332567621,more,confident,8757314.0,125136.0,m
COM~so_refreshing,COMPLEMENT,so_refreshing,4050,3899.1842,205.613461,0.82719415,0.03699393,4.9638275e-05,0.9933775,5.813725e-05,69662736,4077,72839589,4050.0,69658686.0,27.0,3176826.0,69662740.0,3176853.0,4077.0,72835512.0,69658836.8157985,177.815798508,3176675.184201492,2.3698416,0.000116268,0.016481271,4.9638275e-05,0.03699393,0.03699393,0.018521782,150.81579999999985,0.037238467,1.3946282,1.3422518,1.4181324,1.4751722,2.029089,1.5781562,63.63961030678928,8346.420550152023,63.85138996137829,so,refreshing,5206528.0,23719.0,s
COM~less_confident,COMPLEMENT,less_confident,3446,3317.70174,174.847682,0.8253254,0.036985982,4.222704e-05,0.9933698,4.9466908e-05,69662736,3469,72839589,3446.0,69659290.0,23.0,3176830.0,69662740.0,3176853.0,3469.0,72836120.0,69659418.29825975,151.298259755,3176701.701740244,2.185562,9.8929e-05,0.016477933,4.222704e-05,0.036985982,0.036985982,0.018514104,128.29826000000003,0.03723107,1.295242,1.2399559,1.3200669,1.3803507,1.968755,1.4893334,58.70264048575669,8346.420550152023,58.89821729050889,less,confident,1170138.0,125136.0,l
COM~more_radical,COMPLEMENT,more_radical,11798,11358.99209,597.706055,0.8305191,0.03696889,0.00014449147,0.9933485,0.00016935884,69662736,11877,72839589,11798.0,69650938.0,79.0,3176774.0,69662740.0,3176853.0,11877.0,72827712.0,69651377.0079075,518.007907499,3176334.992092501,4.041738,0.00033866,0.016468596,0.00014449147,0.03696889,0.03696889,0.01855669,439.00791000000027,0.037210368,1.9109501,1.8758523,1.926646,1.9645965,2.322894,2.0326133,108.61859877571612,8346.420550152023,108.9816498315198,more,radical,8757314.0,32349.0,m
COM~hugely_successful,COMPLEMENT,hugely_successful,9706,9344.84396,491.682039,0.8298696,0.036966994,0.00011886794,0.99334764,0.00013932843,69662736,9771,72839589,9706.0,69653030.0,65.0,3176788.0,69662740.0,3176853.0,9771.0,72829818.0,69653391.15603808,426.156038072,3176426.843961928,3.6658504,0.000278618,0.016468232,0.00011886794,0.036966994,0.036966994,0.01854293,361.15603999999985,0.037209567,1.8314043,1.7934899,1.8483691,1.8894114,2.2785947,1.9630548,98.5190336940025,8346.420550152023,98.84836872705588,hugely,successful,73634.0,366516.0,h
COM~very_dark,COMPLEMENT,very_dark,16104,15504.92379,815.259511,0.8305998,0.036960866,0.00019717503,0.9933383,0.00023117094,69662736,16212,72839589,16104.0,69646632.0,108.0,3176745.0,69662740.0,3176853.0,16212.0,72823377.0,69647231.07621422,707.076214227,3176145.923785772,4.7207956,0.000462234,0.016464125,0.00019717503,0.036960866,0.036960866,0.018579021,599.0762099999993,0.03720046,2.0233142,1.9924093,2.037124,2.0704856,2.3834667,2.130177,126.90153663372244,8346.420550152023,127.32635233917604,very,dark,9254924.0,72272.0,v
COM~more_open-minded,COMPLEMENT,more_open-minded,2233,2149.95489,112.938382,0.8176628,0.036942914,2.7332786e-05,0.9933274,3.205444e-05,69662736,2248,72839589,2233.0,69660503.0,15.0,3176838.0,69662740.0,3176853.0,2248.0,72837341.0,69660586.04511039,98.045110386,3176754.954889614,1.7573963,6.4107e-05,0.016459376,2.7332786e-05,0.036942914,0.036942914,0.018485123,83.04511000000002,0.037189927,0.9975674,0.93424267,1.0260501,1.0953419,1.781588,1.2210698,47.25462940284264,8346.420550152023,47.41307836451879,more,open-minded,8757314.0,5224.0,m
COM~more_unique,COMPLEMENT,more_unique,10548,10155.85897,532.982986,0.82793736,0.036933627,0.00012906607,0.99331385,0.00015141524,69662736,10619,72839589,10548.0,69652188.0,71.0,3176782.0,69662740.0,3176853.0,10619.0,72828970.0,69652580.14102633,463.141026331,3176389.858973669,3.8181872,0.000302784,0.01645346,0.00012906607,0.036933627,0.036933627,0.018531347,392.1410300000007,0.037176814,1.8607311,1.8241093,1.8771133,1.9167356,2.2916956,1.987793,102.70345661174214,8346.420550152023,103.04853225543778,more,unique,8757314.0,159313.0,m
COM~much_sweeter,COMPLEMENT,much_sweeter,2378,2289.58719,120.174714,0.81782854,0.03693221,2.9099467e-05,0.99331665,3.4135897e-05,69662736,2394,72839589,2378.0,69660358.0,16.0,3176837.0,69662740.0,3176853.0,2394.0,72837195.0,69660446.41280884,104.412808837,3176748.587191163,1.8130479,6.8269e-05,0.016454663,2.9099467e-05,0.03693221,0.03693221,0.018480655,88.41280999999981,0.03717948,1.0414108,0.9793187,1.0693318,1.1372377,1.8082205,1.2603806,48.76474136094644,8346.420550152023,48.92851929090027,much,sweeter,1769908.0,7033.0,m
COM~incredibly_strong,COMPLEMENT,incredibly_strong,5051,4863.22091,255.206917,0.8246248,0.036930617,6.1804065e-05,0.99331367,7.250648e-05,69662736,5085,72839589,5051.0,69657685.0,34.0,3176819.0,69662740.0,3176853.0,5085.0,72834504.0,69657872.77908644,221.779086439,3176631.220913561,2.6421566,0.000145002,0.01645337,6.1804065e-05,0.036930617,0.036930617,0.018496212,187.77909,0.037176616,1.5115799,1.4632529,1.5332488,1.5857879,2.0924742,1.6804769,71.07038764492565,8346.420550152023,71.30918594402827,incredibly,strong,377494.0,331746.0,i
COM~very_bad,COMPLEMENT,very_bad,45065,43391.2159,2271.586254,0.828069,0.036914863,0.0005508956,0.9932775,0.00064690254,69662736,45370,72839589,45065.0,69617671.0,305.0,3176548.0,69662740.0,3176853.0,45370.0,72794219.0,69619344.78410064,1978.784100635,3174874.215899365,7.8846016,0.001292963,0.016437555,0.0005508956,0.036914863,0.036914863,0.01873288,1673.7840999999971,0.037141554,2.296709,2.2769568,2.3055172,2.326749,2.5227728,2.3645747,212.2851855405836,8346.420550152023,213.00234740490538,very,bad,9254924.0,429537.0,v
COM~quite_impressed,COMPLEMENT,quite_impressed,2960,2850.02917,149.272303,0.8186236,0.036904473,3.61949e-05,0.9932886,4.2490436e-05,69662736,2980,72839589,2960.0,69659776.0,20.0,3176833.0,69662740.0,3176853.0,2980.0,72836609.0,69659885.97083138,129.970831384,3176723.029168616,2.0213041,8.4977e-05,0.016442407,3.61949e-05,0.036904473,0.036904473,0.018470334,109.9708300000002,0.03715231,1.1876899,1.1298091,1.2136939,1.2768773,1.8964182,1.3912349,54.405882034941776,8346.420550152023,54.589376255824725,quite,impressed,995239.0,96820.0,q
COM~environmentally_sensitive,COMPLEMENT,environmentally_sensitive,3993,3844.67022,201.292332,0.82103884,0.03689999,4.8820046e-05,0.99328357,5.7319023e-05,69662736,4020,72839589,3993.0,69658743.0,27.0,3176826.0,69662740.0,3176853.0,4020.0,72835569.0,69658891.32977925,175.32977925,3176677.67022075,2.3473547,0.000114631,0.016440216,4.8820046e-05,0.03689999,0.03689999,0.018474406,148.32978000000003,0.03714745,1.3740705,1.3216876,1.3975775,1.454624,2.008594,1.5576196,63.190189111918315,8346.420550152023,63.40346993658943,environmentally,sensitive,76246.0,129867.0,e
COM~brutally_honest,COMPLEMENT,brutally_honest,6060,5834.90871,305.411049,0.8234892,0.036897253,7.40847e-05,0.9932798,8.6990556e-05,69662736,6101,72839589,6060.0,69656676.0,41.0,3176812.0,69662740.0,3176853.0,6101.0,72833488.0,69656901.09128936,266.091289354,3176586.908710646,2.8914945,0.000173966,0.016438559,7.40847e-05,0.036897253,0.036897253,0.018485669,225.0912900000003,0.037143778,1.6026207,1.5574576,1.6228582,1.6718926,2.1422937,1.7601446,77.84600182411425,8346.420550152023,78.10889834071403,brutally,honest,15646.0,67133.0,b
COM~extremely_accurate,COMPLEMENT,extremely_accurate,2069,1992.15126,104.262639,0.81350505,0.03689435,2.5293362e-05,0.9932789,2.970024e-05,69662736,2083,72839589,2069.0,69660667.0,14.0,3176839.0,69662740.0,3176853.0,2083.0,72837506.0,69660743.84873885,90.84873885,3176762.15126115,1.6894934,5.9399e-05,0.01643818,2.5293362e-05,0.03689435,0.03689435,0.018459823,76.8487399999999,0.03714294,0.93649936,0.87184423,0.9655885,1.0363771,1.7391716,1.1648993,45.48626166217664,8346.420550152023,45.639894828976104,extremely,accurate,917735.0,152299.0,e
COM~most_mature,COMPLEMENT,most_mature,2215,2132.73995,111.574945,0.8141485,0.036889046,2.7074399e-05,0.99327356,3.179605e-05,69662736,2230,72839589,2215.0,69660521.0,15.0,3176838.0,69662740.0,3176853.0,2230.0,72837359.0,69660603.26005167,97.260051673,3176755.739948326,1.7478417,6.359e-05,0.016435826,2.7074399e-05,0.036889046,0.036889046,0.018458059,82.26004999999986,0.03713772,0.98579746,0.9224668,1.0142827,1.0835805,1.7698734,1.2093188,47.06378650300037,8346.420550152023,47.22287581247038,most,mature,7156931.0,41395.0,m
COM~near_impossible,COMPLEMENT,near_impossible,3834,3691.64852,192.995751,0.8194799,0.036880575,4.6852398e-05,0.99326426,5.50366e-05,69662736,3860,72839589,3834.0,69658902.0,26.0,3176827.0,69662740.0,3176853.0,3860.0,72835729.0,69659044.35147958,168.351479578,3176684.648520422,2.2989838,0.000110067,0.016431764,4.6852398e-05,0.036880575,0.036880575,0.018463714,142.3514799999998,0.037128713,1.3473709,1.2943078,1.3711865,1.4289902,1.9909731,1.5333844,61.91930232165088,8346.420550152023,62.12889826803627,near,impossible,11477.0,158902.0,n
COM~substantially_higher,COMPLEMENT,substantially_higher,4713,4538.0498,237.098581,0.82048184,0.036872834,5.7581674e-05,0.99325603,6.765453e-05,69662736,4745,72839589,4713.0,69658023.0,32.0,3176821.0,69662740.0,3176853.0,4745.0,72834844.0,69658197.95019963,206.950199637,3176646.049800364,2.548389,0.0001353,0.016428182,5.7581674e-05,0.036872834,0.036872834,0.018465208,174.95020000000022,0.03712077,1.4656852,1.4163046,1.4878314,1.5415395,2.060414,1.6383797,68.65129277733959,8346.420550152023,68.8839603971781,substantially,higher,34737.0,245120.0,s
COM~less_efficient,COMPLEMENT,less_efficient,6620,6374.3102,332.846411,0.82191116,0.036866058,8.086432e-05,0.9932483,9.502928e-05,69662736,6665,72839589,6620.0,69656116.0,45.0,3176808.0,69662740.0,3176853.0,6665.0,72832924.0,69656361.6897957,290.689795696,3176562.310204304,3.0196605,0.00019004,0.016424796,8.086432e-05,0.036866058,0.036866058,0.018473461,245.6898000000001,0.037113264,1.6421974,1.5985609,1.6617446,1.7090912,2.1621642,1.7942499,81.36338242723197,8346.420550152023,81.6394512475433,less,efficient,1170138.0,233193.0,l
COM~quite_short,COMPLEMENT,quite_short,2501,2408.17901,125.745712,0.8141724,0.03686426,3.055034e-05,0.9932486,3.5901547e-05,69662736,2518,72839589,2501.0,69660235.0,17.0,3176836.0,69662740.0,3176853.0,2518.0,72837071.0,69660327.82099108,109.820991082,3176743.179008918,1.8560487,7.18e-05,0.016424924,3.055034e-05,0.03686426,0.03686426,0.018447405,92.82099000000017,0.03711355,1.0691241,1.0081787,1.0965226,1.1631403,1.8199838,1.283882,50.00999900019995,8346.420550152023,50.17967716117751,quite,short,995239.0,203084.0,q
COM~highly_technical,COMPLEMENT,highly_technical,5144,4953.12116,258.507321,0.82013875,0.03685893,6.282429e-05,0.99324197,7.384149e-05,69662736,5179,72839589,5144.0,69657592.0,35.0,3176818.0,69662740.0,3176853.0,5179.0,72834410.0,69657782.8788375,225.878837496,3176627.121162504,2.6613824,0.000147672,0.016422007,6.282429e-05,0.03685893,0.03685893,0.01846088,190.8788400000003,0.037107084,1.5117055,1.4638724,1.5331509,1.585142,2.0861177,1.6788228,71.72168430816443,8346.420550152023,71.96526940128828,highly,technical,736102.0,29782.0,h
COM~most_exciting,COMPLEMENT,most_exciting,55665,53601.58885,2790.280805,0.82338333,0.036844734,0.0006791342,0.99320203,0.00079906423,69662736,56046,72839589,55665.0,69607071.0,381.0,3176472.0,69662740.0,3176853.0,56046.0,72783543.0,69609134.41114622,2444.411146224,3174408.588853776,8.745702,0.001596844,0.01640455,0.0006791342,0.036844734,0.036844734,0.018761935,2063.41115,0.037068374,2.3264465,2.3085728,2.3344142,2.3536136,2.5304143,2.3877943,235.93431289238112,8346.420550152023,236.7403641122485,most,exciting,7156931.0,214504.0,m
COM~incredibly_hard,COMPLEMENT,incredibly_hard,4538,4369.72593,227.5929,0.8176225,0.03683183,5.5384346e-05,0.99321514,6.5142434e-05,69662736,4569,72839589,4538.0,69658198.0,31.0,3176822.0,69662740.0,3176853.0,4569.0,72835020.0,69658366.27407,199.274069998,3176653.725930002,2.497957,0.000130276,0.016410293,5.5384346e-05,0.03683183,0.03683183,0.018443607,168.2740700000004,0.037081107,1.4390771,1.3891392,1.4614757,1.5158026,2.0411444,1.6137819,67.36467917239716,8346.420550152023,67.59437846448475,incredibly,hard,377494.0,348463.0,i
COM~more_professional,COMPLEMENT,more_professional,11996,11551.2256,601.475353,0.8216609,0.03683128,0.0001463894,0.9932108,0.0001722011,69662736,12078,72839589,11996.0,69650740.0,82.0,3176771.0,69662740.0,3176853.0,12078.0,72827511.0,69651184.77439646,526.774396462,3176326.225603538,4.060893,0.000344343,0.016408391,0.0001463894,0.03683128,0.03683128,0.018488834,444.77440000000024,0.03707689,1.8955669,1.8609855,1.9110303,1.9484146,2.3010795,2.015402,109.52625256074454,8346.420550152023,109.89995450408522,more,professional,8757314.0,68857.0,m
COM~highly_toxic,COMPLEMENT,highly_toxic,5407,5206.56335,270.94082,0.81799054,0.03682065,6.5970075e-05,0.9932035,7.7616816e-05,69662736,5444,72839589,5407.0,69657329.0,37.0,3176816.0,69662740.0,3176853.0,5444.0,72834145.0,69657529.43664633,237.436646327,3176615.563353673,2.725831,0.000155222,0.016405212,6.5970075e-05,0.03682065,0.03682065,0.01844331,200.43664999999964,0.037069846,1.5330542,1.4861658,1.554072,1.6050159,2.095122,1.696772,73.53230582539895,8346.420550152023,73.78346698278686,highly,toxic,736102.0,28567.0,h
COM~more_vibrant,COMPLEMENT,more_vibrant,7887,7594.65826,395.111334,0.81958133,0.036818236,9.621896e-05,0.9931998,0.00011321691,69662736,7941,72839589,7887.0,69654849.0,54.0,3176799.0,69662740.0,3176853.0,7941.0,72831648.0,69655141.34173557,346.341735577,3176506.658264423,3.291811,0.000226408,0.016403604,9.621896e-05,0.036818236,0.036818236,0.018457226,292.34173999999985,0.037066277,1.7179197,1.6771816,1.736158,1.7803072,2.20081,1.8596175,88.80878334939625,8346.420550152023,89.11228871485683,more,vibrant,8757314.0,25748.0,m
COM~extremely_close,COMPLEMENT,extremely_close,5981,5759.35425,299.437037,0.8177903,0.036809046,7.2950665e-05,0.99319166,8.585652e-05,69662736,6022,72839589,5981.0,69656755.0,41.0,3176812.0,69662740.0,3176853.0,6022.0,72833567.0,69656976.64575389,262.645753891,3176590.35424611,2.8659759,0.000171698,0.01640001,7.2950665e-05,0.036809046,0.036809046,0.018441,221.64574999999968,0.03705831,1.5836118,1.538444,1.6038512,1.6528903,2.123329,1.7411503,77.33692520394123,8346.420550152023,77.60154637634484,extremely,close,917735.0,411329.0,e
COM~really_slow,COMPLEMENT,really_slow,3063,2949.49327,153.332991,0.8127923,0.036806595,3.7358674e-05,0.99319065,4.3968987e-05,69662736,3084,72839589,3063.0,69659673.0,21.0,3176832.0,69662740.0,3176853.0,3084.0,72836505.0,69659786.50672618,134.506726171,3176718.49327383,2.0509171,8.7934e-05,0.016399587,3.7358674e-05,0.036806595,0.036806595,0.018421976,113.50673000000006,0.037057374,1.1983395,1.1413591,1.2239339,1.2861094,1.8947603,1.3985957,55.344376408086845,8346.420550152023,55.53377350765928,really,slow,1949631.0,87824.0,r
