key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total,first_char
NEG~too_sure,NEGATED,too_sure,8061,370.82884,47054.194454,2.5952828,0.9036623,0.00253351,0.9471272,0.0025399695,3173660,8511,72839589,8061.0,3165599.0,450.0,69665479.0,3173660.0,69665929.0,8511.0,72831078.0,3173289.17116048,8140.17116048,69657788.82883953,85.652794,0.005066352,1.3372154,0.00253351,0.9036623,0.9036623,0.4530979,7690.17116,0.9539972,8.230584,8.2134905,8.238201,8.256545,8.424863,8.28917,89.78307190111062,1781.4769153710638,92.25508116087698,too,sure,3021077.0,262825.0,t
NEG~necessarily_bad,NEGATED,necessarily_bad,2059,95.28876,11940.958307,2.5465996,0.8979288,0.00064694043,0.94147235,0.00064877776,3173660,2187,72839589,2059.0,3171601.0,128.0,69665801.0,3173660.0,69665929.0,2187.0,72837402.0,3173564.711235808,2091.711235809,69663837.2887642,43.276234,0.001296662,1.3346146,0.00064694043,0.8979288,0.8979288,0.44928786,1963.71124,0.95372087,7.754056,7.723988,7.767478,7.799869,8.101492,7.857705,45.37620521815371,1781.4769153710638,46.76537180435969,necessarily,bad,48947.0,429537.0,n
NEG~entirely_clear,NEGATED,entirely_clear,7466,346.69076,43161.714836,2.5240734,0.8948205,0.002345441,0.93829334,0.002352489,3173660,7957,72839589,7466.0,3166194.0,491.0,69665438.0,3173660.0,69665929.0,7957.0,72831632.0,3173313.30923792,7610.30923792,69658318.69076207,82.39368,0.004693211,1.3331457,0.002345441,0.8948205,0.8948205,0.44858298,7119.30924,0.95356405,8.008202,7.991681,8.015562,8.033285,8.1957245,8.064796,86.4060183089118,1781.4769153710638,89.20201791439474,entirely,clear,271851.0,349214.0,e
NEG~immediately_clear,NEGATED,immediately_clear,24416,1134.48964,141186.688055,2.5223026,0.8944556,0.007670043,0.9377064,0.0076933256,3173660,26038,72839589,24416.0,3149244.0,1622.0,69664307.0,3173660.0,69665929.0,26038.0,72813551.0,3172525.510360307,24903.510360307,69641025.4896397,148.99576,0.01526144,1.332874,0.007670043,0.8944556,0.8944556,0.45106283,23281.51036,0.953535,8.158976,8.149563,8.163165,8.173242,8.26486,8.191118,156.25619987699687,1781.4769153710638,161.36294494090023,immediately,clear,96973.0,349214.0,i
NEG~that_great,NEGATED,that_great,11032,513.3045,63660.911373,2.51087,0.89299697,0.0034653614,0.93642306,0.0034761128,3173660,11781,72839589,11032.0,3162628.0,749.0,69665180.0,3173660.0,69665929.0,11781.0,72827808.0,3173146.69550483,11267.69550483,69654661.30449517,100.14626,0.006926513,1.3322792,0.0034653614,0.89299697,0.89299697,0.44823116,10518.6955,0.9534713,8.031306,8.017717,8.037357,8.051922,8.184958,8.077793,105.03332804400706,1781.4769153710638,108.54031509075327,that,great,208262.0,309258.0,t
NEG~that_different,NEGATED,that_different,6534,304.12235,37683.157827,2.5077431,0.8926182,0.0020524196,0.93610317,0.0020588217,3173660,6980,72839589,6534.0,3167126.0,446.0,69665483.0,3173660.0,69665929.0,6980.0,72832609.0,3173355.877652467,6675.877652467,69659253.12234753,77.070816,0.004108607,1.3321308,0.0020524196,0.8926182,0.8926182,0.44733527,6229.87765,0.9534554,7.9361773,7.918881,7.9438834,7.962442,8.132667,7.9954453,80.83316151184488,1781.4769153710638,83.54639429682169,that,different,208262.0,825838.0,t
NEG~necessarily_true,NEGATED,necessarily_true,3232,150.75406,18596.765539,2.4925535,0.8905758,0.0010151098,0.934104,0.0010183826,3173660,3460,72839589,3232.0,3170428.0,228.0,69665701.0,3173660.0,69665929.0,3460.0,72836129.0,3173509.24594234,3309.245942341,69662619.75405766,54.19893,0.002034547,1.3312024,0.0010151098,0.8905758,0.8905758,0.44579545,3081.24594,0.9533558,7.7386737,7.715188,7.749147,7.7743926,8.007544,7.8193707,56.85068161420758,1781.4769153710638,58.82176467941097,necessarily,true,48947.0,231639.0,n
NEG~yet_available,NEGATED,yet_available,7430,349.65356,42390.639743,2.4386106,0.88238335,0.0023326047,0.9258567,0.0023411456,3173660,8025,72839589,7430.0,3166230.0,595.0,69665334.0,3173660.0,69665929.0,8025.0,72831564.0,3173310.346441411,7675.346441411,69658253.65355858,82.14102,0.004670481,1.3273509,0.0023326047,0.88238335,0.88238335,0.442358,7080.34644,0.9529403,7.754782,7.7395415,7.7615695,7.77791,7.927373,7.8069468,86.1974477580398,1781.4769153710638,89.58236433584459,yet,available,95763.0,666909.0,y
NEG~quite_ready,NEGATED,quite_ready,10199,481.97728,57962.96835,2.415169,0.8785481,0.003201252,0.92198515,0.0032136398,3173660,11062,72839589,10199.0,3163461.0,863.0,69665066.0,3173660.0,69665929.0,11062.0,72828527.0,3173178.022720858,10580.022720859,69655348.97727914,96.217575,0.006404955,1.325531,0.003201252,0.8785481,0.8785481,0.44087467,9717.02272,0.9527427,7.7315707,7.718737,7.7372847,7.7510343,7.876456,7.7754493,100.99009852455833,1781.4769153710638,105.17604289951205,quite,ready,995239.0,141590.0,q
NEG~nearly_enough,NEGATED,nearly_enough,5710,270.05019,32419.173272,2.4100485,0.87776905,0.0017921797,0.92126495,0.0017991845,3173660,6198,72839589,5710.0,3167950.0,488.0,69665441.0,3173660.0,69665929.0,6198.0,72833391.0,3173389.94981232,5927.94981232,69660001.05018768,71.990776,0.003591355,1.3251916,0.0017921797,0.87776905,0.87776905,0.43978062,5439.94981,0.95270574,7.6251607,7.6083965,7.6326284,7.65061,7.815314,7.6825747,75.56454194925024,1781.4769153710638,78.7273777030583,nearly,enough,179219.0,152020.0,n
NEG~that_difficult,NEGATED,that_difficult,5560,265.43171,31289.507544,2.3610125,0.86917454,0.0017442841,0.91267234,0.0017519206,3173660,6092,72839589,5560.0,3168100.0,532.0,69665397.0,3173660.0,69665929.0,6092.0,72833497.0,3173394.56828923,5826.568289231,69660102.43171076,71.00569,0.003497128,1.3211219,0.0017442841,0.86917454,0.86917454,0.4354594,5294.56829,0.9522605,7.475831,7.4596286,7.4830475,7.5004215,7.659397,7.5312977,74.56540752922899,1781.4769153710638,78.05126520435142,that,difficult,208262.0,732106.0,t
NEG~always_easy,NEGATED,always_easy,24459,1169.60749,137571.113455,2.3556733,0.86790264,0.00767264,0.9111533,0.0077068745,3173660,26844,72839589,24459.0,3149201.0,2385.0,69663544.0,3173660.0,69665929.0,26844.0,72812745.0,3172490.392507569,25674.392507569,69640254.60749243,148.91513,0.015284468,1.3203986,0.00767264,0.86790264,0.86790264,0.43778765,23289.39251,0.9521809,7.6387744,7.6308255,7.6423106,7.6508145,7.7279634,7.665892,156.39373388982054,1781.4769153710638,163.84138671288156,always,easy,608062.0,579827.0,a
NEG~really_sure,NEGATED,really_sure,17783,860.77953,98878.649435,2.2986681,0.85679346,0.005574989,0.9001316,0.0056033097,3173660,19756,72839589,17783.0,3155877.0,1973.0,69663956.0,3173660.0,69665929.0,19756.0,72819833.0,3172799.220473086,18895.220473086,69647033.77952692,126.89802,0.01113729,1.3151131,0.005574989,0.85679346,0.85679346,0.43118423,16922.22047,0.95159537,7.4340425,7.425272,7.437945,7.4473295,7.532518,7.463971,133.3529152287268,1781.4769153710638,140.5560386465128,really,sure,1949631.0,262825.0,r
NEG~too_surprised,NEGATED,too_surprised,2239,109.10062,12365.110262,2.2678514,0.850628,0.00070169073,0.89416933,0.0007054946,3173660,2504,72839589,2239.0,3171421.0,265.0,69665664.0,3173660.0,69665929.0,2504.0,72837085.0,3173550.899375613,2394.899375613,69663534.10062438,45.012386,0.001409877,1.3122269,0.00070169073,0.850628,0.850628,0.42566487,2129.89938,0.9512726,7.0164957,6.9938574,7.026585,7.0508924,7.2744923,7.094152,47.31807265728392,1781.4769153710638,50.039984012787215,too,surprised,3021077.0,77988.0,t
NEG~that_big,NEGATED,that_big,6244,308.17441,34103.798982,2.2189913,0.8393047,0.0019555448,0.8827937,0.0019674446,3173660,7073,72839589,6244.0,3167416.0,829.0,69665100.0,3173660.0,69665929.0,7073.0,72832516.0,3173351.825592536,6764.825592536,69659164.17440747,75.11898,0.003926139,1.3066664,0.0019555448,0.8393047,0.8393047,0.42063013,5935.82559,0.95064473,7.0688725,7.0554433,7.0748506,7.089235,7.2203236,7.1147695,79.01898506055365,1781.4769153710638,84.10112960002381,that,big,208262.0,302567.0,t
NEG~always_obvious,NEGATED,always_obvious,2007,99.0794,10957.152973,2.2170649,0.8390414,0.0006285603,0.88258576,0.0006323929,3173660,2274,72839589,2007.0,3171653.0,267.0,69665662.0,3173660.0,69665929.0,2274.0,72837315.0,3173560.920599099,2174.920599099,69663754.0794009,42.587936,0.00126388,1.306564,0.0006285603,0.8390414,0.8390414,0.41983497,1907.9206,0.9506331,6.8456974,6.8229303,6.8558435,6.880285,7.1049495,6.9237733,44.799553569204235,1781.4769153710638,47.686476070265456,always,obvious,608062.0,165439.0,a
NEG~as_fortunate,NEGATED,as_fortunate,2164,108.01136,11702.825884,2.1781125,0.82939035,0.000677341,0.8729326,0.0006818626,3173660,2479,72839589,2164.0,3171496.0,315.0,69665614.0,3173660.0,69665929.0,2479.0,72837110.0,3173551.988639036,2370.988639035,69663558.01136096,44.196926,0.001362661,1.3017879,0.000677341,0.82939035,0.82939035,0.41503385,2055.98864,0.9500872,6.752614,6.731348,6.7620883,6.7849054,6.9942207,6.8254824,46.51881339845203,1781.4769153710638,49.78955713801841,as,fortunate,3270915.0,62989.0,a
NEG~all_bad,NEGATED,all_bad,8606,444.24519,45267.943098,2.0759223,0.800598,0.0026888724,0.8440565,0.0027116956,3173660,10196,72839589,8606.0,3165054.0,1590.0,69664339.0,3173660.0,69665929.0,10196.0,72829393.0,3173215.75480581,9751.75480581,69656177.2451942,87.97978,0.005406023,1.2871786,0.0026888724,0.800598,0.800598,0.40164346,8161.75481,0.9483796,6.6689835,6.658886,6.673476,6.684279,6.782321,6.703435,92.76852914647294,1781.4769153710638,100.9752444909147,all,bad,410698.0,429537.0,a
NEG~even_close,NEGATED,even_close,17612,911.93134,92455.556938,2.0687354,0.7981304,0.0055018016,0.84147155,0.0055494285,3173660,20930,72839589,17612.0,3156048.0,3318.0,69662611.0,3173660.0,69665929.0,20930.0,72818659.0,3172748.06866277,20018.068662771,69645910.93133722,125.838615,0.011026141,1.2858466,0.0055018016,0.7981304,0.7981304,0.4018161,16700.06866,0.948221,6.7086954,6.7016172,6.7118435,6.719411,6.7879133,6.73282,132.71021060943275,1781.4769153710638,144.67204291085406,even,close,1044089.0,411329.0,e
NEG~entirely_true,NEGATED,entirely_true,3662,189.96754,19179.746828,2.0615683,0.7963854,0.0011438536,0.83990824,0.0011538728,3173660,4360,72839589,3662.0,3169998.0,698.0,69665231.0,3173660.0,69665929.0,4360.0,72835229.0,3173470.032459134,4170.032459134,69661758.96754086,57.37525,0.00230458,1.285039,0.0011438536,0.7963854,0.7963854,0.3987646,3472.03246,0.94812465,6.5116854,6.4966636,6.5183716,6.534459,6.6810164,6.563015,60.51446108162907,1781.4769153710638,66.03029607687671,entirely,true,271851.0,231639.0,e
NEG~that_bad,NEGATED,that_bad,16474,858.68814,86011.738987,2.0507052,0.7925481,0.005144431,0.8359042,0.005190852,3173660,19708,72839589,16474.0,3157186.0,3234.0,69662695.0,3173660.0,69665929.0,19708.0,72819881.0,3172801.311858858,18849.311858857,69647079.68814114,121.66093,0.010317633,1.2829636,0.005144431,0.7925481,0.7925481,0.39884627,15615.31186,0.94787616,6.646782,6.639589,6.6499815,6.6576724,6.7272906,6.6713,128.35108102388543,1781.4769153710638,140.38518440348327,that,bad,208262.0,429537.0,t
NEG~even_aware,NEGATED,even_aware,7024,368.73745,36443.203297,2.030817,0.78648657,0.0021925617,0.8299657,0.0022132176,3173660,8463,72839589,7024.0,3166636.0,1439.0,69664490.0,3173660.0,69665929.0,8463.0,72831126.0,3173291.26254625,8094.262546251,69657834.73745374,79.409584,0.004414663,1.2798673,0.0021925617,0.78648657,0.78648657,0.39433956,6655.26255,0.9475032,6.5064936,6.495795,6.511254,6.522701,6.6265936,6.542999,83.80930735902786,1781.4769153710638,91.9945650568554,even,aware,1044089.0,230717.0,e
NEG~too_keen,NEGATED,too_keen,3706,194.84744,19201.219785,2.0264144,0.7851896,0.0011567416,0.828712,0.001167737,3173660,4472,72839589,3706.0,3169954.0,766.0,69665163.0,3173660.0,69665929.0,4472.0,72835117.0,3173465.152559002,4277.152559002,69661651.847441,57.676247,0.002332188,1.2792107,0.0011567416,0.7851896,0.7851896,0.3931732,3511.15256,0.9474238,6.407355,6.392864,6.4138045,6.42932,6.5705376,6.456853,60.876925020897694,1781.4769153710638,66.87301398920195,too,keen,3021077.0,44474.0,t
NEG~too_distant,NEGATED,too_distant,5163,271.61873,26739.102172,2.0251124,0.7846968,0.001611455,0.8282002,0.0016268283,3173660,6234,72839589,5163.0,3168497.0,1071.0,69664858.0,3173660.0,69665929.0,6234.0,72833355.0,3173388.381272992,5962.381272992,69659966.61872701,68.073875,0.003247278,1.2789425,0.001611455,0.7846968,0.7846968,0.39315414,4891.38127,0.9473913,6.451124,6.4387755,6.456619,6.4698353,6.589929,6.4932775,71.85401867675878,1781.4769153710638,78.95568377260753,too,distant,3021077.0,34608.0,t
NEG~too_pleased,NEGATED,too_pleased,2768,149.27266,14055.264929,1.9655236,0.7644047,0.00086273404,0.8079393,0.0008721791,3173660,3426,72839589,2768.0,3170892.0,658.0,69665271.0,3173660.0,69665929.0,3426.0,72836163.0,3173510.727340595,3276.727340595,69662652.2726594,49.77454,0.001742477,1.2681859,0.00086273404,0.7644047,0.7644047,0.38263372,2618.72734,0.94607204,6.175642,6.159817,6.182685,6.1996284,6.3538537,6.2296963,52.61178575186362,1781.4769153710638,58.532042506647585,too,pleased,3021077.0,151633.0,t
NEG~that_important,NEGATED,that_important,5509,301.6824,27646.040286,1.932408,0.75213933,0.0017155395,0.7956384,0.0017358507,3173660,6924,72839589,5509.0,3168151.0,1415.0,69664514.0,3173660.0,69665929.0,6924.0,72832665.0,3173358.317602534,6622.317602533,69659306.68239747,70.15808,0.003464144,1.2615228,0.0017155395,0.75213933,0.75213933,0.37692744,5207.3176,0.9452383,6.172788,6.1617346,6.1777053,6.1895294,6.2967606,6.210491,74.22263805605402,1781.4769153710638,83.21057625085888,that,important,208262.0,2016665.0,t
NEG~entirely_accurate,NEGATED,entirely_accurate,2077,114.4598,10370.411633,1.9185246,0.7470921,0.00064655463,0.7906357,0.00065444945,3173660,2627,72839589,2077.0,3171583.0,550.0,69665379.0,3173660.0,69665929.0,2627.0,72836962.0,3173545.540199574,2512.540199575,69663416.45980042,43.062607,0.001307816,1.2587835,0.00064655463,0.7470921,0.7470921,0.37386933,1962.5402,0.94489175,5.9827995,5.9653287,5.9905753,6.009282,6.179598,6.042481,45.574115460423364,1781.4769153710638,51.254268114957995,entirely,accurate,271851.0,152299.0,e
NEG~too_worried,NEGATED,too_worried,5295,292.48901,26394.78486,1.914254,0.7452662,0.0016480664,0.78876805,0.0016684207,3173660,6713,72839589,5295.0,3168365.0,1418.0,69664511.0,3173660.0,69665929.0,6713.0,72832876.0,3173367.510985818,6420.510985818,69659508.48901418,68.74721,0.003329798,1.2577564,0.0016480664,0.7452662,0.7452662,0.37345713,5002.51099,0.9447613,6.1116858,6.100588,6.1166224,6.1284933,6.2361298,6.149537,72.76675064890557,1781.4769153710638,81.93289937503738,too,worried,3021077.0,83879.0,t
NEG~that_easy,NEGATED,that_easy,10112,558.79214,50406.037509,1.9141577,0.7450207,0.0031472836,0.78846,0.0031862266,3173660,12825,72839589,10112.0,3163548.0,2713.0,69663216.0,3173660.0,69665929.0,12825.0,72826764.0,3173101.207864311,12266.207864311,69653662.79213569,95.00155,0.006346805,1.2575867,0.0031472836,0.7450207,0.7450207,0.374084,9553.20786,0.9447397,6.1763177,6.1682224,6.1799183,6.1885724,6.2668915,6.2039065,100.55844071981228,1781.4769153710638,113.24751652906124,that,easy,208262.0,579827.0,t
NEG~so_sure,NEGATED,so_sure,26480,1495.25369,129968.082299,1.8737432,0.72837937,0.0082311705,0.77160674,0.008343679,3173660,34318,72839589,26480.0,3147180.0,7838.0,69658091.0,3173660.0,69665929.0,34318.0,72805271.0,3172164.74631481,32822.74631481,69633106.25368519,153.53802,0.016508842,1.2482032,0.0082311705,0.72837937,0.72837937,0.36830527,24984.74631,0.9435327,6.1062574,6.1013927,6.10842,6.113617,6.160535,6.1228194,162.72676485446394,1781.4769153710638,185.25118083294367,so,sure,5206528.0,262825.0,s
NEG~more_wrong,NEGATED,more_wrong,3117,181.99413,14898.697049,1.8101759,0.7026991,0.00096693134,0.74622935,0.0009821468,3173660,4177,72839589,3117.0,3170543.0,1060.0,69664869.0,3173660.0,69665929.0,4177.0,72835412.0,3173478.005867386,3995.005867386,69661933.99413261,52.570312,0.001961712,1.2336794,0.00096693134,0.7026991,0.7026991,0.35183302,2935.00587,0.9416124,5.7204723,5.7072716,5.726344,5.740463,5.8684583,5.76549,55.83009940883144,1781.4769153710638,64.6297145282261,more,wrong,8757314.0,149064.0,m
NEG~quite_sure,NEGATED,quite_sure,26026,1522.61598,124390.71555,1.8100071,0.7015151,0.008072587,0.74474907,0.008200627,3173660,34946,72839589,26026.0,3147634.0,8920.0,69657009.0,3173660.0,69665929.0,34946.0,72804643.0,3172137.384017639,33423.384017639,69632505.61598235,151.88762,0.01622262,1.232817,0.008072587,0.7015151,0.7015151,0.35479382,24503.38402,0.9414964,5.8995385,5.894888,5.9016056,5.9065733,5.9513993,5.915368,161.32575739788115,1781.4769153710638,186.93849255838134,quite,sure,995239.0,262825.0,q
NEG~quite_right,NEGATED,quite_right,8762,522.06217,41271.528713,1.7773453,0.6878062,0.0027146298,0.7312636,0.0027608501,3173660,11982,72839589,8762.0,3164898.0,3220.0,69662709.0,3173660.0,69665929.0,11982.0,72827607.0,3173137.937826914,11459.937826914,69654469.06217308,88.0283,0.005500932,1.224881,0.0027146298,0.6878062,0.6878062,0.3452604,8239.93783,0.94041747,5.730304,5.7225432,5.7337546,5.7420483,5.816996,5.756737,93.60555539069249,1781.4769153710638,109.46232228488486,quite,right,995239.0,143095.0,q
NEG~always_clear,NEGATED,always_clear,3947,236.98015,18481.458719,1.7643989,0.68216527,0.001222258,0.7256849,0.0012436745,3173660,5439,72839589,3947.0,3169713.0,1492.0,69664437.0,3173660.0,69665929.0,5439.0,72834150.0,3173423.019849824,5202.019849824,69660726.98015018,59.053097,0.002483093,1.2215551,0.001222258,0.68216527,0.68216527,0.34169376,3710.01985,0.9399594,5.6095514,5.5981903,5.6146045,5.626751,5.7366934,5.6482725,62.82515419798029,1781.4769153710638,73.74957626996917,always,clear,608062.0,349214.0,a
NEG~completely_sure,NEGATED,completely_sure,2346,141.21211,10963.424006,1.7601305,0.68031037,0.0007263626,0.72385067,0.00073920964,3173660,3241,72839589,2346.0,3171314.0,895.0,69665034.0,3173660.0,69665929.0,3241.0,72836348.0,3173518.78788992,3099.787889921,69662829.21211007,45.520058,0.001476911,1.2204561,0.0007263626,0.68031037,0.68031037,0.3405184,2204.78789,0.9398073,5.52385,5.5092573,5.5303407,5.545947,5.6874022,5.57361,48.43552415324934,1781.4769153710638,56.929781309961136,completely,sure,586896.0,262825.0,c
NEG~immediately_available,NEGATED,immediately_available,21078,1278.83883,98046.667404,1.7504529,0.67483705,0.0065227905,0.71813565,0.006641543,3173660,29351,72839589,21078.0,3152582.0,8273.0,69657656.0,3173660.0,69665929.0,29351.0,72810238.0,3172381.161171572,28072.161171571,69637856.83882843,136.37416,0.013161366,1.2170136,0.0065227905,0.67483705,0.67483705,0.3406799,19799.16117,0.93932825,5.698082,5.693161,5.7002697,5.7055264,5.7529497,5.714832,145.18264359075434,1781.4769153710638,171.32133550728585,immediately,available,96973.0,666909.0,i
NEG~too_concerned,NEGATED,too_concerned,4321,264.51673,19947.690014,1.7345132,0.6682295,0.0013363996,0.71174437,0.0013615194,3173660,6071,72839589,4321.0,3169339.0,1750.0,69664179.0,3173660.0,69665929.0,6071.0,72833518.0,3173395.483270506,5806.483270506,69660122.51672949,61.710285,0.00271784,1.2131311,0.0013363996,0.6682295,0.6682295,0.33478296,4056.48327,0.93878347,5.5266595,5.516033,5.5313854,5.5427437,5.6454806,5.5628657,65.73431371817918,1781.4769153710638,77.91662210337407,too,concerned,3021077.0,216213.0,t
NEG~only_important,NEGATED,only_important,2739,167.703,12641.505072,1.7339808,0.6680782,0.00084710825,0.7116134,0.00086304144,3173660,3849,72839589,2739.0,3170921.0,1110.0,69664819.0,3173660.0,69665929.0,3849.0,72835740.0,3173492.297003488,3681.297003488,69662247.7029965,49.13107,0.001723992,1.2130512,0.00084710825,0.6680782,0.6680782,0.33446264,2571.297,0.9387722,5.4665837,5.4533086,5.4724884,5.486682,5.615205,5.511834,52.3354564325181,1781.4769153710638,62.0403094769844,only,important,435592.0,2016665.0,o
