key,index,l1,l2,f,E11,r_log_likelihood,r_log_likelihood_tt,r_odds_ratio_disc,r_Dice,r_t_score,r_p1_given2,r_p2_given1,r_p1_given2_simple,r_p2_given1_simple,r_p1_given2_margin,r_p2_given1_margin,r_expect_diff,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N,O11,O12,O21,O22,R1,R2,C1,C2,E12,E21,E22,z_score,t_score,log_likelihood,simple_ll,min_sensitivity,liddell,dice,log_ratio,conservative_log_ratio,mutual_information,local_mutual_information,ipm,ipm_reference,ipm_expected
POS-aggressive,25,POSITIVE,aggressive,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536,3,397,0,136,400,136,3,533,30.955223,0.761194,12.970149,0.50873,0.439381,2666.7644,0.23363,0.0075,0.255159,0.014888,9.994841,0.0,0.127105,0.381314,7500.0,0.0,5597.014925
POS-hard,26,POSITIVE,hard,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536,3,397,0,136,400,136,3,533,30.955223,0.761194,12.970149,0.50873,0.439381,2666.7644,0.23363,0.0075,0.255159,0.014888,9.994841,0.0,0.127105,0.381314,7500.0,0.0,5597.014925
POS-enthusiastic,27,POSITIVE,enthusiastic,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536,3,397,0,136,400,136,3,533,30.955223,0.761194,12.970149,0.50873,0.439381,2666.7644,0.23363,0.0075,0.255159,0.014888,9.994841,0.0,0.127105,0.381314,7500.0,0.0,5597.014925
NEG-available,28,NEGATIVE,available,3,1.5223881,29,30,18,13,8,29,12,42,9,29,8,12,1.6889359,1.6889359,0.47385588,0.04225352,0.85309964,0.2490566,0.014558824,0.5,0.022058824,0.24626866,0.010864794,1.4776119,136,6,536,3,133,3,397,136,400,6,530,12.208955,4.477612,28.716417,1.197561,0.852917,2722.338,1.114769,0.022059,0.249057,0.042254,1.556386,0.0,0.294596,0.883788,22058.823529,7500.0,11194.029851
NEG-close,29,NEGATIVE,close,3,1.5223881,29,30,18,13,8,29,12,42,9,29,8,12,1.6889359,1.6889359,0.47385588,0.04225352,0.85309964,0.2490566,0.014558824,0.5,0.022058824,0.24626866,0.010864794,1.4776119,136,6,536,3,133,3,397,136,400,6,530,12.208955,4.477612,28.716417,1.197561,0.852917,2722.338,1.114769,0.022059,0.249057,0.042254,1.556386,0.0,0.294596,0.883788,22058.823529,7500.0,11194.029851
POS-important,30,POSITIVE,important,20,17.910448,31,34,31,2,20,31,6,25,2,31,11,6,1.0965596,1.0965596,0.20040256,0.094339624,0.46723807,0.09114583,0.020588236,0.8333333,0.05,0.08706468,0.005223881,2.0895522,400,24,536,20,380,4,132,400,136,24,512,15.283582,6.089552,7.641791,0.493742,0.467184,3195.4104,0.234818,0.05,0.091146,0.09434,0.765253,0.0,0.047924,0.958471,50000.0,29411.764706,44776.119403
POS-wrong,31,POSITIVE,wrong,5,4.477612,33,40,33,22,33,32,33,25,19,31,34,33,0.2656371,0.2656371,0.09906424,0.024630543,0.23361903,0.08805031,0.005147059,0.8333333,0.0125,0.08706468,0.00130597,0.5223881,400,6,536,5,395,1,135,400,136,6,530,28.716417,1.522388,12.208955,0.246871,0.233592,2720.0205,0.058704,0.0125,0.08805,0.024631,0.764388,0.0,0.047924,0.239618,12500.0,7352.941176,11194.029851
POS-special,32,POSITIVE,special,5,4.477612,33,40,33,22,33,32,33,25,19,31,34,33,0.2656371,0.2656371,0.09906424,0.024630543,0.23361903,0.08805031,0.005147059,0.8333333,0.0125,0.08706468,0.00130597,0.5223881,400,6,536,5,395,1,135,400,136,6,530,28.716417,1.522388,12.208955,0.246871,0.233592,2720.0205,0.058704,0.0125,0.08805,0.024631,0.764388,0.0,0.047924,0.239618,12500.0,7352.941176,11194.029851
POS-good,33,POSITIVE,good,17,15.671641,32,38,32,3,32,34,14,28,3,34,14,14,0.4903219,0.4903219,0.12827604,0.08076009,0.3221742,0.06583449,0.013088235,0.8095238,0.0425,0.06325515,0.003320896,1.3283582,400,21,536,17,383,4,132,400,136,21,515,17.522388,5.328358,8.402985,0.335551,0.322026,3090.3545,0.109541,0.0425,0.065834,0.08076,0.530801,0.0,0.035334,0.600685,42500.0,29411.764706,39179.104478
POS-right,34,POSITIVE,right,4,3.7313433,35,42,36,29,35,35,35,29,25,35,36,35,0.0810088,0.0810088,0.01081736,0.019753085,0.13432837,0.05423729,0.002647059,0.8,0.01,0.05373134,0.000671642,0.2686567,400,5,536,4,396,1,135,400,136,5,531,29.462687,1.268657,12.462687,0.13908,0.134328,2701.2102,0.018895,0.01,0.054237,0.019753,0.442532,0.0,0.030195,0.120779,10000.0,7352.941176,9328.358209
POS-high,35,POSITIVE,high,4,3.7313433,35,42,36,29,35,35,35,29,25,35,36,35,0.0810088,0.0810088,0.01081736,0.019753085,0.13432837,0.05423729,0.002647059,0.8,0.01,0.05373134,0.000671642,0.2686567,400,5,536,4,396,1,135,400,136,5,531,29.462687,1.268657,12.462687,0.13908,0.134328,2701.2102,0.018895,0.01,0.054237,0.019753,0.442532,0.0,0.030195,0.120779,10000.0,7352.941176,9328.358209
POS-ill,36,POSITIVE,ill,4,3.7313433,35,42,36,29,35,35,35,29,25,35,36,35,0.0810088,0.0810088,0.01081736,0.019753085,0.13432837,0.05423729,0.002647059,0.8,0.01,0.05373134,0.000671642,0.2686567,400,5,536,4,396,1,135,400,136,5,531,29.462687,1.268657,12.462687,0.13908,0.134328,2701.2102,0.018895,0.01,0.054237,0.019753,0.442532,0.0,0.030195,0.120779,10000.0,7352.941176,9328.358209
NEG-different,37,NEGATIVE,different,3,2.7910447,38,46,35,15,38,38,38,47,9,38,33,38,0.0210712,0.0210712,0.08300751,0.040816326,0.12064035,0.01939394,0.002058824,0.27272728,0.022058824,0.01899593,0.001536435,0.2089552,136,11,536,3,133,8,392,136,400,11,525,10.940299,8.208955,24.985075,0.125075,0.120615,2822.7998,0.015267,0.022059,0.019394,0.040816,0.141649,0.0,0.031354,0.094063,22058.823529,20000.0,20522.38806
POS-difficult,38,POSITIVE,difficult,3,2.9850745,39,48,40,43,39,39,39,32,32,39,39,39,0.0002973,0.0002973,-0.09942105,0.014851485,0.00861717,0.0037594,0.000147059,0.75,0.0075,0.00373134,3.7313e-05,0.0149254,400,4,536,3,397,1,135,400,136,4,532,30.208956,1.014925,12.716418,0.008639,0.008615,2683.0266,7.5e-05,0.0075,0.003759,0.014851,0.027615,0.0,0.002166,0.006498,7500.0,7352.941176,7462.686567
POS-better,39,POSITIVE,better,3,2.9850745,39,48,40,43,39,39,39,32,32,39,39,39,0.0002973,0.0002973,-0.09942105,0.014851485,0.00861717,0.0037594,0.000147059,0.75,0.0075,0.00373134,3.7313e-05,0.0149254,400,4,536,3,397,1,135,400,136,4,532,30.208956,1.014925,12.716418,0.008639,0.008615,2683.0266,7.5e-05,0.0075,0.003759,0.014851,0.027615,0.0,0.002166,0.006498,7500.0,7352.941176,7462.686567
POS-different,40,POSITIVE,different,8,8.208955,41,46,39,16,41,41,41,36,16,41,41,41,-0.0210712,0.0210712,-0.08300751,0.03892944,-0.07387683,-0.01939394,-0.002058824,0.72727275,0.02,-0.01899593,-0.000522388,-0.2089552,400,11,536,8,392,3,133,400,136,11,525,24.985075,2.791045,10.940299,-0.072931,-0.073885,-2822.7998,-0.005365,0.02,11.328831,0.038929,-0.141649,0.0,-0.011198,-0.089583,20000.0,22058.823529,20522.38806
POS-happy,41,POSITIVE,happy,5,5.223881,42,45,42,24,42,42,42,37,19,42,42,42,-0.0373396,0.0373396,-0.12600152,0.024570026,-0.10012245,-0.03240616,-0.002205882,0.71428573,0.0125,-0.03198294,-0.000559701,-0.2238806,400,7,536,5,395,2,134,400,136,7,529,27.970148,1.776119,11.955224,-0.097953,-0.100111,-2739.4255,-0.009735,0.0125,17.665676,0.02457,-0.234891,0.0,-0.019023,-0.095116,12500.0,14705.882353,13059.701493
NEG-good,42,NEGATIVE,good,4,5.328358,43,38,43,6,45,43,45,48,4,43,48,45,-0.4903219,0.4903219,-0.12827604,0.050955415,-0.6641791,-0.06583449,-0.013088235,0.1904762,0.029411765,-0.06325515,-0.00976734,-1.3283582,136,21,536,4,132,17,383,136,400,21,515,8.402985,15.671642,17.522388,-0.575464,-0.664179,-3090.3545,-0.362726,0.029412,5.993897,0.050955,-0.530801,0.0,-0.124533,-0.498134,29411.764706,42500.0,39179.104478
NEG-important,43,NEGATIVE,important,4,6.0895524,46,34,44,7,48,44,48,49,4,44,49,48,-1.0965596,1.0965596,-0.20040256,0.05,-1.0447761,-0.09114583,-0.020588236,0.16666667,0.029411765,-0.08706468,-0.015364355,-2.0895522,136,24,536,4,132,20,380,136,400,24,512,7.641791,17.910448,15.283582,-0.84676,-1.044776,-3195.4104,-0.816863,0.029412,5.242188,0.05,-0.765253,0.0,-0.182525,-0.730101,29411.764706,50000.0,44776.119403
POS-big,44,POSITIVE,big,3,3.7313433,44,36,45,45,43,45,43,38,32,45,43,43,-0.5171441,0.5171441,-0.32448682,0.014814815,-0.42224124,-0.14764595,-0.007205882,0.6,0.0075,-0.14626867,-0.001828358,-0.7313433,400,5,536,3,397,2,134,400,136,5,531,29.462687,1.268657,12.462687,-0.378607,-0.422151,-2702.0833,-0.153751,0.0075,24.536346,0.014815,-0.971664,0.0,-0.094744,-0.284232,7500.0,14705.882353,9328.358209
POS-sinister,45,POSITIVE,sinister,3,3.7313433,44,36,45,45,43,45,43,38,32,45,43,43,-0.5171441,0.5171441,-0.32448682,0.014814815,-0.42224124,-0.14764595,-0.007205882,0.6,0.0075,-0.14626867,-0.001828358,-0.7313433,400,5,536,3,397,2,134,400,136,5,531,29.462687,1.268657,12.462687,-0.378607,-0.422151,-2702.0833,-0.153751,0.0075,24.536346,0.014815,-0.971664,0.0,-0.094744,-0.284232,7500.0,14705.882353,9328.358209
POS-close,46,POSITIVE,close,3,4.477612,47,30,47,47,46,47,46,42,32,47,45,46,-1.6889359,1.6889359,-0.47385588,0.014778325,-0.85309964,-0.2490566,-0.014558824,0.5,0.0075,-0.24626866,-0.00369403,-1.4776119,400,6,536,3,397,3,133,400,136,6,530,28.716417,1.522388,12.208955,-0.698292,-0.852917,-2722.338,-0.552358,0.0075,20.359749,0.014778,-1.556386,0.0,-0.173925,-0.521776,7500.0,22058.823529,11194.029851
POS-available,47,POSITIVE,available,3,4.477612,47,30,47,47,46,47,46,42,32,47,45,46,-1.6889359,1.6889359,-0.47385588,0.014778325,-0.85309964,-0.2490566,-0.014558824,0.5,0.0075,-0.24626866,-0.00369403,-1.4776119,400,6,536,3,397,3,133,400,136,6,530,28.716417,1.522388,12.208955,-0.698292,-0.852917,-2722.338,-0.552358,0.0075,20.359749,0.014778,-1.556386,0.0,-0.173925,-0.521776,7500.0,22058.823529,11194.029851
POS-bad,48,POSITIVE,bad,3,5.223881,49,9,49,49,49,49,49,46,32,49,47,49,-3.216694,3.216694,-0.58626574,0.014742015,-1.2839581,-0.32190117,-0.021911765,0.42857143,0.0075,-0.31769723,-0.005559701,-2.2238805,400,7,536,3,397,4,132,400,136,7,529,27.970148,1.776119,11.955224,-0.973004,-1.283683,-2743.5203,-1.119992,0.0075,17.37618,0.014742,-1.971304,0.0,-0.240872,-0.722616,7500.0,29411.764706,13059.701493
