key,l1,l2,f,E11,am_expect_diff,adv,adv_total,adj,adj_total,am_p1_given2,am_log_likelihood,am_odds_ratio_disc,log_ratio,conservative_log_ratio,am_expect_diff_%
NEG-particularly_graphic,NEGATIVE,particularly_graphic,12,1.892,10.108,particularly,14612.0,graphic,512.0,0.778,39.516,1.689,6.137,0.462,84.23333
NEG-entirely_reliable,NEGATIVE,entirely_reliable,12,1.892,10.108,entirely,11491.0,reliable,1417.0,0.778,39.516,1.689,6.137,0.462,84.23333
NEG-more_unprofessional,NEGATIVE,more_unprofessional,12,1.892,10.108,more,312474.0,unprofessional,83.0,0.778,39.516,1.689,6.137,0.462,84.23333
NEG-wholly_right,NEGATIVE,wholly_right,12,1.892,10.108,wholly,1589.0,right,15345.0,0.778,39.516,1.689,6.137,0.462,84.23333
NEG-yet_final,NEGATIVE,yet_final,10,1.456,8.544,yet,855.0,final,224.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-quite_whole,NEGATIVE,quite_whole,10,1.456,8.544,quite,43128.0,whole,151.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-terribly_memorable,NEGATIVE,terribly_memorable,10,1.456,8.544,terribly,5119.0,memorable,2058.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-particularly_thrilled,NEGATIVE,particularly_thrilled,10,1.456,8.544,particularly,14612.0,thrilled,647.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-ever_forthcoming,NEGATIVE,ever_forthcoming,10,1.456,8.544,ever,5050.0,forthcoming,272.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-ostensibly_wrong,NEGATIVE,ostensibly_wrong,10,1.456,8.544,ostensibly,104.0,wrong,23764.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-inherently_incorrect,NEGATIVE,inherently_incorrect,10,1.456,8.544,inherently,5467.0,incorrect,925.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-ever_responsible,NEGATIVE,ever_responsible,10,1.456,8.544,ever,5050.0,responsible,2068.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-ever_shy,NEGATIVE,ever_shy,10,1.456,8.544,ever,5050.0,shy,1392.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-ever_exact,NEGATIVE,ever_exact,10,1.456,8.544,ever,5050.0,exact,282.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-especially_novel,NEGATIVE,especially_novel,10,1.456,8.544,especially,4308.0,novel,375.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-fully_possible,NEGATIVE,fully_possible,10,1.456,8.544,fully,4795.0,possible,6754.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-ever_chaste,NEGATIVE,ever_chaste,10,1.456,8.544,ever,5050.0,chaste,34.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-ever_empty,NEGATIVE,ever_empty,10,1.456,8.544,ever,5050.0,empty,1306.0,0.854,38.544,2.091,15.841,0.294,85.439995
NEG-more_needed,NEGATIVE,more_needed,11,1.747,9.253,more,312474.0,needed,17.0,0.771,35.828,1.653,6.011,0.205,84.11818
NEG-truly_objective,NEGATIVE,truly_objective,11,1.747,9.253,truly,14216.0,objective,257.0,0.771,35.828,1.653,6.011,0.205,84.11818
NEG-as_ashamed,NEGATIVE,as_ashamed,11,1.747,9.253,as,125578.0,ashamed,450.0,0.771,35.828,1.653,6.011,0.205,84.11818
NEG-that_neat,NEGATIVE,that_neat,11,1.747,9.253,that,7441.0,neat,654.0,0.771,35.828,1.653,6.011,0.205,84.11818
NEG-ever_effective,NEGATIVE,ever_effective,11,1.747,9.253,ever,5050.0,effective,8459.0,0.771,35.828,1.653,6.011,0.205,84.11818
NEG-necessarily_fatal,NEGATIVE,necessarily_fatal,11,1.747,9.253,necessarily,1617.0,fatal,936.0,0.771,35.828,1.653,6.011,0.205,84.11818
NEG-too_eventful,NEGATIVE,too_eventful,11,1.747,9.253,too,186765.0,eventful,90.0,0.771,35.828,1.653,6.011,0.205,84.11818
NEG-truly_clear,NEGATIVE,truly_clear,11,1.747,9.253,truly,14216.0,clear,8610.0,0.771,35.828,1.653,6.011,0.205,84.11818
NEG-more_blurred,NEGATIVE,more_blurred,10,1.601,8.399,more,312474.0,blurred,47.0,0.764,32.156,1.614,5.874,0.0,83.990005
NEG-that_cool,NEGATIVE,that_cool,10,1.601,8.399,that,7441.0,cool,5634.0,0.764,32.156,1.614,5.874,0.0,83.990005
NEG-more_prejudicial,NEGATIVE,more_prejudicial,10,1.601,8.399,more,312474.0,prejudicial,79.0,0.764,32.156,1.614,5.874,0.0,83.990005
NEG-more_justified,NEGATIVE,more_justified,10,1.601,8.399,more,312474.0,justified,35.0,0.764,32.156,1.614,5.874,0.0,83.990005
NEG-truly_empty,NEGATIVE,truly_empty,10,1.601,8.399,truly,14216.0,empty,1306.0,0.764,32.156,1.614,5.874,0.0,83.990005
NEG-as_cut,NEGATIVE,as_cut,10,1.601,8.399,as,125578.0,cut,51.0,0.764,32.156,1.614,5.874,0.0,83.990005
POS-too_drastic,POSITIVE,too_drastic,12,100.824,-88.824,too,186765.0,drastic,727.0,-0.753,-334.772,-1.699,-5.696,-3.644,740.2
POS-ever_able,POSITIVE,ever_able,13,127.311,-114.311,ever,5050.0,able,8146.0,-0.767,-440.087,-1.774,-5.94,-3.989,879.31537
POS-too_thrilled,POSITIVE,too_thrilled,12,123.039,-111.039,too,186765.0,thrilled,647.0,-0.771,-429.988,-1.794,-6.013,-4.002,925.325
POS-particularly_surprising,POSITIVE,particularly_surprising,14,155.508,-141.508,particularly,14612.0,surprising,3040.0,-0.778,-553.301,-1.834,-6.138,-4.269,1010.77136
POS-necessarily_wrong,POSITIVE,necessarily_wrong,20,199.084,-179.084,necessarily,1617.0,wrong,23764.0,-0.769,-690.951,-1.787,-5.966,-4.353,895.42
POS-too_major,POSITIVE,too_major,12,170.033,-158.033,too,186765.0,major,669.0,-0.794,-633.974,-1.945,-6.515,-4.554,1316.9418
POS-as_satisfying,POSITIVE,as_satisfying,14,205.065,-191.065,as,125578.0,satisfying,4566.0,-0.796,-768.901,-1.963,-6.566,-4.733,1364.75
POS-too_surprising,POSITIVE,too_surprising,11,184.559,-173.559,too,186765.0,surprising,3040.0,-0.804,-706.789,-2.021,-6.773,-4.759,1577.8091
POS-really_able,POSITIVE,really_able,25,298.199,-273.199,really,63523.0,able,8146.0,-0.783,-1076.998,-1.874,-6.249,-4.807,1092.796
POS-too_special,POSITIVE,too_special,34,416.112,-382.112,too,186765.0,special,16913.0,-0.785,-1510.727,-1.888,-6.289,-5.034,1123.8589
POS-particularly_new,POSITIVE,particularly_new,24,368.263,-344.263,particularly,14612.0,new,14653.0,-0.799,-1391.483,-1.99,-6.637,-5.189,1434.4292
POS-too_fancy,POSITIVE,too_fancy,32,480.195,-448.195,too,186765.0,fancy,1184.0,-0.798,-1808.133,-1.982,-6.603,-5.327,1400.6094
POS-entirely_clear,POSITIVE,entirely_clear,13,292.218,-279.218,entirely,11491.0,clear,8610.0,-0.817,-1161.967,-2.157,-7.215,-5.362,2147.8306
POS-quite_able,POSITIVE,quite_able,12,300.763,-288.763,quite,43128.0,able,8146.0,-0.82,-1209.913,-2.204,-7.378,-5.47,2406.3584
POS-too_careful,POSITIVE,too_careful,37,610.07,-573.07,too,186765.0,careful,2162.0,-0.803,-2331.281,-2.027,-6.747,-5.556,1548.8379
POS-too_sure,POSITIVE,too_sure,24,481.049,-457.049,too,186765.0,sure,11285.0,-0.812,-1887.477,-2.112,-7.042,-5.611,1904.3708
POS-too_pleased,POSITIVE,too_pleased,86,1178.272,-1092.272,too,186765.0,pleased,3903.0,-0.793,-4371.82,-1.945,-6.464,-5.648,1270.0837
POS-too_early,POSITIVE,too_early,317,4713.942,-4396.942,too,186765.0,early,5753.0,-0.799,-17795.498,-1.991,-6.589,-6.151,1387.048
POS-really_sure,POSITIVE,really_sure,19,795.483,-776.483,really,63523.0,sure,11285.0,-0.834,-3338.099,-2.44,-8.138,-6.586,4086.7524
POS-quite_sure,POSITIVE,quite_sure,66,2591.515,-2525.515,quite,43128.0,sure,11285.0,-0.834,-10847.003,-2.423,-8.044,-7.148,3826.5376
