,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability,adv,adj,adv_total,adj_total
1125,NEGATED,necessarily_exclusive,95,4.39,514.011,2.053,0.781,0.0,6.846,5.003,90.61,0.954,0.0,necessarily,exclusive,54048.0,40997.0
1126,NEGATED,that_clever,212,9.802,1146.606,2.056,0.781,0.0,6.841,5.576,202.198,0.954,0.0,that,clever,249255.0,40099.0
1127,NEGATED,only_painful,221,10.218,1195.268,2.056,0.781,0.0,6.841,5.601,210.782,0.954,0.0,only,painful,445868.0,89319.0
1128,NEGATED,only_historic,54,2.498,291.963,2.045,0.78,0.0,6.838,4.445,51.502,0.954,0.0,only,historic,445868.0,11843.0
1129,NEGATED,only_heartbreaking,27,1.249,145.981,2.032,0.78,0.0,6.838,3.519,25.751,0.954,0.0,only,heartbreaking,445868.0,10084.0
1135,NEGATED,that_comforting,18,0.833,97.321,2.019,0.78,0.0,6.838,2.79,17.167,0.954,0.0,that,comforting,249255.0,14409.0
1139,NEGATED,entirely_kind,18,0.833,97.321,2.019,0.78,0.0,6.838,2.79,17.167,0.954,0.0,entirely,kind,291794.0,30230.0
1138,NEGATED,necessarily_due,18,0.833,97.321,2.019,0.78,0.0,6.838,2.79,17.167,0.954,0.0,necessarily,due,54048.0,22872.0
1137,NEGATED,entirely_excited,18,0.833,97.321,2.019,0.78,0.0,6.838,2.79,17.167,0.954,0.0,entirely,excited,291794.0,368758.0
1136,NEGATED,exactly_sweet,18,0.833,97.321,2.019,0.78,0.0,6.838,2.79,17.167,0.954,0.0,exactly,sweet,59426.0,110381.0
1134,NEGATED,always_malicious,18,0.833,97.321,2.019,0.78,0.0,6.838,2.79,17.167,0.954,0.0,always,malicious,639123.0,4833.0
1133,NEGATED,that_observant,18,0.833,97.321,2.019,0.78,0.0,6.838,2.79,17.167,0.954,0.0,that,observant,249255.0,6003.0
1132,NEGATED,that_distracting,18,0.833,97.321,2.019,0.78,0.0,6.838,2.79,17.167,0.954,0.0,that,distracting,249255.0,9960.0
1131,NEGATED,necessarily_dominant,18,0.833,97.321,2.019,0.78,0.0,6.838,2.79,17.167,0.954,0.0,necessarily,dominant,54048.0,37653.0
1130,NEGATED,that_secure,18,0.833,97.321,2.019,0.78,0.0,6.838,2.79,17.167,0.954,0.0,that,secure,249255.0,91624.0
1140,NEGATED,always_realistic,240,11.126,1295.413,2.05,0.778,0.0,6.82,5.633,228.874,0.954,0.0,always,realistic,639123.0,79332.0
1141,NEGATED,overly_sure,40,1.854,215.9,2.035,0.778,0.0,6.82,4.075,38.146,0.954,0.0,overly,sure,117569.0,843994.0
1142,NEGATED,only_therapeutic,40,1.854,215.9,2.035,0.778,0.0,6.82,4.075,38.146,0.954,0.0,only,therapeutic,445868.0,5249.0
1143,NEGATED,overly_surprised,182,8.439,982.186,2.048,0.778,0.0,6.818,5.467,173.561,0.954,0.0,overly,surprised,117569.0,103751.0
1144,NEGATED,necessarily_proud,71,3.292,383.14,2.042,0.778,0.0,6.818,4.72,67.708,0.954,0.0,necessarily,proud,54048.0,225273.0
1145,NEGATED,that_detailed,62,2.876,334.48,2.04,0.778,0.0,6.815,4.581,59.124,0.954,0.0,that,detailed,249255.0,127937.0
1147,NEGATED,only_terrifying,31,1.438,167.24,2.029,0.778,0.0,6.815,3.72,29.562,0.954,0.0,only,terrifying,445868.0,25344.0
1148,NEGATED,exactly_low,31,1.438,167.24,2.029,0.778,0.0,6.815,3.72,29.562,0.954,0.0,exactly,low,59426.0,305281.0
1146,NEGATED,only_gross,31,1.438,167.24,2.029,0.778,0.0,6.815,3.72,29.562,0.954,0.0,only,gross,445868.0,8916.0
1149,NEGATED,that_useful,637,29.556,3436.084,2.05,0.778,0.0,6.813,6.069,607.444,0.954,0.0,that,useful,249255.0,253186.0
1150,NEGATED,necessarily_harmful,163,7.569,878.723,2.045,0.777,0.0,6.807,5.387,155.431,0.954,0.0,necessarily,harmful,54048.0,49547.0
1151,NEGATED,initially_aware,88,4.087,474.32,2.04,0.777,0.0,6.806,4.912,83.913,0.954,0.0,initially,aware,23588.0,319176.0
1152,NEGATED,only_handsome,44,2.044,237.159,2.032,0.777,0.0,6.806,4.188,41.956,0.954,0.0,only,handsome,445868.0,19057.0
1153,NEGATED,necessarily_appealing,22,1.022,118.58,2.017,0.777,0.0,6.805,3.159,20.978,0.954,0.0,necessarily,appealing,54048.0,86815.0
1154,NEGATED,that_necessary,101,4.693,544.241,2.041,0.777,0.0,6.803,5.028,96.307,0.954,0.0,that,necessary,249255.0,186376.0
1155,NEGATED,entirely_rosy,57,2.649,307.08,2.035,0.776,0.0,6.801,4.484,54.351,0.954,0.0,entirely,rosy,291794.0,6664.0
1158,NEGATED,altogether_accurate,35,1.627,188.5,2.026,0.776,0.0,6.797,3.885,33.373,0.954,0.0,altogether,accurate,19635.0,175436.0
1156,NEGATED,only_spectacular,35,1.627,188.5,2.026,0.776,0.0,6.797,3.885,33.373,0.954,0.0,only,spectacular,445868.0,47612.0
1157,NEGATED,that_convincing,35,1.627,188.5,2.026,0.776,0.0,6.797,3.885,33.373,0.954,0.0,that,convincing,249255.0,30228.0
1159,NEGATED,only_functional,515,23.955,2772.776,2.044,0.776,0.0,6.794,5.973,491.045,0.953,0.0,only,functional,445868.0,46702.0
1160,NEGATED,only_healthier,143,6.661,769.131,2.037,0.775,0.0,6.784,5.282,136.339,0.953,0.0,only,healthier,445868.0,13978.0
1161,NEGATED,necessarily_angry,26,1.211,139.841,2.016,0.775,0.0,6.783,3.434,24.789,0.953,0.0,necessarily,angry,54048.0,69522.0
1162,NEGATED,only_improper,26,1.211,139.841,2.016,0.775,0.0,6.783,3.434,24.789,0.953,0.0,only,improper,445868.0,2774.0
1163,NEGATED,necessarily_hot,26,1.211,139.841,2.016,0.775,0.0,6.783,3.434,24.789,0.953,0.0,necessarily,hot,54048.0,168237.0
1164,NEGATED,necessarily_fatal,138,6.433,741.735,2.035,0.774,0.0,6.777,5.252,131.567,0.953,0.0,necessarily,fatal,54048.0,25920.0
1165,NEGATED,always_seamless,56,2.611,300.945,2.027,0.774,0.0,6.775,4.451,53.389,0.953,0.0,always,seamless,639123.0,10719.0
1166,NEGATED,that_prevalent,56,2.611,300.945,2.027,0.774,0.0,6.775,4.451,53.389,0.953,0.0,that,prevalent,249255.0,54947.0
1167,NEGATED,as_clear-cut,667,31.108,3584.072,2.038,0.774,0.0,6.774,6.053,635.892,0.953,0.0,as,clear-cut,3709246.0,4386.0
1168,NEGATED,that_crazy,352,16.424,1890.757,2.036,0.773,0.0,6.77,5.792,335.576,0.953,0.0,that,crazy,249255.0,64993.0
1169,NEGATED,necessarily_intentional,51,2.384,273.553,2.02,0.772,0.0,6.756,4.336,48.616,0.953,0.0,necessarily,intentional,54048.0,10576.0
1170,NEGATED,only_revolutionary,34,1.589,182.368,2.014,0.772,0.0,6.755,3.824,32.411,0.953,0.0,only,revolutionary,445868.0,12701.0
1171,NEGATED,necessarily_young,34,1.589,182.368,2.014,0.772,0.0,6.755,3.824,32.411,0.953,0.0,necessarily,young,54048.0,226101.0
1172,NEGATED,only_deceptive,17,0.795,91.184,1.995,0.772,0.0,6.755,2.638,16.205,0.953,0.0,only,deceptive,445868.0,5047.0
1173,NEGATED,only_condescending,17,0.795,91.184,1.995,0.772,0.0,6.755,2.638,16.205,0.953,0.0,only,condescending,445868.0,2858.0
1174,NEGATED,that_enthused,17,0.795,91.184,1.995,0.772,0.0,6.755,2.638,16.205,0.953,0.0,that,enthused,249255.0,2501.0
1175,NEGATED,only_repetitive,17,0.795,91.184,1.995,0.772,0.0,6.755,2.638,16.205,0.953,0.0,only,repetitive,445868.0,7522.0
1176,NEGATED,necessarily_inexpensive,17,0.795,91.184,1.995,0.772,0.0,6.755,2.638,16.205,0.953,0.0,necessarily,inexpensive,54048.0,27873.0
1177,NEGATED,only_powerless,17,0.795,91.184,1.995,0.772,0.0,6.755,2.638,16.205,0.953,0.0,only,powerless,445868.0,7123.0
1178,NEGATED,ever_simple,212,9.915,1136.751,2.029,0.771,0.0,6.752,5.513,202.085,0.953,0.0,ever,simple,117671.0,424800.0
1179,NEGATED,that_visible,72,3.368,386.002,2.023,0.771,0.0,6.751,4.694,68.632,0.953,0.0,that,visible,249255.0,137004.0
1180,NEGATED,that_outrageous,55,2.573,294.818,2.019,0.771,0.0,6.749,4.416,52.427,0.953,0.0,that,outrageous,249255.0,19137.0
1181,NEGATED,only_conducive,38,1.779,203.633,2.013,0.771,0.0,6.746,3.97,36.221,0.953,0.0,only,conducive,445868.0,16385.0
1182,NEGATED,necessarily_immune,38,1.779,203.633,2.013,0.771,0.0,6.746,3.97,36.221,0.953,0.0,necessarily,immune,54048.0,20416.0
1183,NEGATED,necessarily_bigger,38,1.779,203.633,2.013,0.771,0.0,6.746,3.97,36.221,0.953,0.0,necessarily,bigger,54048.0,130088.0
1184,NEGATED,necessarily_sad,38,1.779,203.633,2.013,0.771,0.0,6.746,3.97,36.221,0.953,0.0,necessarily,sad,54048.0,109541.0
1185,NEGATED,entirely_thrilled,59,2.763,316.083,2.018,0.77,0.0,6.743,4.489,56.237,0.953,0.0,entirely,thrilled,291794.0,29212.0
1186,NEGATED,yet_tired,80,3.747,428.533,2.021,0.77,0.0,6.742,4.788,76.253,0.953,0.0,yet,tired,96968.0,81824.0
1190,NEGATED,only_baffling,21,0.984,112.449,1.997,0.77,0.0,6.738,3.045,20.016,0.953,0.0,only,baffling,445868.0,5668.0
1191,NEGATED,nearly_tough,21,0.984,112.449,1.997,0.77,0.0,6.738,3.045,20.016,0.953,0.0,nearly,tough,174550.0,135407.0
1187,NEGATED,that_reasonable,21,0.984,112.449,1.997,0.77,0.0,6.738,3.045,20.016,0.953,0.0,that,reasonable,249255.0,68061.0
1189,NEGATED,yet_hopeless,21,0.984,112.449,1.997,0.77,0.0,6.738,3.045,20.016,0.953,0.0,yet,hopeless,96968.0,9003.0
1188,NEGATED,exactly_effective,21,0.984,112.449,1.997,0.77,0.0,6.738,3.045,20.016,0.953,0.0,exactly,effective,59426.0,530335.0
1192,NEGATED,only_exciting,239,11.202,1279.488,2.025,0.77,0.0,6.736,5.57,227.798,0.953,0.0,only,exciting,445868.0,235728.0
1193,NEGATED,only_unlawful,67,3.141,358.614,2.017,0.769,0.0,6.734,4.614,63.859,0.953,0.0,only,unlawful,445868.0,2960.0
1194,NEGATED,necessarily_gay,46,2.157,246.164,2.012,0.769,0.0,6.732,4.203,43.843,0.953,0.0,necessarily,gay,54048.0,40291.0
1195,NEGATED,only_flexible,71,3.33,379.88,2.017,0.769,0.0,6.73,4.669,67.67,0.953,0.0,only,flexible,445868.0,81094.0
1196,NEGATED,totally_sure,1762,82.651,9427.981,2.026,0.769,0.001,6.73,6.285,1679.349,0.953,0.0,totally,sure,345264.0,843994.0
1197,NEGATED,remotely_surprising,75,3.519,401.146,2.016,0.769,0.0,6.727,4.719,71.481,0.953,0.0,remotely,surprising,21399.0,149928.0
1199,NEGATED,necessarily_consecutive,25,1.173,133.715,1.999,0.769,0.0,6.727,3.343,23.827,0.953,0.0,necessarily,consecutive,54048.0,2443.0
1200,NEGATED,remotely_sufficient,25,1.173,133.715,1.999,0.769,0.0,6.727,3.343,23.827,0.953,0.0,remotely,sufficient,21399.0,32591.0
1198,NEGATED,that_amusing,25,1.173,133.715,1.999,0.769,0.0,6.727,3.343,23.827,0.953,0.0,that,amusing,249255.0,22936.0
1201,NEGATED,necessarily_dangerous,166,7.796,887.363,2.019,0.768,0.0,6.721,5.34,158.204,0.953,0.0,necessarily,dangerous,54048.0,292327.0
1202,NEGATED,that_impressive,1232,57.863,6585.697,2.023,0.768,0.0,6.721,6.192,1174.137,0.953,0.0,that,impressive,249255.0,195248.0
1203,NEGATED,only_impressed,116,5.45,619.929,2.017,0.768,0.0,6.719,5.085,110.55,0.953,0.0,only,impressed,445868.0,112686.0
1204,NEGATED,necessarily_profitable,29,1.362,154.981,2.0,0.768,0.0,6.719,3.574,27.638,0.953,0.0,necessarily,profitable,54048.0,78903.0
1205,NEGATED,exactly_old,29,1.362,154.981,2.0,0.768,0.0,6.719,3.574,27.638,0.953,0.0,exactly,old,59426.0,136493.0
1206,NEGATED,yet_willing,414,19.452,2212.321,2.021,0.768,0.0,6.718,5.824,394.548,0.953,0.0,yet,willing,96968.0,141649.0
1207,NEGATED,that_innocent,62,2.914,331.23,2.011,0.767,0.0,6.715,4.525,59.086,0.953,0.0,that,innocent,249255.0,29399.0
1208,NEGATED,necessarily_problematic,62,2.914,331.23,2.011,0.767,0.0,6.715,4.525,59.086,0.953,0.0,necessarily,problematic,54048.0,37555.0
1209,NEGATED,always_representative,62,2.914,331.23,2.011,0.767,0.0,6.715,4.525,59.086,0.953,0.0,always,representative,639123.0,25071.0
1210,NEGATED,precisely_sure,95,4.466,507.479,2.014,0.767,0.0,6.714,4.922,90.534,0.953,0.0,precisely,sure,3843.0,843994.0
1211,NEGATED,only_artistic,33,1.552,176.248,2.001,0.767,0.0,6.712,3.761,31.448,0.953,0.0,only,artistic,445868.0,8854.0
1212,NEGATED,necessarily_logical,33,1.552,176.248,2.001,0.767,0.0,6.712,3.761,31.448,0.953,0.0,necessarily,logical,54048.0,26090.0
1213,NEGATED,necessarily_old,33,1.552,176.248,2.001,0.767,0.0,6.712,3.761,31.448,0.953,0.0,necessarily,old,54048.0,136493.0
1214,NEGATED,always_flashy,33,1.552,176.248,2.001,0.767,0.0,6.712,3.761,31.448,0.953,0.0,always,flashy,639123.0,6937.0
1215,NEGATED,that_adventurous,70,3.292,373.764,2.01,0.767,0.0,6.71,4.643,66.708,0.953,0.0,that,adventurous,249255.0,19953.0
1216,NEGATED,that_skilled,111,5.222,592.547,2.013,0.767,0.0,6.708,5.044,105.778,0.953,0.0,that,skilled,249255.0,75093.0
1217,NEGATED,that_onerous,41,1.93,218.782,2.002,0.766,0.0,6.704,4.047,39.07,0.953,0.0,that,onerous,249255.0,8554.0
1218,NEGATED,only_uncomfortable,184,8.666,981.471,2.013,0.766,0.0,6.7,5.391,175.334,0.953,0.0,only,uncomfortable,445868.0,54398.0
1219,NEGATED,that_painful,155,7.304,826.488,2.012,0.765,0.0,6.696,5.278,147.696,0.953,0.0,that,painful,249255.0,89319.0
1220,NEGATED,only_widespread,53,2.498,282.583,2.003,0.765,0.0,6.696,4.346,50.502,0.953,0.0,only,widespread,445868.0,36673.0
1221,NEGATED,just_relevant,146,6.888,777.844,2.009,0.764,0.0,6.688,5.232,139.112,0.953,0.0,just,relevant,647978.0,142967.0
1222,NEGATED,always_achievable,81,3.822,431.455,2.005,0.764,0.0,6.686,4.765,77.178,0.953,0.0,always,achievable,639123.0,8432.0
1223,NEGATED,always_compatible,209,9.877,1112.022,2.006,0.763,0.0,6.675,5.449,199.123,0.953,0.0,always,compatible,639123.0,35191.0
1224,NEGATED,necessarily_sexual,64,3.028,340.28,1.997,0.762,0.0,6.668,4.53,60.972,0.953,0.0,necessarily,sexual,54048.0,12847.0
1225,NEGATED,yet_definitive,52,2.46,276.477,1.995,0.762,0.0,6.668,4.309,49.54,0.953,0.0,yet,definitive,96968.0,8703.0
1226,NEGATED,yet_equal,48,2.271,255.21,1.994,0.762,0.0,6.668,4.218,45.729,0.953,0.0,yet,equal,96968.0,46811.0
1227,NEGATED,only_flawed,48,2.271,255.21,1.994,0.762,0.0,6.668,4.218,45.729,0.953,0.0,only,flawed,445868.0,30761.0
1228,NEGATED,necessarily_rare,40,1.892,212.675,1.992,0.762,0.0,6.668,3.997,38.108,0.953,0.0,necessarily,rare,54048.0,132282.0
1229,NEGATED,necessarily_rich,36,1.703,191.407,1.99,0.762,0.0,6.668,3.859,34.297,0.953,0.0,necessarily,rich,54048.0,94389.0
1231,NEGATED,that_problematic,32,1.514,170.14,1.988,0.762,0.0,6.668,3.695,30.486,0.953,0.0,that,problematic,249255.0,37555.0
1230,NEGATED,just_unconstitutional,32,1.514,170.14,1.988,0.762,0.0,6.668,3.695,30.486,0.953,0.0,just,unconstitutional,647978.0,6792.0
1233,NEGATED,necessarily_unhappy,28,1.325,148.872,1.985,0.762,0.0,6.668,3.496,26.675,0.953,0.0,necessarily,unhappy,54048.0,26180.0
1232,NEGATED,terribly_informative,28,1.325,148.872,1.985,0.762,0.0,6.668,3.496,26.675,0.953,0.0,terribly,informative,68120.0,26685.0
1234,NEGATED,that_shy,24,1.135,127.605,1.982,0.762,0.0,6.668,3.248,22.865,0.953,0.0,that,shy,249255.0,50705.0
1235,NEGATED,only_compact,24,1.135,127.605,1.982,0.762,0.0,6.668,3.248,22.865,0.953,0.0,only,compact,445868.0,21055.0
1236,NEGATED,that_competent,24,1.135,127.605,1.982,0.762,0.0,6.668,3.248,22.865,0.953,0.0,that,competent,249255.0,29889.0
1237,NEGATED,easily_forthcoming,24,1.135,127.605,1.982,0.762,0.0,6.668,3.248,22.865,0.953,0.0,easily,forthcoming,120226.0,11222.0
1238,NEGATED,always_peachy,24,1.135,127.605,1.982,0.762,0.0,6.668,3.248,22.865,0.953,0.0,always,peachy,639123.0,1033.0
1239,NEGATED,that_black,24,1.135,127.605,1.982,0.762,0.0,6.668,3.248,22.865,0.953,0.0,that,black,249255.0,64686.0
1244,NEGATED,exactly_specific,16,0.757,85.07,1.97,0.762,0.0,6.668,2.472,15.243,0.953,0.0,exactly,specific,59426.0,124145.0
1247,NEGATED,too_noticable,16,0.757,85.07,1.97,0.762,0.0,6.668,2.472,15.243,0.953,0.0,too,noticable,3557198.0,1064.0
1246,NEGATED,just_nutritious,16,0.757,85.07,1.97,0.762,0.0,6.668,2.472,15.243,0.953,0.0,just,nutritious,647978.0,13326.0
1245,NEGATED,that_heartless,16,0.757,85.07,1.97,0.762,0.0,6.668,2.472,15.243,0.953,0.0,that,heartless,249255.0,2060.0
1241,NEGATED,necessarily_advisable,20,0.946,106.337,1.977,0.762,0.0,6.668,2.923,19.054,0.953,0.0,necessarily,advisable,54048.0,14474.0
1243,NEGATED,exactly_wonderful,20,0.946,106.337,1.977,0.762,0.0,6.668,2.923,19.054,0.953,0.0,exactly,wonderful,59426.0,76952.0
1242,NEGATED,only_unwelcome,20,0.946,106.337,1.977,0.762,0.0,6.668,2.923,19.054,0.953,0.0,only,unwelcome,445868.0,3364.0
1240,NEGATED,altogether_unwelcome,20,0.946,106.337,1.977,0.762,0.0,6.668,2.923,19.054,0.953,0.0,altogether,unwelcome,19635.0,3364.0
1248,NEGATED,yet_perfect,251,11.883,1333.765,2.003,0.762,0.0,6.662,5.542,239.117,0.953,0.0,yet,perfect,96968.0,162720.0
1249,NEGATED,always_indicative,135,6.396,716.997,1.999,0.761,0.0,6.657,5.156,128.604,0.953,0.0,always,indicative,639123.0,12705.0
1250,NEGATED,necessarily_free,103,4.882,546.856,1.997,0.761,0.0,6.654,4.95,98.118,0.953,0.0,necessarily,free,54048.0,206519.0
1252,NEGATED,only_risky,79,3.747,419.25,1.994,0.76,0.0,6.65,4.72,75.253,0.953,0.0,only,risky,445868.0,45961.0
1251,NEGATED,that_risky,79,3.747,419.25,1.994,0.76,0.0,6.65,4.72,75.253,0.953,0.0,that,risky,249255.0,45961.0
1253,NEGATED,always_pretty,142,6.736,753.434,1.997,0.76,0.0,6.648,5.185,135.264,0.953,0.0,always,pretty,639123.0,10998.0
1254,NEGATED,necessarily_better,1893,89.804,10044.748,2.001,0.76,0.001,6.648,6.227,1803.196,0.953,0.0,necessarily,better,54048.0,740697.0
1255,NEGATED,exactly_related,63,2.99,334.181,1.991,0.76,0.0,6.645,4.5,60.01,0.953,0.0,exactly,related,59426.0,134121.0
1256,NEGATED,strictly_true,767,36.406,4068.036,1.999,0.759,0.0,6.644,5.991,730.594,0.953,0.0,strictly,true,35058.0,347077.0
1257,NEGATED,that_healthy,177,8.401,938.746,1.996,0.759,0.0,6.644,5.327,168.599,0.953,0.0,that,healthy,249255.0,113059.0
1258,NEGATED,yet_open,641,30.426,3399.624,1.999,0.759,0.0,6.644,5.932,610.574,0.953,0.0,yet,open,96968.0,255039.0
1259,NEGATED,just_applicable,106,5.033,562.027,1.993,0.759,0.0,6.641,4.964,100.967,0.953,0.0,just,applicable,647978.0,34941.0
1260,NEGATED,that_severe,145,6.888,768.606,1.994,0.759,0.0,6.639,5.193,138.112,0.952,0.0,that,severe,249255.0,102518.0
1261,NEGATED,necessarily_wiser,47,2.233,249.112,1.985,0.759,0.0,6.638,4.177,44.767,0.952,0.0,necessarily,wiser,54048.0,4282.0
1263,NEGATED,yet_suitable,43,2.044,227.844,1.983,0.758,0.0,6.635,4.069,40.956,0.952,0.0,yet,suitable,96968.0,86597.0
1262,NEGATED,that_essential,43,2.044,227.844,1.983,0.758,0.0,6.635,4.069,40.956,0.952,0.0,that,essential,249255.0,84469.0
1264,NEGATED,only_hurtful,35,1.665,185.31,1.978,0.758,0.0,6.627,3.799,33.335,0.952,0.0,only,hurtful,445868.0,5683.0
1265,NEGATED,only_delusional,35,1.665,185.31,1.978,0.758,0.0,6.627,3.799,33.335,0.952,0.0,only,delusional,445868.0,4026.0
1266,NEGATED,necessarily_incompatible,101,4.806,534.667,1.988,0.757,0.0,6.626,4.916,96.194,0.952,0.0,necessarily,incompatible,54048.0,7052.0
1267,NEGATED,too_distant,5251,249.959,27798.482,1.994,0.757,0.002,6.624,6.37,5001.041,0.952,0.001,too,distant,3557198.0,38410.0
1268,NEGATED,necessarily_deep,31,1.476,164.044,1.974,0.757,0.0,6.622,3.626,29.524,0.952,0.0,necessarily,deep,54048.0,82310.0
1269,NEGATED,that_conscious,31,1.476,164.044,1.974,0.757,0.0,6.622,3.626,29.524,0.952,0.0,that,conscious,249255.0,48806.0
1270,NEGATED,that_worse,27,1.287,142.777,1.97,0.756,0.0,6.616,3.414,25.713,0.952,0.0,that,worse,249255.0,213511.0
1271,NEGATED,only_numerous,27,1.287,142.777,1.97,0.756,0.0,6.616,3.414,25.713,0.952,0.0,only,numerous,445868.0,22878.0
1272,NEGATED,that_picky,150,7.152,792.87,1.986,0.756,0.0,6.612,5.198,142.848,0.952,0.0,that,picky,249255.0,11744.0
1273,NEGATED,that_smart,792,37.768,4186.257,1.989,0.756,0.0,6.611,5.974,754.232,0.952,0.0,that,smart,249255.0,87103.0
1274,NEGATED,as_fortunate,2179,103.957,11514.582,1.989,0.755,0.001,6.608,6.219,2075.043,0.952,0.001,as,fortunate,3709246.0,69055.0
1275,NEGATED,only_financial,138,6.585,729.07,1.984,0.755,0.0,6.607,5.137,131.415,0.952,0.0,only,financial,445868.0,12535.0
1277,NEGATED,normally_much,23,1.097,121.511,1.963,0.755,0.0,6.607,3.146,21.903,0.952,0.0,normally,much,30186.0,1776875.0
1276,NEGATED,that_polite,23,1.097,121.511,1.963,0.755,0.0,6.607,3.146,21.903,0.952,0.0,that,polite,249255.0,21223.0
1278,NEGATED,that_friendly,199,9.499,1051.077,1.985,0.755,0.0,6.604,5.37,189.501,0.952,0.0,that,friendly,249255.0,130614.0
1279,NEGATED,that_diverse,42,2.006,221.756,1.973,0.755,0.0,6.601,4.022,39.994,0.952,0.0,that,diverse,249255.0,128309.0
1280,NEGATED,initially_clear,95,4.541,501.228,1.979,0.754,0.0,6.594,4.845,90.459,0.952,0.0,initially,clear,23588.0,489251.0
1281,NEGATED,necessarily_necessary,38,1.817,200.491,1.97,0.754,0.0,6.594,3.891,36.183,0.952,0.0,necessarily,necessary,54048.0,186376.0
1282,NEGATED,just_nuclear,19,0.908,100.245,1.955,0.754,0.0,6.594,2.792,18.092,0.952,0.0,just,nuclear,647978.0,2229.0
1283,NEGATED,altogether_inaccurate,19,0.908,100.245,1.955,0.754,0.0,6.594,2.792,18.092,0.952,0.0,altogether,inaccurate,19635.0,15806.0
1284,NEGATED,necessarily_flattering,19,0.908,100.245,1.955,0.754,0.0,6.594,2.792,18.092,0.952,0.0,necessarily,flattering,54048.0,15641.0
1285,NEGATED,too_thrilled,1192,56.993,6288.52,1.984,0.754,0.0,6.593,6.073,1135.007,0.952,0.0,too,thrilled,3557198.0,29212.0
1286,NEGATED,that_cute,307,14.683,1619.134,1.982,0.753,0.0,6.59,5.59,292.317,0.952,0.0,that,cute,249255.0,86044.0
1287,NEGATED,only_desirable,253,12.11,1333.576,1.98,0.753,0.0,6.585,5.489,240.89,0.952,0.0,only,desirable,445868.0,48191.0
1288,NEGATED,entirely_conclusive,64,3.065,337.187,1.972,0.752,0.0,6.581,4.478,60.935,0.952,0.0,entirely,conclusive,291794.0,5606.0
1289,NEGATED,only_critical,304,14.57,1600.899,1.978,0.752,0.0,6.576,5.574,289.43,0.952,0.0,only,critical,445868.0,141951.0
1290,NEGATED,only_inadequate,60,2.876,315.923,1.97,0.752,0.0,6.575,4.409,57.124,0.952,0.0,only,inadequate,445868.0,17945.0
1291,NEGATED,only_delightful,30,1.438,157.961,1.96,0.752,0.0,6.575,3.554,28.562,0.952,0.0,only,delightful,445868.0,15540.0
1292,NEGATED,only_intuitive,30,1.438,157.961,1.96,0.752,0.0,6.575,3.554,28.562,0.952,0.0,only,intuitive,445868.0,23265.0
1295,NEGATED,too_satisfactory,15,0.719,78.98,1.942,0.752,0.0,6.575,2.289,14.281,0.952,0.0,too,satisfactory,3557198.0,11933.0
1297,NEGATED,terribly_visible,15,0.719,78.98,1.942,0.752,0.0,6.575,2.289,14.281,0.952,0.0,terribly,visible,68120.0,137004.0
1296,NEGATED,only_resilient,15,0.719,78.98,1.942,0.752,0.0,6.575,2.289,14.281,0.952,0.0,only,resilient,445868.0,27528.0
1294,NEGATED,always_user-friendly,15,0.719,78.98,1.942,0.752,0.0,6.575,2.289,14.281,0.952,0.0,always,user-friendly,639123.0,10405.0
1293,NEGATED,always_enforceable,15,0.719,78.98,1.942,0.752,0.0,6.575,2.289,14.281,0.952,0.0,always,enforceable,639123.0,4002.0
1298,NEGATED,only_fantastic,56,2.687,294.659,1.967,0.751,0.0,6.569,4.333,53.313,0.952,0.0,only,fantastic,445868.0,39215.0
1299,NEGATED,only_disruptive,41,1.968,215.678,1.963,0.751,0.0,6.566,3.973,39.032,0.952,0.0,only,disruptive,445868.0,15664.0
1300,NEGATED,that_effective,663,31.827,3487.423,1.976,0.751,0.0,6.565,5.879,631.173,0.952,0.0,that,effective,249255.0,530335.0
1301,NEGATED,that_disappointing,26,1.249,136.697,1.953,0.75,0.0,6.561,3.328,24.751,0.952,0.0,that,disappointing,249255.0,49285.0
1302,NEGATED,yet_due,74,3.557,388.831,1.966,0.749,0.0,6.556,4.603,70.443,0.952,0.0,yet,due,96968.0,22872.0
1303,NEGATED,necessarily_sustainable,37,1.779,194.415,1.958,0.749,0.0,6.556,3.836,35.221,0.952,0.0,necessarily,sustainable,54048.0,60664.0
1304,NEGATED,that_tasty,77,3.709,404.024,1.962,0.748,0.0,6.543,4.631,73.291,0.952,0.0,that,tasty,249255.0,33765.0
1305,NEGATED,that_extraordinary,44,2.119,230.871,1.957,0.748,0.0,6.543,4.046,41.881,0.952,0.0,that,extraordinary,249255.0,25620.0
1308,NEGATED,as_motivating,22,1.06,115.435,1.945,0.748,0.0,6.542,3.038,20.94,0.952,0.0,as,motivating,3709246.0,4257.0
1306,NEGATED,all_dissimilar,22,1.06,115.435,1.945,0.748,0.0,6.542,3.038,20.94,0.952,0.0,all,dissimilar,427480.0,8775.0
1307,NEGATED,that_widespread,22,1.06,115.435,1.945,0.748,0.0,6.542,3.038,20.94,0.952,0.0,that,widespread,249255.0,36673.0
1309,NEGATED,that_excited,432,20.814,2266.234,1.968,0.748,0.0,6.54,5.701,411.186,0.952,0.0,that,excited,249255.0,368758.0
