,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability,adv,adj,adv_total,adj_total
1310,NEGATED,that_flexible,95,4.579,498.199,1.962,0.747,0.0,6.538,4.809,90.421,0.952,0.0,that,flexible,249255.0,81094.0
1311,NEGATED,yet_underway,51,2.46,267.328,1.956,0.747,0.0,6.533,4.211,48.54,0.952,0.0,yet,underway,96968.0,41641.0
1312,NEGATED,necessarily_efficient,29,1.4,151.892,1.946,0.746,0.0,6.526,3.479,27.6,0.952,0.0,necessarily,efficient,54048.0,254633.0
1313,NEGATED,exactly_pure,29,1.4,151.892,1.946,0.746,0.0,6.526,3.479,27.6,0.952,0.0,exactly,pure,59426.0,24452.0
1314,NEGATED,necessarily_human,29,1.4,151.892,1.946,0.746,0.0,6.526,3.479,27.6,0.952,0.0,necessarily,human,54048.0,72308.0
1315,NEGATED,necessarily_contradictory,76,3.671,397.961,1.956,0.746,0.0,6.524,4.607,72.329,0.952,0.0,necessarily,contradictory,54048.0,12138.0
1316,NEGATED,only_fast,238,11.505,1245.552,1.96,0.745,0.0,6.519,5.407,226.495,0.952,0.0,only,fast,445868.0,86435.0
1317,NEGATED,necessarily_bad,2071,100.135,10837.476,1.962,0.745,0.001,6.517,6.128,1970.865,0.952,0.0,necessarily,bad,54048.0,554583.0
1318,NEGATED,overly_impressed,814,39.358,4259.336,1.961,0.745,0.0,6.517,5.903,774.642,0.952,0.0,overly,impressed,117569.0,112686.0
1319,NEGATED,only_key,90,4.352,470.878,1.955,0.745,0.0,6.516,4.75,85.648,0.952,0.0,only,key,445868.0,16875.0
1320,NEGATED,only_meaningless,36,1.741,188.351,1.946,0.745,0.0,6.516,3.779,34.259,0.952,0.0,only,meaningless,445868.0,13304.0
1321,NEGATED,that_outstanding,18,0.87,94.175,1.932,0.745,0.0,6.516,2.65,17.13,0.952,0.0,that,outstanding,249255.0,28164.0
1322,NEGATED,that_unbelievable,18,0.87,94.175,1.932,0.745,0.0,6.516,2.65,17.13,0.952,0.0,that,unbelievable,249255.0,16402.0
1323,NEGATED,yet_ill,18,0.87,94.175,1.932,0.745,0.0,6.516,2.65,17.13,0.952,0.0,yet,ill,96968.0,112688.0
1324,NEGATED,just_scientific,18,0.87,94.175,1.932,0.745,0.0,6.516,2.65,17.13,0.952,0.0,just,scientific,647978.0,13587.0
1325,NEGATED,that_disruptive,18,0.87,94.175,1.932,0.745,0.0,6.516,2.65,17.13,0.952,0.0,that,disruptive,249255.0,15664.0
1326,NEGATED,necessarily_insurmountable,18,0.87,94.175,1.932,0.745,0.0,6.516,2.65,17.13,0.952,0.0,necessarily,insurmountable,54048.0,7048.0
1327,NEGATED,as_noticeable,745,36.027,3897.803,1.961,0.745,0.0,6.516,5.875,708.973,0.952,0.0,as,noticeable,3709246.0,40293.0
1328,NEGATED,that_warm,86,4.163,449.62,1.953,0.744,0.0,6.509,4.708,81.837,0.952,0.0,that,warm,249255.0,73536.0
1329,NEGATED,only_great,1075,52.073,5617.599,1.958,0.743,0.0,6.505,5.97,1022.927,0.952,0.0,only,great,445868.0,379154.0
1330,NEGATED,altogether_uncommon,50,2.422,261.268,1.947,0.743,0.0,6.505,4.173,47.578,0.952,0.0,altogether,uncommon,19635.0,61712.0
1331,NEGATED,necessarily_vital,25,1.211,130.634,1.937,0.743,0.0,6.504,3.236,23.789,0.952,0.0,necessarily,vital,54048.0,54521.0
1332,NEGATED,yet_skilled,25,1.211,130.634,1.937,0.743,0.0,6.504,3.236,23.789,0.952,0.0,yet,skilled,96968.0,75093.0
1333,NEGATED,that_overwhelming,32,1.552,167.093,1.939,0.743,0.0,6.498,3.608,30.448,0.952,0.0,that,overwhelming,249255.0,33110.0
1334,NEGATED,just_sustainable,32,1.552,167.093,1.939,0.743,0.0,6.498,3.608,30.448,0.952,0.0,just,sustainable,647978.0,60664.0
1335,NEGATED,always_predictable,359,17.408,1874.52,1.955,0.743,0.0,6.498,5.589,341.592,0.952,0.0,always,predictable,639123.0,38419.0
1336,NEGATED,too_impressed,1528,74.098,7978.646,1.956,0.743,0.0,6.497,6.048,1453.902,0.952,0.0,too,impressed,3557198.0,112686.0
1337,NEGATED,that_efficient,174,8.439,908.392,1.952,0.742,0.0,6.496,5.212,165.561,0.951,0.0,that,efficient,249255.0,254633.0
1338,NEGATED,only_sympathetic,39,1.892,203.553,1.941,0.742,0.0,6.494,3.871,37.108,0.951,0.0,only,sympathetic,445868.0,23812.0
1339,NEGATED,quite_asleep,39,1.892,203.553,1.941,0.742,0.0,6.494,3.871,37.108,0.951,0.0,quite,asleep,1064947.0,11782.0
1340,NEGATED,that_optimistic,163,7.909,850.676,1.951,0.742,0.0,6.493,5.169,155.091,0.951,0.0,that,optimistic,249255.0,81289.0
1341,NEGATED,only_distracting,46,2.233,240.012,1.942,0.742,0.0,6.491,4.07,43.767,0.951,0.0,only,distracting,445868.0,9960.0
1342,NEGATED,entirely_true,3672,178.245,19162.443,1.954,0.742,0.001,6.491,6.199,3493.755,0.951,0.001,entirely,true,291794.0,347077.0
1343,NEGATED,necessarily_unhealthy,53,2.573,276.472,1.943,0.742,0.0,6.489,4.228,50.427,0.951,0.0,necessarily,unhealthy,54048.0,11195.0
1344,NEGATED,that_funny,1204,58.507,6277.355,1.952,0.741,0.0,6.484,5.98,1145.493,0.951,0.0,that,funny,249255.0,142525.0
1345,NEGATED,that_popular,963,46.851,5016.495,1.949,0.74,0.0,6.476,5.916,916.149,0.951,0.0,that,popular,249255.0,827595.0
1346,NEGATED,ever_dull,42,2.044,218.758,1.937,0.74,0.0,6.475,3.953,39.956,0.951,0.0,ever,dull,117671.0,21349.0
1347,NEGATED,altogether_satisfied,28,1.362,145.839,1.931,0.74,0.0,6.475,3.4,26.638,0.951,0.0,altogether,satisfied,19635.0,103947.0
1348,NEGATED,quite_double,28,1.362,145.839,1.931,0.74,0.0,6.475,3.4,26.638,0.951,0.0,quite,double,1064947.0,12409.0
1350,NEGATED,that_dire,21,1.022,109.379,1.925,0.74,0.0,6.475,2.923,19.978,0.951,0.0,that,dire,249255.0,16479.0
1351,NEGATED,exactly_qualified,21,1.022,109.379,1.925,0.74,0.0,6.475,2.923,19.978,0.951,0.0,exactly,qualified,59426.0,90126.0
1349,NEGATED,always_detectable,21,1.022,109.379,1.925,0.74,0.0,6.475,2.923,19.978,0.951,0.0,always,detectable,639123.0,3350.0
1352,NEGATED,entirely_dissimilar,241,11.732,1254.851,1.946,0.74,0.0,6.472,5.379,229.268,0.951,0.0,entirely,dissimilar,291794.0,8775.0
1353,NEGATED,necessarily_healthy,164,7.985,853.786,1.945,0.739,0.0,6.471,5.157,156.015,0.951,0.0,necessarily,healthy,54048.0,113059.0
1354,NEGATED,that_enjoyable,122,5.941,635.025,1.943,0.739,0.0,6.47,4.956,116.059,0.951,0.0,that,enjoyable,249255.0,95081.0
1355,NEGATED,necessarily_expensive,115,5.601,598.565,1.943,0.739,0.0,6.469,4.913,109.399,0.951,0.0,necessarily,expensive,54048.0,443109.0
1356,NEGATED,only_brilliant,108,5.26,562.105,1.942,0.739,0.0,6.469,4.865,102.74,0.951,0.0,only,brilliant,445868.0,45867.0
1357,NEGATED,even_sorry,128,6.244,665.442,1.94,0.738,0.0,6.459,4.983,121.756,0.951,0.0,even,sorry,1119967.0,72171.0
1358,NEGATED,only_unique,491,23.955,2552.444,1.943,0.738,0.0,6.458,5.684,467.045,0.951,0.0,only,unique,445868.0,187238.0
1359,NEGATED,always_enough,1575,76.861,8186.626,1.943,0.738,0.0,6.456,6.018,1498.139,0.951,0.0,always,enough,639123.0,450614.0
1360,NEGATED,that_significant,555,27.096,2883.728,1.942,0.737,0.0,6.454,5.725,527.904,0.951,0.0,that,significant,249255.0,246005.0
1363,NEGATED,that_simplistic,31,1.514,161.047,1.926,0.737,0.0,6.452,3.539,29.486,0.951,0.0,that,simplistic,249255.0,14791.0
1361,NEGATED,only_synonymous,31,1.514,161.047,1.926,0.737,0.0,6.452,3.539,29.486,0.951,0.0,only,synonymous,445868.0,10924.0
1362,NEGATED,entirely_proud,31,1.514,161.047,1.926,0.737,0.0,6.452,3.539,29.486,0.951,0.0,entirely,proud,291794.0,225273.0
1364,NEGATED,only_frustrating,179,8.742,929.832,1.939,0.737,0.0,6.451,5.196,170.258,0.951,0.0,only,frustrating,445868.0,63364.0
1365,NEGATED,real_thrilled,55,2.687,285.636,1.932,0.737,0.0,6.449,4.244,52.313,0.951,0.0,real,thrilled,93622.0,29212.0
1366,NEGATED,all_rosy,374,18.279,1941.779,1.939,0.736,0.0,6.447,5.567,355.721,0.951,0.0,all,rosy,427480.0,6664.0
1367,NEGATED,fully_sure,240,11.732,1245.896,1.938,0.736,0.0,6.446,5.356,228.268,0.951,0.0,fully,sure,228051.0,843994.0
1368,NEGATED,particularly_forthcoming,72,3.519,373.765,1.933,0.736,0.0,6.446,4.509,68.481,0.951,0.0,particularly,forthcoming,563551.0,11222.0
1369,NEGATED,necessarily_acceptable,24,1.173,124.588,1.919,0.736,0.0,6.446,3.14,22.827,0.951,0.0,necessarily,acceptable,54048.0,75216.0
1370,NEGATED,terribly_quick,24,1.173,124.588,1.919,0.736,0.0,6.446,3.14,22.827,0.951,0.0,terribly,quick,68120.0,78296.0
1371,NEGATED,necessarily_appropriate,137,6.698,711.074,1.936,0.736,0.0,6.444,5.02,130.302,0.951,0.0,necessarily,appropriate,54048.0,124945.0
1372,NEGATED,that_enthusiastic,147,7.19,762.745,1.936,0.736,0.0,6.442,5.065,139.81,0.951,0.0,that,enthusiastic,249255.0,38887.0
1373,NEGATED,all_bad,8640,422.906,44830.523,1.939,0.735,0.003,6.437,6.249,8217.094,0.951,0.002,all,bad,427480.0,554583.0
1374,NEGATED,only_childish,17,0.833,88.129,1.908,0.735,0.0,6.433,2.495,16.167,0.951,0.0,only,childish,445868.0,4669.0
1375,NEGATED,that_unfair,17,0.833,88.129,1.908,0.735,0.0,6.433,2.495,16.167,0.951,0.0,that,unfair,249255.0,29591.0
1376,NEGATED,necessarily_automatic,17,0.833,88.129,1.908,0.735,0.0,6.433,2.495,16.167,0.951,0.0,necessarily,automatic,54048.0,11892.0
1377,NEGATED,that_embarrassing,17,0.833,88.129,1.908,0.735,0.0,6.433,2.495,16.167,0.951,0.0,that,embarrassing,249255.0,30515.0
1378,NEGATED,yet_dominant,17,0.833,88.129,1.908,0.735,0.0,6.433,2.495,16.167,0.951,0.0,yet,dominant,96968.0,37653.0
1379,NEGATED,necessarily_enthusiastic,17,0.833,88.129,1.908,0.735,0.0,6.433,2.495,16.167,0.951,0.0,necessarily,enthusiastic,54048.0,38887.0
1380,NEGATED,yet_immune,17,0.833,88.129,1.908,0.735,0.0,6.433,2.495,16.167,0.951,0.0,yet,immune,96968.0,20416.0
1381,NEGATED,entirely_heartless,17,0.833,88.129,1.908,0.735,0.0,6.433,2.495,16.167,0.951,0.0,entirely,heartless,291794.0,2060.0
1382,NEGATED,terribly_explosive,17,0.833,88.129,1.908,0.735,0.0,6.433,2.495,16.167,0.951,0.0,terribly,explosive,68120.0,20838.0
1383,NEGATED,so_clear-cut,437,21.42,2264.14,1.934,0.734,0.0,6.428,5.616,415.58,0.951,0.0,so,clear-cut,5735635.0,4386.0
1384,NEGATED,always_sustainable,44,2.157,227.93,1.923,0.734,0.0,6.427,3.981,41.843,0.951,0.0,always,sustainable,639123.0,60664.0
1385,NEGATED,only_proud,159,7.796,823.597,1.931,0.734,0.0,6.426,5.105,151.204,0.951,0.0,only,proud,445868.0,225273.0
1386,NEGATED,only_ugly,98,4.806,507.534,1.929,0.734,0.0,6.425,4.76,93.194,0.951,0.0,only,ugly,445868.0,28404.0
1387,NEGATED,nearly_powerful,27,1.325,139.801,1.915,0.734,0.0,6.423,3.317,25.675,0.951,0.0,nearly,powerful,174550.0,420043.0
1388,NEGATED,necessarily_real,64,3.141,331.274,1.925,0.733,0.0,6.42,4.381,60.859,0.951,0.0,necessarily,real,54048.0,153642.0
1389,NEGATED,only_creative,121,5.941,626.093,1.928,0.733,0.0,6.417,4.914,115.059,0.951,0.0,only,creative,445868.0,88013.0
1390,NEGATED,all_grim,84,4.125,434.618,1.926,0.733,0.0,6.417,4.628,79.875,0.951,0.0,all,grim,427480.0,12206.0
1391,NEGATED,only_fun,1411,69.33,7298.073,1.93,0.732,0.0,6.413,5.955,1341.67,0.951,0.0,only,fun,445868.0,223496.0
1392,NEGATED,exactly_consistent,67,3.292,346.489,1.923,0.732,0.0,6.412,4.42,63.708,0.951,0.0,exactly,consistent,59426.0,98461.0
1393,NEGATED,that_pricey,67,3.292,346.489,1.923,0.732,0.0,6.412,4.42,63.708,0.951,0.0,that,pricey,249255.0,13281.0
1394,NEGATED,necessarily_positive,107,5.26,553.178,1.925,0.732,0.0,6.41,4.818,101.74,0.951,0.0,necessarily,positive,54048.0,184195.0
1395,NEGATED,necessarily_safe,254,12.488,1313.056,1.927,0.732,0.0,6.409,5.358,241.512,0.951,0.0,necessarily,safe,54048.0,160292.0
1396,NEGATED,only_annoying,257,12.64,1328.272,1.927,0.732,0.0,6.407,5.362,244.36,0.951,0.0,only,annoying,445868.0,47862.0
1397,NEGATED,terribly_picky,40,1.968,206.688,1.916,0.731,0.0,6.405,3.853,38.032,0.951,0.0,terribly,picky,68120.0,11744.0
1398,NEGATED,only_endangered,40,1.968,206.688,1.916,0.731,0.0,6.405,3.853,38.032,0.951,0.0,only,endangered,445868.0,20333.0
1399,NEGATED,only_mistaken,40,1.968,206.688,1.916,0.731,0.0,6.405,3.853,38.032,0.951,0.0,only,mistaken,445868.0,18845.0
1400,NEGATED,overly_terrible,20,0.984,103.344,1.904,0.731,0.0,6.405,2.8,19.016,0.951,0.0,overly,terrible,117569.0,43502.0
1401,NEGATED,that_attentive,20,0.984,103.344,1.904,0.731,0.0,6.405,2.8,19.016,0.951,0.0,that,attentive,249255.0,14481.0
1402,NEGATED,that_stunning,20,0.984,103.344,1.904,0.731,0.0,6.405,2.8,19.016,0.951,0.0,that,stunning,249255.0,48192.0
1403,NEGATED,even_catholic,93,4.579,480.266,1.921,0.731,0.0,6.4,4.702,88.421,0.951,0.0,even,catholic,1119967.0,10958.0
1405,NEGATED,necessarily_desirable,86,4.239,443.81,1.919,0.73,0.0,6.394,4.633,81.761,0.951,0.0,necessarily,desirable,54048.0,48191.0
1404,NEGATED,that_sharp,86,4.239,443.81,1.919,0.73,0.0,6.394,4.633,81.761,0.951,0.0,that,sharp,249255.0,40935.0
1406,NEGATED,necessarily_complete,76,3.747,392.138,1.918,0.73,0.0,6.392,4.525,72.253,0.951,0.0,necessarily,complete,54048.0,106554.0
1407,NEGATED,only_misguided,33,1.627,170.233,1.909,0.73,0.0,6.391,3.593,31.373,0.951,0.0,only,misguided,445868.0,4658.0
1408,NEGATED,quite_extinct,33,1.627,170.233,1.909,0.73,0.0,6.391,3.593,31.373,0.951,0.0,quite,extinct,1064947.0,8799.0
1409,NEGATED,yet_dry,89,4.39,459.028,1.918,0.729,0.0,6.389,4.658,84.61,0.951,0.0,yet,dry,96968.0,66755.0
1410,NEGATED,only_rude,112,5.525,577.59,1.919,0.729,0.0,6.388,4.838,106.475,0.951,0.0,only,rude,445868.0,17100.0
1411,NEGATED,yet_good,194,9.575,1000.17,1.92,0.729,0.0,6.385,5.195,184.425,0.951,0.0,yet,good,96968.0,2030187.0
1412,NEGATED,yet_stable,92,4.541,474.246,1.917,0.729,0.0,6.384,4.683,87.459,0.951,0.0,yet,stable,96968.0,90154.0
1416,NEGATED,only_alarming,23,1.135,118.561,1.901,0.729,0.0,6.384,3.038,21.865,0.951,0.0,only,alarming,445868.0,16982.0
1415,NEGATED,necessarily_democratic,23,1.135,118.561,1.901,0.729,0.0,6.384,3.038,21.865,0.951,0.0,necessarily,democratic,54048.0,31099.0
1414,NEGATED,only_superb,23,1.135,118.561,1.901,0.729,0.0,6.384,3.038,21.865,0.951,0.0,only,superb,445868.0,7689.0
1413,NEGATED,only_thrilling,23,1.135,118.561,1.901,0.729,0.0,6.384,3.038,21.865,0.951,0.0,only,thrilling,445868.0,14767.0
1417,NEGATED,that_controversial,36,1.779,185.451,1.907,0.728,0.0,6.379,3.704,34.221,0.951,0.0,that,controversial,249255.0,72986.0
1418,NEGATED,only_attractive,386,19.073,1988.329,1.919,0.728,0.0,6.378,5.525,366.927,0.951,0.0,only,attractive,445868.0,166546.0
1419,NEGATED,necessarily_right,320,15.819,1647.851,1.918,0.728,0.0,6.375,5.442,304.181,0.951,0.0,necessarily,right,54048.0,204019.0
1420,NEGATED,entirely_forthcoming,88,4.352,453.012,1.913,0.727,0.0,6.373,4.638,83.648,0.951,0.0,entirely,forthcoming,291794.0,11222.0
1421,NEGATED,that_attractive,355,17.56,1827.295,1.917,0.727,0.0,6.372,5.485,337.44,0.951,0.0,that,attractive,249255.0,166546.0
1422,NEGATED,always_suitable,156,7.72,802.685,1.914,0.727,0.0,6.369,5.052,148.28,0.951,0.0,always,suitable,639123.0,86597.0
1423,NEGATED,yet_worthy,39,1.93,200.67,1.905,0.727,0.0,6.368,3.801,37.07,0.951,0.0,yet,worthy,96968.0,39147.0
1424,NEGATED,necessarily_critical,39,1.93,200.67,1.905,0.727,0.0,6.368,3.801,37.07,0.951,0.0,necessarily,critical,54048.0,141951.0
1425,NEGATED,that_worrisome,26,1.287,133.78,1.899,0.727,0.0,6.368,3.23,24.713,0.951,0.0,that,worrisome,249255.0,11454.0
1426,NEGATED,necessarily_important,204,10.104,1049.019,1.913,0.726,0.0,6.363,5.207,193.896,0.95,0.0,necessarily,important,54048.0,2199345.0
1427,NEGATED,that_fantastic,97,4.806,498.671,1.91,0.726,0.0,6.361,4.71,92.194,0.95,0.0,that,fantastic,249255.0,39215.0
1428,NEGATED,necessarily_correct,197,9.764,1012.568,1.912,0.726,0.0,6.359,5.184,187.236,0.95,0.0,necessarily,correct,54048.0,76189.0
1429,NEGATED,always_forthcoming,155,7.682,796.675,1.911,0.726,0.0,6.359,5.041,147.318,0.95,0.0,always,forthcoming,639123.0,11222.0
1430,NEGATED,yet_human,29,1.438,149.0,1.897,0.725,0.0,6.356,3.39,27.562,0.95,0.0,yet,human,96968.0,72308.0
1431,NEGATED,only_quick,180,8.931,924.448,1.91,0.725,0.0,6.353,5.127,171.069,0.95,0.0,only,quick,445868.0,78296.0
1432,NEGATED,that_aware,135,6.698,693.335,1.909,0.725,0.0,6.353,4.946,128.302,0.95,0.0,that,aware,249255.0,319176.0
1433,NEGATED,entirely_unusual,122,6.055,626.444,1.908,0.725,0.0,6.351,4.875,115.945,0.95,0.0,entirely,unusual,291794.0,108421.0
1434,NEGATED,always_successful,1409,69.973,7232.294,1.911,0.724,0.0,6.347,5.897,1339.027,0.95,0.0,always,successful,639123.0,405548.0
1435,NEGATED,entirely_impressed,48,2.384,246.331,1.901,0.724,0.0,6.346,4.035,45.616,0.95,0.0,entirely,impressed,291794.0,112686.0
1436,NEGATED,only_flattering,32,1.589,164.221,1.896,0.724,0.0,6.346,3.527,30.411,0.95,0.0,only,flattering,445868.0,15641.0
1440,NEGATED,only_imminent,16,0.795,82.11,1.882,0.724,0.0,6.346,2.327,15.205,0.95,0.0,only,imminent,445868.0,4459.0
1441,NEGATED,necessarily_jewish,16,0.795,82.11,1.882,0.724,0.0,6.346,2.327,15.205,0.95,0.0,necessarily,jewish,54048.0,12275.0
1437,NEGATED,always_painless,16,0.795,82.11,1.882,0.724,0.0,6.346,2.327,15.205,0.95,0.0,always,painless,639123.0,8551.0
1439,NEGATED,that_traumatic,16,0.795,82.11,1.882,0.724,0.0,6.346,2.327,15.205,0.95,0.0,that,traumatic,249255.0,11583.0
1438,NEGATED,that_enormous,16,0.795,82.11,1.882,0.724,0.0,6.346,2.327,15.205,0.95,0.0,that,enormous,249255.0,7751.0
1442,NEGATED,that_unique,198,9.839,1015.776,1.907,0.724,0.0,6.343,5.175,188.161,0.95,0.0,that,unique,249255.0,187238.0
1443,NEGATED,that_subtle,51,2.536,261.553,1.9,0.723,0.0,6.341,4.098,48.464,0.95,0.0,that,subtle,249255.0,56554.0
1444,NEGATED,that_great,11090,551.65,56889.7,1.909,0.723,0.003,6.337,6.175,10538.35,0.95,0.003,that,great,249255.0,379154.0
1445,NEGATED,necessarily_meaningful,35,1.741,179.442,1.895,0.723,0.0,6.338,3.644,33.259,0.95,0.0,necessarily,meaningful,54048.0,50776.0
1446,NEGATED,necessarily_quick,35,1.741,179.442,1.895,0.723,0.0,6.338,3.644,33.259,0.95,0.0,necessarily,quick,54048.0,78296.0
1447,NEGATED,only_addictive,35,1.741,179.442,1.895,0.723,0.0,6.338,3.644,33.259,0.95,0.0,only,addictive,445868.0,26183.0
1448,NEGATED,only_welcoming,38,1.892,194.664,1.894,0.722,0.0,6.331,3.747,36.108,0.95,0.0,only,welcoming,445868.0,23463.0
1449,NEGATED,necessarily_immediate,19,0.946,97.332,1.882,0.722,0.0,6.331,2.667,18.054,0.95,0.0,necessarily,immediate,54048.0,28468.0
1452,NEGATED,necessarily_innovative,19,0.946,97.332,1.882,0.722,0.0,6.331,2.667,18.054,0.95,0.0,necessarily,innovative,54048.0,59806.0
1450,NEGATED,that_windy,19,0.946,97.332,1.882,0.722,0.0,6.331,2.667,18.054,0.95,0.0,that,windy,249255.0,8099.0
1451,NEGATED,exactly_faithful,19,0.946,97.332,1.882,0.722,0.0,6.331,2.667,18.054,0.95,0.0,exactly,faithful,59426.0,15405.0
1453,NEGATED,that_tough,687,34.211,3519.307,1.905,0.722,0.0,6.331,5.693,652.789,0.95,0.0,that,tough,249255.0,135407.0
1454,NEGATED,merely_wrong,98,4.882,501.884,1.9,0.722,0.0,6.329,4.696,93.118,0.95,0.0,merely,wrong,31681.0,185680.0
1455,NEGATED,even_aware,7064,352.062,36178.883,1.905,0.722,0.002,6.326,6.123,6711.938,0.95,0.002,even,aware,1119967.0,319176.0
1456,NEGATED,that_pessimistic,41,2.044,209.886,1.893,0.721,0.0,6.325,3.838,38.956,0.95,0.0,that,pessimistic,249255.0,14061.0
1457,NEGATED,terribly_keen,88,4.39,450.219,1.897,0.721,0.0,6.32,4.604,83.61,0.95,0.0,terribly,keen,68120.0,55543.0
1464,NEGATED,only_racial,22,1.097,112.554,1.882,0.721,0.0,6.32,2.929,20.903,0.95,0.0,only,racial,445868.0,1660.0
1463,NEGATED,that_clear-cut,22,1.097,112.554,1.882,0.721,0.0,6.32,2.929,20.903,0.95,0.0,that,clear-cut,249255.0,4386.0
1462,NEGATED,reasonably_avoidable,22,1.097,112.554,1.882,0.721,0.0,6.32,2.929,20.903,0.95,0.0,reasonably,avoidable,63479.0,4047.0
1461,NEGATED,yet_ideal,22,1.097,112.554,1.882,0.721,0.0,6.32,2.929,20.903,0.95,0.0,yet,ideal,96968.0,42438.0
1459,NEGATED,yet_standard,22,1.097,112.554,1.882,0.721,0.0,6.32,2.929,20.903,0.95,0.0,yet,standard,96968.0,25920.0
1458,NEGATED,only_foreseeable,22,1.097,112.554,1.882,0.721,0.0,6.32,2.929,20.903,0.95,0.0,only,foreseeable,445868.0,2241.0
1460,NEGATED,always_literal,22,1.097,112.554,1.882,0.721,0.0,6.32,2.929,20.903,0.95,0.0,always,literal,639123.0,10724.0
1465,NEGATED,yet_popular,69,3.444,352.886,1.895,0.72,0.0,6.317,4.388,65.556,0.95,0.0,yet,popular,96968.0,827595.0
1466,NEGATED,that_weird,282,14.078,1442.009,1.9,0.72,0.0,6.316,5.337,267.922,0.95,0.0,that,weird,249255.0,53920.0
1467,NEGATED,necessarily_hard,94,4.693,480.664,1.896,0.72,0.0,6.316,4.654,89.307,0.95,0.0,necessarily,hard,54048.0,429767.0
1468,NEGATED,only_detrimental,147,7.342,751.445,1.897,0.72,0.0,6.313,4.974,139.658,0.95,0.0,only,detrimental,445868.0,11480.0
1471,NEGATED,only_lucrative,25,1.249,127.777,1.882,0.72,0.0,6.312,3.138,23.751,0.95,0.0,only,lucrative,445868.0,38410.0
1472,NEGATED,as_developed,25,1.249,127.777,1.882,0.72,0.0,6.312,3.138,23.751,0.95,0.0,as,developed,3709246.0,2388.0
1470,NEGATED,only_alien,25,1.249,127.777,1.882,0.72,0.0,6.312,3.138,23.751,0.95,0.0,only,alien,445868.0,10344.0
1469,NEGATED,necessarily_unethical,25,1.249,127.777,1.882,0.72,0.0,6.312,3.138,23.751,0.95,0.0,necessarily,unethical,54048.0,4416.0
1473,NEGATED,only_impressive,178,8.893,909.671,1.897,0.72,0.0,6.311,5.09,169.107,0.95,0.0,only,impressive,445868.0,195248.0
1474,NEGATED,only_reckless,28,1.4,143.0,1.882,0.719,0.0,6.305,3.311,26.6,0.95,0.0,only,reckless,445868.0,7525.0
1475,NEGATED,necessarily_nice,28,1.4,143.0,1.882,0.719,0.0,6.305,3.311,26.6,0.95,0.0,necessarily,nice,54048.0,312726.0
1476,NEGATED,necessarily_malicious,28,1.4,143.0,1.882,0.719,0.0,6.305,3.311,26.6,0.95,0.0,necessarily,malicious,54048.0,4833.0
1477,NEGATED,more_thrilled,1844,92.226,9417.796,1.898,0.719,0.001,6.305,5.914,1751.774,0.95,0.0,more,thrilled,9320866.0,29212.0
1478,NEGATED,that_comfortable,525,26.264,2680.644,1.897,0.719,0.0,6.303,5.581,498.736,0.95,0.0,that,comfortable,249255.0,310532.0
1479,NEGATED,overly_thrilled,118,5.904,602.451,1.894,0.719,0.0,6.303,4.817,112.096,0.95,0.0,overly,thrilled,117569.0,29212.0
1480,NEGATED,that_fortunate,155,7.758,791.124,1.894,0.718,0.0,6.3,4.998,147.242,0.95,0.0,that,fortunate,249255.0,69055.0
1483,NEGATED,always_instantaneous,31,1.552,158.224,1.882,0.718,0.0,6.3,3.457,29.448,0.95,0.0,always,instantaneous,639123.0,3247.0
1481,NEGATED,necessarily_white,31,1.552,158.224,1.882,0.718,0.0,6.3,3.457,29.448,0.95,0.0,necessarily,white,54048.0,63523.0
1482,NEGATED,necessarily_interesting,31,1.552,158.224,1.882,0.718,0.0,6.3,3.457,29.448,0.95,0.0,necessarily,interesting,54048.0,494362.0
1484,NEGATED,only_economical,102,5.109,520.343,1.891,0.718,0.0,6.296,4.705,96.891,0.95,0.0,only,economical,445868.0,22022.0
1485,NEGATED,wholly_sure,34,1.703,173.447,1.882,0.718,0.0,6.296,3.582,32.297,0.95,0.0,wholly,sure,43467.0,843994.0
1486,NEGATED,quite_optimal,37,1.854,188.671,1.882,0.717,0.0,6.293,3.691,35.146,0.95,0.0,quite,optimal,1064947.0,7734.0
1487,NEGATED,that_robust,37,1.854,188.671,1.882,0.717,0.0,6.293,3.691,35.146,0.95,0.0,that,robust,249255.0,56696.0
1488,NEGATED,yet_common,114,5.714,581.238,1.89,0.717,0.0,6.292,4.785,108.286,0.95,0.0,yet,common,96968.0,555883.0
1489,NEGATED,terribly_impressed,280,14.04,1427.281,1.892,0.717,0.0,6.29,5.313,265.96,0.95,0.0,terribly,impressed,68120.0,112686.0
1490,NEGATED,as_forgiving,301,15.1,1533.851,1.891,0.717,0.0,6.287,5.345,285.9,0.95,0.0,as,forgiving,3709246.0,13357.0
