colloc,be-ADV-ADJ_positive,every_det-of-subj,everybody_subj,everyone_subj,few_det-of-subj,few_subj,neither_det-of-subj,neither_subj,never_VP-adv,no-one_subj,no_det-of-subj-N,nobody_subj,none_subj,not-a-single_det-of-subj,not-one_det-of-subj,not-one_subj,not_VP-adv,nothing_subj,without-being_PP
also_beguiling,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_cost-conscious,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_furious,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_half-owner,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_heavy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_lame,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_massive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
also_textured,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
altogether_dissimilar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
altogether_realistic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1
always_attractive,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
always_austere,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
always_cool,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
always_elusive,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
always_functional,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
always_professional,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
amazingly_low,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
apparently_indefatigable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
apparently_justified,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
appropriately_apprehensive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
arrant_nonsense,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_antsy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_bedeviling,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_benevolent,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1
as_bothersome,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
as_bouncy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_bustling,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
as_cliched,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_dark,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1
as_eerie,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_pleasing,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_punctual,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
as_savvy,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
as_specialized,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
as_three-dimensional,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
as_unpopular,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1
as_well-adjusted,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
authentically_pro-life,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
authoritatively_playful,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
badly_outnumbered,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
basically_anti-communist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bitterly_amusing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
blatantly_artificial,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
blatantly_specific,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
blazingly_satirical,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
breathtakingly_transparent,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
brilliantly_imaginative,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
brutally_unafraid,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
carefully_pampered,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cautiously_conceding,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
certainly_good,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
certainly_ingratiating,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
certainly_permissible,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
certainly_solid,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
certifiably_human,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clearly_adept,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clearly_fraught,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clearly_gradual,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clearly_replayable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clearly_vital,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clinically_right,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
comet_west,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
comfortably_familiar,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
comically_pitiful,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
comically_stupid,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
comparatively_uninteresting,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
completely_autobiographical,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
completely_house-trained,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
completely_impossible,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
completely_rational,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
completely_representative,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
completely_smooth,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
conspicuously_awkward,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
contractually_chained,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cosmically_attuned,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
crisply_new,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dangerously_susceptible,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
darn_hot,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
decidedly_out,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
decidedly_uneven,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
defeats_spoiled,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
definitely_beatable,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
densely_residential,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
desperately_hungry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
determinedly_firm,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
discouragingly_epiphany-free,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
disturbingly_fresh,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
double_proud,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
down_0-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
downright_churlish,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
downright_humiliating,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
easily_believable,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
economically_disruptive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eminently_easy,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
emotionally_exhausting,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
enormously_startling,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
enough_distant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
entirely_delighted,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
environmentally_viable,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
equally_hard,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
equally_primitive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
especially_apparent,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
especially_big,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1
especially_displeased,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
especially_ecstatic,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
especially_endemic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
especially_likely,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
especially_poisonous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
especially_silly,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
especially_vigorous,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
even_average,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
even_court-approved,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
even_dull,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
even_safe,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1
even_worthy,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
eventually_rescinded,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
evidently_cool,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
exactly_fond,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
exactly_hard,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
exactly_material,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
exasperatingly_erratic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
exceedingly_careful,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
exceedingly_reluctant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
expertly_derivative,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extraordinarily_active,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extremely_cloudy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extremely_determined,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extremely_inefficient,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extremely_ingenious,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extremely_refreshing,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
extremely_sorry,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fairly_boilerplate,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fairly_extensive,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fairly_representative,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
fairly_worried,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fervently_italian,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
finally_large,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
financially_structured,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fittingly_utopian,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
forever_abundant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
formerly_infamous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
freely_available,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
frequently_compelling,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fully_computerized,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fully_inclusive,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
fundamentally_true,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
generally_available,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1
generally_overweight,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
generally_predictable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
genuinely_unexpected,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
giddily_airy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
glossy_white,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
handicap_accessible,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
heterosexually_promiscuous,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
highly_sensitizing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
historically_provable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
honestly_vicious,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
horribly_sad,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
immensely_complex,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
increasingly_anti-government,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
increasingly_malevolent,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
increasingly_outsourcing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
incredibly_alive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
incredibly_drastic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
incredibly_meticulous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
incredibly_remarkable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
incredibly_strategic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
incredibly_tattered,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
indeed_human,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
indeed_voluntary,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
inexplicably_sullen,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
infinitely_expandable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
intellectually_respectful,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_3.3-to-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"just_97,000",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_disgruntled,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_familiar,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
just_loudness,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_nice,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
just_red,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
just_small,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_sore,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
just_sue,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
just_verbal,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
justifiably_famous,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kinda_worried,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
largely_frozen,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
largely_indiscriminate,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
largely_legal,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
largely_unsuccessful,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
locally_available,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
logistically_challenging,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
long_nearby,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
longer_allergic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
longer_debatable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
longer_synchronous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
longer_young,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mainly_civics,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mainly_hallucinogenic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mathematically_alive,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mentally_incapacitated,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mentally_napping,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mentally_toughest,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
merely_disagreeable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
merely_halfway,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
merely_wacky,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mighty_testy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mildly_affected,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mildly_dissonant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
monumentally_disinterested,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
morally_dishonorable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mostly_orchestral,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mostly_sedate,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mostly_supportive,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
much_extinct,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
much_unavailable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
naturally_acidic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nearly_black,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nearly_evil,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nearly_perpetual,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nearly_transparent,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nearly_unheard,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
neither_wealthy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
newly_free,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nonetheless_rocky,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nonetheless_significant,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
notoriously_tight,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
now_botswana,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
now_dismissive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
now_remorseful,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
now_rootless,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
now_software,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
obviously_critical,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
obviously_unkeepable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
occasionally_solemn,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_disgusting,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_excellence,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_raucous,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_shy,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
often_unplanned,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
on_low,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
once_offensive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"only_97,000",4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
only_brief,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
only_dodgers,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
only_halfway,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
only_medium-sized,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
only_punctual,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
only_relevant,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
only_small-gauge,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
otherwise_satisfactory,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
overly_long,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
overwhelmingly_favorable,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
overwhelmingly_impressed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
painfully_confused,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
particularly_daunting,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
particularly_new,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1
particularly_pessimistic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
particularly_revolutionary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
particularly_stellar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
particularly_unreasonable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
particularly_weird,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
particulary_festive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
patently_absurd,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
perfectly_fine,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
perfectly_mismatched,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
perpetually_perplexed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
personally_revealing,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
