adj_form_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
mundane,78,0.04,0.34,0,0,0,0,3,3,8.831760866327848,3,0,0,0,1.0179318843373906,1.0097087378640777
normal,78,0.04,0.19,0,0,0,0,1,3,5.032362797401963,1,0,0,0,1.0270180507087725,1.0196078431372548
close,78,0.04,0.19,0,0,0,0,1,3,5.032362797401963,1,0,0,0,1.0270180507087725,1.0196078431372548
expensive,78,0.04,0.19,0,0,0,0,1,3,5.032362797401963,1,0,0,0,1.0270180507087725,1.0196078431372548
available,78,0.04,0.19,0,0,0,0,1,3,5.032362797401964,1,0,0,0,1.0270180507087725,1.0196078431372548
big,78,0.04,0.19,0,0,0,0,1,3,5.032362797401963,1,0,0,0,1.0270180507087725,1.0196078431372548
better,78,0.04,0.25,0,0,0,0,2,3,6.5485202055973595,2,0,0,0,1.0232371468902683,1.0151843817787418
beautiful,78,0.04,0.25,0,0,0,0,2,3,6.5485202055973595,2,0,0,0,1.0232371468902683,1.0151843817787418
bad,78,0.04,0.25,0,0,0,0,2,3,6.5485202055973595,2,0,0,0,1.0232371468902683,1.0151843817787418
violent,78,0.04,0.25,0,0,0,0,2,3,6.5485202055973595,2,0,0,0,1.0232371468902683,1.0151843817787418
aggressive,78,0.04,0.19,0,0,0,0,1,3,5.032362797401963,1,0,0,0,1.0270180507087725,1.0196078431372548
likely,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
much,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
intense,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
primitive,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
fearful,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
worse,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
qualified,78,0.03,0.16,0,0,0,0,1,2,6.20431353926496,1,0,0,0,1.0179318843373906,1.0129870129870129
frequent,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
aware,78,0.03,0.16,0,0,0,0,1,2,6.204313539264958,1,0,0,0,1.0179318843373906,1.0129870129870129
graphic,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
legal,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
great,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
visible,78,0.03,0.16,0,0,0,0,1,2,6.20431353926496,1,0,0,0,1.0179318843373906,1.0129870129870129
appropriate,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
healthy,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
real,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
higher,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
sick,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
intrusive,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
interesting,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
serious,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
injured,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
valuable,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
american,78,0.03,0.16,0,0,0,0,1,2,6.20431353926496,1,0,0,0,1.0179318843373906,1.0129870129870129
tragic,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
concerned,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
conservative,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
older,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
ugly,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
controversial,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
possible,78,0.03,0.16,0,0,0,0,1,2,6.20431353926496,1,0,0,0,1.0179318843373906,1.0129870129870129
tough,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
dangerous,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
competitive,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
tired,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
old,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
complicated,78,0.03,0.16,0,0,0,0,1,2,6.204313539264958,1,0,0,0,1.0179318843373906,1.0129870129870129
common,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
committed,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
comfortable,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
upset,78,0.03,0.16,0,0,0,0,1,2,6.20431353926496,1,0,0,0,1.0179318843373906,1.0129870129870129
unprepared,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
clear,78,0.03,0.16,0,0,0,0,1,2,6.204313539264961,1,0,0,0,1.0179318843373906,1.0129870129870129
nice,78,0.03,0.16,0,0,0,0,1,2,6.204313539264958,1,0,0,0,1.0179318843373906,1.0129870129870129
negative,78,0.03,0.16,0,0,0,0,1,2,6.20431353926496,1,0,0,0,1.0179318843373906,1.0129870129870129
suspect,78,0.03,0.23,0,0,0,0,2,2,8.831760866327846,2,0,0,0,1.0141844306818175,1.0086206896551724
restrictive,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
worried,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
recent,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
reluctant,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
powerless,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
raw,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
passionate,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
quiet,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
perfect,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
pleased,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
proficient,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
poor,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
positive,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
professional,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
younger,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
worthy,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
precise,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
unpredictable,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
sad,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
stupid,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
uncomfortable,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
unable,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
tight,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
threatening,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
thin,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
unstable,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
unusual,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
thankful,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
sympathetic,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
sweet,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
surprised,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
sure,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
subtle,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
substantial,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
outrageous,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
sexy,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
stunning,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
stubborn,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
straightforward,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
startling,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
specific,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
sore,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
slow,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
unheard,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
warm,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
similar,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
weird,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
significant,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
welcoming,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
willing,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
partisan,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
able,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
original,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
dense,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
confidential,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
consistent,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
contemporary,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
creative,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
curious,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
dark,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
dead,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
determined,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
challenging,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
dramatic,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
drunk,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
dry,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
easy,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
effective,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
eligible,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
empty,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
clean,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
certain,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
open,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
anonymous,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
advantageous,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
affordable,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
akin,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
amazing,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
ambiguous,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
ambitious,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
angry,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
anxious,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
cautious,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
appealing,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
arrogant,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
authoritarian,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
brave,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
brazen,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
broad,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
busy,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
equal,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
exciting,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
fabulous,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
memorable,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
abusive,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
larger,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
late,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
little,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
low,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
loyal,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
massive,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
modern,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
fair,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
motivated,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
nasty,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
natural,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
notorious,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
objective,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
obvious,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
odd,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
irrelevant,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
irrational,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
insane,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
inevitable,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
fantastic,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
flexible,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
focused,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
forthcoming,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
fragile,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
friendly,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
general,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
generous,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
glad,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
greater,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
helpful,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
identical,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
illegal,78,0.01,0.11,0,0,0,0,1,1,8.831760866327848,1,0,0,0,1.0089261044979412,1.0064516129032257
inclusive,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
independent,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
large,78,0.01,0.11,0,0,0,0,1,1,8.831760866327846,1,0,0,0,1.0089261044979412,1.0064516129032257
