prev_form_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
the,318,0.01,0.13,0,0,0,0,2,3,13.274819026611038,2,0,0,0,1.0056503671856278,1.0036822724881642
lot,318,0.01,0.17,0,0,0,0,3,3,17.832554500127006,3,0,0,0,1.0043689323080265,1.0023640661938533
mentally,318,0.01,0.11,0,0,0,0,2,2,17.832554500127006,2,0,0,0,1.003460730171174,1.0021008403361344
seem,318,0.01,0.08,0,0,0,0,1,2,12.589615669786497,1,0,0,0,1.0043689323080265,1.003154574132492
become,318,0.01,0.08,0,0,0,0,1,2,12.589615669786497,1,0,0,0,1.0043689323080265,1.003154574132492
even,318,0.01,0.08,0,0,0,0,1,2,12.589615669786495,1,0,0,0,1.0043689323080265,1.003154574132492
everyone,318,0.01,0.08,0,0,0,0,1,2,12.589615669786497,1,0,0,0,1.0043689323080265,1.003154574132492
somebody,318,0.01,0.08,0,0,0,0,1,2,12.589615669786495,1,0,0,0,1.0043689323080265,1.003154574132492
everything,318,0.01,0.08,0,0,0,0,1,2,12.589615669786497,1,0,0,0,1.0043689323080265,1.003154574132492
get,318,0.01,0.08,0,0,0,0,1,2,12.589615669786497,1,0,0,0,1.0043689323080265,1.003154574132492
did,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
as,318,0.0,0.06,0,0,0,0,1,1,17.83255450012701,1,0,0,0,1.0021820854056545,1.0015748031496063
us,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
very,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
becomes,318,0.0,0.06,0,0,0,0,1,1,17.83255450012701,1,0,0,0,1.0021820854056545,1.0015748031496063
being,318,0.0,0.06,0,0,0,0,1,1,17.83255450012701,1,0,0,0,1.0021820854056545,1.0015748031496063
``,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
unhappy,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
gets,318,0.0,0.06,0,0,0,0,1,1,17.83255450012701,1,0,0,0,1.0021820854056545,1.0015748031496063
so,318,0.0,0.06,0,0,0,0,1,1,17.83255450012701,1,0,0,0,1.0021820854056545,1.0015748031496063
seemed,318,0.0,0.06,0,0,0,0,1,1,17.83255450012701,1,0,0,0,1.0021820854056545,1.0015748031496063
remain,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
getting,318,0.0,0.06,0,0,0,0,1,1,17.83255450012701,1,0,0,0,1.0021820854056545,1.0015748031496063
down,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
not,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
more,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
material,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
little,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
it,318,0.0,0.06,0,0,0,0,1,1,17.83255450012701,1,0,0,0,1.0021820854056545,1.0015748031496063
have,318,0.0,0.06,0,0,0,0,1,1,17.83255450012701,1,0,0,0,1.0021820854056545,1.0015748031496063
got,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
really,318,0.0,0.06,0,0,0,0,1,1,17.832554500127006,1,0,0,0,1.0021820854056545,1.0015748031496063
