key,index,l1,l2,f,E11,r_log_likelihood,r_log_likelihood_tt,r_odds_ratio_disc,r_Dice,r_t_score,r_p1_given2,r_p2_given1,r_p1_given2_simple,r_p2_given1_simple,r_p1_given2_margin,r_p2_given1_margin,r_expect_diff,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N
POS-more,12,POSITIVE,more,5,3.7313433,10,11,11,19,13,11,15,1,19,8,15,15,2.9426706,2.9426706,0.57937884,0.024691358,0.5673605,0.25612053,0.0125,1.0,0.0125,0.25373134,0.003171642,1.2686567,400,5,536
POS-interested,13,POSITIVE,interested,4,2.9850745,14,15,14,25,16,14,18,1,25,8,18,18,2.3515656,2.3515656,0.49113196,0.01980198,0.5074627,0.2556391,0.01,1.0,0.01,0.25373134,0.002537313,1.0149254,400,4,536
POS-alive,14,POSITIVE,alive,4,2.9850745,14,15,14,25,16,14,18,1,25,8,18,18,2.3515656,2.3515656,0.49113196,0.01980198,0.5074627,0.2556391,0.01,1.0,0.01,0.25373134,0.002537313,1.0149254,400,4,536
POS-proud,15,POSITIVE,proud,4,2.9850745,14,15,14,25,16,14,18,1,25,8,18,18,2.3515656,2.3515656,0.49113196,0.01980198,0.5074627,0.2556391,0.01,1.0,0.01,0.25373134,0.002537313,1.0149254,400,4,536
POS-afraid,16,POSITIVE,afraid,4,2.9850745,14,15,14,25,16,14,18,1,25,8,18,18,2.3515656,2.3515656,0.49113196,0.01980198,0.5074627,0.2556391,0.01,1.0,0.01,0.25373134,0.002537313,1.0149254,400,4,536
POS-unique,17,POSITIVE,unique,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536
POS-mundane,18,POSITIVE,mundane,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536
POS-divisive,19,POSITIVE,divisive,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536
POS-violent,20,POSITIVE,violent,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536
POS-expensive,21,POSITIVE,expensive,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536
POS-beautiful,22,POSITIVE,beautiful,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536
POS-small,23,POSITIVE,small,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536
POS-normal,24,POSITIVE,normal,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536
POS-aggressive,25,POSITIVE,aggressive,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536
POS-hard,26,POSITIVE,hard,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536
POS-enthusiastic,27,POSITIVE,enthusiastic,3,2.238806,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947557,0.25515947,0.0075,1.0,0.0075,0.25373134,0.001902985,0.761194,400,3,536
NEG-available,28,NEGATIVE,available,3,1.5223881,29,30,18,13,8,29,12,42,9,29,8,12,1.6889359,1.6889359,0.47385588,0.04225352,0.85309964,0.2490566,0.014558824,0.5,0.022058824,0.24626866,0.010864794,1.4776119,136,6,536
NEG-close,29,NEGATIVE,close,3,1.5223881,29,30,18,13,8,29,12,42,9,29,8,12,1.6889359,1.6889359,0.47385588,0.04225352,0.85309964,0.2490566,0.014558824,0.5,0.022058824,0.24626866,0.010864794,1.4776119,136,6,536
POS-important,30,POSITIVE,important,20,17.910448,31,34,31,2,20,31,6,25,2,31,11,6,1.0965596,1.0965596,0.20040256,0.094339624,0.46723807,0.09114583,0.020588236,0.8333333,0.05,0.08706468,0.005223881,2.0895522,400,24,536
POS-wrong,31,POSITIVE,wrong,5,4.477612,33,40,33,22,33,32,33,25,19,31,34,33,0.2656371,0.2656371,0.09906424,0.024630543,0.23361903,0.08805031,0.005147059,0.8333333,0.0125,0.08706468,0.00130597,0.5223881,400,6,536
POS-special,32,POSITIVE,special,5,4.477612,33,40,33,22,33,32,33,25,19,31,34,33,0.2656371,0.2656371,0.09906424,0.024630543,0.23361903,0.08805031,0.005147059,0.8333333,0.0125,0.08706468,0.00130597,0.5223881,400,6,536
POS-good,33,POSITIVE,good,17,15.671641,32,38,32,3,32,34,14,28,3,34,14,14,0.4903219,0.4903219,0.12827604,0.08076009,0.3221742,0.06583449,0.013088235,0.8095238,0.0425,0.06325515,0.003320896,1.3283582,400,21,536
POS-right,34,POSITIVE,right,4,3.7313433,35,42,36,29,35,35,35,29,25,35,36,35,0.0810088,0.0810088,0.01081736,0.019753085,0.13432837,0.05423729,0.002647059,0.8,0.01,0.05373134,0.000671642,0.2686567,400,5,536
POS-high,35,POSITIVE,high,4,3.7313433,35,42,36,29,35,35,35,29,25,35,36,35,0.0810088,0.0810088,0.01081736,0.019753085,0.13432837,0.05423729,0.002647059,0.8,0.01,0.05373134,0.000671642,0.2686567,400,5,536
POS-ill,36,POSITIVE,ill,4,3.7313433,35,42,36,29,35,35,35,29,25,35,36,35,0.0810088,0.0810088,0.01081736,0.019753085,0.13432837,0.05423729,0.002647059,0.8,0.01,0.05373134,0.000671642,0.2686567,400,5,536
NEG-different,37,NEGATIVE,different,3,2.7910447,38,46,35,15,38,38,38,47,9,38,33,38,0.0210712,0.0210712,0.08300751,0.040816326,0.12064035,0.01939394,0.002058824,0.27272728,0.022058824,0.01899593,0.001536435,0.2089552,136,11,536
POS-difficult,38,POSITIVE,difficult,3,2.9850745,39,48,40,43,39,39,39,32,32,39,39,39,0.0002973,0.0002973,-0.09942105,0.014851485,0.00861717,0.0037594,0.000147059,0.75,0.0075,0.00373134,3.7313e-05,0.0149254,400,4,536
POS-better,39,POSITIVE,better,3,2.9850745,39,48,40,43,39,39,39,32,32,39,39,39,0.0002973,0.0002973,-0.09942105,0.014851485,0.00861717,0.0037594,0.000147059,0.75,0.0075,0.00373134,3.7313e-05,0.0149254,400,4,536
POS-different,40,POSITIVE,different,8,8.208955,41,46,39,16,41,41,41,36,16,41,41,41,-0.0210712,0.0210712,-0.08300751,0.03892944,-0.07387683,-0.01939394,-0.002058824,0.72727275,0.02,-0.01899593,-0.000522388,-0.2089552,400,11,536
POS-happy,41,POSITIVE,happy,5,5.223881,42,45,42,24,42,42,42,37,19,42,42,42,-0.0373396,0.0373396,-0.12600152,0.024570026,-0.10012245,-0.03240616,-0.002205882,0.71428573,0.0125,-0.03198294,-0.000559701,-0.2238806,400,7,536
NEG-good,42,NEGATIVE,good,4,5.328358,43,38,43,6,45,43,45,48,4,43,48,45,-0.4903219,0.4903219,-0.12827604,0.050955415,-0.6641791,-0.06583449,-0.013088235,0.1904762,0.029411765,-0.06325515,-0.00976734,-1.3283582,136,21,536
NEG-important,43,NEGATIVE,important,4,6.0895524,46,34,44,7,48,44,48,49,4,44,49,48,-1.0965596,1.0965596,-0.20040256,0.05,-1.0447761,-0.09114583,-0.020588236,0.16666667,0.029411765,-0.08706468,-0.015364355,-2.0895522,136,24,536
POS-big,44,POSITIVE,big,3,3.7313433,44,36,45,45,43,45,43,38,32,45,43,43,-0.5171441,0.5171441,-0.32448682,0.014814815,-0.42224124,-0.14764595,-0.007205882,0.6,0.0075,-0.14626867,-0.001828358,-0.7313433,400,5,536
POS-sinister,45,POSITIVE,sinister,3,3.7313433,44,36,45,45,43,45,43,38,32,45,43,43,-0.5171441,0.5171441,-0.32448682,0.014814815,-0.42224124,-0.14764595,-0.007205882,0.6,0.0075,-0.14626867,-0.001828358,-0.7313433,400,5,536
POS-close,46,POSITIVE,close,3,4.477612,47,30,47,47,46,47,46,42,32,47,45,46,-1.6889359,1.6889359,-0.47385588,0.014778325,-0.85309964,-0.2490566,-0.014558824,0.5,0.0075,-0.24626866,-0.00369403,-1.4776119,400,6,536
POS-available,47,POSITIVE,available,3,4.477612,47,30,47,47,46,47,46,42,32,47,45,46,-1.6889359,1.6889359,-0.47385588,0.014778325,-0.85309964,-0.2490566,-0.014558824,0.5,0.0075,-0.24626866,-0.00369403,-1.4776119,400,6,536
POS-bad,48,POSITIVE,bad,3,5.223881,49,9,49,49,49,49,49,46,32,49,47,49,-3.216694,3.216694,-0.58626574,0.014742015,-1.2839581,-0.32190117,-0.021911765,0.42857143,0.0075,-0.31769723,-0.005559701,-2.2238805,400,7,536
