key,index,l1,l2,f,E11,r_log_likelihood,r_log_likelihood_tt,r_odds_ratio_disc,r_Dice,r_t_score,r_p1_given2,r_p2_given1,r_p1_given2_simple,r_p2_given1_simple,r_p1_given2_margin,r_p2_given1_margin,r_expect_diff,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N,O11,O12,O21,O22,R1,R2,C1,C2,E12,E21,E22,z_score,t_score,log_likelihood,simple_ll,min_sensitivity,liddell,dice,log_ratio,conservative_log_ratio,mutual_information,local_mutual_information,ipm,ipm_reference,ipm_expected
NEG-substantively,30,NEGATIVE,substantively,16,7.13247,457,687,501,732,225,31,465,987,730,31,221,465,10.145922,10.145922,0.46109176,0.0001120903,2.2168827,0.18097454,3.63592e-05,0.3265306,5.60548e-05,0.18097003,3.10667e-05,8.867531,285435,49,1960936,16.0,285419.0,33.0,1675468.0,285435,1675501,49,1960887,693.56287,41.86753,2097.5266,3.320342,2.216883,25830985.217089,8.118739,5.6e-05,0.180975,0.000112,1.509011,0.0,0.35088,5.614082,56.054794,19.695601,24.988068
NEG-statistically,31,NEGATIVE,statistically,135,60.26208,143,265,511,206,66,32,137,989,206,32,66,137,85.359023,85.359023,0.45432743,0.0009445546,6.4324155,0.1805645,0.000306445,0.32608697,0.0004729623,0.18052636,0.0002618387,74.737916,285435,414,1960936,135.0,285300.0,279.0,1675222.0,285435,1675501,414,1960522,640.4332,353.7379,1785.6561,9.627619,6.432416,26410415.382033,68.298517,0.000473,0.180564,0.000945,1.506058,0.723487,0.35029,47.289099,472.962321,166.517358,211.12367
NEG-realistically,32,NEGATIVE,realistically,19,8.58807,427,650,513,682,200,33,428,990,682,33,206,428,11.667027,11.667027,0.45123497,0.0001331026,2.3886595,0.17647862,4.26916e-05,0.3220339,6.65651e-05,0.1764733,3.64774e-05,10.411925,285435,59,1960936,19.0,285416.0,40.0,1675461.0,285435,1675501,59,1960877,692.10724,50.411926,2088.9822,3.552901,2.388659,25845714.391105,9.350596,6.7e-05,0.176479,0.000133,1.479398,0.0,0.344858,6.552298,66.565067,23.873456,30.087671
NEG-structurally,33,NEGATIVE,structurally,102,47.01607,179,320,526,265,76,34,173,991,265,34,76,173,59.80347,59.80347,0.4340849,0.0007138908,5.44422,0.17025693,0.0002254485,0.31578946,0.0003573493,0.17022888,0.0001926321,54.98393,285435,323,1960936,102.0,285333.0,221.0,1675280.0,285435,1675501,323,1960613,653.67926,275.98392,1863.4102,8.01886,5.44422,26257277.160344,48.026744,0.000357,0.170257,0.000714,1.437889,0.536113,0.336354,34.308092,357.349309,131.900846,164.71725
NEG-consciously,34,NEGATIVE,consciously,45,20.96072,294,485,529,427,126,35,285,992,427,35,118,285,25.721469,25.721469,0.42886797,0.0003151492,3.5835636,0.16695167,9.85673e-05,0.3125,0.0001576541,0.16693941,8.42198e-05,24.039275,285435,144,1960936,45.0,285390.0,99.0,1675402.0,285435,1675501,144,1960792,679.7346,123.039276,2016.3547,5.250712,3.583564,25973322.48497,20.682534,0.000158,0.166952,0.000315,1.415872,0.015191,0.331806,14.93128,157.654107,59.086804,73.43432
NEG-terribly,35,NEGATIVE,terribly,1557,745.12466,45,89,543,43,21,36,36,993,42,36,17,36,834.868523,834.868523,0.41076124,0.010717457,20.575247,0.15901549,0.0033289008,0.30416098,0.005454832,0.15860038,0.002844344,811.875343,285435,5119,1960936,1557.0,283878.0,3562.0,1671939.0,285435,1675501,5119,1955817,2145.8345,2183.6116,2146.0464,29.742323,20.575247,25043192.428799,671.15721,0.005455,0.159015,0.010717,1.35944,1.139789,0.32006,498.332918,5454.832098,2125.931289,2610.488
POS-lightly,36,POSITIVE,lightly,395,337.50357,114,215,1,347,167,37,168,1,347,37,211,168,124.288208,124.288208,2.129642,0.0004713896,2.8929596,0.14558992,0.0002357504,1.0,0.0002357504,0.14556059,3.4316e-05,57.496433,1675501,395,1960936,395.0,1675106.0,0.0,285435.0,1675501,285435,395,1960541,1801.8905,57.496433,643.1989,3.129693,2.892959,26377770.500197,9.281786,0.000236,0.14559,0.000471,16.038137,2.15855,0.068319,26.985898,235.750382,0.0,201.43442
POS-insufficiently,37,POSITIVE,insufficiently,179,152.94465,187,333,5,526,258,38,269,1,527,37,312,269,56.319651,56.319651,1.786504,0.0002136446,1.947468,0.14557388,0.0001068337,1.0,0.0001068337,0.14556059,1.55508e-05,26.055346,1675501,179,1960936,179.0,1675322.0,0.0,285435.0,1675501,285435,179,1960757,1986.4493,26.055346,674.63995,2.106831,1.947468,26027112.849973,4.206176,0.000107,0.145574,0.000214,14.89625,0.983735,0.068319,12.229052,106.833717,0.0,91.282936
POS-sorely,38,POSITIVE,sorely,177,151.23578,189,336,6,527,259,39,271,1,528,37,315,271,55.69035,55.69035,1.7816374,0.0002112578,1.9365577,0.14557374,0.00010564,1.0,0.00010564,0.14556059,1.5377e-05,25.764224,1675501,177,1960936,177.0,1675324.0,0.0,285435.0,1675501,285435,177,1960759,1988.1583,25.764223,674.9311,2.095028,1.936558,26024015.665153,4.15918,0.000106,0.145574,0.000211,14.88004,0.966842,0.068319,12.092415,105.640044,0.0,90.263016
POS-inexplicably,39,POSITIVE,inexplicably,167,142.69138,198,349,7,546,269,40,283,1,546,37,327,283,52.543858,52.543858,1.7564512,0.0001993235,1.8810574,0.14557299,9.96717e-05,1.0,9.96717e-05,0.14556059,1.45083e-05,24.308618,1675501,167,1960936,167.0,1675334.0,0.0,285435.0,1675501,285435,167,1960769,1996.7026,24.308619,676.3867,2.034986,1.881057,26008568.276007,3.924198,1e-04,0.145573,0.000199,14.796139,0.879279,0.068319,11.409228,99.67168,0.0,85.163414
POS-formerly,40,POSITIVE,formerly,143,122.18484,217,380,10,606,296,41,300,1,606,37,348,300,44.992347,44.992347,1.6892822,0.0001706806,1.7406515,0.1455712,8.53476e-05,1.0,8.53476e-05,0.14556059,1.24232e-05,20.815164,1675501,143,1960936,143.0,1675358.0,0.0,285435.0,1675501,285435,143,1960793,2017.2092,20.815165,679.8801,1.88309,1.740651,25971753.959926,3.360241,8.5e-05,0.145571,0.000171,14.572307,0.644551,0.068319,9.769578,85.347606,0.0,72.92436
POS-least,41,POSITIVE,least,131,111.93156,227,394,13,625,304,42,314,1,625,37,360,314,41.216628,41.216628,1.6513529,0.0001563589,1.666017,0.14557031,7.81856e-05,1.0,7.81856e-05,0.14556059,1.13807e-05,19.068437,1675501,131,1960936,131.0,1675370.0,0.0,285435.0,1675501,285435,131,1960805,2027.4625,19.068438,681.6269,1.802349,1.666017,25953482.395224,3.078263,7.8e-05,0.14557,0.000156,14.44586,0.511145,0.068319,8.949753,78.18557,0.0,66.80483
POS-nicely,42,POSITIVE,nicely,131,111.93156,227,394,13,625,304,42,314,1,625,37,360,314,41.216628,41.216628,1.6513529,0.0001563589,1.666017,0.14557031,7.81856e-05,1.0,7.81856e-05,0.14556059,1.13807e-05,19.068437,1675501,131,1960936,131.0,1675370.0,0.0,285435.0,1675501,285435,131,1960805,2027.4625,19.068438,681.6269,1.802349,1.666017,25953482.395224,3.078263,7.8e-05,0.14557,0.000156,14.44586,0.511145,0.068319,8.949753,78.18557,0.0,66.80483
POS-admittedly,43,POSITIVE,admittedly,131,111.93156,227,394,13,625,304,42,314,1,625,37,360,314,41.216628,41.216628,1.6513529,0.0001563589,1.666017,0.14557031,7.81856e-05,1.0,7.81856e-05,0.14556059,1.13807e-05,19.068437,1675501,131,1960936,131.0,1675370.0,0.0,285435.0,1675501,285435,131,1960805,2027.4625,19.068438,681.6269,1.802349,1.666017,25953482.395224,3.078263,7.8e-05,0.14557,0.000156,14.44586,0.511145,0.068319,8.949753,78.18557,0.0,66.80483
POS-indescribably,44,POSITIVE,indescribably,123,105.09605,236,404,16,647,314,45,326,1,649,37,369,326,38.699497,38.699497,1.624092,0.000146811,1.614345,0.14556973,7.34109e-05,1.0,7.34109e-05,0.14556059,1.06857e-05,17.903953,1675501,123,1960936,123.0,1675378.0,0.0,285435.0,1675501,285435,123,1960813,2034.298,17.903954,682.7914,1.746448,1.614345,25941350.963897,2.890278,7.3e-05,0.14557,0.000147,14.354952,0.414836,0.068319,8.403204,73.410878,0.0,62.725147
POS-cautiously,45,POSITIVE,cautiously,111,94.84277,251,428,17,687,326,46,351,1,687,37,389,351,34.923821,34.923821,1.5796968,0.0001324889,1.533576,0.14556883,6.62488e-05,1.0,6.62488e-05,0.14556059,9.6432e-06,16.157225,1675501,111,1960936,111.0,1675390.0,0.0,285435.0,1675501,285435,111,1960825,2044.5513,16.157225,684.5381,1.65907,1.533576,25923227.582953,2.608299,6.6e-05,0.145569,0.000132,14.206855,0.257161,0.068319,7.583379,66.248841,0.0,56.60562
POS-unspeakably,46,POSITIVE,unspeakably,108,92.27946,254,432,19,694,331,47,356,1,694,37,397,356,33.979905,33.979905,1.567851,0.0001289084,1.51271,0.14556861,6.44583e-05,1.0,6.44583e-05,0.14556059,9.3826e-06,15.720544,1675501,108,1960936,108.0,1675393.0,0.0,285435.0,1675501,285435,108,1960828,2047.1146,15.720544,684.9748,1.636496,1.51271,25918710.481982,2.537805,6.4e-05,0.145569,0.000129,14.167327,0.214903,0.068319,7.378423,64.458332,0.0,55.07574
POS-someplace,47,POSITIVE,someplace,85,72.62735,280,466,27,780,369,48,391,1,780,37,435,391,26.743274,26.743274,1.4643813,0.000101457,1.3420023,0.1455669,5.07311e-05,1.0,5.07311e-05,0.14556059,7.3844e-06,12.37265,1675501,85,1960936,85.0,1675416.0,0.0,285435.0,1675501,285435,85,1960851,2066.7666,12.37265,688.3227,1.45182,1.342002,25884260.140292,1.997346,5.1e-05,0.145567,0.000101,13.821834,0.0,0.068319,5.807092,50.731095,0.0,43.346645
POS-semi,48,POSITIVE,semi,84,71.77291,281,467,29,781,370,49,395,1,781,37,439,395,26.42864,26.42864,1.4592717,0.0001002635,1.3340847,0.14556682,5.01343e-05,1.0,5.01343e-05,0.14556059,7.2976e-06,12.22709,1675501,84,1960936,84.0,1675417.0,0.0,285435.0,1675501,285435,84,1960852,2067.621,12.22709,688.4682,1.443254,1.334085,25882769.501187,1.973848,5e-05,0.145567,1e-04,13.80476,0.0,0.068319,5.738773,50.134258,0.0,42.836685
POS-presumably,49,POSITIVE,presumably,83,70.91847,286,474,30,787,374,50,398,1,787,37,440,398,26.114006,26.114006,1.4541012,9.90699e-05,1.3261201,0.14556675,4.95374e-05,1.0,4.95374e-05,0.14556059,7.2107e-06,12.081529,1675501,83,1960936,83.0,1675418.0,0.0,285435.0,1675501,285435,83,1960853,2068.4756,12.081529,688.6138,1.434638,1.32612,25881279.458183,1.95035,5e-05,0.145567,9.9e-05,13.787483,0.0,0.068319,5.670454,49.537422,0.0,42.326725
POS-unimaginably,50,POSITIVE,unimaginably,81,69.20959,299,493,31,802,380,51,404,1,802,37,445,404,25.484739,25.484739,1.4435718,9.66828e-05,1.3100452,0.1455666,4.83437e-05,1.0,4.83437e-05,0.14556059,7.0369e-06,11.790408,1675501,81,1960936,81.0,1675420.0,0.0,285435.0,1675501,285435,81,1960855,2070.1843,11.790408,688.9049,1.417247,1.310045,25878301.158547,1.903354,4.8e-05,0.145567,9.7e-05,13.752294,0.0,0.068319,5.533817,48.343749,0.0,41.306805
