l1,l2,f,E11,r_log_likelihood,r_log_likelihood_tt,r_odds_ratio_disc,r_Dice,r_t_score,r_p_joint,r_p1_given2,r_p2_given1,r_p1_given2_simple,r_p2_given1_simple,r_p1_given2_margin,r_p2_given1_margin,r_expect_diff,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p_joint,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N
NEGATED,ever,5852,4454.0373,265,505,896,96,77,456,873,125,1128,95,873,52,125,416.91999,416.91999,0.124180839,0.0035797534,18.2744123,0.00007026531,0.0118946517,0.0004609893,0.0497217384,0.0018567144,0.0118778426,0.0004435437,1397.96268,3151804,117695,83284343
COMPLEMENT,closely,29724,29444.8633,580,978,897,277,565,194,910,314,777,278,910,391,314,76.11085,76.11085,0.123669068,0.0007415877,1.6190616,0.00035689781,0.0091245744,0.0000920476,0.9712773258,0.0003709355,0.0091212216,0.0000034834,279.13674,80132539,30603,83284343
COMPLEMENT,outrageously,8516,8436.1847,811,1284,898,547,831,383,911,543,778,549,911,606,543,21.71016,21.71016,0.122761565,0.0002125246,0.8649046,0.00010225211,0.0091039784,0.0000263197,0.9712591241,0.0001062739,0.0091030199,0.0000009960,79.81528,80132539,8768,83284343
NEGATED,physiologically,67,51.6569,927,1478,899,1181,505,1439,880,936,1129,1181,879,340,936,4.34304,4.34304,0.121113651,0.0000424969,1.8744558,0.00000080447,0.0112405375,0.0000050595,0.0490842491,0.0000212577,0.0112403533,0.0000048680,15.34308,3151804,1365,83284343
COMPLEMENT,mind-numbingly,1360,1347.0185,939,1501,900,1300,957,912,905,948,774,1300,905,970,948,3.60267,3.60267,0.120995747,0.0000339432,0.3520091,0.00001632960,0.0092726231,0.0000042807,0.9714285714,0.0000169719,0.0092724672,0.0000001620,12.98145,80132539,1400,83284343
COMPLEMENT,accidentally,956,946.7616,948,1519,901,1515,965,1059,904,960,773,1515,904,980,960,2.59907,2.59907,0.120591802,0.0000238602,0.2987910,0.00001147875,0.0093887222,0.0000030464,0.9715447154,0.0000119302,0.0093886113,0.0000001153,9.23839,80132539,984,83284343
COMPLEMENT,duly,1322,1309.4945,941,1505,902,1314,958,921,907,950,775,1317,907,972,950,3.43622,3.43622,0.119550741,0.0000329948,0.3439433,0.00001587333,0.0091886455,0.0000041238,0.9713445996,0.0000164977,0.0091884954,0.0000001561,12.50554,80132539,1361,83284343
NEGATED,majorly,97,75.3472,913,1451,903,977,445,1371,885,897,1130,977,885,296,897,5.94545,5.94545,0.116762742,0.0000615132,2.1985091,0.00000116468,0.0108756007,0.0000071402,0.0487192366,0.0000307760,0.0108753407,0.0000068700,21.65280,3151804,1991,83284343
NEGATED,biologically,478,371.9677,778,1237,904,448,234,1168,886,489,1131,451,886,142,489,28.90079,28.90079,0.114265486,0.0003023754,4.8498067,0.00000573937,0.0107889778,0.0000349650,0.0486316004,0.0001516592,0.0107877045,0.0000336418,106.03235,3151804,9829,83284343
COMPLEMENT,implicitly,875,866.9026,952,1526,905,1572,970,1108,912,966,779,1572,912,984,966,2.17172,2.17172,0.113761801,0.0000218386,0.2737404,0.00001050618,0.0089871673,0.0000026702,0.9711431743,0.0000109194,0.0089870701,0.0000001010,8.09735,80132539,901,83284343
COMPLEMENT,horrendously,1928,1910.8420,926,1476,906,1108,949,781,916,922,781,1109,916,954,922,4.40835,4.40835,0.112816599,0.0000481191,0.3907622,0.00002314961,0.0086396708,0.0000056580,0.9707955690,0.0000240601,0.0086394648,0.0000002141,17.15798,80132539,1986,83284343
COMPLEMENT,irredeemably,1001,991.9829,950,1522,907,1483,967,1039,915,962,780,1483,915,982,962,2.34777,2.34777,0.111102771,0.0000249833,0.2850019,0.00001201907,0.0087460409,0.0000029734,0.9709020369,0.0000124918,0.0087459327,0.0000001125,9.01706,80132539,1031,83284343
NEGATED,egregiously,77,60.8151,930,1483,908,1104,507,1413,891,929,1132,1104,891,334,929,4.13924,4.13924,0.109720322,0.0000488360,1.8444359,0.00000092454,0.0100716688,0.0000053371,0.0479153703,0.0000244305,0.0100714744,0.0000051351,16.18486,3151804,1607,83284343
COMPLEMENT,confusingly,1030,1020.8476,951,1524,909,1466,966,1026,917,961,782,1466,917,981,961,2.34754,2.34754,0.109489118,0.0000257071,0.2851774,0.00001236727,0.0086262866,0.0000030181,0.9707822809,0.0000128537,0.0086261767,0.0000001142,9.15237,80132539,1061,83284343
NEGATED,alone,127,100.4755,904,1437,910,873,418,1327,892,852,1133,873,892,265,852,6.73296,6.73296,0.107900661,0.0000805209,2.3536649,0.00000152490,0.0099906976,0.0000087467,0.0478342750,0.0000402944,0.0099903791,0.0000084156,26.52446,3151804,2655,83284343
COMPLEMENT,specially,3559,3529.1886,900,1430,911,834,929,580,920,819,784,834,920,864,819,7.16872,7.16872,0.106729513,0.0000888238,0.4997106,0.00004273312,0.0081277870,0.0000098305,0.9702835333,0.0000444139,0.0081274291,0.0000003720,29.81141,80132539,3668,83284343
COMPLEMENT,proof,1543,1529.8282,943,1509,912,1231,960,864,918,947,783,1231,918,969,947,3.23346,3.23346,0.106565276,0.0000385104,0.3353219,0.00001852689,0.0082843056,0.0000043435,0.9704402516,0.0000192556,0.0082841474,0.0000001644,13.17179,80132539,1590,83284343
NEGATED,personally,1735,1377.5178,546,931,913,211,130,822,895,275,1134,212,895,89,275,89.35221,89.35221,0.104828005,0.0010883871,8.5823194,0.00002083225,0.0098252335,0.0001178826,0.0476648352,0.0005504784,0.0098209393,0.0001134215,357.48219,3151804,36400,83284343
COMPLEMENT,out,4837,4797.3103,885,1405,914,722,915,509,922,741,786,723,922,791,741,9.33241,9.33241,0.104735835,0.0001207175,0.5706757,0.00005807814,0.0079606981,0.0000130880,0.9701163257,0.0000603625,0.0079602215,0.0000004953,39.68966,80132539,4986,83284343
COMPLEMENT,anatomically,3411,3382.9409,905,1439,915,849,931,590,921,837,785,849,921,883,837,6.61563,6.61563,0.104447300,0.0000851302,0.4804337,0.00004095608,0.0079807515,0.0000092527,0.9701365188,0.0000425670,0.0079804146,0.0000003502,28.05914,80132539,3516,83284343
COMPLEMENT,mentally,78564,77929.8337,441,780,916,139,434,89,924,203,787,143,923,274,203,146.60467,146.60467,0.104193342,0.0019588714,2.2625146,0.00094332256,0.0078373193,0.0002091214,0.9699858016,0.0009804257,0.0078296974,0.0000079140,634.16634,80132539,80995,83284343
NEGATED,soon,444,353.3106,807,1279,917,464,259,1173,897,517,1135,465,897,147,517,22.43019,22.43019,0.104110516,0.0002809113,4.3039279,0.00000533113,0.0097150338,0.0000299055,0.0475578406,0.0001408717,0.0097139448,0.0000287738,90.68939,3151804,9336,83284343
NEGATED,constitutionally,289,230.5450,852,1349,918,582,306,1220,901,630,1136,582,901,184,630,14.29282,14.29282,0.103216586,0.0001830333,3.4385286,0.00000347004,0.0095960707,0.0000192760,0.0474392646,0.0000916935,0.0095953688,0.0000185465,58.45499,3151804,6092,83284343
NEGATED,biblically,72,57.8633,942,1507,919,1142,553,1425,906,940,1137,1140,906,353,940,3.33886,3.33886,0.101981103,0.0000456660,1.6660241,0.00000086451,0.0092458750,0.0000046617,0.0470896010,0.0000228441,0.0092457052,0.0000044853,14.13668,3151804,1529,83284343
COMPLEMENT,geographically,7121,7064.1501,860,1363,920,599,888,414,927,643,789,601,927,695,643,12.97524,12.97524,0.101956255,0.0001777143,0.6736884,0.00008550227,0.0077437885,0.0000187467,0.9698992100,0.0000888653,0.0077431058,0.0000007094,56.84988,80132539,7342,83284343
NEGATED,publically,79,63.5777,937,1497,921,1086,538,1408,908,934,1138,1085,908,339,934,3.61831,3.61831,0.101092029,0.0000501033,1.7351393,0.00000094856,0.0091800989,0.0000050856,0.0470238095,0.0000250650,0.0091799137,0.0000048932,15.42226,3151804,1680,83284343
NEGATED,militarily,134,108.4228,915,1455,922,853,443,1320,913,862,1139,850,913,272,862,5.84667,5.84667,0.097574378,0.0000849534,2.2095369,0.00000160895,0.0089277900,0.0000084343,0.0467713787,0.0000425153,0.0089274829,0.0000081151,25.57724,3151804,2865,83284343
NEGATED,totally,16127,13067.1188,213,410,923,58,58,269,914,78,1140,52,914,36,78,697.71532,697.71532,0.095845256,0.0092230864,24.0950468,0.00019363784,0.0088986650,0.0010090201,0.0467056677,0.0051167522,0.0088617719,0.0009708349,3059.88121,3151804,345290,83284343
COMPLEMENT,institutionally,903,895.7673,955,1531,924,1547,974,1083,925,970,788,1547,924,987,970,1.65652,1.65652,0.095834698,0.0000225374,0.2406881,0.00001084237,0.0077687947,0.0000023850,0.9699248120,0.0000112688,0.0077687079,0.0000000903,7.23267,80132539,931,83284343
COMPLEMENT,conceptually,3064,3041.3754,922,1469,925,890,946,624,931,890,790,890,931,928,890,4.74562,4.74562,0.092108615,0.0000764703,0.4087292,0.00003678963,0.0071576759,0.0000074606,0.9693135084,0.0000382367,0.0071574042,0.0000002823,22.62455,80132539,3161,83284343
COMPLEMENT,super,302483,300304.3146,258,493,926,65,275,42,932,92,791,67,932,151,92,446.47584,446.47584,0.091981036,0.0075202759,3.9613575,0.00363193115,0.0070066287,0.0007184388,0.9691364749,0.0037747837,0.0069803707,0.0000271885,2178.68539,80132539,312116,83284343
NEGATED,unconstitutionally,75,61.7234,947,1517,927,1114,588,1415,919,944,1141,1113,919,361,944,2.78325,2.78325,0.091049363,0.0000475672,1.5330504,0.00000090053,0.0081403225,0.0000043781,0.0459840589,0.0000237959,0.0081401630,0.0000042124,13.27661,3151804,1631,83284343
COMPLEMENT,visually,43631,43322.0407,641,1060,928,212,602,147,933,296,792,214,933,374,296,61.98050,61.98050,0.089864936,0.0010883593,1.4791207,0.00052387998,0.0068655083,0.0001018818,0.9690179008,0.0005444854,0.0068617966,0.0000038556,308.95925,80132539,45026,83284343
NEGATED,really,95582,79322.9627,80,160,929,18,33,81,923,30,1142,16,925,17,30,3346.77644,3346.77644,0.086889480,0.0364270319,52.5904358,0.00114765869,0.0079572267,0.0053615466,0.0456008591,0.0303261243,0.0077569633,0.0051586448,16259.03726,3151804,2096057,83284343
NEGATED,regularly,145,120.3436,920,1465,930,819,466,1308,926,874,1143,819,926,276,874,4.93764,4.93764,0.085885922,0.0000919181,2.0476035,0.00000174102,0.0077538845,0.0000081306,0.0455974843,0.0000460054,0.0077535885,0.0000078230,24.65641,3151804,3180,83284343
COMPLEMENT,authentically,3588,3563.8262,923,1471,931,832,947,578,934,878,793,832,934,917,878,4.59544,4.59544,0.083340852,0.0000895475,0.4035697,0.00004308133,0.0065266915,0.0000079715,0.9686825054,0.0000447758,0.0065264012,0.0000003017,24.17379,80132539,3704,83284343
NEGATED,morally,2075,1728.3307,617,1028,932,185,146,749,928,279,1144,184,928,90,279,68.08451,68.08451,0.082980387,0.0012978995,7.6103793,0.00002491465,0.0075949087,0.0001143169,0.0454346398,0.0006583531,0.0075907440,0.0001099907,346.66928,3151804,45670,83284343
COMPLEMENT,tactically,2227,2211.9969,945,1513,933,1033,964,724,935,939,794,1033,935,965,939,2.85183,2.85183,0.082232220,0.0000555813,0.3179226,0.00002673972,0.0065261116,0.0000049474,0.9686820357,0.0000277915,0.0065259315,0.0000001872,15.00312,80132539,2299,83284343
NEGATED,sickly,118,98.9239,938,1499,934,898,532,1336,930,914,1146,898,930,313,914,3.60772,3.60772,0.081639147,0.0000748157,1.7560933,0.00000141683,0.0072978788,0.0000062905,0.0451415455,0.0000374389,0.0072976497,0.0000060524,19.07606,3151804,2614,83284343
NEGATED,academically,362,302.8647,872,1381,935,531,337,1196,929,628,1145,533,929,182,628,11.31709,11.31709,0.081387498,0.0002291279,3.1080825,0.00000434656,0.0073898519,0.0000195003,0.0452330376,0.0001148549,0.0073891418,0.0000187624,59.13530,3151804,8003,83284343
COMPLEMENT,reliably,6042,6002.8919,901,1431,936,650,928,451,937,744,795,653,937,794,744,7.12303,7.12303,0.080405525,0.0001507884,0.5031251,0.00007254665,0.0062687924,0.0000128962,0.9684244270,0.0000754001,0.0062683228,0.0000004880,39.10807,80132539,6239,83284343
COMPLEMENT,artistically,3885,3860.1703,924,1473,937,798,948,559,938,871,796,799,938,911,871,4.46158,4.46158,0.078690650,0.0000969595,0.3983604,0.00004664742,0.0061891591,0.0000081878,0.9683449651,0.0000484822,0.0061888609,0.0000003099,24.82971,80132539,4012,83284343
COMPLEMENT,ideally,1860,1848.3019,954,1529,938,1128,971,795,940,955,797,1129,940,976,955,2.06629,2.06629,0.075506599,0.0000464220,0.2712438,0.00002233313,0.0060897416,0.0000038575,0.9682457054,0.0000232115,0.0060896012,0.0000001460,11.69812,80132539,1921,83284343
COMPLEMENT,manifestly,3542,3520.5292,936,1495,939,836,955,582,944,899,799,836,944,936,899,3.64682,3.64682,0.074025432,0.0000883995,0.3607649,0.00004252900,0.0058682039,0.0000070802,0.9680240503,0.0000442018,0.0058679461,0.0000002679,21.47081,80132539,3659,83284343
NEGATED,oppressively,49,42.1581,963,1546,940,1357,788,1507,939,972,1148,1357,939,465,972,1.09854,1.09854,0.072302360,0.0000310823,0.9774143,0.00000058835,0.0061418237,0.0000022562,0.0439856373,0.0000155467,0.0061417415,0.0000021708,6.84190,3151804,1114,83284343
COMPLEMENT,rigidly,1365,1356.6401,959,1539,941,1298,976,910,943,964,798,1298,943,983,964,1.43550,1.43550,0.072031870,0.0000340680,0.2262739,0.00001638964,0.0059291026,0.0000027567,0.9680851064,0.0000170343,0.0059290022,0.0000001043,8.35989,80132539,1410,83284343
NEGATED,politically,5830,4988.2039,450,795,942,97,114,457,936,164,1147,96,936,63,164,140.51497,140.51497,0.070772869,0.0035509655,11.0248484,0.00007000115,0.0063965592,0.0002775889,0.0442303315,0.0018497343,0.0063864357,0.0002670839,841.79609,3151804,131810,83284343
NEGATED,systematically,51,44.0125,962,1544,943,1333,787,1498,942,971,1150,1333,942,460,971,1.09866,1.09866,0.070757845,0.0000323505,0.9784526,0.00000061236,0.0060082947,0.0000023042,0.0438521066,0.0000161812,0.0060082108,0.0000022170,6.98755,3151804,1163,83284343
COMPLEMENT,fiscally,14794,14710.4047,859,1361,944,406,883,289,946,533,800,406,946,597,533,13.18201,13.18201,0.069818972,0.0003691678,0.6872887,0.00017763243,0.0054686815,0.0000275662,0.9676237818,0.0001846191,0.0054676776,0.0000010432,83.59532,80132539,15289,83284343
NEGATED,graphically,115,99.1889,949,1520,945,917,604,1347,941,930,1149,917,941,337,930,2.49562,2.49562,0.068766175,0.0000729134,1.4743973,0.00000138081,0.0060326771,0.0000052139,0.0438763831,0.0000364870,0.0060324872,0.0000050165,15.81115,3151804,2621,83284343
NEGATED,individually,206,179.6450,933,1489,946,686,514,1256,945,853,1151,687,945,266,853,3.84272,3.84272,0.062974147,0.0001305222,1.8362417,0.00000247345,0.0055522496,0.0000086908,0.0433958289,0.0000653594,0.0055519331,0.0000083619,26.35503,3151804,4747,83284343
NEGATED,nutritionally,165,144.8286,946,1515,947,772,578,1287,947,906,1152,770,947,309,906,2.79823,2.79823,0.060272889,0.0001045750,1.5703422,0.00000198116,0.0052710577,0.0000066517,0.0431147113,0.0000523510,0.0052708154,0.0000064000,20.17141,3151804,3827,83284343
COMPLEMENT,goddamn,1970,1959.9120,960,1540,948,1102,975,774,948,959,801,1101,948,979,959,1.43370,1.43370,0.060024476,0.0000491673,0.2272860,0.00002365391,0.0049525098,0.0000033266,0.9671084929,0.0000245843,0.0049523887,0.0000001259,10.08802,80132539,2037,83284343
COMPLEMENT,greatly,11263,11208.1565,896,1422,949,463,926,327,950,654,802,466,950,706,654,7.39374,7.39374,0.059282085,0.0002810684,0.5167714,0.00013523550,0.0047086629,0.0000180851,0.9668641085,0.0001405546,0.0047080043,0.0000006844,54.84354,80132539,11649,83284343
COMPLEMENT,qualitatively,2591,2578.5784,956,1532,950,955,973,668,951,951,803,956,951,973,951,1.64735,1.64735,0.056480322,0.0000646657,0.2440311,0.00003111029,0.0046350897,0.0000040961,0.9667910448,0.0000323339,0.0046349406,0.0000001550,12.42164,80132539,2680,83284343
NEGATED,theologically,108,95.8586,958,1536,951,936,717,1356,949,953,1153,937,949,375,953,1.53736,1.53736,0.055879833,0.0000684771,1.1683079,0.00000129676,0.0047934391,0.0000040037,0.0426371891,0.0000342661,0.0047932933,0.0000038522,12.14141,3151804,2533,83284343
COMPLEMENT,brand,14055,13990.7119,892,1415,952,417,920,298,955,606,806,418,955,667,606,8.11771,8.11771,0.055523028,0.0003507302,0.5422694,0.00016875921,0.0044219322,0.0000211995,0.9665772643,0.0001753969,0.0044211601,0.0000008023,64.28809,80132539,14541,83284343
NEGATED,imminently,43,38.4872,971,1562,953,1431,882,1541,954,982,1154,1431,954,542,982,0.53044,0.53044,0.054957695,0.0000272772,0.6881891,0.00000051630,0.0044373776,0.0000014881,0.0422812193,0.0000136430,0.0044373235,0.0000014318,4.51276,3151804,1017,83284343
COMPLEMENT,quickly,8098,8062.8682,928,1480,954,559,950,388,958,776,807,560,958,824,776,4.19741,4.19741,0.052141531,0.0002020940,0.3904021,0.00009723316,0.0041927664,0.0000115850,0.9663484487,0.0001010576,0.0041923445,0.0000004384,35.13185,80132539,8380,83284343
COMPLEMENT,downright,47475,47272.6537,804,1275,955,197,810,135,959,364,808,199,959,438,364,23.74439,23.74439,0.051795370,0.0011841858,0.9286729,0.00057003511,0.0041208526,0.0000667253,0.9662745258,0.0005924560,0.0041184216,0.0000025251,202.34629,80132539,49132,83284343
COMPLEMENT,educationally,1274,1268.1217,965,1550,956,1346,982,949,952,976,804,1346,952,989,976,0.74892,0.74892,0.051731036,0.0000317968,0.1646887,0.00001529699,0.0044600514,0.0000019384,0.9666160850,0.0000158987,0.0044599808,0.0000000734,5.87825,80132539,1318,83284343
NEGATED,sickeningly,58,52.1489,968,1556,957,1255,864,1469,957,977,1156,1254,957,493,977,0.65910,0.65910,0.051667934,0.0000367882,0.7682886,0.00000069641,0.0042461599,0.0000019295,0.0420899855,0.0000184022,0.0042460897,0.0000018564,5.85111,3151804,1378,83284343
COMPLEMENT,instinctively,1100,1094.9336,969,1558,958,1430,984,1001,953,979,805,1430,953,990,979,0.64428,0.64428,0.050880408,0.0000274541,0.1527563,0.00001320776,0.0044520410,0.0000016707,0.9666080844,0.0000137273,0.0044519802,0.0000000632,5.06635,80132539,1138,83284343
NEGATED,fast,322,289.2409,934,1491,959,555,516,1207,956,797,1155,555,956,238,797,3.72412,3.72412,0.049183979,0.0002038331,1.8255935,0.00000386627,0.0042865512,0.0000108026,0.0421300536,0.0001021637,0.0042861578,0.0000103938,32.75910,3151804,7643,83284343
NEGATED,humanly,386,350.0939,935,1493,960,510,515,1189,960,771,1157,510,960,227,771,3.70823,3.70823,0.044701042,0.0002442223,1.8275734,0.00000463472,0.0038817542,0.0000118403,0.0417252189,0.0001224695,0.0038813231,0.0000113922,35.90612,3151804,9251,83284343
COMPLEMENT,uber,1217,1212.3167,973,1566,961,1367,988,961,961,981,809,1366,961,991,981,0.49390,0.49390,0.041730749,0.0000303742,0.1342479,0.00001461259,0.0037169679,0.0000015444,0.9658730159,0.0000151873,0.0037169117,0.0000000584,4.68331,80132539,1260,83284343
COMPLEMENT,intentionally,9255,9223.2284,944,1511,962,529,962,373,964,801,812,530,964,846,801,2.97720,2.97720,0.040671268,0.0002309647,0.3302560,0.00011112533,0.0033147551,0.0000104769,0.9654704778,0.0001154962,0.0033143736,0.0000003965,31.77159,80132539,9586,83284343
COMPLEMENT,over,23575,23494.8899,895,1420,963,311,923,220,965,541,813,314,965,604,541,7.42947,7.42947,0.040623099,0.0005882209,0.5217487,0.00028306641,0.0032816081,0.0000264169,0.9654367501,0.0002942001,0.0032806459,0.0000009997,80.11009,80132539,24419,83284343
COMPLEMENT,magically,2293,2285.1207,966,1552,964,1017,983,712,963,967,811,1017,963,985,967,0.73901,0.73901,0.038796289,0.0000572285,0.1645444,0.00002753219,0.0033176746,0.0000025982,0.9654736842,0.0000286151,0.0033175800,0.0000000983,7.87925,80132539,2375,83284343
COMPLEMENT,electorally,874,870.7513,977,1574,965,1573,990,1109,962,988,810,1573,962,995,988,0.33051,0.33051,0.038200090,0.0000218136,0.1098898,0.00001049417,0.0035897912,0.0000010713,0.9657458564,0.0000109069,0.0035897522,0.0000000405,3.24873,80132539,905,83284343
COMPLEMENT,originally,6576,6556.1317,957,1534,966,626,972,433,968,909,815,626,968,943,909,1.63200,1.63200,0.035259652,0.0001641141,0.2450078,0.00007895842,0.0029160452,0.0000065517,0.9650719108,0.0000820640,0.0029158066,0.0000002479,19.86831,80132539,6814,83284343
NEGATED,initially,963,892.6997,917,1459,967,305,432,1055,966,579,1158,306,966,165,579,5.61592,5.61592,0.034494045,0.0006065391,2.2653968,0.00001156280,0.0029810615,0.0000231821,0.0408241129,0.0003055393,0.0029802171,0.0000223048,70.30034,3151804,23589,83284343
COMPLEMENT,drastically,9561,9534.0048,953,1527,968,515,968,363,971,845,818,516,971,891,845,2.06832,2.06832,0.033077478,0.0002386001,0.2760796,0.00011479949,0.0027246317,0.0000089019,0.9648804117,0.0001193148,0.0027243076,0.0000003369,26.99516,80132539,9909,83284343
COMPLEMENT,vocally,1466,1461.5151,976,1572,969,1259,989,882,967,983,814,1259,967,992,983,0.37313,0.37313,0.032679293,0.0000365887,0.1171342,0.00001760235,0.0029525738,0.0000014789,0.9651086241,0.0000182947,0.0029525199,0.0000000560,4.48488,80132539,1519,83284343
COMPLEMENT,unpleasantly,1298,1294.1000,979,1579,970,1330,991,937,970,985,817,1330,970,993,985,0.31851,0.31851,0.031499268,0.0000323958,0.1082509,0.00001558516,0.0028997047,0.0000012861,0.9650557621,0.0000161982,0.0028996579,0.0000000487,3.90004,80132539,1345,83284343
NEGATED,madly,35,33.1134,988,1596,971,1554,963,1589,976,994,1161,1554,976,745,994,0.10973,0.10973,0.030940541,0.0000222033,0.3188921,0.00000042025,0.0021561268,0.0000006221,0.0400000000,0.0000111048,0.0021561042,0.0000005986,1.88659,3151804,875,83284343
COMPLEMENT,certifiably,1022,1018.9233,981,1582,972,1471,993,1032,969,989,816,1471,969,996,989,0.25177,0.25177,0.030382855,0.0000255074,0.0962405,0.00001227121,0.0029053114,0.0000010146,0.9650613787,0.0000127539,0.0029052745,0.0000000384,3.07669,80132539,1059,83284343
NEGATED,convincingly,54,50.9379,983,1586,973,1293,945,1484,975,990,1160,1291,975,613,990,0.18775,0.18775,0.030216024,0.0000342515,0.4167012,0.00000064838,0.0022750117,0.0000010098,0.0401188707,0.0000171330,0.0022749749,0.0000009715,3.06212,3151804,1346,83284343
NEGATED,home,84,79.0181,978,1576,974,1059,919,1397,974,980,1159,1059,974,522,980,0.32007,0.32007,0.030100997,0.0000532675,0.5435748,0.00000100859,0.0023860491,0.0000016428,0.0402298851,0.0000266514,0.0023859892,0.0000015807,4.98195,3151804,2088,83284343
COMPLEMENT,terrifically,2863,2855.6793,972,1564,975,922,987,641,973,969,820,922,973,986,969,0.50662,0.50662,0.028396141,0.0000714540,0.1368173,0.00003437621,0.0024666252,0.0000024141,0.9646226415,0.0000357283,0.0024665373,0.0000000914,7.32068,80132539,2968,83284343
COMPLEMENT,provably,1395,1391.2777,980,1580,976,1285,992,898,972,986,819,1285,972,994,986,0.26909,0.26909,0.027673510,0.0000348167,0.0996601,0.00001674985,0.0025742310,0.0000012274,0.9647302905,0.0000174087,0.0025741863,0.0000000465,3.72227,80132539,1446,83284343
NEGATED,developmentally,178,169.3514,974,1568,977,747,893,1279,977,963,1162,747,977,431,963,0.45175,0.45175,0.023673209,0.0001127910,0.6482374,0.00000213726,0.0019327443,0.0000028519,0.0397765363,0.0000564756,0.0019326405,0.0000027440,8.64857,3151804,4475,83284343
NEGATED,crazy,66,63.1236,985,1590,978,1190,956,1441,980,991,1164,1189,980,626,991,0.13428,0.13428,0.023273654,0.0000418586,0.3540581,0.00000079247,0.0017244840,0.0000009485,0.0395683453,0.0000209404,0.0017244495,0.0000009126,2.87638,3151804,1668,83284343
NEGATED,glaringly,174,165.7563,975,1570,979,749,898,1281,978,965,1163,749,978,435,965,0.41952,0.41952,0.023125354,0.0001102597,0.6249560,0.00000208923,0.0018822306,0.0000027184,0.0397260274,0.0000552065,0.0018821316,0.0000026156,8.24374,3151804,4380,83284343
COMPLEMENT,clinically,13279,13253.7003,961,1542,980,424,977,301,979,867,821,426,979,907,867,1.29667,1.29667,0.022016459,0.0003313690,0.2195493,0.00015944173,0.0018369401,0.0000083428,0.9639927405,0.0001657130,0.0018366363,0.0000003157,25.29966,80132539,13775,83284343
COMPLEMENT,long,70899,70778.1273,918,1461,981,152,939,101,982,455,823,154,982,527,455,5.53693,5.53693,0.019958162,0.0017679204,0.4539500,0.00085128846,0.0016445926,0.0000398587,0.9637992442,0.0008847717,0.0016431400,0.0000015084,120.87266,80132539,73562,83284343
COMPLEMENT,blatantly,11746,11725.7964,964,1548,982,458,979,322,981,905,822,460,981,940,905,0.93318,0.93318,0.019731034,0.0002931197,0.1864159,0.00014103491,0.0016580385,0.0000066623,0.9638139001,0.0001465822,0.0016577959,0.0000002521,20.20356,80132539,12187,83284343
NEGATED,democratically,37,35.8760,995,1610,983,1521,980,1576,986,997,1166,1521,986,875,997,0.03624,0.03624,0.019524391,0.0000234716,0.1847823,0.00000044426,0.0011856535,0.0000003706,0.0390295359,0.0000117393,0.0011856400,0.0000003566,1.12399,3151804,948,83284343
COMPLEMENT,commonly,7602,7589.4873,970,1560,984,572,985,395,983,949,824,572,983,971,949,0.55264,0.55264,0.018583960,0.0001897170,0.1435111,0.00009127766,0.0015864396,0.0000041261,0.9637423935,0.0000948678,0.0015862893,0.0000001561,12.51265,80132539,7888,83284343
NEGATED,unreasonably,186,179.4558,982,1584,985,729,932,1271,984,974,1165,727,984,472,974,0.24521,0.24521,0.017298034,0.0001178503,0.4798474,0.00000223331,0.0013801389,0.0000021580,0.0392239561,0.0000590138,0.0013800603,0.0000020763,6.54425,3151804,4742,83284343
NEGATED,exact,89,86.3976,989,1598,986,1026,969,1388,988,992,1168,1026,988,657,992,0.08070,0.08070,0.015737458,0.0000564347,0.2758523,0.00000106863,0.0011399287,0.0000008582,0.0389837933,0.0000282378,0.0011398974,0.0000008257,2.60239,3151804,2283,83284343
NEGATED,knowingly,46,44.8829,996,1612,987,1385,981,1521,990,998,1169,1385,990,878,998,0.02867,0.02867,0.015607458,0.0000291787,0.1647132,0.00000055232,0.0009419523,0.0000003684,0.0387858347,0.0000145948,0.0009419389,0.0000003544,1.11714,3151804,1186,83284343
NEGATED,enough,786,762.7816,967,1554,988,343,843,1132,987,884,1167,343,987,287,884,0.72767,0.72767,0.013810857,0.0004955926,0.8281742,0.00000943755,0.0011522155,0.0000076565,0.0389958325,0.0002493810,0.0011519367,0.0000073667,23.21844,3151804,20156,83284343
COMPLEMENT,recognizably,1186,1184.4142,991,1602,989,1382,996,971,985,995,825,1383,985,999,995,0.05673,0.05673,0.011006938,0.0000296005,0.0460485,0.00001424037,0.0012882690,0.0000005229,0.9634443542,0.0000148005,0.0012882500,0.0000000198,1.58584,80132539,1231,83284343
NEGATED,ethically,264,258.5873,987,1594,990,620,961,1236,991,978,1170,621,991,506,978,0.11698,0.11698,0.010143770,0.0001671607,0.3331262,0.00000316986,0.0007922002,0.0000017849,0.0386360310,0.0000837616,0.0007921352,0.0000017173,5.41266,3151804,6833,83284343
NEGATED,structurally,373,365.6477,984,1588,991,520,952,1192,992,968,1171,521,992,451,968,0.15269,0.15269,0.009548955,0.0002359665,0.3806866,0.00000447863,0.0007610362,0.0000024245,0.0386048437,0.0001183449,0.0007609479,0.0000023327,7.35228,3151804,9662,83284343
