corpus_slice,file_MB,sentences,tokens,ADV_tokens,ADV_xpos,ADV_lemmas,ADV_forms,ADJ_tokens,ADJ_xpos,ADJ_lemmas,ADJ_forms,NEG_tokens,NEG_xpos,NEG_lemmas,NEG_forms,NR_tokens,NR_xpos,NR_lemmas,NR_forms
apw_eng_200412,61.64,66780,1578471,38983,3,1045,1145,97301,3,9657,9917,8930,9,15,27,8071,16,23,73
apw_eng_200504,160.97,175752,4161316,97031,3,1532,1686,255226,3,15934,16403,22013,9,15,30,20308,15,24,89
apw_eng_200502,147.65,160204,3787964,92637,3,1446,1592,233852,3,15296,15742,21271,9,15,28,19133,16,23,83
apw_eng_200505,212.84,222524,5251480,133981,3,1700,1872,336880,3,18468,19012,31828,8,15,32,26924,17,24,92
apw_eng_200503,223.19,240695,5692492,139510,3,1715,1895,350666,3,18706,19240,32879,11,15,29,28254,16,24,89
apw_eng_200506,222.47,236253,5583188,141767,3,1688,1872,349591,3,18940,19474,33274,10,15,35,29082,16,23,94
apw_eng_200509,241.61,252467,5963207,156448,3,1874,2065,377953,3,20135,20728,36138,10,15,31,31606,16,23,86
apw_eng_200508,198.51,218299,5170938,124176,3,1692,1852,307973,3,18258,18796,29216,9,15,28,24502,16,24,88
apw_eng_200511,222.02,228655,5397253,141072,3,1680,1859,353932,3,19110,19686,33007,8,15,28,29023,16,24,85
apw_eng_200510,225.41,233906,5520886,145027,3,1736,1921,357712,3,19322,19905,33003,9,15,33,29307,16,24,90
apw_eng_200603,252.9,271558,6426937,158360,3,1786,1986,395567,3,20541,21138,38001,10,15,35,32551,16,23,89
apw_eng_200601,232.42,245144,5791354,145582,3,1725,1905,368299,3,19473,20026,34983,8,15,31,30180,16,23,85
apw_eng_200605,253.15,261725,6179540,162647,3,1852,2044,396687,3,20836,21434,38543,9,15,31,33210,16,24,91
apw_eng_200604,196.16,202289,4774368,124669,3,1643,1803,310994,3,18469,19007,29355,8,15,28,25425,16,24,86
apw_eng_200606,236.32,250232,5914756,159002,3,1736,1920,368912,3,19808,20388,37710,9,15,31,32463,17,24,85
apw_eng_200607,227.99,242373,5732683,146744,3,1738,1921,361946,3,19436,20009,35222,8,15,32,29589,16,24,87
apw_eng_200608,204.73,216402,5116779,132808,3,1664,1839,322090,3,18149,18664,31987,8,14,31,25816,17,24,90
apw_eng_200609,197.98,208300,4935723,123767,3,1381,1531,311513,3,14124,14536,30099,9,14,29,25879,16,23,85
apw_eng_200610,479.9,502029,11889194,297607,3,1949,2142,775489,3,22602,23314,71099,9,15,30,61410,17,24,92
apw_eng_200611,481.56,513961,12185437,291888,3,1929,2134,771958,3,22894,23614,67639,10,15,31,60675,17,24,94
apw_eng_200701,481.91,543943,12933580,288357,3,1883,2086,765222,3,22149,22866,69585,10,15,32,63088,16,24,95
apw_eng_200612,165.78,179461,4257581,104163,3,1375,1502,262980,3,13052,13431,25212,10,15,29,20557,15,23,90
apw_eng_200702,432.41,478880,11374147,264505,3,1860,2057,686382,3,21365,22012,62910,9,15,31,57610,17,24,90
apw_eng_200703,477.54,545787,12980301,290806,3,1913,2125,751767,3,22143,22842,68360,8,15,34,59219,16,24,96
apw_eng_200704,451.06,505054,12002777,278567,3,1874,2078,705175,3,21503,22129,65001,8,15,31,55881,15,24,90
apw_eng_200706,444.4,487947,11593971,276063,3,1872,2079,704979,3,22085,22757,66357,8,15,32,55779,17,24,92
apw_eng_200707,428.02,479109,11391353,261658,3,1844,2029,674934,3,21395,22027,61918,9,15,32,51369,16,24,93
apw_eng_200708,439.12,492115,11707011,275560,3,1809,2001,686609,3,21171,21809,64161,8,15,33,52687,16,24,92
apw_eng_200709,453.09,503440,11970437,286328,3,1920,2124,716147,3,21360,22003,65615,8,15,30,59071,16,24,90
apw_eng_200705,472.4,522700,12420173,292426,3,1884,2081,750476,3,22397,23081,69896,8,15,33,59508,16,24,92
apw_eng_200710,444.93,496362,11803226,282066,3,1870,2080,712141,3,21458,22087,64830,8,15,32,56786,16,24,92
apw_eng_200712,344.05,391549,9311962,212977,3,1675,1854,540972,3,18322,18869,50244,8,15,30,42650,16,24,87
apw_eng_200711,417.26,465709,11076075,262655,3,1816,2008,657974,3,20413,21076,60549,8,15,31,52804,16,24,97
apw_eng_200801,434.21,489641,11641766,274967,3,1768,1949,682336,3,19880,20512,64155,8,15,31,55062,16,24,90
apw_eng_200803,426.3,504156,12006082,263385,3,1770,1949,670932,3,19968,20585,61789,8,15,31,53369,16,24,92
apw_eng_200802,423.42,475152,11292321,266836,3,1821,2004,665106,3,20234,20861,62082,7,15,29,54044,16,24,90
apw_eng_200806,423.66,501365,11935675,280879,3,1791,1977,667870,3,20182,20779,64115,10,15,30,54705,16,24,92
apw_eng_200804,412.2,481942,11477879,257479,3,1806,1993,649808,3,20080,20686,59990,8,15,31,52736,16,24,87
apw_eng_200808,375.14,419590,9957244,252111,3,1808,1990,571962,3,18629,19198,56908,8,15,33,47706,17,24,93
apw_eng_200805,425.28,500348,11925738,270790,3,1797,1994,675573,3,20881,21483,61507,9,15,28,52532,16,24,94
apw_eng_200807,371.75,415105,9847959,245374,3,1783,1978,593304,3,19764,20356,55413,9,15,32,49346,17,23,87
apw_eng_200809,384.45,385353,9100936,269257,3,1721,1908,613268,3,18461,18991,61392,7,15,27,55277,16,23,87
apw_eng_200810,365.91,365833,8624620,256885,3,1776,1961,603173,3,18656,19233,54743,8,15,28,52193,16,23,85
apw_eng_200811,287.15,290865,6863819,201501,3,1683,1852,474193,3,16643,17148,43344,7,15,30,41508,16,23,86
apw_eng_200902,302.2,311293,7344532,207929,3,1682,1855,483089,3,16943,17417,47370,8,15,32,44990,16,24,84
apw_eng_200901,307.53,317496,7495925,208300,3,1673,1836,489814,3,17081,17571,47078,9,15,32,43298,15,23,85
apw_eng_200812,237.31,237456,5603240,161254,3,1450,1596,382211,3,15426,15839,36634,8,15,28,34457,16,24,86
apw_eng_200903,329.7,336512,7938072,225714,3,1692,1872,527814,3,17863,18367,50864,8,15,29,47007,16,23,90
apw_eng_200904,368.9,371748,8770746,257157,3,1754,1936,594586,3,18220,18751,58012,10,15,30,50333,16,24,92
apw_eng_200905,348.38,351728,8292941,244561,3,1734,1914,562050,3,18034,18569,54931,10,15,32,49251,16,24,85
apw_eng_200906,356.92,356280,8412506,251466,3,1754,1941,574795,3,18432,18928,58782,7,15,29,50589,16,24,92
apw_eng_200908,245.21,252526,5964467,169623,3,1509,1665,389261,3,14931,15352,38131,9,15,30,32979,16,24,84
apw_eng_200907,229.31,234261,5530240,158961,3,1483,1624,369102,3,14800,15206,37464,8,15,28,32747,17,23,82
apw_eng_200909,238.23,239137,5640160,164695,3,1523,1672,379923,3,14840,15240,37778,8,15,29,34582,16,24,83
apw_eng_200910,236.85,237390,5594491,162067,3,1542,1687,383730,3,15353,15754,35329,8,15,29,34098,17,23,81
apw_eng_200911,233.67,235123,5544658,163710,3,1536,1689,377615,3,14405,14812,36725,9,15,28,33384,15,24,84
apw_eng_201002,198.03,207700,4904604,141682,3,1463,1603,313482,3,13265,13629,32164,8,15,29,28602,16,23,86
apw_eng_200912,245.12,248942,5876446,166891,3,1549,1695,396166,3,15212,15635,37778,8,15,32,33729,16,24,87
nyt_eng_199407,262.16,281562,6686905,238340,3,2517,2756,420401,3,25379,25998,56103,11,15,35,45436,18,24,100
nyt_eng_199409,266.94,287976,6839253,247743,3,2639,2882,427879,3,25233,25874,59824,11,15,37,48032,17,24,96
nyt_eng_199408,270.35,292823,6954125,248282,3,2623,2871,428707,3,26364,27001,60426,10,15,34,48395,16,24,100
nyt_eng_199411,241.24,260787,6194247,219127,3,2646,2891,386135,3,24891,25476,51875,9,15,36,43396,18,24,102
nyt_eng_199410,272.82,296471,7041439,252596,3,2717,2948,433356,3,26396,27037,60319,10,15,36,48517,18,24,101
nyt_eng_199412,246.65,267038,6341857,225749,3,2583,2811,392899,3,24710,25303,53992,9,15,35,44175,18,24,102
nyt_eng_199501,293.65,313711,7452981,271989,3,2825,3078,466814,3,27558,28190,65446,13,15,36,52667,16,24,102
nyt_eng_199502,279.09,298940,7103675,256145,3,2696,2939,443999,3,26337,26975,62989,9,15,35,49236,17,24,103
nyt_eng_199503,348.59,376988,8957247,320816,3,3039,3309,554544,3,30577,31333,78844,12,15,34,62034,17,24,102
nyt_eng_199505,462.68,559974,13336648,392977,3,3121,3449,712566,3,33670,34695,93900,12,15,36,76521,19,24,121
nyt_eng_199504,339.77,368441,8759039,313333,3,3015,3296,537163,3,30011,30724,76846,13,15,36,60731,16,24,109
nyt_eng_199506,556.22,657120,15649498,466552,3,3227,3536,862765,3,35547,36663,111439,14,15,38,93521,17,24,106
nyt_eng_199507,492.5,586034,13951644,407935,3,3034,3358,759985,3,33774,34781,95608,14,15,34,81785,17,24,114
nyt_eng_199508,552.78,658285,15670253,461019,3,3177,3498,854609,3,36624,37749,107254,13,15,36,92575,20,24,116
nyt_eng_199510,568.68,670466,15953966,475242,3,3243,3563,883134,3,35913,37084,112665,15,15,35,96955,20,24,118
nyt_eng_199509,475.9,563300,13404359,391438,3,2921,3215,733577,3,32808,33821,92299,12,15,34,81206,20,24,110
nyt_eng_199511,565.1,664617,15812537,466531,3,3284,3593,873194,3,35988,37149,109875,12,15,38,96707,17,24,122
nyt_eng_199602,565.52,667198,15874154,455947,3,3149,3460,876127,3,35355,36478,104088,15,15,37,94953,18,24,127
nyt_eng_199512,538.39,641302,15267474,444166,3,3192,3489,829711,3,35520,36623,102231,14,15,36,91885,19,24,117
nyt_eng_199604,651.23,763917,18174672,529493,3,3101,3419,1014928,3,36924,38074,119679,12,15,39,107940,18,24,123
nyt_eng_199603,644.97,759790,18078837,525284,3,3365,3684,1000685,3,37672,38783,120858,15,15,36,108096,18,24,114
nyt_eng_199605,693.62,820724,19532928,570729,3,3241,3565,1076937,3,36916,38063,131326,13,15,37,116358,18,24,115
nyt_eng_199606,393.68,461999,10999654,326094,3,2593,2852,614169,3,27734,28582,75928,13,15,33,64572,19,24,118
nyt_eng_199607,627.59,747805,17809041,505852,3,3150,3453,964561,3,36380,37488,115057,11,15,40,102240,20,24,119
nyt_eng_199608,600.77,719532,17141747,495463,3,3157,3460,937046,3,35475,36526,113127,15,15,41,100234,21,24,115
nyt_eng_199610,672.39,791582,18842993,550520,3,3325,3661,1044732,3,37685,38880,126076,12,15,36,111394,18,24,114
nyt_eng_199609,618.78,733377,17461195,512168,3,3189,3494,962033,3,35530,36706,119273,14,15,40,104851,21,24,120
nyt_eng_199612,585.93,694577,16543748,476601,3,3202,3512,911727,3,34970,36098,109297,13,15,37,100001,21,24,117
nyt_eng_199611,586.49,698277,16628886,485062,3,3255,3561,916196,3,34831,35885,112308,14,15,36,99499,18,24,114
nyt_eng_199703,596.72,713551,16990496,470740,3,3365,3671,907961,3,37145,38244,109677,12,15,40,98302,19,24,117
nyt_eng_199701,631.12,755465,17996107,505338,3,3320,3643,967770,3,37034,38179,117124,12,15,34,104381,19,24,116
nyt_eng_199702,569.19,680964,16222832,446059,3,3139,3433,870886,3,34610,35698,103805,14,15,37,92443,17,24,110
nyt_eng_199705,605.59,721768,17186607,479072,3,3263,3584,920376,3,36600,37776,111032,12,15,37,97802,19,24,115
nyt_eng_199707,660.71,787127,18756284,502508,3,3228,3537,1005481,3,36617,37789,112658,11,15,38,105193,19,24,113
nyt_eng_199704,610.74,730472,17394611,479817,3,3284,3588,926601,3,37230,38347,110275,12,15,40,98309,18,24,112
nyt_eng_199706,602.5,709183,16893415,457029,3,3173,3478,921298,3,35117,36267,104386,13,15,37,96706,19,24,113
nyt_eng_199709,657.26,782769,18652643,508651,3,3366,3684,1006631,3,37868,39061,115536,12,15,38,105519,16,24,118
nyt_eng_199708,598.02,725344,17290149,472924,3,3169,3487,907136,3,36106,37164,107723,12,15,37,95390,19,24,114
nyt_eng_199710,670.21,794976,18940156,515045,3,3466,3796,1028988,3,39164,40339,116457,14,15,40,105641,20,24,116
nyt_eng_199712,627.69,736700,17539067,485504,3,3425,3733,969204,3,37668,38858,109583,15,15,35,102609,19,24,120
nyt_eng_199711,588.4,692742,16492665,447115,3,3268,3587,904168,3,36544,37681,102743,13,15,38,93181,20,24,112
nyt_eng_199802,406.78,493256,11759028,347849,3,3057,3355,623797,3,32734,33729,84843,14,15,35,68681,20,24,120
nyt_eng_199801,618.41,718388,17104366,472934,3,3314,3616,951237,3,36910,38066,108226,14,15,36,100415,21,24,111
nyt_eng_199803,449.77,554718,13229662,386694,3,3286,3600,686993,3,34603,35631,92514,16,15,38,76041,19,24,115
nyt_eng_199805,465.9,560825,13370144,404092,3,3283,3589,712864,3,35075,36060,96712,12,15,37,78052,18,24,113
nyt_eng_199806,474.04,565105,13473464,410957,3,3391,3691,742771,3,35892,36878,97116,13,15,39,79914,20,24,113
nyt_eng_199807,440.76,525669,12529409,377547,3,3343,3666,681817,3,34930,35947,88991,16,15,41,73485,23,24,109
nyt_eng_199804,370.15,455448,10859398,321710,3,2966,3253,569687,3,30936,31854,77635,13,15,37,62340,18,24,112
nyt_eng_199808,451.47,544546,12981749,394821,3,3202,3502,697933,3,34521,35474,93996,14,15,33,76925,17,24,114
