      l1  l2             f    E11  r.log.likelihood  r.log.likelihood.tt  r.odds.ratio.disc  r.Dice  r.t.score  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  r.p1.given2.margin  r.p2.given1.margin  r.expect.diff  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc  am.Dice  am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff   f1  f2    N  
POSITIVE  far            3   2.24                20                   25                 18      32         21           17           21                   1                  32                   6                  22             21               1.76                  1.76                0.38     0.01        0.44          0.26          0.01                 1.00                0.007                 0.25                0.002            0.76  400   3  536  
POSITIVE  no             3   2.24                20                   25                 18      32         21           17           21                   1                  32                   6                  22             21               1.76                  1.76                0.38     0.01        0.44          0.26          0.01                 1.00                0.007                 0.25                0.002            0.76  400   3  536  
POSITIVE  little         3   2.24                20                   25                 18      32         21           17           21                   1                  32                   6                  22             21               1.76                  1.76                0.38     0.01        0.44          0.26          0.01                 1.00                0.007                 0.25                0.002            0.76  400   3  536  
POSITIVE  completely     3   2.24                20                   25                 18      32         21           17           21                   1                  32                   6                  22             21               1.76                  1.76                0.38     0.01        0.44          0.26          0.01                 1.00                0.007                 0.25                0.002            0.76  400   3  536  
POSITIVE  perfectly      3   2.24                20                   25                 18      32         21           17           21                   1                  32                   6                  22             21               1.76                  1.76                0.38     0.01        0.44          0.26          0.01                 1.00                0.007                 0.25                0.002            0.76  400   3  536  
POSITIVE  absolutely     3   2.24                20                   25                 18      32         21           17           21                   1                  32                   6                  22             21               1.76                  1.76                0.38     0.01        0.44          0.26          0.01                 1.00                0.007                 0.25                0.002            0.76  400   3  536  
NEGATIVE  less           6   3.04                11                   13                 17      10          6           23            6                  30                  10                  22                   5              6               3.42                  3.42                0.48     0.08        1.21          0.25          0.03                 0.50                0.044                 0.25                0.022            2.96  136  12  536  
NEGATIVE  as            16  11.42                14                   17                 24       5          8           24            3                  33                   4                  24                   3              3               2.52                  2.52                0.24     0.18        1.15          0.11          0.05                 0.36                0.118                 0.10                0.034            4.58  136  45  536  
POSITIVE  even           5   4.48                27                   33                 28      26         28           25           28                  20                  24                  25                  28             28               0.27                  0.27                0.10     0.02        0.23          0.09          0.01                 0.83                0.013                 0.09                0.001            0.52  400   6  536  
POSITIVE  so            42  38.06                19                   23                 25       3         14           26            4                  21                   5                  26                  10              4               1.91                  1.91                0.20     0.19        0.61          0.09          0.04                 0.82                0.105                 0.08                0.010            3.94  400  51  536  
NEGATIVE  too           18  14.72                26                   31                 27       4          9           27            5                  34                   3                  27                   4              5               1.06                  1.06                0.14     0.19        0.77          0.06          0.03                 0.31                0.132                 0.06                0.024            3.28  136  58  536  
NEGATIVE  really         4   3.30                28                   34                 26      12         27           28           27                  35                  11                  28                  11             27               0.20                  0.20                0.15     0.05        0.35          0.06          0.01                 0.31                0.029                 0.05                0.005            0.70  136  13  536  
POSITIVE  all            4   3.73                29                   36                 30      31         29           29           30                  22                  27                  29                  30             30               0.08                  0.08                0.01     0.02        0.13          0.05          0.00                 0.80                0.010                 0.05                0.001            0.27  400   5  536  
POSITIVE  quite          7   6.72                30                   37                 29      19         30           30           29                  24                  19                  30                  29             29               0.05                  0.05                0.01     0.03        0.11          0.03          0.00                 0.78                0.018                 0.03                0.001            0.28  400   9  536  
POSITIVE  really         9   9.70                31                   34                 32      13         31           31           31                  26                  13                  31                  31             31              -0.20                  0.20               -0.15     0.04       -0.23         -0.06         -0.01                 0.69                0.022                -0.05               -0.002           -0.70  400  13  536  
POSITIVE  too           40  43.28                32                   31                 31       6         32           32           33                  27                   7                  32                  33             33              -1.06                  1.06               -0.14     0.17       -0.52         -0.06         -0.03                 0.69                0.100                -0.06               -0.008           -3.28  400  58  536  
NEGATIVE  so             9  12.94                33                   23                 33       9         35           33           34                  36                   9                  33                  35             34              -1.91                  1.91               -0.20     0.10       -1.31         -0.09         -0.04                 0.18                0.066                -0.08               -0.029           -3.94  136  51  536  
POSITIVE  as            29  33.58                34                   17                 34       8         33           34           35                  28                   8                  34                  34             35              -2.52                  2.52               -0.24     0.13       -0.85         -0.11         -0.05                 0.64                0.072                -0.10               -0.011           -4.58  400  45  536  
POSITIVE  less           6   8.96                35                   13                 35      22         34           35           32                  30                  21                  36                  32             32              -3.42                  3.42               -0.48     0.03       -1.21         -0.25         -0.03                 0.50                0.015                -0.25               -0.007           -2.96  400  12  536  
NEGATIVE  very           3  21.82                36                    3                 37      23         37           36           36                  37                  14                  35                  37             36             -34.80                 34.80               -1.00     0.03      -10.87         -0.26         -0.19                 0.03                0.022                -0.22               -0.138          -18.82  136  86  536  
POSITIVE  more          42  66.42                37                    1                 36       7         36           37           37                  32                   5                  37                  36             37             -37.83                 37.83               -0.65     0.17       -3.77         -0.33         -0.24                 0.47                0.105                -0.27               -0.061          -24.42  400  89  536  
