      l1  l2                      f        E11  r.log.likelihood  r.log.likelihood.tt  r.odds.ratio.disc  r.Dice  r.t.score  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  r.p1.given2.margin  r.p2.given1.margin  r.expect.diff  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc      am.Dice  am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff   f1  f2    N  
POSITIVE  too_afraid              3  2.2388060                14                   14                 14      17         15           14           15                   1                  17                   9                  15             15          1.7617517             1.7617517          0.38089356  0.014888337   0.4394756    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  very_special            3  2.2388060                14                   14                 14      17         15           14           15                   1                  17                   9                  15             15          1.7617517             1.7617517          0.38089356  0.014888337   0.4394756    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  less_good               3  2.2388060                14                   14                 14      17         15           14           15                   1                  17                   9                  15             15          1.7617517             1.7617517          0.38089356  0.014888337   0.4394756    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  as_mundane              3  2.2388060                14                   14                 14      17         15           14           15                   1                  17                   9                  15             15          1.7617517             1.7617517          0.38089356  0.014888337   0.4394756    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  too_young               3  2.2388060                14                   14                 14      17         15           14           15                   1                  17                   9                  15             15          1.7617517             1.7617517          0.38089356  0.014888337   0.4394756    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  so_strong               3  2.2388060                14                   14                 14      17         15           14           15                   1                  17                   9                  15             15          1.7617517             1.7617517          0.38089356  0.014888337   0.4394756    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  as_divisive             3  2.2388060                14                   14                 14      17         15           14           15                   1                  17                   9                  15             15          1.7617517             1.7617517          0.38089356  0.014888337   0.4394756    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
NEGATIVE  more_important          3  1.7761194                21                   21                 21      11         11           21           12                  23                   7                  21                   9             12          1.0245031             1.0245031          0.36361746  0.041958042   0.7066078    0.17715366   0.012058824           0.42857143          0.022058824           0.17484009          0.008999122       1.2238806  136   7  536  
POSITIVE  all_right               4  3.7313433                22                   23                 22      15         22           22           22                  20                  13                  22                  22             22          0.0810088             0.0810088          0.01081736  0.019753086   0.1343284    0.05423729   0.002647059           0.80000000          0.010000000           0.05373134          0.000671642       0.2686567  400   5  536  
POSITIVE  more_important          4  5.2238806                23                   21                 23      16         23           23           23                  22                  13                  23                  23             23         -1.0245031             1.0245031         -0.36361746  0.019656020  -0.6119403   -0.17715366  -0.012058824           0.57142857          0.010000000          -0.17484009         -0.003059701      -1.2238806  400   7  536  
