      l1  l2             f         E11  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc     am.Dice   am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff   f1  f2    N  
POSITIVE  dangerously    4   2.9850746          2.3515656             2.3515656          0.49113197  0.01980198    0.5074627    0.25563910    0.01000000           1.00000000          0.010000000           0.25373134          0.002537313       1.0149254  400   4  536  
POSITIVE  simply         4   2.9850746          2.3515656             2.3515656          0.49113197  0.01980198    0.5074627    0.25563910    0.01000000           1.00000000          0.010000000           0.25373134          0.002537313       1.0149254  400   4  536  
POSITIVE  far            3   2.2388060          1.7617517             1.7617517          0.38089356  0.01488834    0.4394756    0.25515947    0.00750000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  no             3   2.2388060          1.7617517             1.7617517          0.38089356  0.01488834    0.4394756    0.25515947    0.00750000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  little         3   2.2388060          1.7617517             1.7617517          0.38089356  0.01488834    0.4394756    0.25515947    0.00750000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  completely     3   2.2388060          1.7617517             1.7617517          0.38089356  0.01488834    0.4394756    0.25515947    0.00750000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  perfectly      3   2.2388060          1.7617517             1.7617517          0.38089356  0.01488834    0.4394756    0.25515947    0.00750000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  absolutely     3   2.2388060          1.7617517             1.7617517          0.38089356  0.01488834    0.4394756    0.25515947    0.00750000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
NEGATIVE  less           6   3.0447761          3.4227102             3.4227102          0.48043650  0.08108108    1.2064651    0.25190840    0.02911765           0.50000000          0.044117647           0.24626866          0.021729587       2.9552239  136  12  536  
NEGATIVE  as            16  11.4179104          2.5162425             2.5162425          0.23663370  0.17679558    1.1455224    0.11115637    0.04514706           0.35555556          0.117647059           0.10182421          0.033691835       4.5820896  136  45  536  
POSITIVE  even           5   4.4776119          0.2656371             0.2656371          0.09906424  0.02463054    0.2336190    0.08805031    0.00514706           0.83333333          0.012500000           0.08706468          0.001305970       0.5223881  400   6  536  
POSITIVE  so            42  38.0597015          1.9068439             1.9068439          0.20168635  0.18625277    0.6080013    0.08538508    0.03882353           0.82352941          0.105000000           0.07726076          0.009850746       3.9402985  400  51  536  
NEGATIVE  too           18  14.7164179          1.0590182             1.0590182          0.14290362  0.18556701    0.7739477    0.06348290    0.03235294           0.31034483          0.132352941           0.05661348          0.024143986       3.2835821  136  58  536  
NEGATIVE  really         4   3.2985075          0.1965761             0.1965761          0.14600480  0.05369128    0.3507463    0.05530225    0.00691176           0.30769231          0.029411765           0.05396096          0.005158033       0.7014925  136  13  536  
POSITIVE  all            4   3.7313433          0.0810088             0.0810088          0.01081736  0.01975309    0.1343284    0.05423729    0.00264706           0.80000000          0.010000000           0.05373134          0.000671642       0.2686567  400   5  536  
POSITIVE  quite          7   6.7164179          0.0493856             0.0493856          0.01089880  0.03422983    0.1071840    0.03204723    0.00279412           0.77777778          0.017500000           0.03150912          0.000708955       0.2835821  400   9  536  
POSITIVE  really         9   9.7014925         -0.1965761             0.1965761         -0.14600480  0.04358354   -0.2338308   -0.05530225   -0.00691176           0.69230769          0.022500000          -0.05396096         -0.001753731      -0.7014925  400  13  536  
POSITIVE  too           40  43.2835821         -1.0590182             1.0590182         -0.14290362  0.17467249   -0.5191799   -0.06348290   -0.03235294           0.68965517          0.100000000          -0.05661348         -0.008208955      -3.2835821  400  58  536  
NEGATIVE  so             9  12.9402985         -1.9068439             1.9068439         -0.20168635  0.09625668   -1.3134328   -0.08538508   -0.03882353           0.17647059          0.066176471          -0.07726076         -0.028972783      -3.9402985  136  51  536  
POSITIVE  as            29  33.5820896         -2.5162425             2.5162425         -0.23663370  0.13033708   -0.8508727   -0.11115637   -0.04514706           0.64444444          0.072500000          -0.10182421         -0.011455224      -4.5820896  400  45  536  
POSITIVE  less           6   8.9552239         -3.4227102             3.4227102         -0.48043650  0.02912621   -1.2064651   -0.25190840   -0.02911765           0.50000000          0.015000000          -0.24626866         -0.007388060      -2.9552239  400  12  536  
NEGATIVE  very           3  21.8208955        -34.8033020            34.8033020         -1.00135597  0.02702703  -10.8662491   -0.26067183   -0.18544118           0.03488372          0.022058824          -0.21884762         -0.138388938     -18.8208955  136  86  536  
POSITIVE  more          42  66.4179104        -37.8304112            37.8304112         -0.65097080  0.17177914   -3.7677654   -0.32898474   -0.24058824           0.47191011          0.105000000          -0.27435854         -0.061044776     -24.4179104  400  89  536  
