      l1  l2             f         E11  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc      am.Dice   am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff   f1  f2    N  
POSITIVE  expensive      3   2.2388060          1.7617517             1.7617517          0.38089356  0.014888337   0.43947558    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  beautiful      3   2.2388060          1.7617517             1.7617517          0.38089356  0.014888337   0.43947558    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  small          3   2.2388060          1.7617517             1.7617517          0.38089356  0.014888337   0.43947558    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  normal         3   2.2388060          1.7617517             1.7617517          0.38089356  0.014888337   0.43947558    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  aggressive     3   2.2388060          1.7617517             1.7617517          0.38089356  0.014888337   0.43947558    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  hard           3   2.2388060          1.7617517             1.7617517          0.38089356  0.014888337   0.43947558    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
POSITIVE  enthusiastic   3   2.2388060          1.7617517             1.7617517          0.38089356  0.014888337   0.43947558    0.25515947   0.007500000           1.00000000          0.007500000           0.25373134          0.001902985       0.7611940  400   3  536  
NEGATIVE  available      3   1.5223881          1.6889359             1.6889359          0.47385587  0.042253521   0.85309965    0.24905660   0.014558824           0.50000000          0.022058824           0.24626866          0.010864794       1.4776119  136   6  536  
NEGATIVE  close          3   1.5223881          1.6889359             1.6889359          0.47385587  0.042253521   0.85309965    0.24905660   0.014558824           0.50000000          0.022058824           0.24626866          0.010864794       1.4776119  136   6  536  
POSITIVE  important     20  17.9104478          1.0965596             1.0965596          0.20040256  0.094339623   0.46723808    0.09114583   0.020588235           0.83333333          0.050000000           0.08706468          0.005223881       2.0895522  400  24  536  
POSITIVE  wrong          5   4.4776119          0.2656371             0.2656371          0.09906424  0.024630542   0.23361904    0.08805031   0.005147059           0.83333333          0.012500000           0.08706468          0.001305970       0.5223881  400   6  536  
POSITIVE  special        5   4.4776119          0.2656371             0.2656371          0.09906424  0.024630542   0.23361904    0.08805031   0.005147059           0.83333333          0.012500000           0.08706468          0.001305970       0.5223881  400   6  536  
POSITIVE  good          17  15.6716418          0.4903219             0.4903219          0.12827604  0.080760095   0.32217419    0.06583449   0.013088235           0.80952381          0.042500000           0.06325515          0.003320896       1.3283582  400  21  536  
POSITIVE  right          4   3.7313433          0.0810088             0.0810088          0.01081736  0.019753086   0.13432836    0.05423729   0.002647059           0.80000000          0.010000000           0.05373134          0.000671642       0.2686567  400   5  536  
POSITIVE  high           4   3.7313433          0.0810088             0.0810088          0.01081736  0.019753086   0.13432836    0.05423729   0.002647059           0.80000000          0.010000000           0.05373134          0.000671642       0.2686567  400   5  536  
POSITIVE  ill            4   3.7313433          0.0810088             0.0810088          0.01081736  0.019753086   0.13432836    0.05423729   0.002647059           0.80000000          0.010000000           0.05373134          0.000671642       0.2686567  400   5  536  
NEGATIVE  different      3   2.7910448          0.0210712             0.0210712          0.08300751  0.040816327   0.12064035    0.01939394   0.002058824           0.27272727          0.022058824           0.01899593          0.001536435       0.2089552  136  11  536  
POSITIVE  difficult      3   2.9850746          0.0002973             0.0002973         -0.09942105  0.014851485   0.00861717    0.00375940   0.000147059           0.75000000          0.007500000           0.00373134          0.000037313       0.0149254  400   4  536  
POSITIVE  better         3   2.9850746          0.0002973             0.0002973         -0.09942105  0.014851485   0.00861717    0.00375940   0.000147059           0.75000000          0.007500000           0.00373134          0.000037313       0.0149254  400   4  536  
POSITIVE  different      8   8.2089552         -0.0210712             0.0210712         -0.08300751  0.038929440  -0.07387683   -0.01939394  -0.002058824           0.72727273          0.020000000          -0.01899593         -0.000522388      -0.2089552  400  11  536  
POSITIVE  happy          5   5.2238806         -0.0373396             0.0373396         -0.12600152  0.024570025  -0.10012245   -0.03240616  -0.002205882           0.71428571          0.012500000          -0.03198294         -0.000559701      -0.2238806  400   7  536  
NEGATIVE  good           4   5.3283582         -0.4903219             0.4903219         -0.12827604  0.050955414  -0.66417910   -0.06583449  -0.013088235           0.19047619          0.029411765          -0.06325515         -0.009767340      -1.3283582  136  21  536  
NEGATIVE  important      4   6.0895522         -1.0965596             1.0965596         -0.20040256  0.050000000  -1.04477612   -0.09114583  -0.020588235           0.16666667          0.029411765          -0.08706468         -0.015364355      -2.0895522  136  24  536  
POSITIVE  big            3   3.7313433         -0.5171441             0.5171441         -0.32448681  0.014814815  -0.42224124   -0.14764595  -0.007205882           0.60000000          0.007500000          -0.14626866         -0.001828358      -0.7313433  400   5  536  
POSITIVE  sinister       3   3.7313433         -0.5171441             0.5171441         -0.32448681  0.014814815  -0.42224124   -0.14764595  -0.007205882           0.60000000          0.007500000          -0.14626866         -0.001828358      -0.7313433  400   5  536  
POSITIVE  close          3   4.4776119         -1.6889359             1.6889359         -0.47385587  0.014778325  -0.85309965   -0.24905660  -0.014558824           0.50000000          0.007500000          -0.24626866         -0.003694030      -1.4776119  400   6  536  
POSITIVE  available      3   4.4776119         -1.6889359             1.6889359         -0.47385587  0.014778325  -0.85309965   -0.24905660  -0.014558824           0.50000000          0.007500000          -0.24626866         -0.003694030      -1.4776119  400   6  536  
POSITIVE  bad            3   5.2238806         -3.2166941             3.2166941         -0.58626572  0.014742015  -1.28395806   -0.32190116  -0.021911765           0.42857143          0.007500000          -0.31769723         -0.005559701      -2.2238806  400   7  536  
